<doc id="bv_doc_id__19" attrs="word lemma type">
Entwurf	bv_doc_id__19_d9e308
Angelegenheiten	bv_doc_id__19_d9e14736
des	bv_doc_id__19_d9e14738
Bezirkes	bv_doc_id__19_d9e14740
<g/>
;	
2.	bv_doc_id__19_d9e14747
Erstattung	bv_doc_id__19_d9e14752
von	bv_doc_id__19_d9e14754
Gutachten	bv_doc_id__19_d9e14756
und	bv_doc_id__19_d9e14758
Vorschlägen	bv_doc_id__19_d9e14760
in	bv_doc_id__19_d9e14763
Fällen	bv_doc_id__19_d9e14765
der	bv_doc_id__19_d9e14767
Sozialisierung	bv_doc_id__19_d9e14769
und	bv_doc_id__19_d9e14771
Planwirtschaft	bv_doc_id__19_d9e14773
<g/>
;	
3.	bv_doc_id__19_d9e14784
die	bv_doc_id__19_d9e14789
Mitwirkung	bv_doc_id__19_d9e14791
bei	bv_doc_id__19_d9e14793
den	bv_doc_id__19_d9e14795
Geschäften	bv_doc_id__19_d9e14797
der	bv_doc_id__19_d9e14800
sozialen	bv_doc_id__19_d9e14802
Versicherung	bv_doc_id__19_d9e14804
<g/>
,	
des	bv_doc_id__19_d9e14808
Arbeitsnachweises	bv_doc_id__19_d9e14810
und	bv_doc_id__19_d9e14813
die	bv_doc_id__19_d9e14815
Schlichtung	bv_doc_id__19_d9e14817
von	bv_doc_id__19_d9e14819
Ardeits-	bv_doc_id__19_d9e14821
und	bv_doc_id__19_d9e14823
Lohnstreitigkeiten	bv_doc_id__19_d9e14826
<g/>
;	
4.	bv_doc_id__19_d9e14833
die	bv_doc_id__19_d9e14838
Entsendung	bv_doc_id__19_d9e14840
von	bv_doc_id__19_d9e14842
laeräten	bv_doc_id__19_d9e14844
an	bv_doc_id__19_d9e14846
die	bv_doc_id__19_d9e14849
Bezirksbehörde	bv_doc_id__19_d9e14851
<g/>
.	
1.	bv_doc_id__19_d9e14720
Beratung	bv_doc_id__19_d9e14725
aller	bv_doc_id__19_d9e14727
wirtschaftlichen	bv_doc_id__19_d9e14729
und	bv_doc_id__19_d9e14731
sozialpolitischen	bv_doc_id__19_d9e14733
Angelegenheiten	bv_doc_id__19_d9e14736
des	bv_doc_id__19_d9e14738
Bezirkes	bv_doc_id__19_d9e14740
<g/>
;	
2.	bv_doc_id__19_d9e14747
Erstattung	bv_doc_id__19_d9e14752
von	bv_doc_id__19_d9e14754
Gutachten	bv_doc_id__19_d9e14756
und	bv_doc_id__19_d9e14758
Vorschlägen	bv_doc_id__19_d9e14760
in	bv_doc_id__19_d9e14763
Fällen	bv_doc_id__19_d9e14765
der	bv_doc_id__19_d9e14767
Sozialisierung	bv_doc_id__19_d9e14769
und	bv_doc_id__19_d9e14771
Planwirtschaft	bv_doc_id__19_d9e14773
<g/>
;	
3.	bv_doc_id__19_d9e14784
die	bv_doc_id__19_d9e14789
Mitwirkung	bv_doc_id__19_d9e14791
bei	bv_doc_id__19_d9e14793
den	bv_doc_id__19_d9e14795
Geschäften	bv_doc_id__19_d9e14797
der	bv_doc_id__19_d9e14800
sozialen	bv_doc_id__19_d9e14802
Versicherung	bv_doc_id__19_d9e14804
<g/>
,	
des	bv_doc_id__19_d9e14808
Arbeitsnachweises	bv_doc_id__19_d9e14810
und	bv_doc_id__19_d9e14813
die	bv_doc_id__19_d9e14815
Schlichtung	bv_doc_id__19_d9e14817
von	bv_doc_id__19_d9e14819
Ardeits-	bv_doc_id__19_d9e14821
und	bv_doc_id__19_d9e14823
Lohnstreitigkeiten	bv_doc_id__19_d9e14826
<g/>
;	
4.	bv_doc_id__19_d9e14833
die	bv_doc_id__19_d9e14838
Entsendung	bv_doc_id__19_d9e14840
von	bv_doc_id__19_d9e14842
laeräten	bv_doc_id__19_d9e14844
an	bv_doc_id__19_d9e14846
die	bv_doc_id__19_d9e14849
Bezirksbehörde	bv_doc_id__19_d9e14851
<g/>
.	
II	bv_doc_id__19_d9e14864
<g/>
.	
Die	bv_doc_id__19_d9e14868
Landeswirtschaftskammer	bv_doc_id__19_d9e14870
<g/>
.	
Art.	bv_doc_id__19_d9e14879
76.	bv_doc_id__19_d9e14881
Die	bv_doc_id__19_d9e14886
Vertreter	bv_doc_id__19_d9e14888
der	bv_doc_id__19_d9e14890
Arbeitgeber	bv_doc_id__19_d9e14892
und	bv_doc_id__19_d9e14894
Arbeitnehmer	bv_doc_id__19_d9e14897
eines	bv_doc_id__19_d9e14899
Landes	bv_doc_id__19_d9e14901
bilden	bv_doc_id__19_d9e14903
die	bv_doc_id__19_d9e14905
Landeswirtschaftskammer	bv_doc_id__19_d9e14907
<g/>
.	
Den	bv_doc_id__19_d9e14912
Vorsitz	bv_doc_id__19_d9e14914
führt	bv_doc_id__19_d9e14916
der	bv_doc_id__19_d9e14918
Landeshauptmann	bv_doc_id__19_d9e14920
oder	bv_doc_id__19_d9e14923
dessen	bv_doc_id__19_d9e14925
Stellvertreter	bv_doc_id__19_d9e14927
<g/>
.	
Art.	bv_doc_id__19_d9e14937
77.	bv_doc_id__19_d9e14939
Zum	bv_doc_id__19_d9e14944
Wirkungskreis	bv_doc_id__19_d9e14946
der	bv_doc_id__19_d9e14948
Landeswirtschaftskammer	bv_doc_id__19_d9e14950
gehören	bv_doc_id__19_d9e14952
<g/>
:	
1.	bv_doc_id__19_d9e14961
Die	bv_doc_id__19_d9e14966
Vorberatung	bv_doc_id__19_d9e14968
aller	bv_doc_id__19_d9e14970
sozialpolitischen	bv_doc_id__19_d9e14972
und	bv_doc_id__19_d9e14974
wirtschaftlichen	bv_doc_id__19_d9e14977
Landesgesetze	bv_doc_id__19_d9e14979
<g/>
.	
Der	bv_doc_id__19_d9e14983
Landtag	bv_doc_id__19_d9e14985
hat	bv_doc_id__19_d9e14987
bei	bv_doc_id__19_d9e14990
sonstiger	bv_doc_id__19_d9e14992
Ungültigkeit	bv_doc_id__19_d9e14994
seines	bv_doc_id__19_d9e14996
Beschlusses	bv_doc_id__19_d9e14998
eine	bv_doc_id__19_d9e15000
derartige	bv_doc_id__19_d9e15003
Gesetzesvorlage	bv_doc_id__19_d9e15005
der	bv_doc_id__19_d9e15007
Landeswirtschaftskammer	bv_doc_id__19_d9e15009
unter	bv_doc_id__19_d9e15011
Satzung	bv_doc_id__19_d9e15013
einer	bv_doc_id__19_d9e15016
Frist	bv_doc_id__19_d9e15018
von	bv_doc_id__19_d9e15020
zwei	bv_doc_id__19_d9e15022
bis	bv_doc_id__19_d9e15024
vier	bv_doc_id__19_d9e15026
Wochen	bv_doc_id__19_d9e15029
zur	bv_doc_id__19_d9e15031
Begutachtung	bv_doc_id__19_d9e15033
zu	bv_doc_id__19_d9e15035
übermitteln	bv_doc_id__19_d9e15037
<g/>
,	
ist	bv_doc_id__19_d9e15042
aber	bv_doc_id__19_d9e15044
nicht	bv_doc_id__19_d9e15046
weiter	bv_doc_id__19_d9e15048
an	bv_doc_id__19_d9e15050
das	bv_doc_id__19_d9e15052
Gutachten	bv_doc_id__19_d9e15055
gebunden	bv_doc_id__19_d9e15057
<g/>
.	
2.	bv_doc_id__19_d9e15064
Die	bv_doc_id__19_d9e15069
Antragstellung	bv_doc_id__19_d9e15071
auf	bv_doc_id__19_d9e15073
Erlassung	bv_doc_id__19_d9e15075
von	bv_doc_id__19_d9e15077
Landesgesetzen	bv_doc_id__19_d9e15080
sozial	bv_doc_id__19_d9e15082
politischen	bv_doc_id__19_d9e15084
und	bv_doc_id__19_d9e15086
wirtschaftlichen	bv_doc_id__19_d9e15088
Inhaltes	bv_doc_id__19_d9e15090
und	bv_doc_id__19_d9e15093
Vertretung	bv_doc_id__19_d9e15095
dieses	bv_doc_id__19_d9e15097
Antrages	bv_doc_id__19_d9e15099
im	bv_doc_id__19_d9e15101
Landtag	bv_doc_id__19_d9e15103
durch	bv_doc_id__19_d9e15106
ein	bv_doc_id__19_d9e15108
Mitglied	bv_doc_id__19_d9e15110
der	bv_doc_id__19_d9e15112
Landeswirtschaftskammer	bv_doc_id__19_d9e15114
<g/>
.	
3.	bv_doc_id__19_d9e15121
Die	bv_doc_id__19_d9e15127
Entsendung	bv_doc_id__19_d9e15129
von	bv_doc_id__19_d9e15131
Beiräten	bv_doc_id__19_d9e15133
an	bv_doc_id__19_d9e15135
die	bv_doc_id__19_d9e15138
Landesregierung	bv_doc_id__19_d9e15140
<g/>
.	
II	bv_doc_id__19_d9e14864
<g/>
.	
Die	bv_doc_id__19_d9e14868
Landeswirtschaftskammer	bv_doc_id__19_d9e14870
<g/>
.	
Art.	bv_doc_id__19_d9e14879
76.	bv_doc_id__19_d9e14881
Die	bv_doc_id__19_d9e14886
Vertreter	bv_doc_id__19_d9e14888
der	bv_doc_id__19_d9e14890
Arbeitgeber	bv_doc_id__19_d9e14892
und	bv_doc_id__19_d9e14894
Arbeitnehmer	bv_doc_id__19_d9e14897
eines	bv_doc_id__19_d9e14899
Landes	bv_doc_id__19_d9e14901
bilden	bv_doc_id__19_d9e14903
die	bv_doc_id__19_d9e14905
Landeswirtschaftskammer	bv_doc_id__19_d9e14907
<g/>
.	
Den	bv_doc_id__19_d9e14912
Vorsitz	bv_doc_id__19_d9e14914
führt	bv_doc_id__19_d9e14916
der	bv_doc_id__19_d9e14918
Landeshauptmann	bv_doc_id__19_d9e14920
oder	bv_doc_id__19_d9e14923
dessen	bv_doc_id__19_d9e14925
Stellvertreter	bv_doc_id__19_d9e14927
<g/>
.	
Art.	bv_doc_id__19_d9e14879
76.	bv_doc_id__19_d9e14881
Die	bv_doc_id__19_d9e14886
Vertreter	bv_doc_id__19_d9e14888
der	bv_doc_id__19_d9e14890
Arbeitgeber	bv_doc_id__19_d9e14892
und	bv_doc_id__19_d9e14894
Arbeitnehmer	bv_doc_id__19_d9e14897
eines	bv_doc_id__19_d9e14899
Landes	bv_doc_id__19_d9e14901
bilden	bv_doc_id__19_d9e14903
die	bv_doc_id__19_d9e14905
Landeswirtschaftskammer	bv_doc_id__19_d9e14907
<g/>
.	
Den	bv_doc_id__19_d9e14912
Vorsitz	bv_doc_id__19_d9e14914
führt	bv_doc_id__19_d9e14916
der	bv_doc_id__19_d9e14918
Landeshauptmann	bv_doc_id__19_d9e14920
oder	bv_doc_id__19_d9e14923
dessen	bv_doc_id__19_d9e14925
Stellvertreter	bv_doc_id__19_d9e14927
<g/>
.	
Art.	bv_doc_id__19_d9e14937
77.	bv_doc_id__19_d9e14939
Zum	bv_doc_id__19_d9e14944
Wirkungskreis	bv_doc_id__19_d9e14946
der	bv_doc_id__19_d9e14948
Landeswirtschaftskammer	bv_doc_id__19_d9e14950
gehören	bv_doc_id__19_d9e14952
<g/>
:	
1.	bv_doc_id__19_d9e14961
Die	bv_doc_id__19_d9e14966
Vorberatung	bv_doc_id__19_d9e14968
aller	bv_doc_id__19_d9e14970
sozialpolitischen	bv_doc_id__19_d9e14972
und	bv_doc_id__19_d9e14974
wirtschaftlichen	bv_doc_id__19_d9e14977
Landesgesetze	bv_doc_id__19_d9e14979
<g/>
.	
Der	bv_doc_id__19_d9e14983
Landtag	bv_doc_id__19_d9e14985
hat	bv_doc_id__19_d9e14987
bei	bv_doc_id__19_d9e14990
sonstiger	bv_doc_id__19_d9e14992
Ungültigkeit	bv_doc_id__19_d9e14994
seines	bv_doc_id__19_d9e14996
Beschlusses	bv_doc_id__19_d9e14998
eine	bv_doc_id__19_d9e15000
derartige	bv_doc_id__19_d9e15003
Gesetzesvorlage	bv_doc_id__19_d9e15005
der	bv_doc_id__19_d9e15007
Landeswirtschaftskammer	bv_doc_id__19_d9e15009
unter	bv_doc_id__19_d9e15011
Satzung	bv_doc_id__19_d9e15013
einer	bv_doc_id__19_d9e15016
Frist	bv_doc_id__19_d9e15018
von	bv_doc_id__19_d9e15020
zwei	bv_doc_id__19_d9e15022
bis	bv_doc_id__19_d9e15024
vier	bv_doc_id__19_d9e15026
Wochen	bv_doc_id__19_d9e15029
zur	bv_doc_id__19_d9e15031
Begutachtung	bv_doc_id__19_d9e15033
zu	bv_doc_id__19_d9e15035
übermitteln	bv_doc_id__19_d9e15037
<g/>
,	
ist	bv_doc_id__19_d9e15042
aber	bv_doc_id__19_d9e15044
nicht	bv_doc_id__19_d9e15046
weiter	bv_doc_id__19_d9e15048
an	bv_doc_id__19_d9e15050
das	bv_doc_id__19_d9e15052
Gutachten	bv_doc_id__19_d9e15055
gebunden	bv_doc_id__19_d9e15057
<g/>
.	
2.	bv_doc_id__19_d9e15064
Die	bv_doc_id__19_d9e15069
Antragstellung	bv_doc_id__19_d9e15071
auf	bv_doc_id__19_d9e15073
Erlassung	bv_doc_id__19_d9e15075
von	bv_doc_id__19_d9e15077
Landesgesetzen	bv_doc_id__19_d9e15080
sozial	bv_doc_id__19_d9e15082
politischen	bv_doc_id__19_d9e15084
und	bv_doc_id__19_d9e15086
wirtschaftlichen	bv_doc_id__19_d9e15088
Inhaltes	bv_doc_id__19_d9e15090
und	bv_doc_id__19_d9e15093
Vertretung	bv_doc_id__19_d9e15095
dieses	bv_doc_id__19_d9e15097
Antrages	bv_doc_id__19_d9e15099
im	bv_doc_id__19_d9e15101
Landtag	bv_doc_id__19_d9e15103
durch	bv_doc_id__19_d9e15106
ein	bv_doc_id__19_d9e15108
Mitglied	bv_doc_id__19_d9e15110
der	bv_doc_id__19_d9e15112
Landeswirtschaftskammer	bv_doc_id__19_d9e15114
<g/>
.	
3.	bv_doc_id__19_d9e15121
Die	bv_doc_id__19_d9e15127
Entsendung	bv_doc_id__19_d9e15129
von	bv_doc_id__19_d9e15131
Beiräten	bv_doc_id__19_d9e15133
an	bv_doc_id__19_d9e15135
die	bv_doc_id__19_d9e15138
Landesregierung	bv_doc_id__19_d9e15140
<g/>
.	
Art.	bv_doc_id__19_d9e14937
77.	bv_doc_id__19_d9e14939
Zum	bv_doc_id__19_d9e14944
Wirkungskreis	bv_doc_id__19_d9e14946
der	bv_doc_id__19_d9e14948
Landeswirtschaftskammer	bv_doc_id__19_d9e14950
gehören	bv_doc_id__19_d9e14952
<g/>
:	
1.	bv_doc_id__19_d9e14961
Die	bv_doc_id__19_d9e14966
Vorberatung	bv_doc_id__19_d9e14968
aller	bv_doc_id__19_d9e14970
sozialpolitischen	bv_doc_id__19_d9e14972
und	bv_doc_id__19_d9e14974
wirtschaftlichen	bv_doc_id__19_d9e14977
Landesgesetze	bv_doc_id__19_d9e14979
<g/>
.	
Der	bv_doc_id__19_d9e14983
Landtag	bv_doc_id__19_d9e14985
hat	bv_doc_id__19_d9e14987
bei	bv_doc_id__19_d9e14990
sonstiger	bv_doc_id__19_d9e14992
Ungültigkeit	bv_doc_id__19_d9e14994
seines	bv_doc_id__19_d9e14996
Beschlusses	bv_doc_id__19_d9e14998
eine	bv_doc_id__19_d9e15000
derartige	bv_doc_id__19_d9e15003
Gesetzesvorlage	bv_doc_id__19_d9e15005
der	bv_doc_id__19_d9e15007
Landeswirtschaftskammer	bv_doc_id__19_d9e15009
unter	bv_doc_id__19_d9e15011
Satzung	bv_doc_id__19_d9e15013
einer	bv_doc_id__19_d9e15016
Frist	bv_doc_id__19_d9e15018
von	bv_doc_id__19_d9e15020
zwei	bv_doc_id__19_d9e15022
bis	bv_doc_id__19_d9e15024
vier	bv_doc_id__19_d9e15026
Wochen	bv_doc_id__19_d9e15029
zur	bv_doc_id__19_d9e15031
Begutachtung	bv_doc_id__19_d9e15033
zu	bv_doc_id__19_d9e15035
übermitteln	bv_doc_id__19_d9e15037
<g/>
,	
ist	bv_doc_id__19_d9e15042
aber	bv_doc_id__19_d9e15044
nicht	bv_doc_id__19_d9e15046
weiter	bv_doc_id__19_d9e15048
an	bv_doc_id__19_d9e15050
das	bv_doc_id__19_d9e15052
Gutachten	bv_doc_id__19_d9e15055
gebunden	bv_doc_id__19_d9e15057
<g/>
.	
2.	bv_doc_id__19_d9e15064
Die	bv_doc_id__19_d9e15069
Antragstellung	bv_doc_id__19_d9e15071
auf	bv_doc_id__19_d9e15073
Erlassung	bv_doc_id__19_d9e15075
von	bv_doc_id__19_d9e15077
Landesgesetzen	bv_doc_id__19_d9e15080
sozial	bv_doc_id__19_d9e15082
politischen	bv_doc_id__19_d9e15084
und	bv_doc_id__19_d9e15086
wirtschaftlichen	bv_doc_id__19_d9e15088
Inhaltes	bv_doc_id__19_d9e15090
und	bv_doc_id__19_d9e15093
Vertretung	bv_doc_id__19_d9e15095
dieses	bv_doc_id__19_d9e15097
Antrages	bv_doc_id__19_d9e15099
im	bv_doc_id__19_d9e15101
Landtag	bv_doc_id__19_d9e15103
durch	bv_doc_id__19_d9e15106
ein	bv_doc_id__19_d9e15108
Mitglied	bv_doc_id__19_d9e15110
der	bv_doc_id__19_d9e15112
Landeswirtschaftskammer	bv_doc_id__19_d9e15114
<g/>
.	
3.	bv_doc_id__19_d9e15121
Die	bv_doc_id__19_d9e15127
Entsendung	bv_doc_id__19_d9e15129
von	bv_doc_id__19_d9e15131
Beiräten	bv_doc_id__19_d9e15133
an	bv_doc_id__19_d9e15135
die	bv_doc_id__19_d9e15138
Landesregierung	bv_doc_id__19_d9e15140
<g/>
.	
1.	bv_doc_id__19_d9e14961
Die	bv_doc_id__19_d9e14966
Vorberatung	bv_doc_id__19_d9e14968
aller	bv_doc_id__19_d9e14970
sozialpolitischen	bv_doc_id__19_d9e14972
und	bv_doc_id__19_d9e14974
wirtschaftlichen	bv_doc_id__19_d9e14977
Landesgesetze	bv_doc_id__19_d9e14979
<g/>
.	
Der	bv_doc_id__19_d9e14983
Landtag	bv_doc_id__19_d9e14985
hat	bv_doc_id__19_d9e14987
bei	bv_doc_id__19_d9e14990
sonstiger	bv_doc_id__19_d9e14992
Ungültigkeit	bv_doc_id__19_d9e14994
seines	bv_doc_id__19_d9e14996
Beschlusses	bv_doc_id__19_d9e14998
eine	bv_doc_id__19_d9e15000
derartige	bv_doc_id__19_d9e15003
Gesetzesvorlage	bv_doc_id__19_d9e15005
der	bv_doc_id__19_d9e15007
Landeswirtschaftskammer	bv_doc_id__19_d9e15009
unter	bv_doc_id__19_d9e15011
Satzung	bv_doc_id__19_d9e15013
einer	bv_doc_id__19_d9e15016
Frist	bv_doc_id__19_d9e15018
von	bv_doc_id__19_d9e15020
zwei	bv_doc_id__19_d9e15022
bis	bv_doc_id__19_d9e15024
vier	bv_doc_id__19_d9e15026
Wochen	bv_doc_id__19_d9e15029
zur	bv_doc_id__19_d9e15031
Begutachtung	bv_doc_id__19_d9e15033
zu	bv_doc_id__19_d9e15035
übermitteln	bv_doc_id__19_d9e15037
<g/>
,	
ist	bv_doc_id__19_d9e15042
aber	bv_doc_id__19_d9e15044
nicht	bv_doc_id__19_d9e15046
weiter	bv_doc_id__19_d9e15048
an	bv_doc_id__19_d9e15050
das	bv_doc_id__19_d9e15052
Gutachten	bv_doc_id__19_d9e15055
gebunden	bv_doc_id__19_d9e15057
<g/>
.	
2.	bv_doc_id__19_d9e15064
Die	bv_doc_id__19_d9e15069
Antragstellung	bv_doc_id__19_d9e15071
auf	bv_doc_id__19_d9e15073
Erlassung	bv_doc_id__19_d9e15075
von	bv_doc_id__19_d9e15077
Landesgesetzen	bv_doc_id__19_d9e15080
sozial	bv_doc_id__19_d9e15082
politischen	bv_doc_id__19_d9e15084
und	bv_doc_id__19_d9e15086
wirtschaftlichen	bv_doc_id__19_d9e15088
Inhaltes	bv_doc_id__19_d9e15090
und	bv_doc_id__19_d9e15093
Vertretung	bv_doc_id__19_d9e15095
dieses	bv_doc_id__19_d9e15097
Antrages	bv_doc_id__19_d9e15099
im	bv_doc_id__19_d9e15101
Landtag	bv_doc_id__19_d9e15103
durch	bv_doc_id__19_d9e15106
ein	bv_doc_id__19_d9e15108
Mitglied	bv_doc_id__19_d9e15110
der	bv_doc_id__19_d9e15112
Landeswirtschaftskammer	bv_doc_id__19_d9e15114
<g/>
.	
3.	bv_doc_id__19_d9e15121
Die	bv_doc_id__19_d9e15127
Entsendung	bv_doc_id__19_d9e15129
von	bv_doc_id__19_d9e15131
Beiräten	bv_doc_id__19_d9e15133
an	bv_doc_id__19_d9e15135
die	bv_doc_id__19_d9e15138
Landesregierung	bv_doc_id__19_d9e15140
<g/>
.	
III	bv_doc_id__19_d9e15153
<g/>
.	
Die	bv_doc_id__19_d9e15157
Reichswirtschaftskammer	bv_doc_id__19_d9e15159
<g/>
.	
Art.	bv_doc_id__19_d9e15168
78.	bv_doc_id__19_d9e15170
Die	bv_doc_id__19_d9e15175
Reichswirtschaftskammer	bv_doc_id__19_d9e15177
wird	bv_doc_id__19_d9e15179
aus	bv_doc_id__19_d9e15181
Vertretern	bv_doc_id__19_d9e15183
aller	bv_doc_id__19_d9e15186
Arbeitgeber	bv_doc_id__19_d9e15188
und	bv_doc_id__19_d9e15190
Arbeitnehmer	bv_doc_id__19_d9e15192
im	bv_doc_id__19_d9e15194
Bundesgebiet	bv_doc_id__19_d9e15196
gebildet	bv_doc_id__19_d9e15199
<g/>
.	
Den	bv_doc_id__19_d9e15203
Vorsitz	bv_doc_id__19_d9e15205
in	bv_doc_id__19_d9e15207
derselben	bv_doc_id__19_d9e15209
führt	bv_doc_id__19_d9e15212
der	bv_doc_id__19_d9e15214
Bundeskanzler	bv_doc_id__19_d9e15216
oder	bv_doc_id__19_d9e15218
ein	bv_doc_id__19_d9e15220
von	bv_doc_id__19_d9e15222
demselben	bv_doc_id__19_d9e15225
berufener	bv_doc_id__19_d9e15227
Bundesminister	bv_doc_id__19_d9e15229
<g/>
.	
Art.	bv_doc_id__19_d9e15239
79.	bv_doc_id__19_d9e15241
Zum	bv_doc_id__19_d9e15246
Wirkungskreis	bv_doc_id__19_d9e15248
der	bv_doc_id__19_d9e15250
Reichswirtschaftskammer	bv_doc_id__19_d9e15252
gehören	bv_doc_id__19_d9e15254
<g/>
:	
1.	bv_doc_id__19_d9e15263
Die	bv_doc_id__19_d9e15268
Vorberatung	bv_doc_id__19_d9e15270
aller	bv_doc_id__19_d9e15272
sozialpolitischen	bv_doc_id__19_d9e15274
und	bv_doc_id__19_d9e15276
wirtschaftlichen	bv_doc_id__19_d9e15279
Bundesgesetze	bv_doc_id__19_d9e15281
<g/>
,	
insbesondere	bv_doc_id__19_d9e15285
solcher	bv_doc_id__19_d9e15287
<g/>
,	
durch	bv_doc_id__19_d9e15292
welche	bv_doc_id__19_d9e15294
neue	bv_doc_id__19_d9e15296
Steuern	bv_doc_id__19_d9e15298
aufgelegt	bv_doc_id__19_d9e15300
oder	bv_doc_id__19_d9e15302
neue	bv_doc_id__19_d9e15305
Schuldverpflichtungen	bv_doc_id__19_d9e15307
eingegangen	bv_doc_id__19_d9e15309
werden	bv_doc_id__19_d9e15311
sollen	bv_doc_id__19_d9e15313
<g/>
.	
Der	bv_doc_id__19_d9e15318
Bundestag	bv_doc_id__19_d9e15320
hat	bv_doc_id__19_d9e15322
bei	bv_doc_id__19_d9e15324
sonstiger	bv_doc_id__19_d9e15326
Ungültigkeit	bv_doc_id__19_d9e15328
seines	bv_doc_id__19_d9e15331
Beschlusses	bv_doc_id__19_d9e15333
eine	bv_doc_id__19_d9e15335
derartige	bv_doc_id__19_d9e15337
Gesetzesvorlage	bv_doc_id__19_d9e15339
der	bv_doc_id__19_d9e15341
Reichswirtschaftskammer	bv_doc_id__19_d9e15344
unter	bv_doc_id__19_d9e15346
Satzung	bv_doc_id__19_d9e15348
einer	bv_doc_id__19_d9e15350
Frist	bv_doc_id__19_d9e15352
von	bv_doc_id__19_d9e15354
zwei	bv_doc_id__19_d9e15357
bis	bv_doc_id__19_d9e15359
vier	bv_doc_id__19_d9e15361
Wochen	bv_doc_id__19_d9e15363
zur	bv_doc_id__19_d9e15365
Begutachtung	bv_doc_id__19_d9e15367
zu	bv_doc_id__19_d9e15370
übermitteln	bv_doc_id__19_d9e15372
<g/>
,	
ist	bv_doc_id__19_d9e15376
aber	bv_doc_id__19_d9e15378
nicht	bv_doc_id__19_d9e15380
weiter	bv_doc_id__19_d9e15383
an	bv_doc_id__19_d9e15385
das	bv_doc_id__19_d9e15387
Gutachten	bv_doc_id__19_d9e15389
gebunden	bv_doc_id__19_d9e15391
<g/>
.	
2.	bv_doc_id__19_d9e15398
Die	bv_doc_id__19_d9e15403
Antragstellung	bv_doc_id__19_d9e15405
auf	bv_doc_id__19_d9e15407
Erlassung	bv_doc_id__19_d9e15409
von	bv_doc_id__19_d9e15411
Bundesgesetzen	bv_doc_id__19_d9e15414
sozialpolitischen	bv_doc_id__19_d9e15416
und	bv_doc_id__19_d9e15418
wirtschaftlichen	bv_doc_id__19_d9e15420
Inhaltes	bv_doc_id__19_d9e15422
und	bv_doc_id__19_d9e15424
Vertretung	bv_doc_id__19_d9e15427
dieses	bv_doc_id__19_d9e15429
Antrages	bv_doc_id__19_d9e15431
im	bv_doc_id__19_d9e15433
Bundestage	bv_doc_id__19_d9e15435
durch	bv_doc_id__19_d9e15437
ein	bv_doc_id__19_d9e15440
Mitglied	bv_doc_id__19_d9e15442
der	bv_doc_id__19_d9e15444
Reichswirtschaftskammer	bv_doc_id__19_d9e15446
<g/>
.	
3.	bv_doc_id__19_d9e15453
Die	bv_doc_id__19_d9e15459
Entsendung	bv_doc_id__19_d9e15461
von	bv_doc_id__19_d9e15463
Beiräten	bv_doc_id__19_d9e15465
an	bv_doc_id__19_d9e15467
die	bv_doc_id__19_d9e15470
Bundesregierung	bv_doc_id__19_d9e15472
und	bv_doc_id__19_d9e15474
an	bv_doc_id__19_d9e15476
die	bv_doc_id__19_d9e15478
Bundesgerichte	bv_doc_id__19_d9e15480
<g/>
,	
insoweit	bv_doc_id__19_d9e15485
das	bv_doc_id__19_d9e15487
Gesetz	bv_doc_id__19_d9e15489
die	bv_doc_id__19_d9e15491
Zuziehung	bv_doc_id__19_d9e15493
solcher	bv_doc_id__19_d9e15496
vorsieht	bv_doc_id__19_d9e15498
<g/>
.	
Die	bv_doc_id__19_d9e15502
nähere	bv_doc_id__19_d9e15504
Ausgestaltung	bv_doc_id__19_d9e15506
hat	bv_doc_id__19_d9e15509
durch	bv_doc_id__19_d9e15511
Bundesgesetz	bv_doc_id__19_d9e15513
zu	bv_doc_id__19_d9e15515
erfolgen	bv_doc_id__19_d9e15517
<g/>
.	
III	bv_doc_id__19_d9e15153
<g/>
.	
Die	bv_doc_id__19_d9e15157
Reichswirtschaftskammer	bv_doc_id__19_d9e15159
<g/>
.	
Art.	bv_doc_id__19_d9e15168
78.	bv_doc_id__19_d9e15170
Die	bv_doc_id__19_d9e15175
Reichswirtschaftskammer	bv_doc_id__19_d9e15177
wird	bv_doc_id__19_d9e15179
aus	bv_doc_id__19_d9e15181
Vertretern	bv_doc_id__19_d9e15183
aller	bv_doc_id__19_d9e15186
Arbeitgeber	bv_doc_id__19_d9e15188
und	bv_doc_id__19_d9e15190
Arbeitnehmer	bv_doc_id__19_d9e15192
im	bv_doc_id__19_d9e15194
Bundesgebiet	bv_doc_id__19_d9e15196
gebildet	bv_doc_id__19_d9e15199
<g/>
.	
Den	bv_doc_id__19_d9e15203
Vorsitz	bv_doc_id__19_d9e15205
in	bv_doc_id__19_d9e15207
derselben	bv_doc_id__19_d9e15209
führt	bv_doc_id__19_d9e15212
der	bv_doc_id__19_d9e15214
Bundeskanzler	bv_doc_id__19_d9e15216
oder	bv_doc_id__19_d9e15218
ein	bv_doc_id__19_d9e15220
von	bv_doc_id__19_d9e15222
demselben	bv_doc_id__19_d9e15225
berufener	bv_doc_id__19_d9e15227
Bundesminister	bv_doc_id__19_d9e15229
<g/>
.	
Art.	bv_doc_id__19_d9e15168
78.	bv_doc_id__19_d9e15170
Die	bv_doc_id__19_d9e15175
Reichswirtschaftskammer	bv_doc_id__19_d9e15177
wird	bv_doc_id__19_d9e15179
aus	bv_doc_id__19_d9e15181
Vertretern	bv_doc_id__19_d9e15183
