<doc id="bv_doc_id__41" attrs="word lemma type">
e	bv_doc_id__41_d31e281
„besterreiche	bv_doc_id__41_d31e6702
im	bv_doc_id__41_d31e6704
zwerten	bv_doc_id__41_d31e6706
Msstze	bv_doc_id__41_d31e6708
<g/>
(	
Gelöbnis	bv_doc_id__41_d31e6713
Frruel	bv_doc_id__41_d31e6715
<g/>
)	
angenomnen	bv_doc_id__41_d31e6719
<g/>
.	
In	bv_doc_id__41_d31e6724
Art.	bv_doc_id__41_d31e6726
52	bv_doc_id__41_d31e6728
ist	bv_doc_id__41_d31e6730
enstett	bv_doc_id__41_d31e6732
des	bv_doc_id__41_d31e6734
„Bundestsges-	bv_doc_id__41_d31e6737
»der	bv_doc_id__41_d31e6739
Bundesversammlunge	bv_doc_id__41_d31e6741
zu	bv_doc_id__41_d31e6743
setzen	bv_doc_id__41_d31e6745
<g/>
.	
Der	bv_doc_id__41_d31e6750
erste	bv_doc_id__41_d31e6752
Asetz	bv_doc_id__41_d31e6754
dieses	bv_doc_id__41_d31e6756
Artikels	bv_doc_id__41_d31e6758
wird	bv_doc_id__41_d31e6760
angenommen	bv_doc_id__41_d31e6763
<g/>
,	
der	bv_doc_id__41_d31e6767
zuerte	bv_doc_id__41_d31e6769
Meatz	bv_doc_id__41_d31e6771
über	bv_doc_id__41_d31e6773
Antrag	bv_doc_id__41_d31e6776
des	bv_doc_id__41_d31e6778
Asgeordaeten	bv_doc_id__41_d31e6780
Fink	bv_doc_id__41_d31e6782
gestrichen	bv_doc_id__41_d31e6784
<g/>
.	
Präsident	bv_doc_id__41_d31e6789
Se	bv_doc_id__41_d31e6791
itz	bv_doc_id__41_d31e6793
ernähnt	bv_doc_id__41_d31e6795
<g/>
,	
dass	bv_doc_id__41_d31e6799
wiedernolt	bv_doc_id__41_d31e6802
die	bv_doc_id__41_d31e6804
Fede	bv_doc_id__41_d31e6806
ist	bv_doc_id__41_d31e6808
vennerschlage	bv_doc_id__41_d31e6810
der	bv_doc_id__41_d31e6812
Stestsregierunge	bv_doc_id__41_d31e6815
<g/>
.	
In	bv_doc_id__41_d31e6819
der	bv_doc_id__41_d31e6821
gegenwärtigen	bv_doc_id__41_d31e6823
Verfassung	bv_doc_id__41_d31e6825
ist	bv_doc_id__41_d31e6828
en	bv_doc_id__41_d31e6830
weder	bv_doc_id__41_d31e6832
der	bv_doc_id__41_d31e6834
Ausdruck	bv_doc_id__41_d31e6836
»Gesantregierunge	bv_doc_id__41_d31e6838
oder	bv_doc_id__41_d31e6841
rStsstöregierunge	bv_doc_id__41_d31e6843
gewählt	bv_doc_id__41_d31e6845
<g/>
.	
Ist	bv_doc_id__41_d31e6849
von	bv_doc_id__41_d31e6851
Stastsregierung	bv_doc_id__41_d31e6854
die	bv_doc_id__41_d31e6856
Rede	bv_doc_id__41_d31e6858
<g/>
,	
so	bv_doc_id__41_d31e6862
haben	bv_doc_id__41_d31e6864
wiederhelt	bv_doc_id__41_d31e6867
einzelie	bv_doc_id__41_d31e6869
Stastssekretäre	bv_doc_id__41_d31e6871
Verschläge	bv_doc_id__41_d31e6873
erstattet	bv_doc_id__41_d31e6875
<g/>
,	
wührend	bv_doc_id__41_d31e6880
es	bv_doc_id__41_d31e6882
bei	bv_doc_id__41_d31e6884
„Gesantregierunge	bv_doc_id__41_d31e6886
klar	bv_doc_id__41_d31e6888
war	bv_doc_id__41_d31e6890
<g/>
,	
dass	bv_doc_id__41_d31e6895
ein	bv_doc_id__41_d31e6897
Beschluss	bv_doc_id__41_d31e6899
des	bv_doc_id__41_d31e6901
Kabinettsrates	bv_doc_id__41_d31e6903
erforderlich	bv_doc_id__41_d31e6906
ist	bv_doc_id__41_d31e6908
<g/>
.	
la	bv_doc_id__41_d31e6912
der	bv_doc_id__41_d31e6914
neuen	bv_doc_id__41_d31e6916
Verfessung	bv_doc_id__41_d31e6919
wäre	bv_doc_id__41_d31e6921
grössere	bv_doc_id__41_d31e6923
Klar	bv_doc_id__41_d31e6925
sert	bv_doc_id__41_d31e6927
ermunscnt	bv_doc_id__41_d31e6929
<g/>
.	
13	bv_doc_id__41_d31e6936
Hin	bv_doc_id__41_d31e6938
<g/>
.	
Ret	bv_doc_id__41_d31e6942
Dr	bv_doc_id__41_d31e6945
<g/>
.	
Freehlich	bv_doc_id__41_d31e6949
<g/>
:	
Nach	bv_doc_id__41_d31e6953
dem	bv_doc_id__41_d31e6955
Gesetz	bv_doc_id__41_d31e6958
über	bv_doc_id__41_d31e6960
die	bv_doc_id__41_d31e6962
Stastsrexierung	bv_doc_id__41_d31e6964
ist	bv_doc_id__41_d31e6966
unter	bv_doc_id__41_d31e6968
Staatsregierung	bv_doc_id__41_d31e6971
dasselbe	bv_doc_id__41_d31e6973
wie	bv_doc_id__41_d31e6975
unter	bv_doc_id__41_d31e6977
Gesantregierung	bv_doc_id__41_d31e6979
zu	bv_doc_id__41_d31e6981
verstehen	bv_doc_id__41_d31e6984
<g/>
.	
Leider	bv_doc_id__41_d31e6988
ist	bv_doc_id__41_d31e6990
im	bv_doc_id__41_d31e6992
Art.	bv_doc_id__41_d31e6994
14	bv_doc_id__41_d31e6997
des	bv_doc_id__41_d31e6999
Gesetzes	bv_doc_id__41_d31e7001
über	bv_doc_id__41_d31e7003
die	bv_doc_id__41_d31e7005
Velksvertretung	bv_doc_id__41_d31e7007
ein	bv_doc_id__41_d31e7010
Redaktionsfehler	bv_doc_id__41_d31e7012
unterlaufen	bv_doc_id__41_d31e7014
<g/>
,	
indem	bv_doc_id__41_d31e7018
dezt	bv_doc_id__41_d31e7020
von	bv_doc_id__41_d31e7023
der	bv_doc_id__41_d31e7025
ngesamten	bv_doc_id__41_d31e7027
Stactsregie	bv_doc_id__41_d31e7029
Haraus	bv_doc_id__41_d31e7031
runf«	bv_doc_id__41_d31e7033
die	bv_doc_id__41_d31e7036
Rede	bv_doc_id__41_d31e7038
ist	bv_doc_id__41_d31e7040
<g/>
.	
hiedurch	bv_doc_id__41_d31e7044
ist	bv_doc_id__41_d31e7046
zu	bv_doc_id__41_d31e7049
folgern	bv_doc_id__41_d31e7051
versucht	bv_doc_id__41_d31e7053
werden	bv_doc_id__41_d31e7055
<g/>
,	
dass	bv_doc_id__41_d31e7059
unter	bv_doc_id__41_d31e7062
Staatsregierung	bv_doc_id__41_d31e7064
nicht	bv_doc_id__41_d31e7066
die	bv_doc_id__41_d31e7068
Gesantregerung	bv_doc_id__41_d31e7070
zu	bv_doc_id__41_d31e7072
verstehen	bv_doc_id__41_d31e7075
sei	bv_doc_id__41_d31e7077
<g/>
.	
den	bv_doc_id__41_d31e7081
als	bv_doc_id__41_d31e7083
latten	bv_doc_id__41_d31e7085
osterreichischen	bv_doc_id__41_d31e7088
Gesetzen	bv_doc_id__41_d31e7090
ist	bv_doc_id__41_d31e7092
unter	bv_doc_id__41_d31e7094
der	bv_doc_id__41_d31e7096
Rexierung	bv_doc_id__41_d31e7098
nicht	bv_doc_id__41_d31e7101
die	bv_doc_id__41_d31e7103
Ge	bv_doc_id__41_d31e7105
<g/>
.	
antrexierung	bv_doc_id__41_d31e7109
verstanden	bv_doc_id__41_d31e7111
werden	bv_doc_id__41_d31e7114
<g/>
,	
sondern	bv_doc_id__41_d31e7118
der	bv_doc_id__41_d31e7120
einzelne	bv_doc_id__41_d31e7122
Urnister	bv_doc_id__41_d31e7124
<g/>
,	
also	bv_doc_id__41_d31e7129
ein	bv_doc_id__41_d31e7131
Ergen	bv_doc_id__41_d31e7133
der	bv_doc_id__41_d31e7135
Regierung	bv_doc_id__41_d31e7137
<g/>
.	
Daraus	bv_doc_id__41_d31e7142
leitet	bv_doc_id__41_d31e7144
sich	bv_doc_id__41_d31e7146
die	bv_doc_id__41_d31e7148
Fakultät	bv_doc_id__41_d31e7150
einzelner	bv_doc_id__41_d31e7153
Winisterien	bv_doc_id__41_d31e7155
ab	bv_doc_id__41_d31e7157
<g/>
.	
Verordnungen	bv_doc_id__41_d31e7161
auf	bv_doc_id__41_d31e7163
Grund	bv_doc_id__41_d31e7166
des	bv_doc_id__41_d31e7168
ErmächtigungsgesetzesVellzuksenweisungen	bv_doc_id__41_d31e7170
zu	bv_doc_id__41_d31e7172
erlessen	bv_doc_id__41_d31e7174
<g/>
.	
Präsident	bv_doc_id__41_d31e7179
Seitz	bv_doc_id__41_d31e7181
misst	bv_doc_id__41_d31e7183
dem	bv_doc_id__41_d31e7185
besondere	bv_doc_id__41_d31e7187
Bedeutung	bv_doc_id__41_d31e7189
bei	bv_doc_id__41_d31e7192
<g/>
,	
de	bv_doc_id__41_d31e7196
sehr	bv_doc_id__41_d31e7198
viele	bv_doc_id__41_d31e7200
Verschläge	bv_doc_id__41_d31e7202
einzelner	bv_doc_id__41_d31e7205
Steatssekretäre	bv_doc_id__41_d31e7207
einlaufen	bv_doc_id__41_d31e7209
und	bv_doc_id__41_d31e7211
zwer	bv_doc_id__41_d31e7213
im	bv_doc_id__41_d31e7215
Verfelx	bv_doc_id__41_d31e7218
der	bv_doc_id__41_d31e7220
Franis	bv_doc_id__41_d31e7222
<g/>
,	
die	bv_doc_id__41_d31e7226
in	bv_doc_id__41_d31e7228
Altosterreich	bv_doc_id__41_d31e7231
bestanden	bv_doc_id__41_d31e7233
<g/>
.	
Der	bv_doc_id__41_d31e7237
einzelne	bv_doc_id__41_d31e7239
Staatsaekretär	bv_doc_id__41_d31e7241
betrachtet	bv_doc_id__41_d31e7244
sich	bv_doc_id__41_d31e7246
als	bv_doc_id__41_d31e7248
Nachfolger	bv_doc_id__41_d31e7250
des	bv_doc_id__41_d31e7252
früheren	bv_doc_id__41_d31e7254
Ministers	bv_doc_id__41_d31e7257
<g/>
.	
Ohne	bv_doc_id__41_d31e7261
Rücksicht	bv_doc_id__41_d31e7263
darauf	bv_doc_id__41_d31e7265
<g/>
.	
ob	bv_doc_id__41_d31e7270
es	bv_doc_id__41_d31e7272
praktisch	bv_doc_id__41_d31e7274
ist	bv_doc_id__41_d31e7276
<g/>
,	
jeden	bv_doc_id__41_d31e7280
Verschlag	bv_doc_id__41_d31e7283
von	bv_doc_id__41_d31e7285
der	bv_doc_id__41_d31e7287
Gesamtregierunk	bv_doc_id__41_d31e7289
erstatten	bv_doc_id__41_d31e7291
zu	bv_doc_id__41_d31e7293
lassen	bv_doc_id__41_d31e7296
<g/>
,	
müsse	bv_doc_id__41_d31e7300
dies	bv_doc_id__41_d31e7302
doch	bv_doc_id__41_d31e7304
an	bv_doc_id__41_d31e7306
irgend	bv_doc_id__41_d31e7309
einer	bv_doc_id__41_d31e7311
Stelle	bv_doc_id__41_d31e7313
kenau	bv_doc_id__41_d31e7315
umschrieben	bv_doc_id__41_d31e7317
werden	bv_doc_id__41_d31e7319
<g/>
.	
Allerdings	bv_doc_id__41_d31e7324
wäre	bv_doc_id__41_d31e7326
es	bv_doc_id__41_d31e7328
eine	bv_doc_id__41_d31e7330
schwere	bv_doc_id__41_d31e7332
Belastung	bv_doc_id__41_d31e7335
für	bv_doc_id__41_d31e7337
den	bv_doc_id__41_d31e7339
Kabinettsret	bv_doc_id__41_d31e7341
und	bv_doc_id__41_d31e7343
die	bv_doc_id__41_d31e7345
Verlesung	bv_doc_id__41_d31e7348
der	bv_doc_id__41_d31e7350
zahlreichen	bv_doc_id__41_d31e7352
Verschläge	bv_doc_id__41_d31e7354
wurde	bv_doc_id__41_d31e7356
zu	bv_doc_id__41_d31e7358
einer	bv_doc_id__41_d31e7361
Fermalität	bv_doc_id__41_d31e7363
herabsinken	bv_doc_id__41_d31e7365
<g/>
.	
worten	bv_doc_id__41_d31e7369
Der	bv_doc_id__41_d31e7371
Versitzende	bv_doc_id__41_d31e7374
findet	bv_doc_id__41_d31e7376
<g/>
,	
dass	bv_doc_id__41_d31e7380
mit	bv_doc_id__41_d31e7382
denf	bv_doc_id__41_d31e7384
weder	bv_doc_id__41_d31e7387
des	bv_doc_id__41_d31e7389
von	bv_doc_id__41_d31e7391
dieser	bv_doc_id__41_d31e7393
niezu	bv_doc_id__41_d31e7395
ermächtigten	bv_doc_id__41_d31e7397
zuständigen	bv_doc_id__41_d31e7400
kundesministersin	bv_doc_id__41_d31e7402
Abs	bv_doc_id__41_d31e7404
<g/>
.	
4	bv_doc_id__41_d31e7408
des	bv_doc_id__41_d31e7410
Art.	bv_doc_id__41_d31e7413
o5	bv_doc_id__41_d31e7415
hinreichende	bv_doc_id__41_d31e7417
Klarhert	bv_doc_id__41_d31e7419
geschaffen	bv_doc_id__41_d31e7421
sei	bv_doc_id__41_d31e7423
<g/>
.	
Nachdem	bv_doc_id__41_d31e7428
nunmenr	bv_doc_id__41_d31e7430
der	bv_doc_id__41_d31e7432
Wirkungskreis	bv_doc_id__41_d31e7434
des	bv_doc_id__41_d31e7436
Bundespräsidenten	bv_doc_id__41_d31e7439
festgestellt	bv_doc_id__41_d31e7441
ist	bv_doc_id__41_d31e7443
<g/>
,	
erklärt	bv_doc_id__41_d31e7447
Prof	bv_doc_id__41_d31e7449
<g/>
.	
Dr	bv_doc_id__41_d31e7454
<g/>
.	
Seipel	bv_doc_id__41_d31e7458
dass	bv_doc_id__41_d31e7460
er	bv_doc_id__41_d31e7462
zwar	bv_doc_id__41_d31e7465
prinzipiell	bv_doc_id__41_d31e7467
für	bv_doc_id__41_d31e7469
die	bv_doc_id__41_d31e7471
Velksabstimmung	bv_doc_id__41_d31e7473
sei	bv_doc_id__41_d31e7475
<g/>
,	
aber	bv_doc_id__41_d31e7480
mit	bv_doc_id__41_d31e7482
Rucksicht	bv_doc_id__41_d31e7484
auf	bv_doc_id__41_d31e7486
die	bv_doc_id__41_d31e7488
Kompetenz	bv_doc_id__41_d31e7491
des	bv_doc_id__41_d31e7493
Prasidenten	bv_doc_id__41_d31e7495
davon	bv_doc_id__41_d31e7497
ab-	bv_doc_id__41_d31e7499
-14	bv_doc_id__41_d31e7504
stehen	bv_doc_id__41_d31e7506
konne	bv_doc_id__41_d31e7508
<g/>
.	
Der	bv_doc_id__41_d31e7512
Unterausschuss	bv_doc_id__41_d31e7514
beschliesst	bv_doc_id__41_d31e7517
hierauf	bv_doc_id__41_d31e7519
nach	bv_doc_id__41_d31e7521
einem	bv_doc_id__41_d31e7523
Referste	bv_doc_id__41_d31e7525
Dr	bv_doc_id__41_d31e7527
<g/>
.	
Dannebergs	bv_doc_id__41_d31e7532
<g/>
,	
dass	bv_doc_id__41_d31e7536
der	bv_doc_id__41_d31e7538
Prusident	bv_doc_id__41_d31e7540
durch	bv_doc_id__41_d31e7543
Zusammentretung	bv_doc_id__41_d31e7545
des	bv_doc_id__41_d31e7547
Kundesrstes	bv_doc_id__41_d31e7549
und	bv_doc_id__41_d31e7551
des	bv_doc_id__41_d31e7553
Bundestages	bv_doc_id__41_d31e7556
<g/>
(	
Naticnalrätes	bv_doc_id__41_d31e7560
<g/>
)	
gewählt	bv_doc_id__41_d31e7564
wird	bv_doc_id__41_d31e7566
<g/>
.	
Zwecks	bv_doc_id__41_d31e7571
Vermeidung	bv_doc_id__41_d31e7573
der	bv_doc_id__41_d31e7575
Unklarheit	bv_doc_id__41_d31e7577
<g/>
,	
die	bv_doc_id__41_d31e7582
durch	bv_doc_id__41_d31e7584
den	bv_doc_id__41_d31e7586
Gieichklaag	bv_doc_id__41_d31e7588
der	bv_doc_id__41_d31e7590
Werte	bv_doc_id__41_d31e7592
Fundestax	bv_doc_id__41_d31e7595
und	bv_doc_id__41_d31e7597
Bundesrat	bv_doc_id__41_d31e7599
entsteht	bv_doc_id__41_d31e7601
<g/>
.	
beschliesst	bv_doc_id__41_d31e7605
der	bv_doc_id__41_d31e7608
Unterausschles	bv_doc_id__41_d31e7610
nach	bv_doc_id__41_d31e7612
längerer	bv_doc_id__41_d31e7614
Rechselrede	bv_doc_id__41_d31e7616
<g/>
.	
an	bv_doc_id__41_d31e7621
der	bv_doc_id__41_d31e7623
sich	bv_doc_id__41_d31e7625
Stagtssekretur	bv_doc_id__41_d31e7627
Dr	bv_doc_id__41_d31e7629
<g/>
.	
Me	bv_doc_id__41_d31e7634
yr	bv_doc_id__41_d31e7636
<g/>
,	
die	bv_doc_id__41_d31e7640
Abgeersaeten	bv_doc_id__41_d31e7642
Fink	bv_doc_id__41_d31e7644
und	bv_doc_id__41_d31e7647
Seipel	bv_doc_id__41_d31e7649
<g/>
,	
sewie	bv_doc_id__41_d31e7653
Prof	bv_doc_id__41_d31e7655
<g/>
.	
Fr	bv_doc_id__41_d31e7660
<g/>
.	
Felsen	bv_doc_id__41_d31e7664
beteiligen	bv_doc_id__41_d31e7666
<g/>
,	
den	bv_doc_id__41_d31e7670
Namen	bv_doc_id__41_d31e7673
Bundesrat	bv_doc_id__41_d31e7675
beizubehalten	bv_doc_id__41_d31e7677
<g/>
.	
jedoch	bv_doc_id__41_d31e7681
die	bv_doc_id__41_d31e7683
aus	bv_doc_id__41_d31e7686
dem	bv_doc_id__41_d31e7688
Gesantvelke	bv_doc_id__41_d31e7690
gewählte	bv_doc_id__41_d31e7692
Körperschaft	bv_doc_id__41_d31e7694
nicht	bv_doc_id__41_d31e7696
Bundesrat	bv_doc_id__41_d31e7699
<g/>
.	
sondern»Nationalrat«	bv_doc_id__41_d31e7703
zu	bv_doc_id__41_d31e7705
benennen	bv_doc_id__41_d31e7707
<g/>
.	
Bei	bv_doc_id__41_d31e7712
Eeratung	bv_doc_id__41_d31e7714
des	bv_doc_id__41_d31e7716
zweiten	bv_doc_id__41_d31e7718
Abschaittes	bv_doc_id__41_d31e7720
des	bv_doc_id__41_d31e7722
Linzer	bv_doc_id__41_d31e7725
Entmrfes	bv_doc_id__41_d31e7727
<g/>
:	
Von	bv_doc_id__41_d31e7731
der	bv_doc_id__41_d31e7733
Gesetzgebung	bv_doc_id__41_d31e7735
des	bv_doc_id__41_d31e7738
Lundes	bv_doc_id__41_d31e7740
<g/>
.	
wfrdler	bv_doc_id__41_d31e7744
Naticnalrat	bv_doc_id__41_d31e7746
<g/>
,	
wird	bv_doc_id__41_d31e7751
Art.15	bv_doc_id__41_d31e7753
in	bv_doc_id__41_d31e7755
folgendem	bv_doc_id__41_d31e7757
Wertleut	bv_doc_id__41_d31e7759
angenommen	bv_doc_id__41_d31e7761
<g/>
:	
„Die	bv_doc_id__41_d31e7766
gesetzgebende	bv_doc_id__41_d31e7768
Gewalt	bv_doc_id__41_d31e7770
des	bv_doc_id__41_d31e7772
Bundes	bv_doc_id__41_d31e7774
übt	bv_doc_id__41_d31e7777
der	bv_doc_id__41_d31e7779
vom	bv_doc_id__41_d31e7781
ganzen	bv_doc_id__41_d31e7783
Bundesvelk	bv_doc_id__41_d31e7785
gewählte	bv_doc_id__41_d31e7787
Natienelrat	bv_doc_id__41_d31e7790
gemeinsam	bv_doc_id__41_d31e7792
mit	bv_doc_id__41_d31e7794
dem	bv_doc_id__41_d31e7796
von	bv_doc_id__41_d31e7798
den	bv_doc_id__41_d31e7800
Landtagen	bv_doc_id__41_d31e7803
gewählten	bv_doc_id__41_d31e7805
Bundesrate	bv_doc_id__41_d31e7807
sus	bv_doc_id__41_d31e7809
<g/>
.	
