<doc id="bv_doc_id__30" attrs="word lemma type">
II	bv_doc_id__30_d21e395
<g/>
)	
In	bv_doc_id__30_d21e17955
diesem	bv_doc_id__30_d21e17957
Falle	bv_doc_id__30_d21e17959
hat	bv_doc_id__30_d21e17961
der	bv_doc_id__30_d21e17964
Landeshauptmann	bv_doc_id__30_d21e17966
binnen	bv_doc_id__30_d21e17968
*	bv_doc_id__30_d21e17970
sechs	bv_doc_id__30_d21e17972
Wochen	bv_doc_id__30_d21e17974
Neuwahlen	bv_doc_id__30_d21e17977
auszuschreiben	bv_doc_id__30_d21e17979
und	bv_doc_id__30_d21e17981
binnen	bv_doc_id__30_d21e17983
vier	bv_doc_id__30_d21e17985
Wochen	bv_doc_id__30_d21e17987
nach	bv_doc_id__30_d21e17990
durchgeführter	bv_doc_id__30_d21e17992
Wahl	bv_doc_id__30_d21e17994
den	bv_doc_id__30_d21e17996
neugewählten	bv_doc_id__30_d21e17998
Landtag	bv_doc_id__30_d21e18000
einzuberufen	bv_doc_id__30_d21e18003
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e17950
<g/>
)	
Artikel	bv_doc_id__30_d21e18013
91.	bv_doc_id__30_d21e18015
<g/>
(	
1	bv_doc_id__30_d21e18024
<g/>
)	
Die	bv_doc_id__30_d21e18029
vollziehende	bv_doc_id__30_d21e18031
Gewalt	bv_doc_id__30_d21e18033
jedes	bv_doc_id__30_d21e18035
Landes	bv_doc_id__30_d21e18038
wird	bv_doc_id__30_d21e18040
durch	bv_doc_id__30_d21e18042
eine	bv_doc_id__30_d21e18044
vom	bv_doc_id__30_d21e18046
Landtag	bv_doc_id__30_d21e18048
zu	bv_doc_id__30_d21e18051
wählende	bv_doc_id__30_d21e18053
Landesregierung	bv_doc_id__30_d21e18055
ausgeübt	bv_doc_id__30_d21e18057
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e18068
<g/>
)	
Die	bv_doc_id__30_d21e18073
Landesregierung	bv_doc_id__30_d21e18075
besteht	bv_doc_id__30_d21e18077
aus	bv_doc_id__30_d21e18079
dem	bv_doc_id__30_d21e18082
Landeshauptmann	bv_doc_id__30_d21e18084
<g/>
,	
**	bv_doc_id__30_d21e18088
seinem	bv_doc_id__30_d21e18092
Stellvertreter	bv_doc_id__30_d21e18094
und	bv_doc_id__30_d21e18097
....	bv_doc_id__30_d21e18100
bis	bv_doc_id__30_d21e18102
...	bv_doc_id__30_d21e18104
weiteren	bv_doc_id__30_d21e18106
Mitgliedern	bv_doc_id__30_d21e18108
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e18119
<g/>
)	
Der	bv_doc_id__30_d21e18124
Landeshauptmann	bv_doc_id__30_d21e18126
und	bv_doc_id__30_d21e18128
sein	bv_doc_id__30_d21e18130
Stellvertreter	bv_doc_id__30_d21e18133
werden	bv_doc_id__30_d21e18135
durch	bv_doc_id__30_d21e18137
den	bv_doc_id__30_d21e18139
Bundespräsidenten	bv_doc_id__30_d21e18141
auf	bv_doc_id__30_d21e18143
die	bv_doc_id__30_d21e18146
Bundesverfassung	bv_doc_id__30_d21e18148
angelobt	bv_doc_id__30_d21e18150
<g/>
.	
Artikel	bv_doc_id__30_d21e18013
91.	bv_doc_id__30_d21e18015
<g/>
(	
1	bv_doc_id__30_d21e18024
<g/>
)	
Die	bv_doc_id__30_d21e18029
vollziehende	bv_doc_id__30_d21e18031
Gewalt	bv_doc_id__30_d21e18033
jedes	bv_doc_id__30_d21e18035
Landes	bv_doc_id__30_d21e18038
wird	bv_doc_id__30_d21e18040
durch	bv_doc_id__30_d21e18042
eine	bv_doc_id__30_d21e18044
vom	bv_doc_id__30_d21e18046
Landtag	bv_doc_id__30_d21e18048
zu	bv_doc_id__30_d21e18051
wählende	bv_doc_id__30_d21e18053
Landesregierung	bv_doc_id__30_d21e18055
ausgeübt	bv_doc_id__30_d21e18057
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e18024
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e18068
<g/>
)	
Die	bv_doc_id__30_d21e18073
Landesregierung	bv_doc_id__30_d21e18075
besteht	bv_doc_id__30_d21e18077
aus	bv_doc_id__30_d21e18079
dem	bv_doc_id__30_d21e18082
Landeshauptmann	bv_doc_id__30_d21e18084
<g/>
,	
**	bv_doc_id__30_d21e18088
seinem	bv_doc_id__30_d21e18092
Stellvertreter	bv_doc_id__30_d21e18094
und	bv_doc_id__30_d21e18097
....	bv_doc_id__30_d21e18100
bis	bv_doc_id__30_d21e18102
...	bv_doc_id__30_d21e18104
weiteren	bv_doc_id__30_d21e18106
Mitgliedern	bv_doc_id__30_d21e18108
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e18068
<g/>
)	
<g/>
(	
3	bv_doc_id__30_d21e18119
<g/>
)	
Der	bv_doc_id__30_d21e18124
Landeshauptmann	bv_doc_id__30_d21e18126
und	bv_doc_id__30_d21e18128
sein	bv_doc_id__30_d21e18130
Stellvertreter	bv_doc_id__30_d21e18133
werden	bv_doc_id__30_d21e18135
durch	bv_doc_id__30_d21e18137
den	bv_doc_id__30_d21e18139
Bundespräsidenten	bv_doc_id__30_d21e18141
auf	bv_doc_id__30_d21e18143
die	bv_doc_id__30_d21e18146
Bundesverfassung	bv_doc_id__30_d21e18148
angelobt	bv_doc_id__30_d21e18150
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e18119
<g/>
)	
Artikel	bv_doc_id__30_d21e18160
92.	bv_doc_id__30_d21e18162
<g/>
(	
1	bv_doc_id__30_d21e18171
<g/>
)	
Die	bv_doc_id__30_d21e18176
vollziehende	bv_doc_id__30_d21e18178
Gewalt	bv_doc_id__30_d21e18180
des	bv_doc_id__30_d21e18182
Bundes	bv_doc_id__30_d21e18185
wird	bv_doc_id__30_d21e18187
im	bv_doc_id__30_d21e18189
Bereiche	bv_doc_id__30_d21e18191
der	bv_doc_id__30_d21e18193
Länder	bv_doc_id__30_d21e18195
von	bv_doc_id__30_d21e18198
den	bv_doc_id__30_d21e18200
Landesregierungen	bv_doc_id__30_d21e18202
und	bv_doc_id__30_d21e18204
den	bv_doc_id__30_d21e18206
ihnen	bv_doc_id__30_d21e18208
unterstellten	bv_doc_id__30_d21e18211
Landesbehörden	bv_doc_id__30_d21e18213
im	bv_doc_id__30_d21e18215
übertragenen	bv_doc_id__30_d21e18217
Wirkungskreis	bv_doc_id__30_d21e18219
ausgeübt	bv_doc_id__30_d21e18221
<g/>
,	
soweit	bv_doc_id__30_d21e18226
nicht	bv_doc_id__30_d21e18228
für	bv_doc_id__30_d21e18230
einzelne	bv_doc_id__30_d21e18232
Bundesangelegenheiten	bv_doc_id__30_d21e18234
eigene	bv_doc_id__30_d21e18237
Bundes	bv_doc_id__30_d21e18239
behörden	bv_doc_id__30_d21e18241
durch	bv_doc_id__30_d21e18243
Bundesgesetz	bv_doc_id__30_d21e18245
berufen	bv_doc_id__30_d21e18247
sind	bv_doc_id__30_d21e18250
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e18261
<g/>
)	
In	bv_doc_id__30_d21e18266
diesem	bv_doc_id__30_d21e18268
Belange	bv_doc_id__30_d21e18270
ist	bv_doc_id__30_d21e18272
die	bv_doc_id__30_d21e18275
Landesregierung	bv_doc_id__30_d21e18277
samt	bv_doc_id__30_d21e18279
den	bv_doc_id__30_d21e18281
ihr	bv_doc_id__30_d21e18283
unterstellten	bv_doc_id__30_d21e18285
Behörden	bv_doc_id__30_d21e18288
an	bv_doc_id__30_d21e18290
die	bv_doc_id__30_d21e18292
Verord	bv_doc_id__30_d21e18294
nungen	bv_doc_id__30_d21e18296
und	bv_doc_id__30_d21e18298
sonstigen	bv_doc_id__30_d21e18301
Anordnungn	bv_doc_id__30_d21e18303
der	bv_doc_id__30_d21e18305
Bundesregierung	bv_doc_id__30_d21e18307
sowie	bv_doc_id__30_d21e18309
der	bv_doc_id__30_d21e18311
einzelnen	bv_doc_id__30_d21e18314
Bundesämter	bv_doc_id__30_d21e18316
gebunden	bv_doc_id__30_d21e18318
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e18329
<g/>
)	
In	bv_doc_id__30_d21e18334
den	bv_doc_id__30_d21e18336
von	bv_doc_id__30_d21e18338
den	bv_doc_id__30_d21e18340
Landesbehörden	bv_doc_id__30_d21e18343
als	bv_doc_id__30_d21e18345
Bundesorganen	bv_doc_id__30_d21e18347
zu	bv_doc_id__30_d21e18349
führenden	bv_doc_id__30_d21e18351
Angelegenheiten	bv_doc_id__30_d21e18353
geht	bv_doc_id__30_d21e18356
der	bv_doc_id__30_d21e18358
administative	bv_doc_id__30_d21e18360
Instanzenzug	bv_doc_id__30_d21e18362
—	bv_doc_id__30_d21e18364
wenn	bv_doc_id__30_d21e18366
nicht	bv_doc_id__30_d21e18369
durch	bv_doc_id__30_d21e18371
Bundesgesetz	bv_doc_id__30_d21e18373
ausdrücklich	bv_doc_id__30_d21e18375
anders	bv_doc_id__30_d21e18377
bestimmt	bv_doc_id__30_d21e18379
ist	bv_doc_id__30_d21e18382
bis	bv_doc_id__30_d21e18384
zu	bv_doc_id__30_d21e18386
den	bv_doc_id__30_d21e18388
zuständigen	bv_doc_id__30_d21e18390
Bundesämtern	bv_doc_id__30_d21e18392
<g/>
.	
Artikel	bv_doc_id__30_d21e18160
92.	bv_doc_id__30_d21e18162
<g/>
(	
1	bv_doc_id__30_d21e18171
<g/>
)	
Die	bv_doc_id__30_d21e18176
vollziehende	bv_doc_id__30_d21e18178
Gewalt	bv_doc_id__30_d21e18180
des	bv_doc_id__30_d21e18182
Bundes	bv_doc_id__30_d21e18185
wird	bv_doc_id__30_d21e18187
im	bv_doc_id__30_d21e18189
Bereiche	bv_doc_id__30_d21e18191
der	bv_doc_id__30_d21e18193
Länder	bv_doc_id__30_d21e18195
von	bv_doc_id__30_d21e18198
den	bv_doc_id__30_d21e18200
Landesregierungen	bv_doc_id__30_d21e18202
und	bv_doc_id__30_d21e18204
den	bv_doc_id__30_d21e18206
ihnen	bv_doc_id__30_d21e18208
unterstellten	bv_doc_id__30_d21e18211
Landesbehörden	bv_doc_id__30_d21e18213
im	bv_doc_id__30_d21e18215
übertragenen	bv_doc_id__30_d21e18217
Wirkungskreis	bv_doc_id__30_d21e18219
ausgeübt	bv_doc_id__30_d21e18221
<g/>
,	
soweit	bv_doc_id__30_d21e18226
nicht	bv_doc_id__30_d21e18228
für	bv_doc_id__30_d21e18230
einzelne	bv_doc_id__30_d21e18232
Bundesangelegenheiten	bv_doc_id__30_d21e18234
eigene	bv_doc_id__30_d21e18237
Bundes	bv_doc_id__30_d21e18239
behörden	bv_doc_id__30_d21e18241
durch	bv_doc_id__30_d21e18243
Bundesgesetz	bv_doc_id__30_d21e18245
berufen	bv_doc_id__30_d21e18247
sind	bv_doc_id__30_d21e18250
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e18171
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e18261
<g/>
)	
In	bv_doc_id__30_d21e18266
diesem	bv_doc_id__30_d21e18268
Belange	bv_doc_id__30_d21e18270
ist	bv_doc_id__30_d21e18272
die	bv_doc_id__30_d21e18275
Landesregierung	bv_doc_id__30_d21e18277
samt	bv_doc_id__30_d21e18279
den	bv_doc_id__30_d21e18281
ihr	bv_doc_id__30_d21e18283
unterstellten	bv_doc_id__30_d21e18285
Behörden	bv_doc_id__30_d21e18288
an	bv_doc_id__30_d21e18290
die	bv_doc_id__30_d21e18292
Verord	bv_doc_id__30_d21e18294
nungen	bv_doc_id__30_d21e18296
und	bv_doc_id__30_d21e18298
sonstigen	bv_doc_id__30_d21e18301
Anordnungn	bv_doc_id__30_d21e18303
der	bv_doc_id__30_d21e18305
Bundesregierung	bv_doc_id__30_d21e18307
sowie	bv_doc_id__30_d21e18309
der	bv_doc_id__30_d21e18311
einzelnen	bv_doc_id__30_d21e18314
Bundesämter	bv_doc_id__30_d21e18316
gebunden	bv_doc_id__30_d21e18318
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e18261
<g/>
)	
<g/>
(	
3	bv_doc_id__30_d21e18329
<g/>
)	
In	bv_doc_id__30_d21e18334
den	bv_doc_id__30_d21e18336
von	bv_doc_id__30_d21e18338
den	bv_doc_id__30_d21e18340
Landesbehörden	bv_doc_id__30_d21e18343
als	bv_doc_id__30_d21e18345
Bundesorganen	bv_doc_id__30_d21e18347
zu	bv_doc_id__30_d21e18349
führenden	bv_doc_id__30_d21e18351
Angelegenheiten	bv_doc_id__30_d21e18353
geht	bv_doc_id__30_d21e18356
der	bv_doc_id__30_d21e18358
administative	bv_doc_id__30_d21e18360
Instanzenzug	bv_doc_id__30_d21e18362
—	bv_doc_id__30_d21e18364
wenn	bv_doc_id__30_d21e18366
nicht	bv_doc_id__30_d21e18369
durch	bv_doc_id__30_d21e18371
Bundesgesetz	bv_doc_id__30_d21e18373
ausdrücklich	bv_doc_id__30_d21e18375
anders	bv_doc_id__30_d21e18377
bestimmt	bv_doc_id__30_d21e18379
ist	bv_doc_id__30_d21e18382
bis	bv_doc_id__30_d21e18384
zu	bv_doc_id__30_d21e18386
den	bv_doc_id__30_d21e18388
zuständigen	bv_doc_id__30_d21e18390
Bundesämtern	bv_doc_id__30_d21e18392
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e18329
<g/>
)	
Artikel	bv_doc_id__30_d21e18403
93.	bv_doc_id__30_d21e18405
<g/>
(	
1	bv_doc_id__30_d21e18414
<g/>
)	
Der	bv_doc_id__30_d21e18419
Landeshauptmann	bv_doc_id__30_d21e18421
oder	bv_doc_id__30_d21e18423
sein	bv_doc_id__30_d21e18425
Stellvertreter	bv_doc_id__30_d21e18428
vertritt	bv_doc_id__30_d21e18430
das	bv_doc_id__30_d21e18432
Land	bv_doc_id__30_d21e18434
<g/>
.	
Er	bv_doc_id__30_d21e18438
trägt	bv_doc_id__30_d21e18441
in	bv_doc_id__30_d21e18443
den	bv_doc_id__30_d21e18445
Angelegenheiten	bv_doc_id__30_d21e18447
des	bv_doc_id__30_d21e18449
der	bv_doc_id__30_d21e18451
Landesregierung	bv_doc_id__30_d21e18454
übertragenen	bv_doc_id__30_d21e18456
Wirkungskreises	bv_doc_id__30_d21e18458
der	bv_doc_id__30_d21e18460
Bundesgewalt	bv_doc_id__30_d21e18462
die	bv_doc_id__30_d21e18464
Verantwortung	bv_doc_id__30_d21e18467
gegenüber	bv_doc_id__30_d21e18469
der	bv_doc_id__30_d21e18471
Bundesregierung	bv_doc_id__30_d21e18473
gemäß	bv_doc_id__30_d21e18475
Artikel	bv_doc_id__30_d21e18477
152.	bv_doc_id__30_d21e18480
Der	bv_doc_id__30_d21e18482
Geltendmachung	bv_doc_id__30_d21e18484
dieser	bv_doc_id__30_d21e18486
Verantwortung	bv_doc_id__30_d21e18488
steht	bv_doc_id__30_d21e18490
die	bv_doc_id__30_d21e18493
Immunität	bv_doc_id__30_d21e18495
nicht	bv_doc_id__30_d21e18497
im	bv_doc_id__30_d21e18499
Wege	bv_doc_id__30_d21e18501
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e18512
<g/>
)	
Dem	bv_doc_id__30_d21e18517
Landtage	bv_doc_id__30_d21e18519
sind	bv_doc_id__30_d21e18521
die	bv_doc_id__30_d21e18523
Mitglieder	bv_doc_id__30_d21e18526
der	bv_doc_id__30_d21e18528
Landesregierung	bv_doc_id__30_d21e18530
gemäß	bv_doc_id__30_d21e18532
Artikel	bv_doc_id__30_d21e18534
152	bv_doc_id__30_d21e18536
verantwortlich	bv_doc_id__30_d21e18539
Artikel	bv_doc_id__30_d21e18403
93.	bv_doc_id__30_d21e18405
<g/>
(	
1	bv_doc_id__30_d21e18414
<g/>
)	
Der	bv_doc_id__30_d21e18419
Landeshauptmann	bv_doc_id__30_d21e18421
oder	bv_doc_id__30_d21e18423
sein	bv_doc_id__30_d21e18425
Stellvertreter	bv_doc_id__30_d21e18428
vertritt	bv_doc_id__30_d21e18430
das	bv_doc_id__30_d21e18432
Land	bv_doc_id__30_d21e18434
<g/>
.	
Er	bv_doc_id__30_d21e18438
trägt	bv_doc_id__30_d21e18441
in	bv_doc_id__30_d21e18443
den	bv_doc_id__30_d21e18445
Angelegenheiten	bv_doc_id__30_d21e18447
des	bv_doc_id__30_d21e18449
der	bv_doc_id__30_d21e18451
Landesregierung	bv_doc_id__30_d21e18454
übertragenen	bv_doc_id__30_d21e18456
Wirkungskreises	bv_doc_id__30_d21e18458
der	bv_doc_id__30_d21e18460
Bundesgewalt	bv_doc_id__30_d21e18462
die	bv_doc_id__30_d21e18464
Verantwortung	bv_doc_id__30_d21e18467
gegenüber	bv_doc_id__30_d21e18469
der	bv_doc_id__30_d21e18471
Bundesregierung	bv_doc_id__30_d21e18473
gemäß	bv_doc_id__30_d21e18475
Artikel	bv_doc_id__30_d21e18477
152.	bv_doc_id__30_d21e18480
Der	bv_doc_id__30_d21e18482
Geltendmachung	bv_doc_id__30_d21e18484
dieser	bv_doc_id__30_d21e18486
Verantwortung	bv_doc_id__30_d21e18488
steht	bv_doc_id__30_d21e18490
die	bv_doc_id__30_d21e18493
Immunität	bv_doc_id__30_d21e18495
nicht	bv_doc_id__30_d21e18497
im	bv_doc_id__30_d21e18499
Wege	bv_doc_id__30_d21e18501
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e18414
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e18512
<g/>
)	
Dem	bv_doc_id__30_d21e18517
Landtage	bv_doc_id__30_d21e18519
sind	bv_doc_id__30_d21e18521
die	bv_doc_id__30_d21e18523
Mitglieder	bv_doc_id__30_d21e18526
der	bv_doc_id__30_d21e18528
Landesregierung	bv_doc_id__30_d21e18530
gemäß	bv_doc_id__30_d21e18532
Artikel	bv_doc_id__30_d21e18534
152	bv_doc_id__30_d21e18536
verantwortlich	bv_doc_id__30_d21e18539
<g/>
(	
2	bv_doc_id__30_d21e18512
<g/>
)	
Artikel	bv_doc_id__30_d21e18549
94.	bv_doc_id__30_d21e18551
Zur	bv_doc_id__30_d21e18556
Leitung	bv_doc_id__30_d21e18558
des	bv_doc_id__30_d21e18560
gesamten	bv_doc_id__30_d21e18562
inneren	bv_doc_id__30_d21e18564
Dienstbetriebes	bv_doc_id__30_d21e18567
der	bv_doc_id__30_d21e18569
Landesregierung	bv_doc_id__30_d21e18571
wird	bv_doc_id__30_d21e18573
ein	bv_doc_id__30_d21e18575
*	bv_doc_id__30_d21e18577
dem	bv_doc_id__30_d21e18580
Stande	bv_doc_id__30_d21e18582
*	bv_doc_id__30_d21e18584
rechtskundiger	bv_doc_id__30_d21e18586
Verwaltungsbeamter	bv_doc_id__30_d21e18588
der	bv_doc_id__30_d21e18590
rechtskundigen	bv_doc_id__30_d21e18593
Verwaltungsbeamten	bv_doc_id__30_d21e18595
angehörender	bv_doc_id__30_d21e18597
Landesamtsdirektor	bv_doc_id__30_d21e18599
bestellt	bv_doc_id__30_d21e18601
<g/>
;	
er	bv_doc_id__30_d21e18606
ist	bv_doc_id__30_d21e18608
der	bv_doc_id__30_d21e18610
unmittelbare	bv_doc_id__30_d21e18612
Vorgesetzte	bv_doc_id__30_d21e18614
aller	bv_doc_id__30_d21e18616
Landesangestellten	bv_doc_id__30_d21e18619
und	bv_doc_id__30_d21e18621
hat	bv_doc_id__30_d21e18623
für	bv_doc_id__30_d21e18625
einen	bv_doc_id__30_d21e18627
einheitlichen	bv_doc_id__30_d21e18629
und	bv_doc_id__30_d21e18632
geregelten	bv_doc_id__30_d21e18634
Geschäftsgang	bv_doc_id__30_d21e18636
in	bv_doc_id__30_d21e18638
sämtlichen	bv_doc_id__30_d21e18640
Zweigen	bv_doc_id__30_d21e18642
der	bv_doc_id__30_d21e18645
Landesverwaltung	bv_doc_id__30_d21e18647
zu	bv_doc_id__30_d21e18649
sorgen	bv_doc_id__30_d21e18651
<g/>
.	
Artikel	bv_doc_id__30_d21e18549
94.	bv_doc_id__30_d21e18551
Zur	bv_doc_id__30_d21e18556
Leitung	bv_doc_id__30_d21e18558
des	bv_doc_id__30_d21e18560
gesamten	bv_doc_id__30_d21e18562
inneren	bv_doc_id__30_d21e18564
Dienstbetriebes	bv_doc_id__30_d21e18567
der	bv_doc_id__30_d21e18569
Landesregierung	bv_doc_id__30_d21e18571
wird	bv_doc_id__30_d21e18573
ein	bv_doc_id__30_d21e18575
*	bv_doc_id__30_d21e18577
dem	bv_doc_id__30_d21e18580
Stande	bv_doc_id__30_d21e18582
*	bv_doc_id__30_d21e18584
rechtskundiger	bv_doc_id__30_d21e18586
Verwaltungsbeamter	bv_doc_id__30_d21e18588
der	bv_doc_id__30_d21e18590
rechtskundigen	bv_doc_id__30_d21e18593
Verwaltungsbeamten	bv_doc_id__30_d21e18595
angehörender	bv_doc_id__30_d21e18597
Landesamtsdirektor	bv_doc_id__30_d21e18599
bestellt	bv_doc_id__30_d21e18601
<g/>
;	
er	bv_doc_id__30_d21e18606
ist	bv_doc_id__30_d21e18608
der	bv_doc_id__30_d21e18610
unmittelbare	bv_doc_id__30_d21e18612
Vorgesetzte	bv_doc_id__30_d21e18614
aller	bv_doc_id__30_d21e18616
Landesangestellten	bv_doc_id__30_d21e18619
und	bv_doc_id__30_d21e18621
hat	bv_doc_id__30_d21e18623
für	bv_doc_id__30_d21e18625
einen	bv_doc_id__30_d21e18627
einheitlichen	bv_doc_id__30_d21e18629
und	bv_doc_id__30_d21e18632
geregelten	bv_doc_id__30_d21e18634
Geschäftsgang	bv_doc_id__30_d21e18636
in	bv_doc_id__30_d21e18638
sämtlichen	bv_doc_id__30_d21e18640
Zweigen	bv_doc_id__30_d21e18642
der	bv_doc_id__30_d21e18645
Landesverwaltung	bv_doc_id__30_d21e18647
zu	bv_doc_id__30_d21e18649
sorgen	bv_doc_id__30_d21e18651
<g/>
.	
Artikel	bv_doc_id__30_d21e18662
95.	bv_doc_id__30_d21e18664
<g/>
(	
1	bv_doc_id__30_d21e18673
<g/>
)	
In	bv_doc_id__30_d21e18678
dem	bv_doc_id__30_d21e18680
der	bv_doc_id__30_d21e18682
Landesregierung	bv_doc_id__30_d21e18684
vom	bv_doc_id__30_d21e18687
Bunde	bv_doc_id__30_d21e18689
übertragenen	bv_doc_id__30_d21e18691
Wirkungskreis	bv_doc_id__30_d21e18693
ist	bv_doc_id__30_d21e18695
der	bv_doc_id__30_d21e18697
Landesamtsdirektor	bv_doc_id__30_d21e18700
das	bv_doc_id__30_d21e18702
unmittelbare	bv_doc_id__30_d21e18704
Hilfsorgan	bv_doc_id__30_d21e18706
des	bv_doc_id__30_d21e18708
Landeshauptmannes	bv_doc_id__30_d21e18710
und	bv_doc_id__30_d21e18713
des	bv_doc_id__30_d21e18715
Landeshauptmann=Stellvertreters	bv_doc_id__30_d21e18717
<g/>
.	
<g/>
/:	
Bis	bv_doc_id__30_d21e18723
zum	bv_doc_id__30_d21e18726
Amtsantritt	bv_doc_id__30_d21e18728
des	bv_doc_id__30_d21e18730
neuen	bv_doc_id__30_d21e18732
Landeshauptmannes	bv_doc_id__30_d21e18734
soll	bv_doc_id__30_d21e18736
der	bv_doc_id__30_d21e18739
alte	bv_doc_id__30_d21e18741
Landeshauptmann	bv_doc_id__30_d21e18743
zur	bv_doc_id__30_d21e18745
Fortführung	bv_doc_id__30_d21e18747
der	bv_doc_id__30_d21e18749
Geschäfte	bv_doc_id__30_d21e18752
angewiesen	bv_doc_id__30_d21e18754
sein	bv_doc_id__30_d21e18756
<g/>
:/	
<g/>
(	
2	bv_doc_id__30_d21e18764
<g/>
)	
Bis	bv_doc_id__30_d21e18768
zur	bv_doc_id__30_d21e18770
Beeidigung	bv_doc_id__30_d21e18773
des	bv_doc_id__30_d21e18775
Landeshauptmannes	bv_doc_id__30_d21e18777
oder	bv_doc_id__30_d21e18782
seines	bv_doc_id__30_d21e18784
Stellvertreters	bv_doc_id__30_d21e18786
hat	bv_doc_id__30_d21e18788
der	bv_doc_id__30_d21e18790
Landesamts¬	bv_doc_id__30_d21e18793
direktor	bv_doc_id__30_d21e18799
die	bv_doc_id__30_d21e18801
Geschäfte	bv_doc_id__30_d21e18803
des	bv_doc_id__30_d21e18805
Bundes	bv_doc_id__30_d21e18807
unter	bv_doc_id__30_d21e18810
seiner	bv_doc_id__30_d21e18812
per¬	bv_doc_id__30_d21e18814
sönlichen	bv_doc_id__30_d21e18819
Verantwortung	bv_doc_id__30_d21e18821
zu	bv_doc_id__30_d21e18823
führen	bv_doc_id__30_d21e18825
<g/>
;	
für	bv_doc_id__30_d21e18830
diese	bv_doc_id__30_d21e18832
Ver¬	bv_doc_id__30_d21e18834
antwortung	bv_doc_id__30_d21e18839
gelten	bv_doc_id__30_d21e18841
dieselben	bv_doc_id__30_d21e18843
Bestimmungen	bv_doc_id__30_d21e18845
wie	bv_doc_id__30_d21e18847
für	bv_doc_id__30_d21e18850
jene	bv_doc_id__30_d21e18855
des	bv_doc_id__30_d21e18857
Landeshauptmannes	bv_doc_id__30_d21e18859
<g/>
.	
Dasselbe	bv_doc_id__30_d21e18863
gilt	bv_doc_id__30_d21e18866
für	bv_doc_id__30_d21e18868
den	bv_doc_id__30_d21e18870
Fall	bv_doc_id__30_d21e18875
der	bv_doc_id__30_d21e18877
Verhinderung	bv_doc_id__30_d21e18879
des	bv_doc_id__30_d21e18881
Landeshauptmannes	bv_doc_id__30_d21e18883
und	bv_doc_id__30_d21e18886
seines	bv_doc_id__30_d21e18891
Stellverteeters	bv_doc_id__30_d21e18893
<g/>
.	
“	bv_doc_id__30_d21e18897
<g/>
(	
3	bv_doc_id__30_d21e18905
<g/>
)	
Zur	bv_doc_id__30_d21e18909
Vertretung	bv_doc_id__30_d21e18911
des	bv_doc_id__30_d21e18914
Landesamtsdirektors	bv_doc_id__30_d21e18916
jeweils	bv_doc_id__30_d21e18921
der	bv_doc_id__30_d21e18923
rangälteste	bv_doc_id__30_d21e18925
rechtskundige	bv_doc_id__30_d21e18927
Verwaltungs	bv_doc_id__30_d21e18929
beamte	bv_doc_id__30_d21e18934
der	bv_doc_id__30_d21e18936
Landesregierung	bv_doc_id__30_d21e18938
berufen	bv_doc_id__30_d21e18940
<g/>
,	
auf	bv_doc_id__30_d21e18945
den	bv_doc_id__30_d21e18947
diesem	bv_doc_id__30_d21e18952
Fall	bv_doc_id__30_d21e18954
auch	bv_doc_id__30_d21e18956
die	bv_doc_id__30_d21e18958
Bestimmungen	bv_doc_id__30_d21e18960
des	bv_doc_id__30_d21e18963
zweiten	bv_doc_id__30_d21e18965
Absatzes	bv_doc_id__30_d21e18970
Anwendung	bv_doc_id__30_d21e18972
finden	bv_doc_id__30_d21e18974
<g/>
.	
Artikel	bv_doc_id__30_d21e18662
95.	bv_doc_id__30_d21e18664
<g/>
(	
1	bv_doc_id__30_d21e18673
<g/>
)	
In	bv_doc_id__30_d21e18678
dem	bv_doc_id__30_d21e18680
der	bv_doc_id__30_d21e18682
Landesregierung	bv_doc_id__30_d21e18684
vom	bv_doc_id__30_d21e18687
Bunde	bv_doc_id__30_d21e18689
übertragenen	bv_doc_id__30_d21e18691
Wirkungskreis	bv_doc_id__30_d21e18693
ist	bv_doc_id__30_d21e18695
der	bv_doc_id__30_d21e18697
Landesamtsdirektor	bv_doc_id__30_d21e18700
das	bv_doc_id__30_d21e18702
unmittelbare	bv_doc_id__30_d21e18704
Hilfsorgan	bv_doc_id__30_d21e18706
des	bv_doc_id__30_d21e18708
Landeshauptmannes	bv_doc_id__30_d21e18710
und	bv_doc_id__30_d21e18713
des	bv_doc_id__30_d21e18715
Landeshauptmann=Stellvertreters	bv_doc_id__30_d21e18717
<g/>
.	
<g/>
/:	
Bis	bv_doc_id__30_d21e18723
