<doc id="bv_doc_id__33" attrs="word lemma type">
Bekanntlich	bv_doc_id__33_d24e235
bedarf	bv_doc_id__33_d24e22476
bezüglich	bv_doc_id__33_d24e22478
des	bv_doc_id__33_d24e22480
Präsidenten	bv_doc_id__33_d24e22482
und	bv_doc_id__33_d24e22484
der	bv_doc_id__33_d24e22487
hässte	bv_doc_id__33_d24e22489
der	bv_doc_id__33_d24e22491
mit	bv_doc_id__33_d24e22493
glieder	bv_doc_id__33_d24e22495
der	bv_doc_id__33_d24e22497
Zustimmung	bv_doc_id__33_d24e22500
des	bv_doc_id__33_d24e22502
Hauplausschusses	bv_doc_id__33_d24e22504
des	bv_doc_id__33_d24e22506
Masionaltates	bv_doc_id__33_d24e22508
<g/>
,	
bezüglich	bv_doc_id__33_d24e22513
des	bv_doc_id__33_d24e22515
Bizepräsidenten	bv_doc_id__33_d24e22517
und	bv_doc_id__33_d24e22519
der	bv_doc_id__33_d24e22521
anderen	bv_doc_id__33_d24e22523
häffte	bv_doc_id__33_d24e22526
der	bv_doc_id__33_d24e22528
Müglieder	bv_doc_id__33_d24e22530
der	bv_doc_id__33_d24e22532
Zustimmung	bv_doc_id__33_d24e22534
des	bv_doc_id__33_d24e22536
Bundesrates	bv_doc_id__33_d24e22539
<g/>
.	
Artifel	bv_doc_id__33_d24e22543
146.	bv_doc_id__33_d24e22545
Die	bv_doc_id__33_d24e22547
näheren	bv_doc_id__33_d24e22549
Bestimmungen	bv_doc_id__33_d24e22552
über	bv_doc_id__33_d24e22554
die	bv_doc_id__33_d24e22556
Verwaltungsgerichtsbarkeit	bv_doc_id__33_d24e22558
erfolgen	bv_doc_id__33_d24e22560
durch	bv_doc_id__33_d24e22562
Bundesgeseh	bv_doc_id__33_d24e22565
<g/>
.	
B	bv_doc_id__33_d24e22569
<g/>
.	
Der	bv_doc_id__33_d24e22573
Verfassungsgerichtshof	bv_doc_id__33_d24e22575
<g/>
.	
Artitel	bv_doc_id__33_d24e22580
147.	bv_doc_id__33_d24e22582
Der	bv_doc_id__33_d24e22584
Verfassungsgerichtshof	bv_doc_id__33_d24e22586
entscheidet	bv_doc_id__33_d24e22588
alle	bv_doc_id__33_d24e22591
Rechtsstreitigleiten	bv_doc_id__33_d24e22593
zwischen	bv_doc_id__33_d24e22595
den	bv_doc_id__33_d24e22597
Ländern	bv_doc_id__33_d24e22599
sowie	bv_doc_id__33_d24e22601
zwischen	bv_doc_id__33_d24e22604
einem	bv_doc_id__33_d24e22606
Lande	bv_doc_id__33_d24e22608
und	bv_doc_id__33_d24e22610
dem	bv_doc_id__33_d24e22612
Bunde	bv_doc_id__33_d24e22614
<g/>
(	
3	bv_doc_id__33_d24e22395
<g/>
)	
Artikel	bv_doc_id__33_d24e22622
148.	bv_doc_id__33_d24e22624
Der	bv_doc_id__33_d24e22629
Verfassungsgerichtshof	bv_doc_id__33_d24e22631
entscheidet	bv_doc_id__33_d24e22633
ferner	bv_doc_id__33_d24e22635
<g/>
:	
Kompetenztonflitie	bv_doc_id__33_d24e22640
a	bv_doc_id__33_d24e22642
<g/>
.	
zwiscen	bv_doc_id__33_d24e22646
Gerichten	bv_doc_id__33_d24e22648
und	bv_doc_id__33_d24e22650
Verwaltungsbehörden	bv_doc_id__33_d24e22653
des	bv_doc_id__33_d24e22655
Bundes	bv_doc_id__33_d24e22657
oder	bv_doc_id__33_d24e22659
der	bv_doc_id__33_d24e22661
Länder	bv_doc_id__33_d24e22663
b	bv_doc_id__33_d24e22666
<g/>
.	
zwischen	bv_doc_id__33_d24e22670
dem	bv_doc_id__33_d24e22672
Verwaltungsgerichtshof	bv_doc_id__33_d24e22674
und	bv_doc_id__33_d24e22676
den	bv_doc_id__33_d24e22679
ordentlichen	bv_doc_id__33_d24e22681
Gerichten	bv_doc_id__33_d24e22683
<g/>
:	
zwischen	bv_doc_id__33_d24e22687
Tansesregierungen	bv_doc_id__33_d24e22689
untereinander	bv_doc_id__33_d24e22692
sowie	bv_doc_id__33_d24e22694
zwischen	bv_doc_id__33_d24e22696
einer	bv_doc_id__33_d24e22698
Landesregierung	bv_doc_id__33_d24e22700
und	bv_doc_id__33_d24e22702
der	bv_doc_id__33_d24e22705
BundesTogiorung	bv_doc_id__33_d24e22707
<g/>
.	
Artikel	bv_doc_id__33_d24e22622
148.	bv_doc_id__33_d24e22624
Der	bv_doc_id__33_d24e22629
Verfassungsgerichtshof	bv_doc_id__33_d24e22631
entscheidet	bv_doc_id__33_d24e22633
ferner	bv_doc_id__33_d24e22635
<g/>
:	
Kompetenztonflitie	bv_doc_id__33_d24e22640
a	bv_doc_id__33_d24e22642
<g/>
.	
zwiscen	bv_doc_id__33_d24e22646
Gerichten	bv_doc_id__33_d24e22648
und	bv_doc_id__33_d24e22650
Verwaltungsbehörden	bv_doc_id__33_d24e22653
des	bv_doc_id__33_d24e22655
Bundes	bv_doc_id__33_d24e22657
oder	bv_doc_id__33_d24e22659
der	bv_doc_id__33_d24e22661
Länder	bv_doc_id__33_d24e22663
b	bv_doc_id__33_d24e22666
<g/>
.	
zwischen	bv_doc_id__33_d24e22670
dem	bv_doc_id__33_d24e22672
Verwaltungsgerichtshof	bv_doc_id__33_d24e22674
und	bv_doc_id__33_d24e22676
den	bv_doc_id__33_d24e22679
ordentlichen	bv_doc_id__33_d24e22681
Gerichten	bv_doc_id__33_d24e22683
<g/>
:	
zwischen	bv_doc_id__33_d24e22687
Tansesregierungen	bv_doc_id__33_d24e22689
untereinander	bv_doc_id__33_d24e22692
sowie	bv_doc_id__33_d24e22694
zwischen	bv_doc_id__33_d24e22696
einer	bv_doc_id__33_d24e22698
Landesregierung	bv_doc_id__33_d24e22700
und	bv_doc_id__33_d24e22702
der	bv_doc_id__33_d24e22705
BundesTogiorung	bv_doc_id__33_d24e22707
<g/>
.	
Artikel	bv_doc_id__33_d24e22717
149.	bv_doc_id__33_d24e22719
<g/>
(	
1	bv_doc_id__33_d24e22728
<g/>
)	
Der	bv_doc_id__33_d24e22733
Verfassunasgerichtshof	bv_doc_id__33_d24e22735
entscheidet	bv_doc_id__33_d24e22737
über	bv_doc_id__33_d24e22739
Gesetzwidrigkeit	bv_doc_id__33_d24e22742
von	bv_doc_id__33_d24e22744
Verordnungen	bv_doc_id__33_d24e22746
einer	bv_doc_id__33_d24e22748
Bundes-	bv_doc_id__33_d24e22750
oder	bv_doc_id__33_d24e22752
Handesbehorde	bv_doc_id__33_d24e22755
auf	bv_doc_id__33_d24e22757
Antrag	bv_doc_id__33_d24e22759
eines	bv_doc_id__33_d24e22761
Berichtes	bv_doc_id__33_d24e22763
über	bv_doc_id__33_d24e22765
Geschwiörigkeit	bv_doc_id__33_d24e22768
von	bv_doc_id__33_d24e22770
Verordnungen	bv_doc_id__33_d24e22772
einer	bv_doc_id__33_d24e22774
Landesbehörde	bv_doc_id__33_d24e22776
auch	bv_doc_id__33_d24e22778
auf	bv_doc_id__33_d24e22781
Antrag	bv_doc_id__33_d24e22783
der	bv_doc_id__33_d24e22785
Bundesregierung	bv_doc_id__33_d24e22787
<g/>
:	
über	bv_doc_id__33_d24e22791
Gesezwiörigkeit	bv_doc_id__33_d24e22794
von	bv_doc_id__33_d24e22796
Verordnungen	bv_doc_id__33_d24e22798
der	bv_doc_id__33_d24e22800
Bundesbehörden	bv_doc_id__33_d24e22802
auch	bv_doc_id__33_d24e22804
auf	bv_doc_id__33_d24e22807
Antrag	bv_doc_id__33_d24e22809
einer	bv_doc_id__33_d24e22811
Landesregierung	bv_doc_id__33_d24e22813
<g/>
.	
2	bv_doc_id__33_d24e22822
<g/>
)	
Das	bv_doc_id__33_d24e22827
stattgebende	bv_doc_id__33_d24e22829
Erlenntnis	bv_doc_id__33_d24e22831
des	bv_doc_id__33_d24e22833
Verfassungsgerichtshofes	bv_doc_id__33_d24e22836
bewütt	bv_doc_id__33_d24e22838
die	bv_doc_id__33_d24e22840
Aufhebung	bv_doc_id__33_d24e22842
der	bv_doc_id__33_d24e22844
gesetzwiörigen	bv_doc_id__33_d24e22846
Verordnung	bv_doc_id__33_d24e22849
und	bv_doc_id__33_d24e22851
verpflichtet	bv_doc_id__33_d24e22853
die	bv_doc_id__33_d24e22855
erlassende	bv_doc_id__33_d24e22857
Behörde	bv_doc_id__33_d24e22859
zur	bv_doc_id__33_d24e22862
unverzüglichen	bv_doc_id__33_d24e22864
kundmachung	bv_doc_id__33_d24e22866
der	bv_doc_id__33_d24e22868
erfolgten	bv_doc_id__33_d24e22870
Aufhebung	bv_doc_id__33_d24e22872
<g/>
.	
Artitel	bv_doc_id__33_d24e22877
150.	bv_doc_id__33_d24e22879
<g/>
(	
1	bv_doc_id__33_d24e22888
<g/>
)	
Der	bv_doc_id__33_d24e22893
Verfassungsgerichtshof	bv_doc_id__33_d24e22895
entscheidet	bv_doc_id__33_d24e22897
über	bv_doc_id__33_d24e22899
Verfassungswidrigkeit	bv_doc_id__33_d24e22902
von	bv_doc_id__33_d24e22904
Landesgesetzen	bv_doc_id__33_d24e22906
auf	bv_doc_id__33_d24e22908
Antrag	bv_doc_id__33_d24e22910
der	bv_doc_id__33_d24e22912
Bundesregierung	bv_doc_id__33_d24e22915
<g/>
,	
über	bv_doc_id__33_d24e22919
Verfassungswidrigkeit	bv_doc_id__33_d24e22921
von	bv_doc_id__33_d24e22923
Hundesgesetzen	bv_doc_id__33_d24e22925
auf	bv_doc_id__33_d24e22928
Antrag	bv_doc_id__33_d24e22930
einer	bv_doc_id__33_d24e22932
Landesregierung	bv_doc_id__33_d24e22934
<g/>
.	
2	bv_doc_id__33_d24e22943
<g/>
)	
Der	bv_doc_id__33_d24e22948
Antrag	bv_doc_id__33_d24e22950
kann	bv_doc_id__33_d24e22952
jederzeit	bv_doc_id__33_d24e22954
gestellt	bv_doc_id__33_d24e22957
werden	bv_doc_id__33_d24e22959
<g/>
;	
er	bv_doc_id__33_d24e22963
ist	bv_doc_id__33_d24e22965
sofort	bv_doc_id__33_d24e22967
der	bv_doc_id__33_d24e22970
zuständigen	bv_doc_id__33_d24e22972
Landesregierung	bv_doc_id__33_d24e22974
oder	bv_doc_id__33_d24e22976
der	bv_doc_id__33_d24e22978
Bundesregierung	bv_doc_id__33_d24e22980
bekanntzugeben	bv_doc_id__33_d24e22983
<g/>
.	
7	bv_doc_id__33_d24e22991
<g/>
(	
3	bv_doc_id__33_d24e23000
<g/>
)	
Das	bv_doc_id__33_d24e23005
stattgebende	bv_doc_id__33_d24e23007
Erkenntnis	bv_doc_id__33_d24e23009
des	bv_doc_id__33_d24e23011
VerfassungsGerichtshofes	bv_doc_id__33_d24e23014
bewirtt	bv_doc_id__33_d24e23016
die	bv_doc_id__33_d24e23018
Aufhebung	bv_doc_id__33_d24e23020
dis	bv_doc_id__33_d24e23022
Gesetes	bv_doc_id__33_d24e23024
und	bv_doc_id__33_d24e23027
verpflichtet	bv_doc_id__33_d24e23029
die	bv_doc_id__33_d24e23031
zuständige	bv_doc_id__33_d24e23033
Tandegregierung	bv_doc_id__33_d24e23035
oder	bv_doc_id__33_d24e23037
bie	bv_doc_id__33_d24e23040
Bundesregierung	bv_doc_id__33_d24e23042
zur	bv_doc_id__33_d24e23044
Verlautbarung	bv_doc_id__33_d24e23046
der	bv_doc_id__33_d24e23048
erfolgten	bv_doc_id__33_d24e23050
Aufhebung	bv_doc_id__33_d24e23053
im	bv_doc_id__33_d24e23055
Landesgesepblatte	bv_doc_id__33_d24e23057
oder	bv_doc_id__33_d24e23059
im	bv_doc_id__33_d24e23061
Bundes	bv_doc_id__33_d24e23063
<g/>
.	
geschblatte	bv_doc_id__33_d24e23068
<g/>
.	
<g/>
(	
4	bv_doc_id__33_d24e23079
<g/>
)	
Der	bv_doc_id__33_d24e23084
Verfassungsgerichtshof	bv_doc_id__33_d24e23086
ist	bv_doc_id__33_d24e23088
bei	bv_doc_id__33_d24e23090
der	bv_doc_id__33_d24e23093
Prüfung	bv_doc_id__33_d24e23095
der	bv_doc_id__33_d24e23097
Verfassungsmäßigleit	bv_doc_id__33_d24e23099
von	bv_doc_id__33_d24e23101
Geseten	bv_doc_id__33_d24e23103
an	bv_doc_id__33_d24e23106
Teinerler	bv_doc_id__33_d24e23108
Schranten	bv_doc_id__33_d24e23110
gebunden	bv_doc_id__33_d24e23112
<g/>
.	
Artifel	bv_doc_id__33_d24e23116
151.	bv_doc_id__33_d24e23119
Der	bv_doc_id__33_d24e23121
Verfassungsgerichtshof	bv_doc_id__33_d24e23123
entscheidet	bv_doc_id__33_d24e23125
über	bv_doc_id__33_d24e23127
Anechtungen	bv_doc_id__33_d24e23129
von	bv_doc_id__33_d24e23132
Wahlen	bv_doc_id__33_d24e23134
zum	bv_doc_id__33_d24e23136
Nationalrat	bv_doc_id__33_d24e23138
<g/>
,	
zu	bv_doc_id__33_d24e23142
den	bv_doc_id__33_d24e23145
Lanstagen	bv_doc_id__33_d24e23147
und	bv_doc_id__33_d24e23149
allen	bv_doc_id__33_d24e23151
anderen	bv_doc_id__33_d24e23153
allgemeinen	bv_doc_id__33_d24e23155
Vertretungssorpern	bv_doc_id__33_d24e23158
und	bv_doc_id__33_d24e23160
über	bv_doc_id__33_d24e23162
den	bv_doc_id__33_d24e23164
Antrag	bv_doc_id__33_d24e23166
eines	bv_doc_id__33_d24e23168
dieser	bv_doc_id__33_d24e23171
Vertetungstörper	bv_doc_id__33_d24e23173
auf	bv_doc_id__33_d24e23175
Erklarung	bv_doc_id__33_d24e23177
des	bv_doc_id__33_d24e23179
Mandalsverlustes	bv_doc_id__33_d24e23181
eines	bv_doc_id__33_d24e23184
seiner	bv_doc_id__33_d24e23186
Mitglieder	bv_doc_id__33_d24e23188
<g/>
.	
Artikel	bv_doc_id__33_d24e22717
149.	bv_doc_id__33_d24e22719
<g/>
(	
1	bv_doc_id__33_d24e22728
<g/>
)	
Der	bv_doc_id__33_d24e22733
Verfassunasgerichtshof	bv_doc_id__33_d24e22735
entscheidet	bv_doc_id__33_d24e22737
über	bv_doc_id__33_d24e22739
Gesetzwidrigkeit	bv_doc_id__33_d24e22742
von	bv_doc_id__33_d24e22744
Verordnungen	bv_doc_id__33_d24e22746
einer	bv_doc_id__33_d24e22748
Bundes-	bv_doc_id__33_d24e22750
oder	bv_doc_id__33_d24e22752
Handesbehorde	bv_doc_id__33_d24e22755
auf	bv_doc_id__33_d24e22757
Antrag	bv_doc_id__33_d24e22759
eines	bv_doc_id__33_d24e22761
Berichtes	bv_doc_id__33_d24e22763
über	bv_doc_id__33_d24e22765
Geschwiörigkeit	bv_doc_id__33_d24e22768
von	bv_doc_id__33_d24e22770
Verordnungen	bv_doc_id__33_d24e22772
einer	bv_doc_id__33_d24e22774
Landesbehörde	bv_doc_id__33_d24e22776
auch	bv_doc_id__33_d24e22778
auf	bv_doc_id__33_d24e22781
Antrag	bv_doc_id__33_d24e22783
der	bv_doc_id__33_d24e22785
Bundesregierung	bv_doc_id__33_d24e22787
<g/>
:	
über	bv_doc_id__33_d24e22791
Gesezwiörigkeit	bv_doc_id__33_d24e22794
von	bv_doc_id__33_d24e22796
Verordnungen	bv_doc_id__33_d24e22798
der	bv_doc_id__33_d24e22800
Bundesbehörden	bv_doc_id__33_d24e22802
auch	bv_doc_id__33_d24e22804
auf	bv_doc_id__33_d24e22807
Antrag	bv_doc_id__33_d24e22809
einer	bv_doc_id__33_d24e22811
Landesregierung	bv_doc_id__33_d24e22813
<g/>
.	
<g/>
(	
1	bv_doc_id__33_d24e22728
<g/>
)	
2	bv_doc_id__33_d24e22822
<g/>
)	
Das	bv_doc_id__33_d24e22827
stattgebende	bv_doc_id__33_d24e22829
Erlenntnis	bv_doc_id__33_d24e22831
des	bv_doc_id__33_d24e22833
Verfassungsgerichtshofes	bv_doc_id__33_d24e22836
bewütt	bv_doc_id__33_d24e22838
die	bv_doc_id__33_d24e22840
Aufhebung	bv_doc_id__33_d24e22842
der	bv_doc_id__33_d24e22844
gesetzwiörigen	bv_doc_id__33_d24e22846
Verordnung	bv_doc_id__33_d24e22849
und	bv_doc_id__33_d24e22851
verpflichtet	bv_doc_id__33_d24e22853
die	bv_doc_id__33_d24e22855
erlassende	bv_doc_id__33_d24e22857
Behörde	bv_doc_id__33_d24e22859
zur	bv_doc_id__33_d24e22862
unverzüglichen	bv_doc_id__33_d24e22864
kundmachung	bv_doc_id__33_d24e22866
der	bv_doc_id__33_d24e22868
erfolgten	bv_doc_id__33_d24e22870
Aufhebung	bv_doc_id__33_d24e22872
<g/>
.	
Artitel	bv_doc_id__33_d24e22877
150.	bv_doc_id__33_d24e22879
2	bv_doc_id__33_d24e22822
<g/>
)	
<g/>
(	
1	bv_doc_id__33_d24e22888
<g/>
)	
Der	bv_doc_id__33_d24e22893
Verfassungsgerichtshof	bv_doc_id__33_d24e22895
entscheidet	bv_doc_id__33_d24e22897
über	bv_doc_id__33_d24e22899
Verfassungswidrigkeit	bv_doc_id__33_d24e22902
von	bv_doc_id__33_d24e22904
Landesgesetzen	bv_doc_id__33_d24e22906
auf	bv_doc_id__33_d24e22908
Antrag	bv_doc_id__33_d24e22910
der	bv_doc_id__33_d24e22912
Bundesregierung	bv_doc_id__33_d24e22915
<g/>
,	
über	bv_doc_id__33_d24e22919
Verfassungswidrigkeit	bv_doc_id__33_d24e22921
von	bv_doc_id__33_d24e22923
Hundesgesetzen	bv_doc_id__33_d24e22925
auf	bv_doc_id__33_d24e22928
Antrag	bv_doc_id__33_d24e22930
einer	bv_doc_id__33_d24e22932
Landesregierung	bv_doc_id__33_d24e22934
<g/>
.	
<g/>
(	
1	bv_doc_id__33_d24e22888
<g/>
)	
2	bv_doc_id__33_d24e22943
<g/>
)	
Der	bv_doc_id__33_d24e22948
Antrag	bv_doc_id__33_d24e22950
kann	bv_doc_id__33_d24e22952
jederzeit	bv_doc_id__33_d24e22954
gestellt	bv_doc_id__33_d24e22957
werden	bv_doc_id__33_d24e22959
<g/>
;	
er	bv_doc_id__33_d24e22963
ist	bv_doc_id__33_d24e22965
sofort	bv_doc_id__33_d24e22967
der	bv_doc_id__33_d24e22970
zuständigen	bv_doc_id__33_d24e22972
Landesregierung	bv_doc_id__33_d24e22974
oder	bv_doc_id__33_d24e22976
der	bv_doc_id__33_d24e22978
Bundesregierung	bv_doc_id__33_d24e22980
bekanntzugeben	bv_doc_id__33_d24e22983
<g/>
.	
2	bv_doc_id__33_d24e22943
<g/>
)	
7	bv_doc_id__33_d24e22991
<g/>
(	
3	bv_doc_id__33_d24e23000
<g/>
)	
Das	bv_doc_id__33_d24e23005
stattgebende	bv_doc_id__33_d24e23007
Erkenntnis	bv_doc_id__33_d24e23009
des	bv_doc_id__33_d24e23011
VerfassungsGerichtshofes	bv_doc_id__33_d24e23014
bewirtt	bv_doc_id__33_d24e23016
die	bv_doc_id__33_d24e23018
Aufhebung	bv_doc_id__33_d24e23020
dis	bv_doc_id__33_d24e23022
Gesetes	bv_doc_id__33_d24e23024
und	bv_doc_id__33_d24e23027
verpflichtet	bv_doc_id__33_d24e23029
die	bv_doc_id__33_d24e23031
zuständige	bv_doc_id__33_d24e23033
Tandegregierung	bv_doc_id__33_d24e23035
oder	bv_doc_id__33_d24e23037
bie	bv_doc_id__33_d24e23040
Bundesregierung	bv_doc_id__33_d24e23042
zur	bv_doc_id__33_d24e23044
Verlautbarung	bv_doc_id__33_d24e23046
der	bv_doc_id__33_d24e23048
erfolgten	bv_doc_id__33_d24e23050
Aufhebung	bv_doc_id__33_d24e23053
im	bv_doc_id__33_d24e23055
Landesgesepblatte	bv_doc_id__33_d24e23057
oder	bv_doc_id__33_d24e23059
im	bv_doc_id__33_d24e23061
Bundes	bv_doc_id__33_d24e23063
<g/>
.	
geschblatte	bv_doc_id__33_d24e23068
<g/>
.	
<g/>
(	
3	bv_doc_id__33_d24e23000
<g/>
)	
<g/>
(	
4	bv_doc_id__33_d24e23079
<g/>
)	
Der	bv_doc_id__33_d24e23084
Verfassungsgerichtshof	bv_doc_id__33_d24e23086
ist	bv_doc_id__33_d24e23088
bei	bv_doc_id__33_d24e23090
der	bv_doc_id__33_d24e23093
Prüfung	bv_doc_id__33_d24e23095
der	bv_doc_id__33_d24e23097
Verfassungsmäßigleit	bv_doc_id__33_d24e23099
von	bv_doc_id__33_d24e23101
Geseten	bv_doc_id__33_d24e23103
an	bv_doc_id__33_d24e23106
Teinerler	bv_doc_id__33_d24e23108
Schranten	bv_doc_id__33_d24e23110
gebunden	bv_doc_id__33_d24e23112
<g/>
.	
Artifel	bv_doc_id__33_d24e23116
151.	bv_doc_id__33_d24e23119
Der	bv_doc_id__33_d24e23121
Verfassungsgerichtshof	bv_doc_id__33_d24e23123
entscheidet	bv_doc_id__33_d24e23125
über	bv_doc_id__33_d24e23127
Anechtungen	bv_doc_id__33_d24e23129
von	bv_doc_id__33_d24e23132
Wahlen	bv_doc_id__33_d24e23134
zum	bv_doc_id__33_d24e23136
Nationalrat	bv_doc_id__33_d24e23138
<g/>
,	
zu	bv_doc_id__33_d24e23142
den	bv_doc_id__33_d24e23145
Lanstagen	bv_doc_id__33_d24e23147
und	bv_doc_id__33_d24e23149
allen	bv_doc_id__33_d24e23151
anderen	bv_doc_id__33_d24e23153
allgemeinen	bv_doc_id__33_d24e23155
Vertretungssorpern	bv_doc_id__33_d24e23158
und	bv_doc_id__33_d24e23160
über	bv_doc_id__33_d24e23162
den	bv_doc_id__33_d24e23164
Antrag	bv_doc_id__33_d24e23166
eines	bv_doc_id__33_d24e23168
dieser	bv_doc_id__33_d24e23171
Vertetungstörper	bv_doc_id__33_d24e23173
auf	bv_doc_id__33_d24e23175
Erklarung	bv_doc_id__33_d24e23177
des	bv_doc_id__33_d24e23179
Mandalsverlustes	bv_doc_id__33_d24e23181
eines	bv_doc_id__33_d24e23184
seiner	bv_doc_id__33_d24e23186
Mitglieder	bv_doc_id__33_d24e23188
<g/>
.	
<g/>
(	
4	bv_doc_id__33_d24e23079
<g/>
)	
Artikel	bv_doc_id__33_d24e23198
152.	bv_doc_id__33_d24e23200
<g/>
(	
1	bv_doc_id__33_d24e23209
<g/>
)	
Der	bv_doc_id__33_d24e23214
Verfassungsgerichtshof	bv_doc_id__33_d24e23216
entscheidet	bv_doc_id__33_d24e23218
über	bv_doc_id__33_d24e23220
die	bv_doc_id__33_d24e23223
Verantwortlichkeit	bv_doc_id__33_d24e23225
<g/>
.	
a	bv_doc_id__33_d24e23229
des	bv_doc_id__33_d24e23231
Bundespräsidenten	bv_doc_id__33_d24e23233
<g/>
:	
b	bv_doc_id__33_d24e23238
<g/>
.	
der	bv_doc_id__33_d24e23242
Mitglieder	bv_doc_id__33_d24e23244
der	bv_doc_id__33_d24e23246
Bundesregierung	bv_doc_id__33_d24e23249
und	bv_doc_id__33_d24e23251
der	bv_doc_id__33_d24e23253
ihnen	bv_doc_id__33_d24e23255
hinsichtlich	bv_doc_id__33_d24e23257
der	bv_doc_id__33_d24e23259
Verantwortlichkeit	bv_doc_id__33_d24e23262
gleichgestellten	bv_doc_id__33_d24e23264
Organe	bv_doc_id__33_d24e23266
<g/>
.	
c	bv_doc_id__33_d24e23270
<g/>
.	
der	bv_doc_id__33_d24e23275
Mitglieder	bv_doc_id__33_d24e23277
der	bv_doc_id__33_d24e23279
Landesregierungen	bv_doc_id__33_d24e23281
und	bv_doc_id__33_d24e23283
der	bv_doc_id__33_d24e23285
ihnen	bv_doc_id__33_d24e23288
hinsichtlich	bv_doc_id__33_d24e23290
der	bv_doc_id__33_d24e23292
Verantwortlichkeit	bv_doc_id__33_d24e23294
gleichgestellten	bv_doc_id__33_d24e23296
Organe	bv_doc_id__33_d24e23298
<g/>
,	
und	bv_doc_id__33_d24e23303
zwar	bv_doc_id__33_d24e23305
<g/>
.	
I	bv_doc_id__33_d24e23309
<g/>
.	
wegen	bv_doc_id__33_d24e23314
vorsätzlicher	bv_doc_id__33_d24e23316
oder	bv_doc_id__33_d24e23318
grobfahrlässiger	bv_doc_id__33_d24e23320
Verletzung	bv_doc_id__33_d24e23322
der	bv_doc_id__33_d24e23324
Bundesverfassung	bv_doc_id__33_d24e23327
durch	bv_doc_id__33_d24e23329
den	bv_doc_id__33_d24e23331
Bundespräsidenten	bv_doc_id__33_d24e23333
auf	bv_doc_id__33_d24e23335
einen	bv_doc_id__33_d24e23337
Antrag	bv_doc_id__33_d24e23340
der	bv_doc_id__33_d24e23342
Bundesversammlung	bv_doc_id__33_d24e23344
<g/>
.	
2.	bv_doc_id__33_d24e23353
wegen	bv_doc_id__33_d24e23356
vorsätlicher	bv_doc_id__33_d24e23358
oder	bv_doc_id__33_d24e23360
grobfahrlässiger	bv_doc_id__33_d24e23362
Gesehesverletung	bv_doc_id__33_d24e23365
der	bv_doc_id__33_d24e23367
unter	bv_doc_id__33_d24e23369
b	bv_doc_id__33_d24e23371
genannten	bv_doc_id__33_d24e23373
Personen	bv_doc_id__33_d24e23375
durch	bv_doc_id__33_d24e23378
ihre	bv_doc_id__33_d24e23380
Amistätigkeit	bv_doc_id__33_d24e23382
auf	bv_doc_id__33_d24e23384
einen	bv_doc_id__33_d24e23386
Antrag	bv_doc_id__33_d24e23388
des	bv_doc_id__33_d24e23391
Nationalrätes	bv_doc_id__33_d24e23393
und	bv_doc_id__33_d24e23395
wegen	bv_doc_id__33_d24e23397
vorsätlicher	bv_doc_id__33_d24e23399
oder	bv_doc_id__33_d24e23401
grobfahrlässiger	bv_doc_id__33_d24e23404
Gesehesverletung	bv_doc_id__33_d24e23406
der	bv_doc_id__33_d24e23408
unter	bv_doc_id__33_d24e23410
e	bv_doc_id__33_d24e23412
genannten	bv_doc_id__33_d24e23414
Personen	bv_doc_id__33_d24e23417
durch	bv_doc_id__33_d24e23419
ihre	bv_doc_id__33_d24e23421
Amtstätigkeit	bv_doc_id__33_d24e23423
auf	bv_doc_id__33_d24e23425
Antrag	bv_doc_id__33_d24e23427
des	bv_doc_id__33_d24e23430
zuständigen	bv_doc_id__33_d24e23432
Landtages	bv_doc_id__33_d24e23434
<g/>
;	
3.	bv_doc_id__33_d24e23443
über	bv_doc_id__33_d24e23446
die	bv_doc_id__33_d24e23448
Verantwortlichkeit	bv_doc_id__33_d24e23450
des	bv_doc_id__33_d24e23452
Landeshauptmannes	bv_doc_id__33_d24e23455
wegen	bv_doc_id__33_d24e23457
vorsäglicher	bv_doc_id__33_d24e23459
oder	bv_doc_id__33_d24e23461
grobsahrlässiger	bv_doc_id__33_d24e23463
Geehesverletung	bv_doc_id__33_d24e23465
sowie	bv_doc_id__33_d24e23468
wegen	bv_doc_id__33_d24e23470
Nichtbefolgung	bv_doc_id__33_d24e23472
der	bv_doc_id__33_d24e23474
Verordungen	bv_doc_id__33_d24e23476
oder	bv_doc_id__33_d24e23478
sonstigen	bv_doc_id__33_d24e23481
Anordnungen	bv_doc_id__33_d24e23483
der	bv_doc_id__33_d24e23485
Bundes	bv_doc_id__33_d24e23487
Regierung	bv_doc_id__33_d24e23489
in	bv_doc_id__33_d24e23491
Angelegenheiten	bv_doc_id__33_d24e23494
der	bv_doc_id__33_d24e23496
mitelbaren	bv_doc_id__33_d24e23498
Bundesverwaltung	bv_doc_id__33_d24e23500
durch	bv_doc_id__33_d24e23502
seine	bv_doc_id__33_d24e23504
Amtstätigkeit	bv_doc_id__33_d24e23507
auf	bv_doc_id__33_d24e23509
Antrag	bv_doc_id__33_d24e23511
der	bv_doc_id__33_d24e23513
Bundesregierung	bv_doc_id__33_d24e23515
<g/>
.	
3	bv_doc_id__33_d24e23524
Das	bv_doc_id__33_d24e23527
verurteilende	bv_doc_id__33_d24e23529
Ertenntnis	bv_doc_id__33_d24e23531
des	bv_doc_id__33_d24e23533
Verfassungsgerichtshofes	bv_doc_id__33_d24e23536
hot	bv_doc_id__33_d24e23538
