<doc id="bv_doc_id__55" attrs="word lemma type">
Stenographische	bv_doc_id__55_d44e555
zu	bv_doc_id__55_d44e112260
bemerfen	bv_doc_id__55_d44e112262
<g/>
?	
<g/>
(	
Niemand	bv_doc_id__55_d44e112269
meldet	bv_doc_id__55_d44e112271
fich	bv_doc_id__55_d44e112273
<g/>
.)	
Dann	bv_doc_id__55_d44e112277
ift	bv_doc_id__55_d44e112280
die	bv_doc_id__55_d44e112282
Debatte	bv_doc_id__55_d44e112284
über	bv_doc_id__55_d44e112286
diesen	bv_doc_id__55_d44e112288
Punkt	bv_doc_id__55_d44e112290
geschlössen	bv_doc_id__55_d44e112293
<g/>
.	
Zum	bv_doc_id__55_d44e112297
Antrage	bv_doc_id__55_d44e112299
zu	bv_doc_id__55_d44e112301
diesem	bv_doc_id__55_d44e112303
Punkte	bv_doc_id__55_d44e112306
hat	bv_doc_id__55_d44e112308
Herr	bv_doc_id__55_d44e112310
Abgeordneter	bv_doc_id__55_d44e112312
Kunschäk	bv_doc_id__55_d44e112314
<g/>
(	
Wien	bv_doc_id__55_d44e112319
<g/>
)	
das	bv_doc_id__55_d44e112323
Wort	bv_doc_id__55_d44e112325
<g/>
.	
Herr	bv_doc_id__55_d44e112329
Abgeordneter	bv_doc_id__55_d44e112332
Runschak	bv_doc_id__55_d44e112334
<g/>
(	
Wien	bv_doc_id__55_d44e112338
<g/>
):	
Ich	bv_doc_id__55_d44e112342
bitte	bv_doc_id__55_d44e112345
nur	bv_doc_id__55_d44e112347
einen	bv_doc_id__55_d44e112349
furzen	bv_doc_id__55_d44e112351
Augenblick	bv_doc_id__55_d44e112353
noch	bv_doc_id__55_d44e112355
um	bv_doc_id__55_d44e112358
die	bv_doc_id__55_d44e112360
Aufmerksamkeit	bv_doc_id__55_d44e112362
der	bv_doc_id__55_d44e112364
geehrten	bv_doc_id__55_d44e112366
Herren	bv_doc_id__55_d44e112368
<g/>
.	
Ich	bv_doc_id__55_d44e112373
möchte	bv_doc_id__55_d44e112375
mir	bv_doc_id__55_d44e112377
erlauben	bv_doc_id__55_d44e112379
<g/>
,	
zwei	bv_doc_id__55_d44e112384
Anträge	bv_doc_id__55_d44e112386
zu	bv_doc_id__55_d44e112388
teflen	bv_doc_id__55_d44e112390
<g/>
,	
durch	bv_doc_id__55_d44e112394
welche	bv_doc_id__55_d44e112397
die	bv_doc_id__55_d44e112399
Konferenz	bv_doc_id__55_d44e112401
heute	bv_doc_id__55_d44e112403
hier	bv_doc_id__55_d44e112405
zu	bv_doc_id__55_d44e112407
einem	bv_doc_id__55_d44e112410
Abschluß	bv_doc_id__55_d44e112412
gebracht	bv_doc_id__55_d44e112414
werden	bv_doc_id__55_d44e112416
soll	bv_doc_id__55_d44e112418
<g/>
,	
aber	bv_doc_id__55_d44e112423
anderseits	bv_doc_id__55_d44e112425
auch	bv_doc_id__55_d44e112427
ein	bv_doc_id__55_d44e112429
Zustand	bv_doc_id__55_d44e112431
herbeigeführt	bv_doc_id__55_d44e112433
werden	bv_doc_id__55_d44e112436
soll	bv_doc_id__55_d44e112438
<g/>
,	
der	bv_doc_id__55_d44e112442
es	bv_doc_id__55_d44e112444
ermöglicht	bv_doc_id__55_d44e112446
<g/>
,	
im	bv_doc_id__55_d44e112451
Sinne	bv_doc_id__55_d44e112453
der	bv_doc_id__55_d44e112455
Konferenzergebnisse	bv_doc_id__55_d44e112457
weitere	bv_doc_id__55_d44e112459
Schritte	bv_doc_id__55_d44e112462
zu	bv_doc_id__55_d44e112464
unternehmen	bv_doc_id__55_d44e112466
<g/>
.	
Der	bv_doc_id__55_d44e112470
erste	bv_doc_id__55_d44e112472
Antrag	bv_doc_id__55_d44e112475
lautet	bv_doc_id__55_d44e112477
<g/>
(	
lieft	bv_doc_id__55_d44e112481
<g/>
):	
„„Die	bv_doc_id__55_d44e112485
Staatsregierung	bv_doc_id__55_d44e112488
wird	bv_doc_id__55_d44e112490
aufgefordert	bv_doc_id__55_d44e112492
<g/>
,	
mit	bv_doc_id__55_d44e112496
größter	bv_doc_id__55_d44e112498
Beschleunigung	bv_doc_id__55_d44e112501
und	bv_doc_id__55_d44e112503
unter	bv_doc_id__55_d44e112505
Berücksichtigung	bv_doc_id__55_d44e112507
der	bv_doc_id__55_d44e112509
Willensmeinung	bv_doc_id__55_d44e112511
der	bv_doc_id__55_d44e112514
Länderkonferenzen	bv_doc_id__55_d44e112516
in	bv_doc_id__55_d44e112518
Salzburg	bv_doc_id__55_d44e112520
und	bv_doc_id__55_d44e112522
Zinz	bv_doc_id__55_d44e112524
den	bv_doc_id__55_d44e112527
Entwurf	bv_doc_id__55_d44e112529
einer	bv_doc_id__55_d44e112531
Staatsverfafsung	bv_doc_id__55_d44e112533
auszuarbeiten	bv_doc_id__55_d44e112535
und	bv_doc_id__55_d44e112537
vorzulegen	bv_doc_id__55_d44e112540
<g/>
.	
“	bv_doc_id__55_d44e112544
Der	bv_doc_id__55_d44e112546
zweite	bv_doc_id__55_d44e112548
Antrag	bv_doc_id__55_d44e112550
lautet	bv_doc_id__55_d44e112553
<g/>
(	
lieft	bv_doc_id__55_d44e112557
<g/>
):	
„Der	bv_doc_id__55_d44e112561
Landesrat	bv_doc_id__55_d44e112563
von	bv_doc_id__55_d44e112566
Steiermark	bv_doc_id__55_d44e112568
wird	bv_doc_id__55_d44e112570
ersucht	bv_doc_id__55_d44e112572
<g/>
,	
die	bv_doc_id__55_d44e112576
Durchführung	bv_doc_id__55_d44e112579
der	bv_doc_id__55_d44e112581
Willensmeinung	bv_doc_id__55_d44e112583
der	bv_doc_id__55_d44e112585
Ländertonferenzen	bv_doc_id__55_d44e112587
in	bv_doc_id__55_d44e112589
Salzburg	bv_doc_id__55_d44e112592
und	bv_doc_id__55_d44e112594
Zinz	bv_doc_id__55_d44e112596
in	bv_doc_id__55_d44e112598
die	bv_doc_id__55_d44e112600
Wegezu	bv_doc_id__55_d44e112602
leiten	bv_doc_id__55_d44e112605
und	bv_doc_id__55_d44e112607
alle	bv_doc_id__55_d44e112609
hiezu	bv_doc_id__55_d44e112611
notwendigen	bv_doc_id__55_d44e112613
oder	bv_doc_id__55_d44e112615
sich	bv_doc_id__55_d44e112618
daraus	bv_doc_id__55_d44e112620
ergebenden	bv_doc_id__55_d44e112622
Schritte	bv_doc_id__55_d44e112624
zu	bv_doc_id__55_d44e112626
unternehmen	bv_doc_id__55_d44e112628
<g/>
.	
“	bv_doc_id__55_d44e112633
Ich	bv_doc_id__55_d44e112635
glaube	bv_doc_id__55_d44e112637
zur	bv_doc_id__55_d44e112639
Begründung	bv_doc_id__55_d44e112641
dieser	bv_doc_id__55_d44e112644
beiden	bv_doc_id__55_d44e112646
Anträgé	bv_doc_id__55_d44e112648
feine	bv_doc_id__55_d44e112650
weitere	bv_doc_id__55_d44e112652
Erklärung	bv_doc_id__55_d44e112654
geben	bv_doc_id__55_d44e112657
zu	bv_doc_id__55_d44e112659
müfsen	bv_doc_id__55_d44e112661
<g/>
.	
Sie	bv_doc_id__55_d44e112665
sprechen	bv_doc_id__55_d44e112667
für	bv_doc_id__55_d44e112670
sich	bv_doc_id__55_d44e112672
selbst	bv_doc_id__55_d44e112674
und	bv_doc_id__55_d44e112676
bitte	bv_doc_id__55_d44e112678
die	bv_doc_id__55_d44e112680
verehrten	bv_doc_id__55_d44e112683
Herren	bv_doc_id__55_d44e112685
<g/>
,	
zu	bv_doc_id__55_d44e112689
diesen	bv_doc_id__55_d44e112691
Anträgen	bv_doc_id__55_d44e112693
Ihre	bv_doc_id__55_d44e112696
Zustimmung	bv_doc_id__55_d44e112698
zu	bv_doc_id__55_d44e112700
geben	bv_doc_id__55_d44e112702
<g/>
.	
Herr	bv_doc_id__55_d44e112706
Vorsitzender	bv_doc_id__55_d44e112709
Landeshaubtmann	bv_doc_id__55_d44e112711
Doktor	bv_doc_id__55_d44e112713
Rintelen	bv_doc_id__55_d44e112715
<g/>
(	
Steiermarf	bv_doc_id__55_d44e112719
<g/>
):	
Herr	bv_doc_id__55_d44e112724
Landeshauptmannstellvertreter	bv_doc_id__55_d44e112726
Langoth	bv_doc_id__55_d44e112728
hat	bv_doc_id__55_d44e112730
das	bv_doc_id__55_d44e112732
Wort	bv_doc_id__55_d44e112735
<g/>
.	
Herr	bv_doc_id__55_d44e112739
Landeshauptmannstellvertreter	bv_doc_id__55_d44e112741
Vangoth	bv_doc_id__55_d44e112743
<g/>
(	
Oberöfterreich	bv_doc_id__55_d44e112748
<g/>
):	
Namens	bv_doc_id__55_d44e112752
meiner	bv_doc_id__55_d44e112754
Varteifreünde	bv_doc_id__55_d44e112756
kann	bv_doc_id__55_d44e112761
ich	bv_doc_id__55_d44e112763
die	bv_doc_id__55_d44e112765
Erklärung	bv_doc_id__55_d44e112767
abgeben	bv_doc_id__55_d44e112769
<g/>
,	
daß	bv_doc_id__55_d44e112774
wir	bv_doc_id__55_d44e112776
mit	bv_doc_id__55_d44e112778
den	bv_doc_id__55_d44e112780
Anträgen	bv_doc_id__55_d44e112782
des	bv_doc_id__55_d44e112784
Herrn	bv_doc_id__55_d44e112787
Landesrates	bv_doc_id__55_d44e112789
Kunschak	bv_doc_id__55_d44e112791
einverstanden	bv_doc_id__55_d44e112793
sind	bv_doc_id__55_d44e112795
<g/>
.	
Herr	bv_doc_id__55_d44e112800
Vorsitzender	bv_doc_id__55_d44e112802
Landeshauptmann	bv_doc_id__55_d44e112804
Doktor	bv_doc_id__55_d44e112806
Mintelen	bv_doc_id__55_d44e112808
<g/>
(	
Steiermark	bv_doc_id__55_d44e112813
<g/>
):	
Herr	bv_doc_id__55_d44e112817
Dr	bv_doc_id__55_d44e112819
<g/>
.	
Dannebera	bv_doc_id__55_d44e112823
hat	bv_doc_id__55_d44e112826
das	bv_doc_id__55_d44e112828
Wort	bv_doc_id__55_d44e112830
<g/>
.	
Herr	bv_doc_id__55_d44e112834
Dr	bv_doc_id__55_d44e112836
<g/>
.	
Danneberg	bv_doc_id__55_d44e112841
<g/>
(	
Wien	bv_doc_id__55_d44e112845
<g/>
):	
Was	bv_doc_id__55_d44e112849
den	bv_doc_id__55_d44e112852
ersten	bv_doc_id__55_d44e112854
Antrag	bv_doc_id__55_d44e112856
des	bv_doc_id__55_d44e112858
Herrn	bv_doc_id__55_d44e112860
Abgeordneten	bv_doc_id__55_d44e112862
Kunschaf	bv_doc_id__55_d44e112865
anbelangt	bv_doc_id__55_d44e112867
<g/>
,	
daß	bv_doc_id__55_d44e112871
die	bv_doc_id__55_d44e112873
Regierung	bv_doc_id__55_d44e112875
<g/>
,	
wenn	bv_doc_id__55_d44e112880
ich	bv_doc_id__55_d44e112882
recht	bv_doc_id__55_d44e112884
verstanden	bv_doc_id__55_d44e112886
habe	bv_doc_id__55_d44e112888
<g/>
,	
aufgefordert	bv_doc_id__55_d44e112893
werde	bv_doc_id__55_d44e112895
<g/>
,	
schleunigst	bv_doc_id__55_d44e112899
einen	bv_doc_id__55_d44e112901
Verfassungsentwurf	bv_doc_id__55_d44e112904
unter	bv_doc_id__55_d44e112906
Berücksichtigung	bv_doc_id__55_d44e112908
der	bv_doc_id__55_d44e112910
Meinungsäußerungen	bv_doc_id__55_d44e112912
auf	bv_doc_id__55_d44e112914
den	bv_doc_id__55_d44e112917
beiden	bv_doc_id__55_d44e112919
Länderkonferenzen	bv_doc_id__55_d44e112921
vorzulegen	bv_doc_id__55_d44e112923
<g/>
,	
möchte	bv_doc_id__55_d44e112927
ich	bv_doc_id__55_d44e112930
im	bv_doc_id__55_d44e112932
Namen	bv_doc_id__55_d44e112934
meiner	bv_doc_id__55_d44e112936
Partei	bv_doc_id__55_d44e112938
dazu	bv_doc_id__55_d44e112940
folgendes	bv_doc_id__55_d44e112943
bemerken	bv_doc_id__55_d44e112945
<g/>
.	
Wir	bv_doc_id__55_d44e112949
sind	bv_doc_id__55_d44e112951
dafür	bv_doc_id__55_d44e112953
<g/>
,	
daß	bv_doc_id__55_d44e112958
die	bv_doc_id__55_d44e112960
Regierung	bv_doc_id__55_d44e112962
schleunigst	bv_doc_id__55_d44e112964
einen	bv_doc_id__55_d44e112966
Entwurf	bv_doc_id__55_d44e112969
der	bv_doc_id__55_d44e112971
Verfassung	bv_doc_id__55_d44e112973
vorlegt	bv_doc_id__55_d44e112975
<g/>
,	
wir	bv_doc_id__55_d44e112979
sind	bv_doc_id__55_d44e112982
dafür	bv_doc_id__55_d44e112984
<g/>
,	
daß	bv_doc_id__55_d44e112988
sie	bv_doc_id__55_d44e112990
dabei	bv_doc_id__55_d44e112992
berücksichtiat	bv_doc_id__55_d44e112995
<g/>
,	
was	bv_doc_id__55_d44e112999
als	bv_doc_id__55_d44e113001
Meinungzäußerungen	bv_doc_id__55_d44e113003
auf	bv_doc_id__55_d44e113005
den	bv_doc_id__55_d44e113008
Konferenzen	bv_doc_id__55_d44e113010
zu	bv_doc_id__55_d44e113012
Tage	bv_doc_id__55_d44e113014
getreten	bv_doc_id__55_d44e113016
ist	bv_doc_id__55_d44e113018
<g/>
.	
Ich	bv_doc_id__55_d44e113023
muß	bv_doc_id__55_d44e113025
hinzufügen	bv_doc_id__55_d44e113027
<g/>
,	
daß	bv_doc_id__55_d44e113031
in	bv_doc_id__55_d44e113034
vielen	bv_doc_id__55_d44e113036
und	bv_doc_id__55_d44e113038
wichtigen	bv_doc_id__55_d44e113040
Dingen	bv_doc_id__55_d44e113042
auf	bv_doc_id__55_d44e113044
diesen	bv_doc_id__55_d44e113047
Länderkonferenzen	bv_doc_id__55_d44e113049
ganz	bv_doc_id__55_d44e113051
verschiedene	bv_doc_id__55_d44e113053
und	bv_doc_id__55_d44e113055
entgegengeseßzte	bv_doc_id__55_d44e113057
Meinungsäußerungen	bv_doc_id__55_d44e113060
zu	bv_doc_id__55_d44e113062
Tage	bv_doc_id__55_d44e113064
getreten	bv_doc_id__55_d44e113066
sind	bv_doc_id__55_d44e113068
<g/>
.	
Und	bv_doc_id__55_d44e113073
ich	bv_doc_id__55_d44e113075
für	bv_doc_id__55_d44e113077
meine	bv_doc_id__55_d44e113079
Partei	bv_doc_id__55_d44e113081
verlange	bv_doc_id__55_d44e113083
elbstverständlich	bv_doc_id__55_d44e113086
<g/>
,	
daß	bv_doc_id__55_d44e113090
die	bv_doc_id__55_d44e113092
Regierung	bv_doc_id__55_d44e113094
unsere	bv_doc_id__55_d44e113096
Meinungsäußerung	bv_doc_id__55_d44e113099
in	bv_doc_id__55_d44e113101
diesen	bv_doc_id__55_d44e113103
Dingen	bv_doc_id__55_d44e113105
berücksichtigt	bv_doc_id__55_d44e113107
<g/>
.	
Gs	bv_doc_id__55_d44e113112
ist	bv_doc_id__55_d44e113114
Sache	bv_doc_id__55_d44e113116
der	bv_doc_id__55_d44e113118
Herren	bv_doc_id__55_d44e113120
<g/>
,	
zu	bv_doc_id__55_d44e113125
verlangen	bv_doc_id__55_d44e113127
<g/>
,	
daß	bv_doc_id__55_d44e113131
Ihre	bv_doc_id__55_d44e113133
Meinungsäußerungen	bv_doc_id__55_d44e113135
berücksichtigt	bv_doc_id__55_d44e113138
werden	bv_doc_id__55_d44e113140
<g/>
.	
Ich	bv_doc_id__55_d44e113144
möchte	bv_doc_id__55_d44e113146
das	bv_doc_id__55_d44e113148
deshalb	bv_doc_id__55_d44e113151
nur	bv_doc_id__55_d44e113153
sagen	bv_doc_id__55_d44e113155
<g/>
,	
weil	bv_doc_id__55_d44e113159
der	bv_doc_id__55_d44e113161
Antrag	bv_doc_id__55_d44e113164
des	bv_doc_id__55_d44e113166
Abgeordneten	bv_doc_id__55_d44e113168
Kunschaf	bv_doc_id__55_d44e113170
in	bv_doc_id__55_d44e113172
diesem	bv_doc_id__55_d44e113174
Punkte	bv_doc_id__55_d44e113177
eigentlich	bv_doc_id__55_d44e113179
<g/>
,	
wie	bv_doc_id__55_d44e113183
es	bv_doc_id__55_d44e113185
mir	bv_doc_id__55_d44e113187
vorkommt	bv_doc_id__55_d44e113190
—	bv_doc_id__55_d44e113192
ich	bv_doc_id__55_d44e113194
weiß	bv_doc_id__55_d44e113196
nicht	bv_doc_id__55_d44e113198
<g/>
,	
wie	bv_doc_id__55_d44e113203
ich	bv_doc_id__55_d44e113205
mich	bv_doc_id__55_d44e113207
eigentlich	bv_doc_id__55_d44e113209
ausdrücken	bv_doc_id__55_d44e113211
follnicht	bv_doc_id__55_d44e113213
ganz	bv_doc_id__55_d44e113216
richtig	bv_doc_id__55_d44e113218
ist	bv_doc_id__55_d44e113220
<g/>
.	
Bei	bv_doc_id__55_d44e113224
zwei	bv_doc_id__55_d44e113226
oder	bv_doc_id__55_d44e113229
drei	bv_doc_id__55_d44e113231
entgegengesetzten	bv_doc_id__55_d44e113233
Meinungen	bv_doc_id__55_d44e113235
kann	bv_doc_id__55_d44e113237
die	bv_doc_id__55_d44e113239
Regierung	bv_doc_id__55_d44e113242
nur	bv_doc_id__55_d44e113244
eine	bv_doc_id__55_d44e113246
berückichtigen	bv_doc_id__55_d44e113248
<g/>
.	
<g/>
(	
Herr	bv_doc_id__55_d44e113255
Landesrat	bv_doc_id__55_d44e113257
Runschak	bv_doc_id__55_d44e113259
<g/>
:	
„Wir	bv_doc_id__55_d44e113263
haben	bv_doc_id__55_d44e113265
auch	bv_doc_id__55_d44e113268
einheitliche	bv_doc_id__55_d44e113270
Meinungen1“	bv_doc_id__55_d44e113272
<g/>
)	
Sa	bv_doc_id__55_d44e113276
<g/>
,	
das	bv_doc_id__55_d44e113281
habe	bv_doc_id__55_d44e113283
ich	bv_doc_id__55_d44e113285
ja	bv_doc_id__55_d44e113287
hervorgehoben	bv_doc_id__55_d44e113289
<g/>
.	
Ich	bv_doc_id__55_d44e113294
bin	bv_doc_id__55_d44e113296
dafür	bv_doc_id__55_d44e113298
<g/>
,	
daß	bv_doc_id__55_d44e113302
überall	bv_doc_id__55_d44e113304
dort	bv_doc_id__55_d44e113307
<g/>
,	
wo	bv_doc_id__55_d44e113311
keine	bv_doc_id__55_d44e113313
einheitliche	bv_doc_id__55_d44e113315
Meinungsäußerung	bv_doc_id__55_d44e113317
vorhanden	bv_doc_id__55_d44e113320
ift	bv_doc_id__55_d44e113322
<g/>
,	
die	bv_doc_id__55_d44e113326
sozialdemokratische	bv_doc_id__55_d44e113328
berücksichtigt	bv_doc_id__55_d44e113330
werden	bv_doc_id__55_d44e113333
soll	bv_doc_id__55_d44e113335
<g/>
.	
Ich	bv_doc_id__55_d44e113339
möchte	bv_doc_id__55_d44e113341
bei	bv_doc_id__55_d44e113343
der	bv_doc_id__55_d44e113346
Gelegenheit	bv_doc_id__55_d44e113348
feftstellen	bv_doc_id__55_d44e113350
<g/>
,	
daß	bv_doc_id__55_d44e113354
es	bv_doc_id__55_d44e113356
sehr	bv_doc_id__55_d44e113359
viele	bv_doc_id__55_d44e113361
Bestimmungen	bv_doc_id__55_d44e113363
im	bv_doc_id__55_d44e113365
Entwurfe	bv_doc_id__55_d44e113367
des	bv_doc_id__55_d44e113369
Staatäsetretärs	bv_doc_id__55_d44e113372
Dr	bv_doc_id__55_d44e113374
<g/>
.	
Mahr	bv_doc_id__55_d44e113378
gibt	bv_doc_id__55_d44e113380
<g/>
,	
wovon	bv_doc_id__55_d44e113385
ich	bv_doc_id__55_d44e113387
gestern	bv_doc_id__55_d44e113389
in	bv_doc_id__55_d44e113391
der	bv_doc_id__55_d44e113393
Generaldebatte	bv_doc_id__55_d44e113395
gesprochen	bv_doc_id__55_d44e113398
habe	bv_doc_id__55_d44e113400
<g/>
,	
mit	bv_doc_id__55_d44e113404
denen	bv_doc_id__55_d44e113406
wir	bv_doc_id__55_d44e113408
nicht	bv_doc_id__55_d44e113411
einverstanden	bv_doc_id__55_d44e113413
sind	bv_doc_id__55_d44e113415
<g/>
,	
über	bv_doc_id__55_d44e113419
die	bv_doc_id__55_d44e113421
wir	bv_doc_id__55_d44e113424
nicht	bv_doc_id__55_d44e113426
sprechen	bv_doc_id__55_d44e113428
konnten	bv_doc_id__55_d44e113430
<g/>
,	
weil	bv_doc_id__55_d44e113434
die	bv_doc_id__55_d44e113437
Zeit	bv_doc_id__55_d44e113439
nicht	bv_doc_id__55_d44e113441
ausreicht	bv_doc_id__55_d44e113443
und	bv_doc_id__55_d44e113445
die	bv_doc_id__55_d44e113447
Bestimmungen	bv_doc_id__55_d44e113450
nicht	bv_doc_id__55_d44e113452
alle	bv_doc_id__55_d44e113454
auf	bv_doc_id__55_d44e113456
die	bv_doc_id__55_d44e113458
Tagesordnung	bv_doc_id__55_d44e113460
gestellt	bv_doc_id__55_d44e113463
werden	bv_doc_id__55_d44e113465
konnten	bv_doc_id__55_d44e113467
<g/>
.	
Es	bv_doc_id__55_d44e113471
darf	bv_doc_id__55_d44e113473
aber	bv_doc_id__55_d44e113476
nicht	bv_doc_id__55_d44e113478
das	bv_doc_id__55_d44e113480
lateinische	bv_doc_id__55_d44e113482
Sprichwort	bv_doc_id__55_d44e113484
gelten	bv_doc_id__55_d44e113486
<g/>
:	
„Quid	bv_doc_id__55_d44e113491
tacet	bv_doc_id__55_d44e113493
<g/>
,	
consentire	bv_doc_id__55_d44e113497
videtur	bv_doc_id__55_d44e113499
<g/>
.	
“	bv_doc_id__55_d44e113504
Wir	bv_doc_id__55_d44e113506
ftimmen	bv_doc_id__55_d44e113508
nicht	bv_doc_id__55_d44e113510
zu	bv_doc_id__55_d44e113512
<g/>
,	
wo	bv_doc_id__55_d44e113517
wir	bv_doc_id__55_d44e113519
nicht	bv_doc_id__55_d44e113521
gesprochen	bv_doc_id__55_d44e113523
haben	bv_doc_id__55_d44e113525
<g/>
,	
weil	bv_doc_id__55_d44e113530
keine	bv_doc_id__55_d44e113532
Gelegenheit	bv_doc_id__55_d44e113534
dazu	bv_doc_id__55_d44e113536
war	bv_doc_id__55_d44e113538
<g/>
.	
Was	bv_doc_id__55_d44e113543
den	bv_doc_id__55_d44e113545
zweiten	bv_doc_id__55_d44e113547
Antrag	bv_doc_id__55_d44e113549
des	bv_doc_id__55_d44e113551
Herrn	bv_doc_id__55_d44e113554
Landesrates	bv_doc_id__55_d44e113556
Kunschaf	bv_doc_id__55_d44e113558
anbelangt	bv_doc_id__55_d44e113560
<g/>
,	
daß	bv_doc_id__55_d44e113564
der	bv_doc_id__55_d44e113567
Landesrat	bv_doc_id__55_d44e113569
von	bv_doc_id__55_d44e113571
Steiermark	bv_doc_id__55_d44e113573
die	bv_doc_id__55_d44e113575
Aufgabe	bv_doc_id__55_d44e113577
überwiesen	bv_doc_id__55_d44e113580
bekommt	bv_doc_id__55_d44e113582
<g/>
,	
für	bv_doc_id__55_d44e113586
die	bv_doc_id__55_d44e113588
Durchführung	bv_doc_id__55_d44e113590
der	bv_doc_id__55_d44e113593
Anerkennung	bv_doc_id__55_d44e113595
der	bv_doc_id__55_d44e113597
Beschlüsse	bv_doc_id__55_d44e113599
der	bv_doc_id__55_d44e113601
Länderkonferenz	bv_doc_id__55_d44e113603
zu	bv_doc_id__55_d44e113606
sorgen	bv_doc_id__55_d44e113608
<g/>
,	
um	bv_doc_id__55_d44e113612
alle	bv_doc_id__55_d44e113614
notwendigen	bv_doc_id__55_d44e113616
Schritte	bv_doc_id__55_d44e113619
zu	bv_doc_id__55_d44e113621
unternehmen	bv_doc_id__55_d44e113623
<g/>
,	
kann	bv_doc_id__55_d44e113627
ich	bv_doc_id__55_d44e113629
diesen	bv_doc_id__55_d44e113632
Auftrag	bv_doc_id__55_d44e113634
nur	bv_doc_id__55_d44e113636
dahin	bv_doc_id__55_d44e113638
auffassen	bv_doc_id__55_d44e113640
<g/>
,	
daß	bv_doc_id__55_d44e113645
eben	bv_doc_id__55_d44e113647
ein	bv_doc_id__55_d44e113649
Protofoll	bv_doc_id__55_d44e113651
dieser	bv_doc_id__55_d44e113653
Länderkonferenz	bv_doc_id__55_d44e113655
verfaßt	bv_doc_id__55_d44e113658
wird	bv_doc_id__55_d44e113660
<g/>
,	
so	bv_doc_id__55_d44e113664
wie	bv_doc_id__55_d44e113666
das	bv_doc_id__55_d44e113668
bei	bv_doc_id__55_d44e113671
der	bv_doc_id__55_d44e113673
Länderkonferenz	bv_doc_id__55_d44e113675
in	bv_doc_id__55_d44e113677
Salzburg	bv_doc_id__55_d44e113679
geschehen	bv_doc_id__55_d44e113681
ist	bv_doc_id__55_d44e113684
<g/>
,	
und	bv_doc_id__55_d44e113688
daß	bv_doc_id__55_d44e113690
dieses	bv_doc_id__55_d44e113692
Protokoll	bv_doc_id__55_d44e113694
der	bv_doc_id__55_d44e113697
Regierung	bv_doc_id__55_d44e113699
übermittelt	bv_doc_id__55_d44e113701
wird	bv_doc_id__55_d44e113703
<g/>
.	
Wozu	bv_doc_id__55_d44e113707
da	bv_doc_id__55_d44e113710
sich	bv_doc_id__55_d44e113712
ein	bv_doc_id__55_d44e113714
eigener	bv_doc_id__55_d44e113716
73	bv_doc_id__55_d44e113721
Landesrat	bv_doc_id__55_d44e113723
strapazieren	bv_doc_id__55_d44e113725
soll	bv_doc_id__55_d44e113727
<g/>
,	
das	bv_doc_id__55_d44e113732
weiß	bv_doc_id__55_d44e113734
ich	bv_doc_id__55_d44e113736
nicht	bv_doc_id__55_d44e113738
<g/>
,	
Der	bv_doc_id__55_d44e113742
Herr	bv_doc_id__55_d44e113745
Staatssekretär	bv_doc_id__55_d44e113747
hat	bv_doc_id__55_d44e113749
uns	bv_doc_id__55_d44e113751
eingeladen	bv_doc_id__55_d44e113753
und	bv_doc_id__55_d44e113755
wir	bv_doc_id__55_d44e113758
haben	bv_doc_id__55_d44e113760
vor	bv_doc_id__55_d44e113762
ihm	bv_doc_id__55_d44e113764
unsere	bv_doc_id__55_d44e113766
Meinungsäußerungen	bv_doc_id__55_d44e113768
abgegeben	bv_doc_id__55_d44e113771
und	bv_doc_id__55_d44e113773
er	bv_doc_id__55_d44e113775
als	bv_doc_id__55_d44e113777
Mitglied	bv_doc_id__55_d44e113779
der	bv_doc_id__55_d44e113781
Regierung	bv_doc_id__55_d44e113784
wird	bv_doc_id__55_d44e113786
in	bv_doc_id__55_d44e113788
der	bv_doc_id__55_d44e113790
Tage	bv_doc_id__55_d44e113792
sein	bv_doc_id__55_d44e113794
<g/>
,	
die	bv_doc_id__55_d44e113799
Beschlüsse	bv_doc_id__55_d44e113801
und	bv_doc_id__55_d44e113803
Meinungen	bv_doc_id__55_d44e113805
der	bv_doc_id__55_d44e113807
Salzbürger	bv_doc_id__55_d44e113810
Länderkonférenz	bv_doc_id__55_d44e113812
zur	bv_doc_id__55_d44e113814
Kenntnis	bv_doc_id__55_d44e113816
zu	bv_doc_id__55_d44e113818
bringen	bv_doc_id__55_d44e113820
<g/>
.	
Es	bv_doc_id__55_d44e113825
scheint	bv_doc_id__55_d44e113827
hier	bv_doc_id__55_d44e113829
eine	bv_doc_id__55_d44e113831
besondere	bv_doc_id__55_d44e113833
Aufgabe	bv_doc_id__55_d44e113836
für	bv_doc_id__55_d44e113838
einen	bv_doc_id__55_d44e113840
Landesrat	bv_doc_id__55_d44e113842
nicht	bv_doc_id__55_d44e113844
gerade	bv_doc_id__55_d44e113846
notwendig	bv_doc_id__55_d44e113849
<g/>
.	
Man	bv_doc_id__55_d44e113853
könnte	bv_doc_id__55_d44e113855
nur	bv_doc_id__55_d44e113857
<g/>
,	
fofern	bv_doc_id__55_d44e113862
die	bv_doc_id__55_d44e113864
Herren	bv_doc_id__55_d44e113866
glauben	bv_doc_id__55_d44e113868
<g/>
,	
daß	bv_doc_id__55_d44e113872
noch	bv_doc_id__55_d44e113875
eine	bv_doc_id__55_d44e113877
Ffrage	bv_doc_id__55_d44e113879
den	bv_doc_id__55_d44e113881
Landesrat	bv_doc_id__55_d44e113883
