<doc id="bv_doc_id__46" attrs="word lemma type">
erovototl	bv_doc_id__46_d35e307
<g/>
.	
Prof	bv_doc_id__46_d35e5897
<g/>
.	
BeFnatzik	bv_doc_id__46_d35e5901
habe	bv_doc_id__46_d35e5904
seinerzeit	bv_doc_id__46_d35e5906
die	bv_doc_id__46_d35e5908
Errichtung	bv_doc_id__46_d35e5910
einos	bv_doc_id__46_d35e5912
eigenen	bv_doc_id__46_d35e5914
Verordnungsgerichtshofes	bv_doc_id__46_d35e5917
beantragt	bv_doc_id__46_d35e5919
<g/>
,	
Ministerlalrat	bv_doc_id__46_d35e5923
Dr	bv_doc_id__46_d35e5925
<g/>
.	
FFoehlich	bv_doc_id__46_d35e5930
findet	bv_doc_id__46_d35e5932
<g/>
,	
daß	bv_doc_id__46_d35e5936
der	bv_doc_id__46_d35e5938
Antrag	bv_doc_id__46_d35e5940
der	bv_doc_id__46_d35e5943
Richtervegetalgung	bv_doc_id__46_d35e5945
den	bv_doc_id__46_d35e5947
Parteien	bv_doc_id__46_d35e5949
die	bv_doc_id__46_d35e5951
Möglichhaft	bv_doc_id__46_d35e5953
gibt	bv_doc_id__46_d35e5956
<g/>
,	
das	bv_doc_id__46_d35e5960
verfahren	bv_doc_id__46_d35e5962
hinauszuziehen	bv_doc_id__46_d35e5964
da	bv_doc_id__46_d35e5966
nur	bv_doc_id__46_d35e5969
in	bv_doc_id__46_d35e5971
nenigen	bv_doc_id__46_d35e5973
Fellen	bv_doc_id__46_d35e5975
nicht	bv_doc_id__46_d35e5977
irgend	bv_doc_id__46_d35e5979
eine	bv_doc_id__46_d35e5982
Verordnung	bv_doc_id__46_d35e5984
in	bv_doc_id__46_d35e5986
Frage	bv_doc_id__46_d35e5988
komme	bv_doc_id__46_d35e5990
<g/>
.	
Dedurch	bv_doc_id__46_d35e5995
<g/>
,	
daß	bv_doc_id__46_d35e5999
die	bv_doc_id__46_d35e6001
Partaien	bv_doc_id__46_d35e6003
ein	bv_doc_id__46_d35e6005
solches	bv_doc_id__46_d35e6008
Recht	bv_doc_id__46_d35e6010
erlangen	bv_doc_id__46_d35e6012
<g/>
,	
würden	bv_doc_id__46_d35e6016
die	bv_doc_id__46_d35e6018
Vorteile	bv_doc_id__46_d35e6021
der	bv_doc_id__46_d35e6023
nauen	bv_doc_id__46_d35e6025
Zivilprozesordnung	bv_doc_id__46_d35e6027
geradezu	bv_doc_id__46_d35e6029
in	bv_doc_id__46_d35e6031
Frage	bv_doc_id__46_d35e6034
gestellt	bv_doc_id__46_d35e6036
<g/>
.	
Auch	bv_doc_id__46_d35e6040
der	bv_doc_id__46_d35e6042
Vorsitzande	bv_doc_id__46_d35e6044
will	bv_doc_id__46_d35e6047
das	bv_doc_id__46_d35e6049
Prüfungerecht	bv_doc_id__46_d35e6051
<g/>
,	
obwohl	bv_doc_id__46_d35e6055
er	bv_doc_id__46_d35e6057
keine	bv_doc_id__46_d35e6060
Ueberlastung	bv_doc_id__46_d35e6062
des	bv_doc_id__46_d35e6064
Verfaesungsgerichtshofes	bv_doc_id__46_d35e6066
befürchtet	bv_doc_id__46_d35e6068
<g/>
,	
nicht	bv_doc_id__46_d35e6073
zu	bv_doc_id__46_d35e6075
einer	bv_doc_id__46_d35e6077
Parteisache	bv_doc_id__46_d35e6079
muchen	bv_doc_id__46_d35e6081
<g/>
.	
Sein	bv_doc_id__46_d35e6086
Antrug	bv_doc_id__46_d35e6088
im	bv_doc_id__46_d35e6090
Sinne	bv_doc_id__46_d35e6092
des	bv_doc_id__46_d35e6094
Artikels	bv_doc_id__46_d35e6096
75	bv_doc_id__46_d35e6099
des	bv_doc_id__46_d35e6101
sozlaldenokratiechen	bv_doc_id__46_d35e6103
Entmürfes	bv_doc_id__46_d35e6105
<g/>
(	
904	bv_doc_id__46_d35e6109
d	bv_doc_id__46_d35e6112
<g/>
.	
P	bv_doc_id__46_d35e6116
<g/>
.)	
das	bv_doc_id__46_d35e6120
bericht	bv_doc_id__46_d35e6122
zu	bv_doc_id__46_d35e6125
ermächtigen	bv_doc_id__46_d35e6127
<g/>
,	
auch	bv_doc_id__46_d35e6131
bei	bv_doc_id__46_d35e6133
Bedenken	bv_doc_id__46_d35e6135
gegen	bv_doc_id__46_d35e6138
die	bv_doc_id__46_d35e6140
Anwendung	bv_doc_id__46_d35e6142
eines	bv_doc_id__46_d35e6144
Landasgesetzes	bv_doc_id__46_d35e6146
den	bv_doc_id__46_d35e6148
Kassationsanttag	bv_doc_id__46_d35e6151
beim	bv_doc_id__46_d35e6153
Verfassungsgerichtshofe	bv_doc_id__46_d35e6155
zu	bv_doc_id__46_d35e6157
steilen	bv_doc_id__46_d35e6159
<g/>
,	
wird	bv_doc_id__46_d35e6164
abgelehnt	bv_doc_id__46_d35e6166
<g/>
.	
Artikal	bv_doc_id__46_d35e6170
7d	bv_doc_id__46_d35e6172
wird	bv_doc_id__46_d35e6174
unter	bv_doc_id__46_d35e6177
Meglassung	bv_doc_id__46_d35e6179
des	bv_doc_id__46_d35e6181
dritten	bv_doc_id__46_d35e6183
Absatzes	bv_doc_id__46_d35e6185
in	bv_doc_id__46_d35e6187
der	bv_doc_id__46_d35e6190
tiazer	bv_doc_id__46_d35e6192
fassung	bv_doc_id__46_d35e6194
angenommen	bv_doc_id__46_d35e6196
<g/>
,	
desgleichen	bv_doc_id__46_d35e6200
Artikei	bv_doc_id__46_d35e6203
s0.	bv_doc_id__46_d35e6205
set	bv_doc_id__46_d35e6207
Artikel	bv_doc_id__46_d35e6209
8i	bv_doc_id__46_d35e6211
wird	bv_doc_id__46_d35e6213
auf	bv_doc_id__46_d35e6216
Antrag	bv_doc_id__46_d35e6218
Nr	bv_doc_id__46_d35e6220
<g/>
.	
Ss1pal'&	bv_doc_id__46_d35e6224
als	bv_doc_id__46_d35e6226
l	bv_doc_id__46_d35e6229
<g/>
.	
Absatz	bv_doc_id__46_d35e6233
der	bv_doc_id__46_d35e6235
des	bv_doc_id__46_d35e6237
Artikels	bv_doc_id__46_d35e6239
77	bv_doc_id__46_d35e6242
<g/>
(	
904	bv_doc_id__46_d35e6246
d	bv_doc_id__46_d35e6248
<g/>
.	
B	bv_doc_id__46_d35e6252
<g/>
.)	
eingeschaltet	bv_doc_id__46_d35e6257
<g/>
,	
als	bv_doc_id__46_d35e6261
nächster	bv_doc_id__46_d35e6263
Absatz	bv_doc_id__46_d35e6265
der	bv_doc_id__46_d35e6268
Artikel	bv_doc_id__46_d35e6270
si	bv_doc_id__46_d35e6272
des	bv_doc_id__46_d35e6274
Flazer	bv_doc_id__46_d35e6276
Entwurfes	bv_doc_id__46_d35e6278
<g/>
,	
feruer	bv_doc_id__46_d35e6283
wird	bv_doc_id__46_d35e6285
in	bv_doc_id__46_d35e6287
Sinne	bv_doc_id__46_d35e6289
einen	bv_doc_id__46_d35e6291
Antrages	bv_doc_id__46_d35e6294
Ab-	bv_doc_id__46_d35e6296
am	bv_doc_id__46_d35e6298
Artikei	bv_doc_id__46_d35e6300
77	bv_doc_id__46_d35e6302
<g/>
(	
304	bv_doc_id__46_d35e6307
<g/>
)	
d	bv_doc_id__46_d35e6311
<g/>
.	
B	bv_doc_id__46_d35e6315
<g/>
.)	
auch	bv_doc_id__46_d35e6320
die	bv_doc_id__46_d35e6322
Johöffengerichtsbarkeit	bv_doc_id__46_d35e6324
in	bv_doc_id__46_d35e6326
einem	bv_doc_id__46_d35e6328
dritten	bv_doc_id__46_d35e6330
Absatze	bv_doc_id__46_d35e6333
unter	bv_doc_id__46_d35e6335
barantie	bv_doc_id__46_d35e6337
der	bv_doc_id__46_d35e6339
Verfassung	bv_doc_id__46_d35e6341
gesteilt	bv_doc_id__46_d35e6343
<g/>
.	
11.	bv_doc_id__46_d35e6350
Att	bv_doc_id__46_d35e6356
<g/>
.	
82.	bv_doc_id__46_d35e6360
12	bv_doc_id__46_d35e6362
<g/>
)	
Dae	bv_doc_id__46_d35e6367
Volk	bv_doc_id__46_d35e6369
hat	bv_doc_id__46_d35e6371
an	bv_doc_id__46_d35e6373
der	bv_doc_id__46_d35e6375
Rechtssprechung	bv_doc_id__46_d35e6377
aitzunirken	bv_doc_id__46_d35e6380
<g/>
.	
12	bv_doc_id__46_d35e6384
<g/>
)	
det	bv_doc_id__46_d35e6388
den	bv_doc_id__46_d35e6390
eit	bv_doc_id__46_d35e6393
schweren	bv_doc_id__46_d35e6395
Strafen	bv_doc_id__46_d35e6397
bedratten	bv_doc_id__46_d35e6399
Verbrochen	bv_doc_id__46_d35e6401
<g/>
,	
die	bv_doc_id__46_d35e6406
das	bv_doc_id__46_d35e6408
Gesstz	bv_doc_id__46_d35e6410
zu	bv_doc_id__46_d35e6412
detstehden	bv_doc_id__46_d35e6414
hat	bv_doc_id__46_d35e6416
<g/>
,	
sorie	bv_doc_id__46_d35e6421
bei	bv_doc_id__46_d35e6423
allen	bv_doc_id__46_d35e6425
pelitischen	bv_doc_id__46_d35e6427
Verbrechen	bv_doc_id__46_d35e6429
und	bv_doc_id__46_d35e6432
Vergehen	bv_doc_id__46_d35e6434
entgeletden	bv_doc_id__46_d35e6436
Geschworens	bv_doc_id__46_d35e6438
über	bv_doc_id__46_d35e6440
dis	bv_doc_id__46_d35e6442
Schuld	bv_doc_id__46_d35e6445
des	bv_doc_id__46_d35e6447
Angeklagten	bv_doc_id__46_d35e6449
<g/>
.	
<g/>
(	
5	bv_doc_id__46_d35e6455
<g/>
)	
In	bv_doc_id__46_d35e6460
Stralberfehren	bv_doc_id__46_d35e6462
gsgeu	bv_doc_id__46_d35e6464
diederen	bv_doc_id__46_d35e6466
Verbrochen	bv_doc_id__46_d35e6468
und	bv_doc_id__46_d35e6471
Vergehsn	bv_doc_id__46_d35e6473
nehnen	bv_doc_id__46_d35e6475
Schöfftn	bv_doc_id__46_d35e6477
in	bv_doc_id__46_d35e6479
der	bv_doc_id__46_d35e6481
Rechtssprochung	bv_doc_id__46_d35e6484
teit	bv_doc_id__46_d35e6486
<g/>
.	
Artiksl	bv_doc_id__46_d35e6490
Ba	bv_doc_id__46_d35e6492
wird	bv_doc_id__46_d35e6494
in	bv_doc_id__46_d35e6497
der	bv_doc_id__46_d35e6499
Einzer	bv_doc_id__46_d35e6501
Fassung	bv_doc_id__46_d35e6503
angenemmen	bv_doc_id__46_d35e6505
<g/>
,	
nachden	bv_doc_id__46_d35e6510
der	bv_doc_id__46_d35e6512
sozleldenokretische	bv_doc_id__46_d35e6514
Antrag-	bv_doc_id__46_d35e6516
Artikel	bv_doc_id__46_d35e6518
78	bv_doc_id__46_d35e6520
<g/>
,	
Abeatz	bv_doc_id__46_d35e6525
2	bv_doc_id__46_d35e6527
<g/>
(	
884	bv_doc_id__46_d35e6531
deB	bv_doc_id__46_d35e6533
<g/>
.)	
-	bv_doc_id__46_d35e6538
<g/>
,	
den	bv_doc_id__46_d35e6542
zufolge	bv_doc_id__46_d35e6544
die	bv_doc_id__46_d35e6546
Raifts	bv_doc_id__46_d35e6549
der	bv_doc_id__46_d35e6551
Mitglfeder	bv_doc_id__46_d35e6553
des	bv_doc_id__46_d35e6555
Obersten	bv_doc_id__46_d35e6557
Gsrichtshofss	bv_doc_id__46_d35e6559
aus	bv_doc_id__46_d35e6562
dan	bv_doc_id__46_d35e6564
Kreiss	bv_doc_id__46_d35e6566
richtskundiger	bv_doc_id__46_d35e6568
den	bv_doc_id__46_d35e6570
Träettenten	bv_doc_id__46_d35e6572
ven	bv_doc_id__46_d35e6575
Bundsstags	bv_doc_id__46_d35e6577
vorzusshlagan	bv_doc_id__46_d35e6579
wärs	bv_doc_id__46_d35e6581
<g/>
,	
abgefehnt	bv_doc_id__46_d35e6585
wurde	bv_doc_id__46_d35e6588
<g/>
.	
Atitel	bv_doc_id__46_d35e6592
Gs	bv_doc_id__46_d35e6594
wird	bv_doc_id__46_d35e6596
in	bv_doc_id__46_d35e6598
der	bv_doc_id__46_d35e6601
Einzer	bv_doc_id__46_d35e6603
Fassung	bv_doc_id__46_d35e6605
angerenmen	bv_doc_id__46_d35e6607
<g/>
,	
ebenso	bv_doc_id__46_d35e6611
die	bv_doc_id__46_d35e6614
beiden	bv_doc_id__46_d35e6616
sreter	bv_doc_id__46_d35e6618
Asetze	bv_doc_id__46_d35e6620
des	bv_doc_id__46_d35e6622
Artitsle	bv_doc_id__46_d35e6624
3t	bv_doc_id__46_d35e6627
<g/>
,	
wehrend	bv_doc_id__46_d35e6631
der	bv_doc_id__46_d35e6633
3.1bsatz	bv_doc_id__46_d35e6635
disses	bv_doc_id__46_d35e6637
Artiksls	bv_doc_id__46_d35e6640
wegeh	bv_doc_id__46_d35e6642
Aschaflung	bv_doc_id__46_d35e6644
der	bv_doc_id__46_d35e6646
dort	bv_doc_id__46_d35e6648
erwehnten	bv_doc_id__46_d35e6650
Konnissionen	bv_doc_id__46_d35e6653
gestrichen	bv_doc_id__46_d35e6655
wird	bv_doc_id__46_d35e6657
<g/>
.	
Arelusl	bv_doc_id__46_d35e6661
ds	bv_doc_id__46_d35e6663
Die	bv_doc_id__46_d35e6666
87	bv_doc_id__46_d35e6668
sind	bv_doc_id__46_d35e6670
baratts	bv_doc_id__46_d35e6672
angenomnen	bv_doc_id__46_d35e6674
<g/>
,	
die	bv_doc_id__46_d35e6679
Artitei	bv_doc_id__46_d35e6681
ds	bv_doc_id__46_d35e6683
<g/>
(	
Vorsrung	bv_doc_id__46_d35e6687
der	bv_doc_id__46_d35e6689
Pr	bv_doc_id__46_d35e6692
<g/>
.	
ftskanzlarl	bv_doc_id__46_d35e6696
"1XT	bv_doc_id__46_d35e6698
<g/>
.	
33	bv_doc_id__46_d35e6702
11	bv_doc_id__46_d35e6705
<g/>
)	
Mie	bv_doc_id__46_d35e6709
Gefetz-ebsschlässe	bv_doc_id__46_d35e6711
der	bv_doc_id__46_d35e6713
Landtage	bv_doc_id__46_d35e6715
sind	bv_doc_id__46_d35e6718
unntttelber	bv_doc_id__46_d35e6720
nach	bv_doc_id__46_d35e6722
derfolgter	bv_doc_id__46_d35e6724
deschluffareung	bv_doc_id__46_d35e6726
des	bv_doc_id__46_d35e6728
Landtages	bv_doc_id__46_d35e6731
und	bv_doc_id__46_d35e6733
vor	bv_doc_id__46_d35e6735
darer	bv_doc_id__46_d35e6737
Kundnachung	bv_doc_id__46_d35e6739
ven	bv_doc_id__46_d35e6741
Landeshangtnend	bv_doc_id__46_d35e6744
der	bv_doc_id__46_d35e6746
Fundseregistung	bv_doc_id__46_d35e6748
oder	bv_doc_id__46_d35e6750
den	bv_doc_id__46_d35e6752
zustendigen	bv_doc_id__46_d35e6754
Fundesmiulster	bv_doc_id__46_d35e6757
bekenkthugsten	bv_doc_id__46_d35e6759
<g/>
.	
<g/>
(	
2	bv_doc_id__46_d35e6765
<g/>
)	
deren	bv_doc_id__46_d35e6770
Srehrung	bv_doc_id__46_d35e6772
von	bv_doc_id__46_d35e6774
Funssstatstossen	bv_doc_id__46_d35e6776
lann	bv_doc_id__46_d35e6778
die	bv_doc_id__46_d35e6780
Zuncesregierunz	bv_doc_id__46_d35e6783
gegen	bv_doc_id__46_d35e6785
den	bv_doc_id__46_d35e6787
Sjeétgsabeschlud	bv_doc_id__46_d35e6789
eines	bv_doc_id__46_d35e6791
Landtages	bv_doc_id__46_d35e6793
binnen	bv_doc_id__46_d35e6796
vier	bv_doc_id__46_d35e6798
sochen	bv_doc_id__46_d35e6800
von	bv_doc_id__46_d35e6802
Tage	bv_doc_id__46_d35e6804
seines	bv_doc_id__46_d35e6806
dinlengshatbet	bv_doc_id__46_d35e6809
der	bv_doc_id__46_d35e6811
Bundssregierung	bv_doc_id__46_d35e6813
oder	bv_doc_id__46_d35e6815
den	bv_doc_id__46_d35e6817
zustandigen	bv_doc_id__46_d35e6819
Bundseninister	bv_doc_id__46_d35e6822
einen	bv_doc_id__46_d35e6824
nis	bv_doc_id__46_d35e6826
Regründung	bv_doc_id__46_d35e6828
versenenen	bv_doc_id__46_d35e6830
Einspruch	bv_doc_id__46_d35e6832
erneben	bv_doc_id__46_d35e6835
<g/>
.	
Zn	bv_doc_id__46_d35e6839
dissen	bv_doc_id__46_d35e6841
Fellg	bv_doc_id__46_d35e6843
darf	bv_doc_id__46_d35e6845
der	bv_doc_id__46_d35e6848
Gerstzesbeschlus	bv_doc_id__46_d35e6850
dur	bv_doc_id__46_d35e6852
Zundgenacht	bv_doc_id__46_d35e6854
werien	bv_doc_id__46_d35e6856
<g/>
,	
wenn	bv_doc_id__46_d35e6861
din	bv_doc_id__46_d35e6863
ser	bv_doc_id__46_d35e6865
fardtag	bv_doc_id__46_d35e6867
wiederheit	bv_doc_id__46_d35e6869
<g/>
.	
<g/>
(	
51	bv_doc_id__46_d35e6876
vor	bv_doc_id__46_d35e6878
abiide	bv_doc_id__46_d35e6880
<g/>
,	
der	bv_doc_id__46_d35e6884
Einspruchsfrirt	bv_doc_id__46_d35e6887
ist	bv_doc_id__46_d35e6889
die	bv_doc_id__46_d35e6891
Fudemachung	bv_doc_id__46_d35e6893
nur	bv_doc_id__46_d35e6895
zuirarig	bv_doc_id__46_d35e6897
<g/>
,	
nenn	bv_doc_id__46_d35e6902
die	bv_doc_id__46_d35e6904
fundesrögterung	bv_doc_id__46_d35e6906
ausdrücklich	bv_doc_id__46_d35e6908
zustinet	bv_doc_id__46_d35e6910
<g/>
.	
"	bv_doc_id__46_d35e6915
Ferner	bv_doc_id__46_d35e6917
trtikft	bv_doc_id__46_d35e6919
ds	bv_doc_id__46_d35e6921
<g/>
,	
so	bv_doc_id__46_d35e6926
und	bv_doc_id__46_d35e6928
si	bv_doc_id__46_d35e6930
ftinzer	bv_doc_id__46_d35e6932
Fassungl	bv_doc_id__46_d35e6934
werden	bv_doc_id__46_d35e6936
ehne	bv_doc_id__46_d35e6939
isberts	bv_doc_id__46_d35e6941
zun	bv_doc_id__46_d35e6943
Beschluß	bv_doc_id__46_d35e6945
erhoben	bv_doc_id__46_d35e6947
<g/>
.	
1.	bv_doc_id__46_d35e6952
12	bv_doc_id__46_d35e6956
<g/>
:	
BelIrtitiSeindnocheurendsiltigen	bv_doc_id__46_d35e6960
Festiegungdes	bv_doc_id__46_d35e6962
fextsekerhandlungennihdenStastsentornerforderiten	bv_doc_id__46_d35e6965
<g/>
.	
Artikel	bv_doc_id__46_d35e6969
da	bv_doc_id__46_d35e6971
ist	bv_doc_id__46_d35e6973
bereits	bv_doc_id__46_d35e6975
eriedigt	bv_doc_id__46_d35e6978
<g/>
,	
Artikel	bv_doc_id__46_d35e6982
da	bv_doc_id__46_d35e6984
wird	bv_doc_id__46_d35e6986
in	bv_doc_id__46_d35e6988
fortdaute	bv_doc_id__46_d35e6991
der	bv_doc_id__46_d35e6993
Einzer	bv_doc_id__46_d35e6995
Fessung	bv_doc_id__46_d35e6997
angenommen	bv_doc_id__46_d35e6999
<g/>
.	
Adgsordnster	bv_doc_id__46_d35e7004
dr	bv_doc_id__46_d35e7006
<g/>
.	
de	bv_doc_id__46_d35e7010
1f	bv_doc_id__46_d35e7012
s	bv_doc_id__46_d35e7014
I	bv_doc_id__46_d35e7017
beantragt	bv_doc_id__46_d35e7019
zunöchst	bv_doc_id__46_d35e7021
den	bv_doc_id__46_d35e7023
7.	bv_doc_id__46_d35e7025
Abschaft	bv_doc_id__46_d35e7027
In	bv_doc_id__46_d35e7030
Verhandlung	bv_doc_id__46_d35e7032
zu	bv_doc_id__46_d35e7034
ziehen	bv_doc_id__46_d35e7036
<g/>
.	
Die	bv_doc_id__46_d35e7040
Uebarschriften	bv_doc_id__46_d35e7043
heben	bv_doc_id__46_d35e7045
zu	bv_doc_id__46_d35e7047
lautene	bv_doc_id__46_d35e7049
Tisbenter	bv_doc_id__46_d35e7051
Abschnitt	bv_doc_id__46_d35e7053
<g/>
.	
Von	bv_doc_id__46_d35e7058
den	bv_doc_id__46_d35e7060
Garantien	bv_doc_id__46_d35e7062
der	bv_doc_id__46_d35e7064
Verfassung	bv_doc_id__46_d35e7066
und	bv_doc_id__46_d35e7069
Vernaltung	bv_doc_id__46_d35e7071
<g/>
.	
A	bv_doc_id__46_d35e7075
<g/>
.	
Der	bv_doc_id__46_d35e7079
Vermaltungsgerichtehof	bv_doc_id__46_d35e7082
<g/>
.	
