<doc id="bv_doc_id__40" attrs="word lemma type">
Pretokel1	bv_doc_id__40_d30e240
zu	bv_doc_id__40_d30e474
lauten	bv_doc_id__40_d30e477
het	bv_doc_id__40_d30e479
<g/>
:	
mles	bv_doc_id__40_d30e483
und	bv_doc_id__40_d30e485
Genichts-	bv_doc_id__40_d30e487
<g/>
.	
Nermen-	bv_doc_id__40_d30e492
und	bv_doc_id__40_d30e494
Funzierungswesen-	bv_doc_id__40_d30e496
und	bv_doc_id__40_d30e498
Ekt	bv_doc_id__40_d30e500
<g/>
.	
9	bv_doc_id__40_d30e505
dieses	bv_doc_id__40_d30e507
Artikels	bv_doc_id__40_d30e509
»Daupfkessel-	bv_doc_id__40_d30e511
und	bv_doc_id__40_d30e513
Kraftneschiaennesenn	bv_doc_id__40_d30e516
<g/>
.	
Nierauf	bv_doc_id__40_d30e520
eröffnet	bv_doc_id__40_d30e522
Dr	bv_doc_id__40_d30e524
<g/>
.	
Otto	bv_doc_id__40_d30e529
Bauer	bv_doc_id__40_d30e531
die	bv_doc_id__40_d30e533
Beratung	bv_doc_id__40_d30e535
über	bv_doc_id__40_d30e537
den	bv_doc_id__40_d30e539
Artikel	bv_doc_id__40_d30e542
15	bv_doc_id__40_d30e544
in	bv_doc_id__40_d30e546
der	bv_doc_id__40_d30e548
Tassung	bv_doc_id__40_d30e550
des	bv_doc_id__40_d30e552
Verentwürfes	bv_doc_id__40_d30e555
<g/>
.	
Fr	bv_doc_id__40_d30e559
<g/>
.	
D	bv_doc_id__40_d30e563
anneberg	bv_doc_id__40_d30e565
beantragt	bv_doc_id__40_d30e568
<g/>
.	
nach	bv_doc_id__40_d30e572
Annohme	bv_doc_id__40_d30e574
des	bv_doc_id__40_d30e576
ersten	bv_doc_id__40_d30e578
die	bv_doc_id__40_d30e581
Verbehaltung	bv_doc_id__40_d30e583
des	bv_doc_id__40_d30e585
zwerten	bv_doc_id__40_d30e587
Setzes	bv_doc_id__40_d30e589
in	bv_doc_id__40_d30e591
Wertlaut	bv_doc_id__40_d30e594
<g/>
:	
»soferne	bv_doc_id__40_d30e598
jedoch	bv_doc_id__40_d30e600
in	bv_doc_id__40_d30e602
solchen	bv_doc_id__40_d30e604
Angelegenheiten	bv_doc_id__40_d30e607
ein	bv_doc_id__40_d30e609
Akt	bv_doc_id__40_d30e611
der	bv_doc_id__40_d30e613
vollziehenden	bv_doc_id__40_d30e615
Gewalt	bv_doc_id__40_d30e617
für	bv_doc_id__40_d30e620
menrere	bv_doc_id__40_d30e622
länder	bv_doc_id__40_d30e624
Rechtswirksankert	bv_doc_id__40_d30e626
äußern	bv_doc_id__40_d30e628
seil	bv_doc_id__40_d30e630
<g/>
,	
geht	bv_doc_id__40_d30e635
die	bv_doc_id__40_d30e637
Zuständigkeit	bv_doc_id__40_d30e639
für	bv_doc_id__40_d30e641
diesen	bv_doc_id__40_d30e643
Vollzugsakt	bv_doc_id__40_d30e646
auf	bv_doc_id__40_d30e648
den	bv_doc_id__40_d30e650
Bund	bv_doc_id__40_d30e652
über	bv_doc_id__40_d30e654
<g/>
.	
«	bv_doc_id__40_d30e659
Trofesser	bv_doc_id__40_d30e661
Kel	bv_doc_id__40_d30e663
sen	bv_doc_id__40_d30e665
erklärt	bv_doc_id__40_d30e667
die	bv_doc_id__40_d30e669
Aufnahne	bv_doc_id__40_d30e672
dieser	bv_doc_id__40_d30e674
Bestinnung	bv_doc_id__40_d30e676
mit	bv_doc_id__40_d30e678
den	bv_doc_id__40_d30e680
Schwierigkerten	bv_doc_id__40_d30e682
<g/>
,	
die	bv_doc_id__40_d30e687
hervorgerufen	bv_doc_id__40_d30e689
werden	bv_doc_id__40_d30e691
<g/>
.	
renn	bv_doc_id__40_d30e695
sich	bv_doc_id__40_d30e698
zum	bv_doc_id__40_d30e700
Beispiel	bv_doc_id__40_d30e702
die	bv_doc_id__40_d30e704
Länder	bv_doc_id__40_d30e706
nicht	bv_doc_id__40_d30e708
einigen	bv_doc_id__40_d30e711
<g/>
;	
ein	bv_doc_id__40_d30e715
Zustand	bv_doc_id__40_d30e717
<g/>
.	
no	bv_doc_id__40_d30e721
nienend	bv_doc_id__40_d30e724
kempetent	bv_doc_id__40_d30e726
ser	bv_doc_id__40_d30e728
<g/>
,	
dürkte	bv_doc_id__40_d30e732
nicht	bv_doc_id__40_d30e734
andauern	bv_doc_id__40_d30e737
<g/>
:	
die	bv_doc_id__40_d30e741
Einschränkung	bv_doc_id__40_d30e743
sei	bv_doc_id__40_d30e745
durch	bv_doc_id__40_d30e747
das	bv_doc_id__40_d30e750
Bestreven	bv_doc_id__40_d30e752
zu	bv_doc_id__40_d30e754
erklären	bv_doc_id__40_d30e756
die	bv_doc_id__40_d30e758
Reenden	bv_doc_id__40_d30e760
des	bv_doc_id__40_d30e763
Wasserrechtes	bv_doc_id__40_d30e765
zu	bv_doc_id__40_d30e767
treften	bv_doc_id__40_d30e769
<g/>
.	
Dr	bv_doc_id__40_d30e773
<g/>
.	
Seipel	bv_doc_id__40_d30e778
richtet	bv_doc_id__40_d30e780
an	bv_doc_id__40_d30e782
die	bv_doc_id__40_d30e784
Vertreter	bv_doc_id__40_d30e786
der	bv_doc_id__40_d30e789
Regierung	bv_doc_id__40_d30e791
die	bv_doc_id__40_d30e793
Frage	bv_doc_id__40_d30e795
<g/>
,	
oo	bv_doc_id__40_d30e799
es	bv_doc_id__40_d30e802
nicht	bv_doc_id__40_d30e804
eine	bv_doc_id__40_d30e806
Unterscheidung	bv_doc_id__40_d30e808
der	bv_doc_id__40_d30e810
Fälle	bv_doc_id__40_d30e812
geben	bv_doc_id__40_d30e815
kann	bv_doc_id__40_d30e817
<g/>
,	
durch	bv_doc_id__40_d30e821
die	bv_doc_id__40_d30e823
nan	bv_doc_id__40_d30e825
dem	bv_doc_id__40_d30e828
Standpunkt	bv_doc_id__40_d30e830
der	bv_doc_id__40_d30e832
Länder	bv_doc_id__40_d30e834
gerecht	bv_doc_id__40_d30e836
werden	bv_doc_id__40_d30e838
konnte	bv_doc_id__40_d30e841
<g/>
;	
senr	bv_doc_id__40_d30e845
wesentlich	bv_doc_id__40_d30e847
seien	bv_doc_id__40_d30e849
die	bv_doc_id__40_d30e851
Bestimmungen	bv_doc_id__40_d30e854
des	bv_doc_id__40_d30e856
As	bv_doc_id__40_d30e858
<g/>
.	
5	bv_doc_id__40_d30e862
<g/>
,	
nach	bv_doc_id__40_d30e867
denen	bv_doc_id__40_d30e869
die	bv_doc_id__40_d30e871
Bundesgesetze	bv_doc_id__40_d30e873
vorzusehen	bv_doc_id__40_d30e875
haben	bv_doc_id__40_d30e877
<g/>
,	
eb	bv_doc_id__40_d30e882
und	bv_doc_id__40_d30e884
inniefern	bv_doc_id__40_d30e886
über	bv_doc_id__40_d30e888
Artrag	bv_doc_id__40_d30e890
einer	bv_doc_id__40_d30e893
beteiligten	bv_doc_id__40_d30e895
Landesregierung	bv_doc_id__40_d30e897
der	bv_doc_id__40_d30e899
Vollzug	bv_doc_id__40_d30e901
auf	bv_doc_id__40_d30e903
den	bv_doc_id__40_d30e906
Bund	bv_doc_id__40_d30e908
übergeht	bv_doc_id__40_d30e910
uen	bv_doc_id__40_d30e912
<g/>
.	
Dr	bv_doc_id__40_d30e916
<g/>
.	
D	bv_doc_id__40_d30e921
a	bv_doc_id__40_d30e923
u	bv_doc_id__40_d30e925
er	bv_doc_id__40_d30e927
fiadet	bv_doc_id__40_d30e929
<g/>
,	
daß	bv_doc_id__40_d30e934
dadurch	bv_doc_id__40_d30e936
nicht	bv_doc_id__40_d30e938
gäpfliche	bv_doc_id__40_d30e940
Angelegenherten	bv_doc_id__40_d30e942
des	bv_doc_id__40_d30e945
Funktes	bv_doc_id__40_d30e947
2	bv_doc_id__40_d30e949
getroffen	bv_doc_id__40_d30e951
werden	bv_doc_id__40_d30e953
<g/>
,	
man	bv_doc_id__40_d30e958
häste	bv_doc_id__40_d30e960
sofort	bv_doc_id__40_d30e962
alle	bv_doc_id__40_d30e964
einschlägigen	bv_doc_id__40_d30e966
Gesetze	bv_doc_id__40_d30e968
aovellieren	bv_doc_id__40_d30e971
<g/>
.	
Kelsen	bv_doc_id__40_d30e975
erklärt	bv_doc_id__40_d30e977
<g/>
,	
daß	bv_doc_id__40_d30e981
Art.13,	bv_doc_id__40_d30e984
Abs	bv_doc_id__40_d30e986
<g/>
.	
1	bv_doc_id__40_d30e990
im	bv_doc_id__40_d30e992
Zusammennang	bv_doc_id__40_d30e994
der	bv_doc_id__40_d30e997
ganzen	bv_doc_id__40_d30e999
Verfassung	bv_doc_id__40_d30e1001
nur	bv_doc_id__40_d30e1003
so	bv_doc_id__40_d30e1005
viel	bv_doc_id__40_d30e1007
bedeutet	bv_doc_id__40_d30e1010
<g/>
,	
daß	bv_doc_id__40_d30e1014
die	bv_doc_id__40_d30e1016
Länder	bv_doc_id__40_d30e1018
ihre	bv_doc_id__40_d30e1020
Frekutivgewalt	bv_doc_id__40_d30e1023
nur	bv_doc_id__40_d30e1025
in	bv_doc_id__40_d30e1027
Bereiche	bv_doc_id__40_d30e1029
ihres	bv_doc_id__40_d30e1031
landes	bv_doc_id__40_d30e1033
ausuben	bv_doc_id__40_d30e1036
dürfen	bv_doc_id__40_d30e1038
und	bv_doc_id__40_d30e1040
daß	bv_doc_id__40_d30e1042
diese	bv_doc_id__40_d30e1044
Gewalt	bv_doc_id__40_d30e1046
nicht	bv_doc_id__40_d30e1049
über	bv_doc_id__40_d30e1051
die	bv_doc_id__40_d30e1053
Grenzen	bv_doc_id__40_d30e1055
ihres	bv_doc_id__40_d30e1057
Landes	bv_doc_id__40_d30e1059
wirken	bv_doc_id__40_d30e1062
kann	bv_doc_id__40_d30e1064
<g/>
.	
631	bv_doc_id__40_d30e1071
6	bv_doc_id__40_d30e1075
ber	bv_doc_id__40_d30e1080
den	bv_doc_id__40_d30e1082
wwerten	bv_doc_id__40_d30e1084
Tstr	bv_doc_id__40_d30e1086
sell	bv_doc_id__40_d30e1088
folgender	bv_doc_id__40_d30e1091
Sclaltengerg	bv_doc_id__40_d30e1093
zugrunde	bv_doc_id__40_d30e1095
gelegt	bv_doc_id__40_d30e1097
werden	bv_doc_id__40_d30e1099
<g/>
:	
ösfene	bv_doc_id__40_d30e1104
i1	bv_doc_id__40_d30e1106
selchen	bv_doc_id__40_d30e1108
Angelegenterten	bv_doc_id__40_d30e1110
ein	bv_doc_id__40_d30e1112
iht	bv_doc_id__40_d30e1114
der	bv_doc_id__40_d30e1117
vellzienenden	bv_doc_id__40_d30e1119
Gewalt	bv_doc_id__40_d30e1121
fur	bv_doc_id__40_d30e1123
nehrere	bv_doc_id__40_d30e1125
länder	bv_doc_id__40_d30e1127
Fechtswickgankeit	bv_doc_id__40_d30e1130
äussern	bv_doc_id__40_d30e1132
sell	bv_doc_id__40_d30e1134
<g/>
.	
sat	bv_doc_id__40_d30e1138
die	bv_doc_id__40_d30e1140
Iusränhgtet	bv_doc_id__40_d30e1143
für	bv_doc_id__40_d30e1145
diesen	bv_doc_id__40_d30e1147
Nellzugsalt	bv_doc_id__40_d30e1149
auf	bv_doc_id__40_d30e1151
den	bv_doc_id__40_d30e1153
Fund	bv_doc_id__40_d30e1156
über	bv_doc_id__40_d30e1158
<g/>
,	
es	bv_doc_id__40_d30e1162
sen	bv_doc_id__40_d30e1164
dem	bv_doc_id__40_d30e1166
<g/>
.	
dass	bv_doc_id__40_d30e1171
duren	bv_doc_id__40_d30e1173
die	bv_doc_id__40_d30e1175
auGrind	bv_doc_id__40_d30e1177
der	bv_doc_id__40_d30e1179
Frtikel	bv_doc_id__40_d30e1182
ll	bv_doc_id__40_d30e1184
und	bv_doc_id__40_d30e1186
la	bv_doc_id__40_d30e1188
zu	bv_doc_id__40_d30e1190
erlargenden	bv_doc_id__40_d30e1192
Bindesgesehie	bv_doc_id__40_d30e1195
gelost	bv_doc_id__40_d30e1197
ein	bv_doc_id__40_d30e1199
anderer	bv_doc_id__40_d30e1201
Vergang	bv_doc_id__40_d30e1203
vergesehen	bv_doc_id__40_d30e1205
ist..	bv_doc_id__40_d30e1208
Die	bv_doc_id__40_d30e1210
Fassuag	bv_doc_id__40_d30e1212
wird	bv_doc_id__40_d30e1214
der	bv_doc_id__40_d30e1216
Stgatskanzlei	bv_doc_id__40_d30e1218
überlassen	bv_doc_id__40_d30e1221
<g/>
.	
Die	bv_doc_id__40_d30e1225
Behandlung	bv_doc_id__40_d30e1227
der	bv_doc_id__40_d30e1229
Absätze	bv_doc_id__40_d30e1231
3	bv_doc_id__40_d30e1234
und	bv_doc_id__40_d30e1236
4	bv_doc_id__40_d30e1238
behält	bv_doc_id__40_d30e1240
der	bv_doc_id__40_d30e1242
Versitzende	bv_doc_id__40_d30e1244
fur	bv_doc_id__40_d30e1247
das	bv_doc_id__40_d30e1249
nächste	bv_doc_id__40_d30e1251
Mal	bv_doc_id__40_d30e1253
vor	bv_doc_id__40_d30e1255
und	bv_doc_id__40_d30e1257
verliest	bv_doc_id__40_d30e1260
den	bv_doc_id__40_d30e1262
Abs.2.	bv_doc_id__40_d30e1264
in	bv_doc_id__40_d30e1266
den	bv_doc_id__40_d30e1268
Dr	bv_doc_id__40_d30e1270
<g/>
.	
Danneberg	bv_doc_id__40_d30e1275
eine	bv_doc_id__40_d30e1277
Fristbestimnung	bv_doc_id__40_d30e1279
aufxenemien	bv_doc_id__40_d30e1281
runscht	bv_doc_id__40_d30e1283
<g/>
,	
wie	bv_doc_id__40_d30e1288
sie	bv_doc_id__40_d30e1290
der	bv_doc_id__40_d30e1292
Intrurf	bv_doc_id__40_d30e1294
Dr	bv_doc_id__40_d30e1296
<g/>
.	
Feiner	bv_doc_id__40_d30e1301
in	bv_doc_id__40_d30e1303
Art.	bv_doc_id__40_d30e1305
27.	bv_doc_id__40_d30e1307
Ms	bv_doc_id__40_d30e1309
<g/>
.	
2	bv_doc_id__40_d30e1314
enthalt	bv_doc_id__40_d30e1316
<g/>
.	
Dieser	bv_doc_id__40_d30e1320
Aetrag	bv_doc_id__40_d30e1322
wird	bv_doc_id__40_d30e1325
in	bv_doc_id__40_d30e1327
folgenden	bv_doc_id__40_d30e1329
Vortlaut	bv_doc_id__40_d30e1331
angenommen	bv_doc_id__40_d30e1333
<g/>
:	
Des	bv_doc_id__40_d30e1338
Bindesgeselz	bv_doc_id__40_d30e1340
<g/>
.	
das	bv_doc_id__40_d30e1344
die	bv_doc_id__40_d30e1346
grünssätzliche	bv_doc_id__40_d30e1348
Regeluas	bv_doc_id__40_d30e1351
verscmenlt	bv_doc_id__40_d30e1353
<g/>
.	
kand	bv_doc_id__40_d30e1357
für	bv_doc_id__40_d30e1359
die	bv_doc_id__40_d30e1361
Erlassung	bv_doc_id__40_d30e1364
der	bv_doc_id__40_d30e1366
Ausfinrungegsetre	bv_doc_id__40_d30e1368
eine	bv_doc_id__40_d30e1370
Frist	bv_doc_id__40_d30e1372
bestimuen	bv_doc_id__40_d30e1374
<g/>
.	
die	bv_doc_id__40_d30e1379
Nicht	bv_doc_id__40_d30e1381
deriner	bv_doc_id__40_d30e1383
als	bv_doc_id__40_d30e1385
3	bv_doc_id__40_d30e1387
Arnate	bv_doc_id__40_d30e1390
und	bv_doc_id__40_d30e1392
nicht	bv_doc_id__40_d30e1394
längen	bv_doc_id__40_d30e1396
als	bv_doc_id__40_d30e1398
ein	bv_doc_id__40_d30e1400
Jahr	bv_doc_id__40_d30e1403
sein	bv_doc_id__40_d30e1405
darf	bv_doc_id__40_d30e1407
<g/>
.	
Wird	bv_doc_id__40_d30e1411
disse	bv_doc_id__40_d30e1413
Prist	bv_doc_id__40_d30e1416
nicht	bv_doc_id__40_d30e1418
eingehalten	bv_doc_id__40_d30e1420
<g/>
,	
so	bv_doc_id__40_d30e1424
wird	bv_doc_id__40_d30e1426
die	bv_doc_id__40_d30e1429
Erlassung	bv_doc_id__40_d30e1431
dieses	bv_doc_id__40_d30e1433
Aucfütrungsgeselzes	bv_doc_id__40_d30e1435
Andessache	bv_doc_id__40_d30e1437
<g/>
.	
bei	bv_doc_id__40_d30e1442
Verlsteune	bv_doc_id__40_d30e1444
des	bv_doc_id__40_d30e1446
Abs	bv_doc_id__40_d30e1448
<g/>
.	
b	bv_doc_id__40_d30e1452
<g/>
.	
Frt	bv_doc_id__40_d30e1457
<g/>
.	
13	bv_doc_id__40_d30e1461
erklärt	bv_doc_id__40_d30e1463
irn	bv_doc_id__40_d30e1465
<g/>
.	
Rst	bv_doc_id__40_d30e1470
Dr	bv_doc_id__40_d30e1472
<g/>
.	
Frschlich	bv_doc_id__40_d30e1476
<g/>
,	
dass	bv_doc_id__40_d30e1481
die	bv_doc_id__40_d30e1483
Aufzählung	bv_doc_id__40_d30e1485
einsbesendere	bv_doc_id__40_d30e1487
Eilt	bv_doc_id__40_d30e1489
dies	bv_doc_id__40_d30e1491
auch	bv_doc_id__40_d30e1494
für	bv_doc_id__40_d30e1496
die	bv_doc_id__40_d30e1498
Angelegenheiten	bv_doc_id__40_d30e1500
der	bv_doc_id__40_d30e1502
Leadeskultur	bv_doc_id__40_d30e1504
<g/>
,	
wie	bv_doc_id__40_d30e1509
Hoferecht	bv_doc_id__40_d30e1511
usw	bv_doc_id__40_d30e1513
<g/>
.	
"	bv_doc_id__40_d30e1517
über	bv_doc_id__40_d30e1520
kunsch	bv_doc_id__40_d30e1522
des	bv_doc_id__40_d30e1524
Staatsantes	bv_doc_id__40_d30e1526
fur	bv_doc_id__40_d30e1528
Justiz	bv_doc_id__40_d30e1530
aufgenommen	bv_doc_id__40_d30e1533
wurde	bv_doc_id__40_d30e1535
<g/>
,	
da	bv_doc_id__40_d30e1539
bei	bv_doc_id__40_d30e1541
diesen	bv_doc_id__40_d30e1543
Angelegenheiten	bv_doc_id__40_d30e1546
zweifel	bv_doc_id__40_d30e1548
eatstehen	bv_doc_id__40_d30e1550
könnten	bv_doc_id__40_d30e1552
<g/>
.	
In	bv_doc_id__40_d30e1556
der	bv_doc_id__40_d30e1559
folgenden	bv_doc_id__40_d30e1561
Wechselrede	bv_doc_id__40_d30e1563
findet	bv_doc_id__40_d30e1565
der	bv_doc_id__40_d30e1567
Versitzende	bv_doc_id__40_d30e1569
nach	bv_doc_id__40_d30e1572
einer	bv_doc_id__40_d30e1574
Erläuterung	bv_doc_id__40_d30e1576
Pref	bv_doc_id__40_d30e1578
<g/>
.	
Dr	bv_doc_id__40_d30e1582
<g/>
.	
kel	bv_doc_id__40_d30e1587
s	bv_doc_id__40_d30e1589
eas	bv_doc_id__40_d30e1591
<g/>
,	
daes	bv_doc_id__40_d30e1595
die	bv_doc_id__40_d30e1598
Ausdrucke	bv_doc_id__40_d30e1600
nicht	bv_doc_id__40_d30e1602
glücklich	bv_doc_id__40_d30e1604
gewählt	bv_doc_id__40_d30e1606
seien	bv_doc_id__40_d30e1608
<g/>
.	
Der	bv_doc_id__40_d30e1613
Berechlerstatter	bv_doc_id__40_d30e1615
findet	bv_doc_id__40_d30e1617
die	bv_doc_id__40_d30e1619
Aufzählung	bv_doc_id__40_d30e1621
bedenklich	bv_doc_id__40_d30e1624
<g/>
.	
Abgeordaeter	bv_doc_id__40_d30e1628
Fiak	bv_doc_id__40_d30e1630
erblickt	bv_doc_id__40_d30e1632
in	bv_doc_id__40_d30e1634
dieser	bv_doc_id__40_d30e1637
Bestimmung	bv_doc_id__40_d30e1639
aur	bv_doc_id__40_d30e1641
die	bv_doc_id__40_d30e1643
lex	bv_doc_id__40_d30e1645
Starzjaski	bv_doc_id__40_d30e1647
der	bv_doc_id__40_d30e1650
alten	bv_doc_id__40_d30e1652
Verfassung	bv_doc_id__40_d30e1654
<g/>
,	
eine	bv_doc_id__40_d30e1658
Errungenschaft	bv_doc_id__40_d30e1660
<g/>
,	
die	bv_doc_id__40_d30e1665
man	bv_doc_id__40_d30e1667
den	bv_doc_id__40_d30e1669
Ländern	bv_doc_id__40_d30e1671
irgendme	bv_doc_id__40_d30e1673
sichern	bv_doc_id__40_d30e1676
musste	bv_doc_id__40_d30e1678
<g/>
.	
Staatssekretär	bv_doc_id__40_d30e1682
Dr	bv_doc_id__40_d30e1684
<g/>
.	
Ma	bv_doc_id__40_d30e1689
yr	bv_doc_id__40_d30e1691
erklärt	bv_doc_id__40_d30e1693
<g/>
,	
keinen	bv_doc_id__40_d30e1697
Nert	bv_doc_id__40_d30e1699
<g/>
.	
634	bv_doc_id__40_d30e1708
4	bv_doc_id__40_d30e1712
Bestimmuaf	bv_doc_id__40_d30e1714
aur	bv_doc_id__40_d30e1716
die	bv_doc_id__40_d30e1719
lex	bv_doc_id__40_d30e1721
Starzfaski	bv_doc_id__40_d30e1723
der	bv_doc_id__40_d30e1725
alten	bv_doc_id__40_d30e1727
Verfassung	bv_doc_id__40_d30e1729
<g/>
,	
eine	bv_doc_id__40_d30e1734
Errungenschaft	bv_doc_id__40_d30e1736
<g/>
,	
die	bv_doc_id__40_d30e1740
man	bv_doc_id__40_d30e1742
den	bv_doc_id__40_d30e1745
Ländern	bv_doc_id__40_d30e1747
irgendwie	bv_doc_id__40_d30e1749
sichern	bv_doc_id__40_d30e1751
müßte	bv_doc_id__40_d30e1753
<g/>
.	
Staatssekretär	bv_doc_id__40_d30e1758
Dr	bv_doc_id__40_d30e1760
<g/>
.	
Wayr	bv_doc_id__40_d30e1764
erklärt	bv_doc_id__40_d30e1766
keinen	bv_doc_id__40_d30e1768
Wert	bv_doc_id__40_d30e1771
auf	bv_doc_id__40_d30e1773
die	bv_doc_id__40_d30e1775
Beibehaltung	bv_doc_id__40_d30e1777
der	bv_doc_id__40_d30e1779
Aufzählung	bv_doc_id__40_d30e1781
zu	bv_doc_id__40_d30e1784
legen	bv_doc_id__40_d30e1786
und	bv_doc_id__40_d30e1788
Dr	bv_doc_id__40_d30e1790
<g/>
.	
Seipel	bv_doc_id__40_d30e1794
schlägt	bv_doc_id__40_d30e1797
ver	bv_doc_id__40_d30e1799
<g/>
,	
den	bv_doc_id__40_d30e1803
Kunsch	bv_doc_id__40_d30e1805
des	bv_doc_id__40_d30e1807
erwähnten	bv_doc_id__40_d30e1810
Stastsantes	bv_doc_id__40_d30e1812
zu	bv_doc_id__40_d30e1814
Refriedigen	bv_doc_id__40_d30e1816
<g/>
,	
indem	bv_doc_id__40_d30e1820
man	bv_doc_id__40_d30e1823
die	bv_doc_id__40_d30e1825
Aufzählung	bv_doc_id__40_d30e1827
in	bv_doc_id__40_d30e1829
den	bv_doc_id__40_d30e1831
Motivenbericht	bv_doc_id__40_d30e1833
aufnimmt	bv_doc_id__40_d30e1836
<g/>
.	
Der	bv_doc_id__40_d30e1840
Schlußsatz	bv_doc_id__40_d30e1842
des	bv_doc_id__40_d30e1844
Abr	bv_doc_id__40_d30e1846
<g/>
.	
5	bv_doc_id__40_d30e1851
ist	bv_doc_id__40_d30e1853
schin	bv_doc_id__40_d30e1855
von	bv_doc_id__40_d30e1857
»insbescaderebis	bv_doc_id__40_d30e1859
<g/>
-	
Agrargeneinschaftenn	bv_doc_id__40_d30e1864
zu	bv_doc_id__40_d30e1866
streichen	bv_doc_id__40_d30e1868
<g/>
.	
fur	bv_doc_id__40_d30e1872
den	bv_doc_id__40_d30e1875
letzten	bv_doc_id__40_d30e1877
Absatz	bv_doc_id__40_d30e1879
sind	bv_doc_id__40_d30e1881
zwei	bv_doc_id__40_d30e1883
Passungen	bv_doc_id__40_d30e1885
beantragt	bv_doc_id__40_d30e1888
<g/>
:	
„Im	bv_doc_id__40_d30e1892
Zweifel	bv_doc_id__40_d30e1894
geht	bv_doc_id__40_d30e1896
Buadesrecht	bv_doc_id__40_d30e1898
vor	bv_doc_id__40_d30e1901
Landesrecht-	bv_doc_id__40_d30e1903
und	bv_doc_id__40_d30e1905
„Bundesrecht	bv_doc_id__40_d30e1907
bricht	bv_doc_id__40_d30e1909
kandesrecht	bv_doc_id__40_d30e1911
<g/>
.	
"	bv_doc_id__40_d30e1916
Professer	bv_doc_id__40_d30e1918
Kelsen	bv_doc_id__40_d30e1920
findet	bv_doc_id__40_d30e1922
die	bv_doc_id__40_d30e1924
Worte	bv_doc_id__40_d30e1927
»Im	bv_doc_id__40_d30e1929
Zweifelin	bv_doc_id__40_d30e1931
der	bv_doc_id__40_d30e1933
ersten	bv_doc_id__40_d30e1935
Fassung	bv_doc_id__40_d30e1937
unrichtig	bv_doc_id__40_d30e1940
und	bv_doc_id__40_d30e1942
hält	bv_doc_id__40_d30e1944
es	bv_doc_id__40_d30e1946
ebeüse	bv_doc_id__40_d30e1948
wie	bv_doc_id__40_d30e1950
der	bv_doc_id__40_d30e1953
Berichterstatter	bv_doc_id__40_d30e1955
fur	bv_doc_id__40_d30e1957
besser	bv_doc_id__40_d30e1959
die	bv_doc_id__40_d30e1961
ganze	bv_doc_id__40_d30e1963
Bestimmung	bv_doc_id__40_d30e1966
wegzulassen	bv_doc_id__40_d30e1968
<g/>
.	
Der	bv_doc_id__40_d30e1972
Vorsitzende	bv_doc_id__40_d30e1974
verweist	bv_doc_id__40_d30e1976
auf	bv_doc_id__40_d30e1979
mögliche	bv_doc_id__40_d30e1981
Schwierigkeiten	bv_doc_id__40_d30e1983
<g/>
,	
wenn	bv_doc_id__40_d30e1987
man	bv_doc_id__40_d30e1989
nur	bv_doc_id__40_d30e1992
den	bv_doc_id__40_d30e1994
Grundsetz	bv_doc_id__40_d30e1996
gelten	bv_doc_id__40_d30e1998
läßt	bv_doc_id__40_d30e2000
lex	bv_doc_id__40_d30e2002
posterior	bv_doc_id__40_d30e2005
derogat	bv_doc_id__40_d30e2007
prieri	bv_doc_id__40_d30e2009
<g/>
;	
es	bv_doc_id__40_d30e2013
konnte	bv_doc_id__40_d30e2015
der	bv_doc_id__40_d30e2018
Fall	bv_doc_id__40_d30e2020
eintreten	bv_doc_id__40_d30e2022
<g/>
,	
daß	bv_doc_id__40_d30e2026
Bund	bv_doc_id__40_d30e2028
und	bv_doc_id__40_d30e2031
Land	bv_doc_id__40_d30e2033
fortwahrend	bv_doc_id__40_d30e2035
neue	bv_doc_id__40_d30e2037
Gesetze	bv_doc_id__40_d30e2039
geben	bv_doc_id__40_d30e2041
um	bv_doc_id__40_d30e2044
stets	bv_doc_id__40_d30e2046
die	bv_doc_id__40_d30e2048
lex	bv_doc_id__40_d30e2050
posterier	bv_doc_id__40_d30e2052
zu	bv_doc_id__40_d30e2054
haben	bv_doc_id__40_d30e2057
<g/>
;	
die	bv_doc_id__40_d30e2061
Frage	bv_doc_id__40_d30e2063
sei	bv_doc_id__40_d30e2065
schon	bv_doc_id__40_d30e2067
im	bv_doc_id__40_d30e2070
alten	bv_doc_id__40_d30e2072
Oesterreich	bv_doc_id__40_d30e2074
kontrevers	bv_doc_id__40_d30e2076
gewesen	bv_doc_id__40_d30e2078
<g/>
.	
Kels	bv_doc_id__40_d30e2083
en	bv_doc_id__40_d30e2085
erwähnt	bv_doc_id__40_d30e2087
<g/>
,	
daß	bv_doc_id__40_d30e2091
dort	bv_doc_id__40_d30e2093
nach	bv_doc_id__40_d30e2096
herrschender	bv_doc_id__40_d30e2098
Ansicht	bv_doc_id__40_d30e2100
der	bv_doc_id__40_d30e2102
Grundsatz	bv_doc_id__40_d30e2104
der	bv_doc_id__40_d30e2106
lex	bv_doc_id__40_d30e2109
posterior	bv_doc_id__40_d30e2111
anzuwenden	bv_doc_id__40_d30e2113
war	bv_doc_id__40_d30e2115
<g/>
,	
sodaß	bv_doc_id__40_d30e2119
die	bv_doc_id__40_d30e2122
Monarchie	bv_doc_id__40_d30e2124
freier	bv_doc_id__40_d30e2126
als	bv_doc_id__40_d30e2128
der	bv_doc_id__40_d30e2130
Bundesstaat	bv_doc_id__40_d30e2132
