<doc id="bv_doc_id__9" attrs="word lemma type">
Zweite	bv_doc_id__9_d57e407
Schaden	bv_doc_id__9_d57e23558
zugefügt	bv_doc_id__9_d57e23561
wurde	bv_doc_id__9_d57e23563
<g/>
.	
<g/>
(	
1	bv_doc_id__9_d57e23495
<g/>
)	
<g/>
(	
2	bv_doc_id__9_d57e23576
<g/>
)	
Die	bv_doc_id__9_d57e23581
nähere	bv_doc_id__9_d57e23583
Regelung	bv_doc_id__9_d57e23585
erfolgt	bv_doc_id__9_d57e23587
durch	bv_doc_id__9_d57e23590
Bundesgesetz	bv_doc_id__9_d57e23592
<g/>
.	
Dieses	bv_doc_id__9_d57e23596
setzt	bv_doc_id__9_d57e23598
auch	bv_doc_id__9_d57e23600
fest	bv_doc_id__9_d57e23603
<g/>
,	
unter	bv_doc_id__9_d57e23607
welchen	bv_doc_id__9_d57e23609
Voraussetzungen	bv_doc_id__9_d57e23611
ein	bv_doc_id__9_d57e23613
Rückgriffsrecht	bv_doc_id__9_d57e23616
gegen	bv_doc_id__9_d57e23618
das	bv_doc_id__9_d57e23620
schuldtragende	bv_doc_id__9_d57e23622
Organ	bv_doc_id__9_d57e23624
zulässig	bv_doc_id__9_d57e23626
ist	bv_doc_id__9_d57e23629
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e23576
<g/>
)	
Artikel	bv_doc_id__9_d57e23639
136.	bv_doc_id__9_d57e23641
<g/>
(	
1	bv_doc_id__9_d57e23650
<g/>
)	
Die	bv_doc_id__9_d57e23655
Arbeitskraft	bv_doc_id__9_d57e23657
steht	bv_doc_id__9_d57e23659
unter	bv_doc_id__9_d57e23661
dem	bv_doc_id__9_d57e23664
besonderen	bv_doc_id__9_d57e23666
Schutze	bv_doc_id__9_d57e23668
des	bv_doc_id__9_d57e23670
Bundes	bv_doc_id__9_d57e23672
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e23683
<g/>
)	
Die	bv_doc_id__9_d57e23688
Vereinigungsfreiheit	bv_doc_id__9_d57e23690
zur	bv_doc_id__9_d57e23692
Wahrung	bv_doc_id__9_d57e23694
und	bv_doc_id__9_d57e23697
Förderung	bv_doc_id__9_d57e23699
der	bv_doc_id__9_d57e23701
Arbeits-	bv_doc_id__9_d57e23703
und	bv_doc_id__9_d57e23705
Wirtschaftsbedingungen	bv_doc_id__9_d57e23707
ist	bv_doc_id__9_d57e23710
für	bv_doc_id__9_d57e23712
jedermann	bv_doc_id__9_d57e23714
und	bv_doc_id__9_d57e23716
alle	bv_doc_id__9_d57e23718
Berufe	bv_doc_id__9_d57e23720
gewährleistet	bv_doc_id__9_d57e23723
<g/>
.	
Alle	bv_doc_id__9_d57e23727
Abreden	bv_doc_id__9_d57e23729
und	bv_doc_id__9_d57e23731
Maßnahmen	bv_doc_id__9_d57e23733
<g/>
,	
welche	bv_doc_id__9_d57e23738
diese	bv_doc_id__9_d57e23740
Freiheit	bv_doc_id__9_d57e23742
einzuschränken	bv_doc_id__9_d57e23744
oder	bv_doc_id__9_d57e23746
zu	bv_doc_id__9_d57e23749
behindern	bv_doc_id__9_d57e23751
suchen	bv_doc_id__9_d57e23753
<g/>
,	
sind	bv_doc_id__9_d57e23757
rechtswidrig	bv_doc_id__9_d57e23759
<g/>
.	
Artikel	bv_doc_id__9_d57e23639
136.	bv_doc_id__9_d57e23641
<g/>
(	
1	bv_doc_id__9_d57e23650
<g/>
)	
Die	bv_doc_id__9_d57e23655
Arbeitskraft	bv_doc_id__9_d57e23657
steht	bv_doc_id__9_d57e23659
unter	bv_doc_id__9_d57e23661
dem	bv_doc_id__9_d57e23664
besonderen	bv_doc_id__9_d57e23666
Schutze	bv_doc_id__9_d57e23668
des	bv_doc_id__9_d57e23670
Bundes	bv_doc_id__9_d57e23672
<g/>
.	
<g/>
(	
1	bv_doc_id__9_d57e23650
<g/>
)	
<g/>
(	
2	bv_doc_id__9_d57e23683
<g/>
)	
Die	bv_doc_id__9_d57e23688
Vereinigungsfreiheit	bv_doc_id__9_d57e23690
zur	bv_doc_id__9_d57e23692
Wahrung	bv_doc_id__9_d57e23694
und	bv_doc_id__9_d57e23697
Förderung	bv_doc_id__9_d57e23699
der	bv_doc_id__9_d57e23701
Arbeits-	bv_doc_id__9_d57e23703
und	bv_doc_id__9_d57e23705
Wirtschaftsbedingungen	bv_doc_id__9_d57e23707
ist	bv_doc_id__9_d57e23710
für	bv_doc_id__9_d57e23712
jedermann	bv_doc_id__9_d57e23714
und	bv_doc_id__9_d57e23716
alle	bv_doc_id__9_d57e23718
Berufe	bv_doc_id__9_d57e23720
gewährleistet	bv_doc_id__9_d57e23723
<g/>
.	
Alle	bv_doc_id__9_d57e23727
Abreden	bv_doc_id__9_d57e23729
und	bv_doc_id__9_d57e23731
Maßnahmen	bv_doc_id__9_d57e23733
<g/>
,	
welche	bv_doc_id__9_d57e23738
diese	bv_doc_id__9_d57e23740
Freiheit	bv_doc_id__9_d57e23742
einzuschränken	bv_doc_id__9_d57e23744
oder	bv_doc_id__9_d57e23746
zu	bv_doc_id__9_d57e23749
behindern	bv_doc_id__9_d57e23751
suchen	bv_doc_id__9_d57e23753
<g/>
,	
sind	bv_doc_id__9_d57e23757
rechtswidrig	bv_doc_id__9_d57e23759
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e23683
<g/>
)	
Artikel	bv_doc_id__9_d57e23770
137.	bv_doc_id__9_d57e23772
Im	bv_doc_id__9_d57e23777
Falle	bv_doc_id__9_d57e23779
einer	bv_doc_id__9_d57e23781
dringenden	bv_doc_id__9_d57e23783
Gefahr	bv_doc_id__9_d57e23785
für	bv_doc_id__9_d57e23788
den	bv_doc_id__9_d57e23790
Staat	bv_doc_id__9_d57e23792
oder	bv_doc_id__9_d57e23794
seine	bv_doc_id__9_d57e23796
Bürger	bv_doc_id__9_d57e23798
können	bv_doc_id__9_d57e23801
die	bv_doc_id__9_d57e23803
Grundrechte	bv_doc_id__9_d57e23805
der	bv_doc_id__9_d57e23807
persönlichen	bv_doc_id__9_d57e23809
Freiheit	bv_doc_id__9_d57e23811
<g/>
,	
des	bv_doc_id__9_d57e23816
Hausrechtes	bv_doc_id__9_d57e23818
<g/>
,	
der	bv_doc_id__9_d57e23822
Vereins-	bv_doc_id__9_d57e23824
und	bv_doc_id__9_d57e23827
Versammlungsfreiheit	bv_doc_id__9_d57e23829
<g/>
,	
des	bv_doc_id__9_d57e23833
Brief-	bv_doc_id__9_d57e23835
<g/>
,	
Post-	bv_doc_id__9_d57e23840
<g/>
,	
Telegraphen-	bv_doc_id__9_d57e23844
und	bv_doc_id__9_d57e23846
Fernsprechgeheimnisses	bv_doc_id__9_d57e23848
und	bv_doc_id__9_d57e23850
der	bv_doc_id__9_d57e23853
Pressefreiheit	bv_doc_id__9_d57e23855
mittels	bv_doc_id__9_d57e23857
Verordnung	bv_doc_id__9_d57e23859
der	bv_doc_id__9_d57e23861
Bundesregierung	bv_doc_id__9_d57e23863
den	bv_doc_id__9_d57e23866
durch	bv_doc_id__9_d57e23868
besonderes	bv_doc_id__9_d57e23870
Gesetz	bv_doc_id__9_d57e23872
vorgesehenen	bv_doc_id__9_d57e23874
Beschränkungen	bv_doc_id__9_d57e23876
unterworfen	bv_doc_id__9_d57e23879
werden	bv_doc_id__9_d57e23881
<g/>
.	
Eine	bv_doc_id__9_d57e23885
solche	bv_doc_id__9_d57e23887
Verordnung	bv_doc_id__9_d57e23889
ist	bv_doc_id__9_d57e23892
dem	bv_doc_id__9_d57e23894
Bundestage	bv_doc_id__9_d57e23896
und	bv_doc_id__9_d57e23898
dem	bv_doc_id__9_d57e23900
Bundesrate	bv_doc_id__9_d57e23902
binnen	bv_doc_id__9_d57e23905
drei	bv_doc_id__9_d57e23907
Tagen	bv_doc_id__9_d57e23909
und	bv_doc_id__9_d57e23911
<g/>
,	
falls	bv_doc_id__9_d57e23915
sie	bv_doc_id__9_d57e23918
nicht	bv_doc_id__9_d57e23920
versammelt	bv_doc_id__9_d57e23922
sind	bv_doc_id__9_d57e23924
<g/>
,	
sogleich	bv_doc_id__9_d57e23928
nach	bv_doc_id__9_d57e23931
ihrem	bv_doc_id__9_d57e23933
Wiederzusammentritt	bv_doc_id__9_d57e23935
vorzulegen	bv_doc_id__9_d57e23937
und	bv_doc_id__9_d57e23939
unverzüglich	bv_doc_id__9_d57e23941
außer	bv_doc_id__9_d57e23944
Kraft	bv_doc_id__9_d57e23946
zu	bv_doc_id__9_d57e23948
setzen	bv_doc_id__9_d57e23950
<g/>
,	
wenn	bv_doc_id__9_d57e23954
es	bv_doc_id__9_d57e23957
der	bv_doc_id__9_d57e23959
Bundestag	bv_doc_id__9_d57e23961
oder	bv_doc_id__9_d57e23963
der	bv_doc_id__9_d57e23965
Bundesrat	bv_doc_id__9_d57e23967
beschließt	bv_doc_id__9_d57e23970
<g/>
.	
Artikel	bv_doc_id__9_d57e23770
137.	bv_doc_id__9_d57e23772
Im	bv_doc_id__9_d57e23777
Falle	bv_doc_id__9_d57e23779
einer	bv_doc_id__9_d57e23781
dringenden	bv_doc_id__9_d57e23783
Gefahr	bv_doc_id__9_d57e23785
für	bv_doc_id__9_d57e23788
den	bv_doc_id__9_d57e23790
Staat	bv_doc_id__9_d57e23792
oder	bv_doc_id__9_d57e23794
seine	bv_doc_id__9_d57e23796
Bürger	bv_doc_id__9_d57e23798
können	bv_doc_id__9_d57e23801
die	bv_doc_id__9_d57e23803
Grundrechte	bv_doc_id__9_d57e23805
der	bv_doc_id__9_d57e23807
persönlichen	bv_doc_id__9_d57e23809
Freiheit	bv_doc_id__9_d57e23811
<g/>
,	
des	bv_doc_id__9_d57e23816
Hausrechtes	bv_doc_id__9_d57e23818
<g/>
,	
der	bv_doc_id__9_d57e23822
Vereins-	bv_doc_id__9_d57e23824
und	bv_doc_id__9_d57e23827
Versammlungsfreiheit	bv_doc_id__9_d57e23829
<g/>
,	
des	bv_doc_id__9_d57e23833
Brief-	bv_doc_id__9_d57e23835
<g/>
,	
Post-	bv_doc_id__9_d57e23840
<g/>
,	
Telegraphen-	bv_doc_id__9_d57e23844
und	bv_doc_id__9_d57e23846
Fernsprechgeheimnisses	bv_doc_id__9_d57e23848
und	bv_doc_id__9_d57e23850
der	bv_doc_id__9_d57e23853
Pressefreiheit	bv_doc_id__9_d57e23855
mittels	bv_doc_id__9_d57e23857
Verordnung	bv_doc_id__9_d57e23859
der	bv_doc_id__9_d57e23861
Bundesregierung	bv_doc_id__9_d57e23863
den	bv_doc_id__9_d57e23866
durch	bv_doc_id__9_d57e23868
besonderes	bv_doc_id__9_d57e23870
Gesetz	bv_doc_id__9_d57e23872
vorgesehenen	bv_doc_id__9_d57e23874
Beschränkungen	bv_doc_id__9_d57e23876
unterworfen	bv_doc_id__9_d57e23879
werden	bv_doc_id__9_d57e23881
<g/>
.	
Eine	bv_doc_id__9_d57e23885
solche	bv_doc_id__9_d57e23887
Verordnung	bv_doc_id__9_d57e23889
ist	bv_doc_id__9_d57e23892
dem	bv_doc_id__9_d57e23894
Bundestage	bv_doc_id__9_d57e23896
und	bv_doc_id__9_d57e23898
dem	bv_doc_id__9_d57e23900
Bundesrate	bv_doc_id__9_d57e23902
binnen	bv_doc_id__9_d57e23905
drei	bv_doc_id__9_d57e23907
Tagen	bv_doc_id__9_d57e23909
und	bv_doc_id__9_d57e23911
<g/>
,	
falls	bv_doc_id__9_d57e23915
sie	bv_doc_id__9_d57e23918
nicht	bv_doc_id__9_d57e23920
versammelt	bv_doc_id__9_d57e23922
sind	bv_doc_id__9_d57e23924
<g/>
,	
sogleich	bv_doc_id__9_d57e23928
nach	bv_doc_id__9_d57e23931
ihrem	bv_doc_id__9_d57e23933
Wiederzusammentritt	bv_doc_id__9_d57e23935
vorzulegen	bv_doc_id__9_d57e23937
und	bv_doc_id__9_d57e23939
unverzüglich	bv_doc_id__9_d57e23941
außer	bv_doc_id__9_d57e23944
Kraft	bv_doc_id__9_d57e23946
zu	bv_doc_id__9_d57e23948
setzen	bv_doc_id__9_d57e23950
<g/>
,	
wenn	bv_doc_id__9_d57e23954
es	bv_doc_id__9_d57e23957
der	bv_doc_id__9_d57e23959
Bundestag	bv_doc_id__9_d57e23961
oder	bv_doc_id__9_d57e23963
der	bv_doc_id__9_d57e23965
Bundesrat	bv_doc_id__9_d57e23967
beschließt	bv_doc_id__9_d57e23970
<g/>
.	
Siebenter	bv_doc_id__9_d57e23981
Abschnitt	bv_doc_id__9_d57e23983
<g/>
.	
Von	bv_doc_id__9_d57e23990
den	bv_doc_id__9_d57e23992
Garantien	bv_doc_id__9_d57e23994
der	bv_doc_id__9_d57e23996
Verfassung	bv_doc_id__9_d57e23998
und	bv_doc_id__9_d57e24001
Verwaltung	bv_doc_id__9_d57e24003
<g/>
.	
A	bv_doc_id__9_d57e24012
<g/>
.	
Der	bv_doc_id__9_d57e24016
Verwaltungsgerichtshof	bv_doc_id__9_d57e24018
<g/>
.	
Artikel	bv_doc_id__9_d57e24027
138.	bv_doc_id__9_d57e24029
Wegen	bv_doc_id__9_d57e24034
Rechtsverletzung	bv_doc_id__9_d57e24036
durch	bv_doc_id__9_d57e24038
die	bv_doc_id__9_d57e24040
Entscheidung	bv_doc_id__9_d57e24042
oder	bv_doc_id__9_d57e24045
Verfügung	bv_doc_id__9_d57e24047
einer	bv_doc_id__9_d57e24049
Verwaltungsbehörde	bv_doc_id__9_d57e24051
des	bv_doc_id__9_d57e24053
Bundes	bv_doc_id__9_d57e24055
oder	bv_doc_id__9_d57e24058
eines	bv_doc_id__9_d57e24060
Landes	bv_doc_id__9_d57e24062
entscheidet	bv_doc_id__9_d57e24064
nach	bv_doc_id__9_d57e24066
Erschöpfung	bv_doc_id__9_d57e24068
des	bv_doc_id__9_d57e24071
administrativen	bv_doc_id__9_d57e24073
Instanzenzuges	bv_doc_id__9_d57e24075
der	bv_doc_id__9_d57e24077
Verwaltungsgerichtshof	bv_doc_id__9_d57e24079
<g/>
.	
Artikel	bv_doc_id__9_d57e24089
139.	bv_doc_id__9_d57e24091
<g/>
(	
1	bv_doc_id__9_d57e24100
<g/>
)	
Der	bv_doc_id__9_d57e24105
Verwaltungsgerichtshof	bv_doc_id__9_d57e24107
hat	bv_doc_id__9_d57e24109
in	bv_doc_id__9_d57e24111
der	bv_doc_id__9_d57e24114
Regel	bv_doc_id__9_d57e24116
nur	bv_doc_id__9_d57e24118
über	bv_doc_id__9_d57e24120
Beschwerde	bv_doc_id__9_d57e24122
der	bv_doc_id__9_d57e24124
Parteien	bv_doc_id__9_d57e24127
zu	bv_doc_id__9_d57e24129
erkennen	bv_doc_id__9_d57e24131
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e24142
<g/>
)	
Doch	bv_doc_id__9_d57e24147
kann	bv_doc_id__9_d57e24149
<g/>
,	
wenn	bv_doc_id__9_d57e24153
die	bv_doc_id__9_d57e24156
Entscheidung	bv_doc_id__9_d57e24158
oder	bv_doc_id__9_d57e24160
Verfügung	bv_doc_id__9_d57e24162
einer	bv_doc_id__9_d57e24164
Landesbehörde	bv_doc_id__9_d57e24166
die	bv_doc_id__9_d57e24169
Interessen	bv_doc_id__9_d57e24171
des	bv_doc_id__9_d57e24173
Bundes	bv_doc_id__9_d57e24175
verletzt	bv_doc_id__9_d57e24177
<g/>
,	
auch	bv_doc_id__9_d57e24182
die	bv_doc_id__9_d57e24184
Bundesregierung	bv_doc_id__9_d57e24186
den	bv_doc_id__9_d57e24188
Verwaltungsgerichtshof	bv_doc_id__9_d57e24190
anrufen	bv_doc_id__9_d57e24192
<g/>
.	
Artikel	bv_doc_id__9_d57e24205
140.	bv_doc_id__9_d57e24207
Von	bv_doc_id__9_d57e24212
der	bv_doc_id__9_d57e24214
Zuständigkeit	bv_doc_id__9_d57e24216
des	bv_doc_id__9_d57e24218
Verwaltungsgerichtshofes	bv_doc_id__9_d57e24220
sind	bv_doc_id__9_d57e24223
ausgeschlossen	bv_doc_id__9_d57e24225
die	bv_doc_id__9_d57e24227
Angelegenheiten	bv_doc_id__9_d57e24229
<g/>
:	
1.	bv_doc_id__9_d57e24237
über	bv_doc_id__9_d57e24242
die	bv_doc_id__9_d57e24244
den	bv_doc_id__9_d57e24246
ordentlichen	bv_doc_id__9_d57e24248
Gerichten	bv_doc_id__9_d57e24250
die	bv_doc_id__9_d57e24253
Entscheidung	bv_doc_id__9_d57e24255
zusteht	bv_doc_id__9_d57e24257
<g/>
;	
2.	bv_doc_id__9_d57e24264
die	bv_doc_id__9_d57e24269
zur	bv_doc_id__9_d57e24271
Kompetenz	bv_doc_id__9_d57e24273
des	bv_doc_id__9_d57e24275
Verfassungsgerichtshofes	bv_doc_id__9_d57e24277
gehören	bv_doc_id__9_d57e24280
<g/>
;	
3.	bv_doc_id__9_d57e24287
über	bv_doc_id__9_d57e24293
die	bv_doc_id__9_d57e24295
eine	bv_doc_id__9_d57e24297
Kollegialbehörde	bv_doc_id__9_d57e24299
zu	bv_doc_id__9_d57e24301
entscheiden	bv_doc_id__9_d57e24304
oder	bv_doc_id__9_d57e24306
zu	bv_doc_id__9_d57e24308
verfügen	bv_doc_id__9_d57e24310
hat	bv_doc_id__9_d57e24312
<g/>
,	
der	bv_doc_id__9_d57e24317
wenigstens	bv_doc_id__9_d57e24319
ein	bv_doc_id__9_d57e24321
Richter	bv_doc_id__9_d57e24323
angehört	bv_doc_id__9_d57e24325
<g/>
;	
4.	bv_doc_id__9_d57e24332
in	bv_doc_id__9_d57e24337
denen	bv_doc_id__9_d57e24339
und	bv_doc_id__9_d57e24341
insoweit	bv_doc_id__9_d57e24343
die	bv_doc_id__9_d57e24345
Verwaltungsbehörden	bv_doc_id__9_d57e24348
nach	bv_doc_id__9_d57e24350
freiem	bv_doc_id__9_d57e24352
Ermessen	bv_doc_id__9_d57e24354
vorzugehen	bv_doc_id__9_d57e24356
haben	bv_doc_id__9_d57e24358
<g/>
.	
Artikel	bv_doc_id__9_d57e24371
141.	bv_doc_id__9_d57e24373
Zum	bv_doc_id__9_d57e24378
Schutze	bv_doc_id__9_d57e24380
von	bv_doc_id__9_d57e24382
Interessen	bv_doc_id__9_d57e24384
des	bv_doc_id__9_d57e24386
Bundes	bv_doc_id__9_d57e24389
oder	bv_doc_id__9_d57e24391
eines	bv_doc_id__9_d57e24393
Landes	bv_doc_id__9_d57e24395
<g/>
,	
in	bv_doc_id__9_d57e24399
letzterem	bv_doc_id__9_d57e24402
Falle	bv_doc_id__9_d57e24404
nur	bv_doc_id__9_d57e24406
auf	bv_doc_id__9_d57e24408
Ansuchen	bv_doc_id__9_d57e24410
dieses	bv_doc_id__9_d57e24412
Landes	bv_doc_id__9_d57e24415
kann	bv_doc_id__9_d57e24417
die	bv_doc_id__9_d57e24419
Bundesregierung	bv_doc_id__9_d57e24421
gegen	bv_doc_id__9_d57e24423
Entscheidungen	bv_doc_id__9_d57e24425
und	bv_doc_id__9_d57e24428
Verfügungen	bv_doc_id__9_d57e24430
von	bv_doc_id__9_d57e24432
Landesbehörden	bv_doc_id__9_d57e24434
<g/>
,	
die	bv_doc_id__9_d57e24438
in	bv_doc_id__9_d57e24441
Anwendung	bv_doc_id__9_d57e24443
von	bv_doc_id__9_d57e24445
Bundesgesetzen	bv_doc_id__9_d57e24447
erfolgen	bv_doc_id__9_d57e24449
<g/>
,	
auch	bv_doc_id__9_d57e24454
dann	bv_doc_id__9_d57e24456
den	bv_doc_id__9_d57e24458
Verwaltungsgerichtshof	bv_doc_id__9_d57e24460
anrufen	bv_doc_id__9_d57e24462
<g/>
,	
wenn	bv_doc_id__9_d57e24467
die	bv_doc_id__9_d57e24469
Entscheidung	bv_doc_id__9_d57e24471
oder	bv_doc_id__9_d57e24473
Verfügung	bv_doc_id__9_d57e24475
nach	bv_doc_id__9_d57e24477
freiem	bv_doc_id__9_d57e24480
Ermessen	bv_doc_id__9_d57e24482
zu	bv_doc_id__9_d57e24484
treffen	bv_doc_id__9_d57e24486
war	bv_doc_id__9_d57e24488
<g/>
.	
Artikel	bv_doc_id__9_d57e24499
142.	bv_doc_id__9_d57e24501
Jedem	bv_doc_id__9_d57e24506
Senate	bv_doc_id__9_d57e24508
des	bv_doc_id__9_d57e24510
Verwaltungsgerichtshofes	bv_doc_id__9_d57e24512
<g/>
,	
der	bv_doc_id__9_d57e24517
über	bv_doc_id__9_d57e24519
die	bv_doc_id__9_d57e24521
angefochtene	bv_doc_id__9_d57e24523
Entscheidung	bv_doc_id__9_d57e24525
oder	bv_doc_id__9_d57e24527
Verfügung	bv_doc_id__9_d57e24530
einer	bv_doc_id__9_d57e24532
Landesverwaltungsbehörde	bv_doc_id__9_d57e24534
zu	bv_doc_id__9_d57e24536
erkennen	bv_doc_id__9_d57e24538
hat	bv_doc_id__9_d57e24540
<g/>
,	
soll	bv_doc_id__9_d57e24545
wenigstens	bv_doc_id__9_d57e24547
ein	bv_doc_id__9_d57e24549
Richter	bv_doc_id__9_d57e24551
angehören	bv_doc_id__9_d57e24553
<g/>
,	
der	bv_doc_id__9_d57e24558
aus	bv_doc_id__9_d57e24560
dem	bv_doc_id__9_d57e24562
Justiz-	bv_doc_id__9_d57e24564
oder	bv_doc_id__9_d57e24566
Verwaltungsdienst	bv_doc_id__9_d57e24569
in	bv_doc_id__9_d57e24571
dem	bv_doc_id__9_d57e24573
betreffenden	bv_doc_id__9_d57e24575
Lande	bv_doc_id__9_d57e24577
hervorgegangen	bv_doc_id__9_d57e24579
ist	bv_doc_id__9_d57e24582
<g/>
.	
Artikel	bv_doc_id__9_d57e24592
143.	bv_doc_id__9_d57e24594
<g/>
(	
1	bv_doc_id__9_d57e24603
<g/>
)	
Das	bv_doc_id__9_d57e24608
stattgebende	bv_doc_id__9_d57e24610
Erkenntnis	bv_doc_id__9_d57e24612
des	bv_doc_id__9_d57e24614
Verwaltungsgerichtshofes	bv_doc_id__9_d57e24617
bewirkt	bv_doc_id__9_d57e24619
die	bv_doc_id__9_d57e24621
Aufhebung	bv_doc_id__9_d57e24623
der	bv_doc_id__9_d57e24625
rechtswidrigen	bv_doc_id__9_d57e24627
Entscheidung	bv_doc_id__9_d57e24630
oder	bv_doc_id__9_d57e24632
Verfügung	bv_doc_id__9_d57e24634
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e24645
<g/>
)	
Die	bv_doc_id__9_d57e24650
Verwaltungsbehörde	bv_doc_id__9_d57e24652
ist	bv_doc_id__9_d57e24654
bei	bv_doc_id__9_d57e24656
der	bv_doc_id__9_d57e24659
neu	bv_doc_id__9_d57e24661
zu	bv_doc_id__9_d57e24663
treffenden	bv_doc_id__9_d57e24665
Entscheidung	bv_doc_id__9_d57e24667
oder	bv_doc_id__9_d57e24669
Verfügung	bv_doc_id__9_d57e24672
an	bv_doc_id__9_d57e24674
die	bv_doc_id__9_d57e24676
Rechtsanschauung	bv_doc_id__9_d57e24678
des	bv_doc_id__9_d57e24680
Verwaltungsgerichtshofes	bv_doc_id__9_d57e24682
gebunden	bv_doc_id__9_d57e24685
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e24696
<g/>
)	
Der	bv_doc_id__9_d57e24701
Verwaltungsgerichtshof	bv_doc_id__9_d57e24703
kann	bv_doc_id__9_d57e24705
in	bv_doc_id__9_d57e24707
der	bv_doc_id__9_d57e24710
Sache	bv_doc_id__9_d57e24712
selbst	bv_doc_id__9_d57e24714
entscheiden	bv_doc_id__9_d57e24716
<g/>
.	
Artikel	bv_doc_id__9_d57e24726
144.	bv_doc_id__9_d57e24728
<g/>
(	
1	bv_doc_id__9_d57e24737
<g/>
)	
Der	bv_doc_id__9_d57e24742
Verwaltungsgerichtshof	bv_doc_id__9_d57e24744
hat	bv_doc_id__9_d57e24746
seinen	bv_doc_id__9_d57e24748
Sitz	bv_doc_id__9_d57e24751
in	bv_doc_id__9_d57e24753
der	bv_doc_id__9_d57e24755
Bundeshauptstadt	bv_doc_id__9_d57e24757
Wien	bv_doc_id__9_d57e24759
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e24770
<g/>
)	
Er	bv_doc_id__9_d57e24775
besteht	bv_doc_id__9_d57e24777
aus	bv_doc_id__9_d57e24779
einem	bv_doc_id__9_d57e24781
Präsidenten	bv_doc_id__9_d57e24784
<g/>
,	
einem	bv_doc_id__9_d57e24788
Vizepräsidenten	bv_doc_id__9_d57e24790
und	bv_doc_id__9_d57e24792
der	bv_doc_id__9_d57e24794
erforderlichen	bv_doc_id__9_d57e24797
Anzahl	bv_doc_id__9_d57e24799
von	bv_doc_id__9_d57e24801
Senatspräsidenten	bv_doc_id__9_d57e24803
und	bv_doc_id__9_d57e24805
Räten	bv_doc_id__9_d57e24807
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e24819
<g/>
)	
Wenigstens	bv_doc_id__9_d57e24824
die	bv_doc_id__9_d57e24826
Hälfte	bv_doc_id__9_d57e24828
der	bv_doc_id__9_d57e24830
Mitglieder	bv_doc_id__9_d57e24833
muß	bv_doc_id__9_d57e24835
die	bv_doc_id__9_d57e24837
Eignung	bv_doc_id__9_d57e24839
zum	bv_doc_id__9_d57e24841
Richteramte	bv_doc_id__9_d57e24843
haben	bv_doc_id__9_d57e24846
<g/>
.	
Artikel	bv_doc_id__9_d57e24858
145.	bv_doc_id__9_d57e24860
Der	bv_doc_id__9_d57e24865
Präsident	bv_doc_id__9_d57e24867
und	bv_doc_id__9_d57e24869
die	bv_doc_id__9_d57e24871
Hälfte	bv_doc_id__9_d57e24873
der	bv_doc_id__9_d57e24876
Mitglieder	bv_doc_id__9_d57e24878
werden	bv_doc_id__9_d57e24880
auf	bv_doc_id__9_d57e24882
Vorschlag	bv_doc_id__9_d57e24884
der	bv_doc_id__9_d57e24886
Bundesregierung	bv_doc_id__9_d57e24889
<g/>
,	
der	bv_doc_id__9_d57e24893
Vizepräsident	bv_doc_id__9_d57e24895
und	bv_doc_id__9_d57e24897
die	bv_doc_id__9_d57e24899
andere	bv_doc_id__9_d57e24902
Hälfte	bv_doc_id__9_d57e24904
der	bv_doc_id__9_d57e24906
Mitglieder	bv_doc_id__9_d57e24908
auf	bv_doc_id__9_d57e24910
Vorschlag	bv_doc_id__9_d57e24912
des	bv_doc_id__9_d57e24915
Bundesrates	bv_doc_id__9_d57e24917
vom	bv_doc_id__9_d57e24919
Bundespräsidenten	bv_doc_id__9_d57e24921
ernannt	bv_doc_id__9_d57e24923
<g/>
.	
Artikel	bv_doc_id__9_d57e24933
146.	bv_doc_id__9_d57e24935
Die	bv_doc_id__9_d57e24942
näheren	bv_doc_id__9_d57e24944
Bestimmungen	bv_doc_id__9_d57e24946
über	bv_doc_id__9_d57e24948
die	bv_doc_id__9_d57e24950
Verwaltungsgerichtsbarkeit	bv_doc_id__9_d57e24953
erfolgen	bv_doc_id__9_d57e24955
durch	bv_doc_id__9_d57e24957
Bundesgesetz	bv_doc_id__9_d57e24959
<g/>
.	
B	bv_doc_id__9_d57e24971
<g/>
.	
Der	bv_doc_id__9_d57e24975
Verfassungsgerichtshof	bv_doc_id__9_d57e24977
<g/>
.	
Artikel	bv_doc_id__9_d57e24986
147.	bv_doc_id__9_d57e24988
Der	bv_doc_id__9_d57e24993
Verfassungsgerichtshof	bv_doc_id__9_d57e24995
in	bv_doc_id__9_d57e24997
Wien	bv_doc_id__9_d57e24999
entscheidet	bv_doc_id__9_d57e25001
alle	bv_doc_id__9_d57e25004
Rechtsstreitigkeiten	bv_doc_id__9_d57e25006
zwischen	bv_doc_id__9_d57e25008
den	bv_doc_id__9_d57e25010
Ländern	bv_doc_id__9_d57e25012
sowie	bv_doc_id__9_d57e25014
zwischen	bv_doc_id__9_d57e25017
einem	bv_doc_id__9_d57e25019
Lande	bv_doc_id__9_d57e25021
