<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
Sitzungen	bv_doc_id__68_d52e11617
des	bv_doc_id__68_d52e11619
Bundestages	bv_doc_id__68_d52e11621
sind	bv_doc_id__68_d52e11624
öffentlich	bv_doc_id__68_d52e11626
<g/>
.	
Dem	bv_doc_id__68_d52e11630
Hause	bv_doc_id__68_d52e11632
steht	bv_doc_id__68_d52e11634
das	bv_doc_id__68_d52e11637
Recht	bv_doc_id__68_d52e11639
zu	bv_doc_id__68_d52e11641
<g/>
,	
ausnahmsweise	bv_doc_id__68_d52e11645
die	bv_doc_id__68_d52e11647
Öffentlichkeit	bv_doc_id__68_d52e11650
auszuschließen	bv_doc_id__68_d52e11652
<g/>
.	
Art.	bv_doc_id__68_d52e11663
57	bv_doc_id__68_d52e11665
Immunität	bv_doc_id__68_d52e11672
der	bv_doc_id__68_d52e11674
Berichte	bv_doc_id__68_d52e11676
<g/>
.	
Wahrheitsgetreue	bv_doc_id__68_d52e11681
Berichte	bv_doc_id__68_d52e11683
über	bv_doc_id__68_d52e11685
die	bv_doc_id__68_d52e11687
Verhandlungen	bv_doc_id__68_d52e11690
in	bv_doc_id__68_d52e11692
den	bv_doc_id__68_d52e11694
öffentlichen	bv_doc_id__68_d52e11696
Sitzungen	bv_doc_id__68_d52e11698
des	bv_doc_id__68_d52e11700
Bundestages	bv_doc_id__68_d52e11703
und	bv_doc_id__68_d52e11705
seiner	bv_doc_id__68_d52e11707
Ausschüsse	bv_doc_id__68_d52e11709
bleiben	bv_doc_id__68_d52e11711
von	bv_doc_id__68_d52e11713
jeder	bv_doc_id__68_d52e11716
Verantwortung	bv_doc_id__68_d52e11718
frei	bv_doc_id__68_d52e11720
<g/>
.	
<g/>
-	
12	bv_doc_id__68_d52e11729
<g/>
-	
Art.	bv_doc_id__68_d52e11663
57	bv_doc_id__68_d52e11665
Immunität	bv_doc_id__68_d52e11672
der	bv_doc_id__68_d52e11674
Berichte	bv_doc_id__68_d52e11676
<g/>
.	
Wahrheitsgetreue	bv_doc_id__68_d52e11681
Berichte	bv_doc_id__68_d52e11683
über	bv_doc_id__68_d52e11685
die	bv_doc_id__68_d52e11687
Verhandlungen	bv_doc_id__68_d52e11690
in	bv_doc_id__68_d52e11692
den	bv_doc_id__68_d52e11694
öffentlichen	bv_doc_id__68_d52e11696
Sitzungen	bv_doc_id__68_d52e11698
des	bv_doc_id__68_d52e11700
Bundestages	bv_doc_id__68_d52e11703
und	bv_doc_id__68_d52e11705
seiner	bv_doc_id__68_d52e11707
Ausschüsse	bv_doc_id__68_d52e11709
bleiben	bv_doc_id__68_d52e11711
von	bv_doc_id__68_d52e11713
jeder	bv_doc_id__68_d52e11716
Verantwortung	bv_doc_id__68_d52e11718
frei	bv_doc_id__68_d52e11720
<g/>
.	
<g/>
-	
12	bv_doc_id__68_d52e11729
<g/>
-	
Art.	bv_doc_id__68_d52e11741
58	bv_doc_id__68_d52e11743
Zuständigkeit	bv_doc_id__68_d52e11750
des	bv_doc_id__68_d52e11752
Bundestages	bv_doc_id__68_d52e11754
<g/>
.	
Dem	bv_doc_id__68_d52e11759
Bundestage	bv_doc_id__68_d52e11761
obliegt	bv_doc_id__68_d52e11763
<g/>
:	
1.	bv_doc_id__68_d52e11772
Die	bv_doc_id__68_d52e11775
Mitwirkung	bv_doc_id__68_d52e11777
bei	bv_doc_id__68_d52e11779
der	bv_doc_id__68_d52e11781
Gesetzgebung	bv_doc_id__68_d52e11784
in	bv_doc_id__68_d52e11786
allen	bv_doc_id__68_d52e11788
Bundesangelegenheiten	bv_doc_id__68_d52e11790
und	bv_doc_id__68_d52e11792
die	bv_doc_id__68_d52e11794
Kriegserklärung	bv_doc_id__68_d52e11797
<g/>
.	
Der	bv_doc_id__68_d52e11801
Abschluß	bv_doc_id__68_d52e11803
von	bv_doc_id__68_d52e11805
Staatsverträgen	bv_doc_id__68_d52e11807
und	bv_doc_id__68_d52e11810
die	bv_doc_id__68_d52e11812
Festsetzung	bv_doc_id__68_d52e11814
des	bv_doc_id__68_d52e11816
Staatshaushaltes	bv_doc_id__68_d52e11818
haben	bv_doc_id__68_d52e11820
in	bv_doc_id__68_d52e11823
Form	bv_doc_id__68_d52e11825
von	bv_doc_id__68_d52e11827
Gesetzen	bv_doc_id__68_d52e11829
zu	bv_doc_id__68_d52e11831
erfolgen	bv_doc_id__68_d52e11833
<g/>
.	
2.	bv_doc_id__68_d52e11843
Die	bv_doc_id__68_d52e11846
Erstattung	bv_doc_id__68_d52e11848
des	bv_doc_id__68_d52e11850
Vorschlages	bv_doc_id__68_d52e11852
zur	bv_doc_id__68_d52e11855
Ernennung	bv_doc_id__68_d52e11857
des	bv_doc_id__68_d52e11859
Bundeskanzlers	bv_doc_id__68_d52e11861
unter	bv_doc_id__68_d52e11863
Namhaftmachung	bv_doc_id__68_d52e11865
von	bv_doc_id__68_d52e11868
3	bv_doc_id__68_d52e11870
Bewerbern	bv_doc_id__68_d52e11872
<g/>
.	
3.	bv_doc_id__68_d52e11881
Ablehnung	bv_doc_id__68_d52e11884
der	bv_doc_id__68_d52e11886
Bundesminister	bv_doc_id__68_d52e11888
<g/>
.	
4.	bv_doc_id__68_d52e11898
Das	bv_doc_id__68_d52e11901
Recht	bv_doc_id__68_d52e11903
<g/>
,	
die	bv_doc_id__68_d52e11907
Geschäftsführung	bv_doc_id__68_d52e11910
der	bv_doc_id__68_d52e11912
Regierung	bv_doc_id__68_d52e11914
zu	bv_doc_id__68_d52e11916
überprüfen	bv_doc_id__68_d52e11918
<g/>
,	
Anfragen	bv_doc_id__68_d52e11923
zu	bv_doc_id__68_d52e11925
stellen	bv_doc_id__68_d52e11927
<g/>
,	
Auskünfte	bv_doc_id__68_d52e11931
zu	bv_doc_id__68_d52e11933
verlangen	bv_doc_id__68_d52e11936
und	bv_doc_id__68_d52e11938
über	bv_doc_id__68_d52e11940
Antrag	bv_doc_id__68_d52e11942
eines	bv_doc_id__68_d52e11944
Fünftels	bv_doc_id__68_d52e11946
der	bv_doc_id__68_d52e11949
Mitglieder	bv_doc_id__68_d52e11951
Untersuchungsausschüsse	bv_doc_id__68_d52e11953
einzusetzen	bv_doc_id__68_d52e11955
<g/>
,	
welchen	bv_doc_id__68_d52e11959
die	bv_doc_id__68_d52e11962
Befugnisse	bv_doc_id__68_d52e11964
eines	bv_doc_id__68_d52e11966
ordentlichen	bv_doc_id__68_d52e11968
Untersuchungsgerichtes	bv_doc_id__68_d52e11970
nach	bv_doc_id__68_d52e11972
der	bv_doc_id__68_d52e11975
St	bv_doc_id__68_d52e11977
<g/>
.	
=P	bv_doc_id__68_d52e11981
<g/>
.	
=O	bv_doc_id__68_d52e11985
<g/>
.	
zukommen	bv_doc_id__68_d52e11990
<g/>
.	
5.	bv_doc_id__68_d52e11999
Das	bv_doc_id__68_d52e12002
Recht	bv_doc_id__68_d52e12004
<g/>
,	
den	bv_doc_id__68_d52e12008
Bundespräsidenten	bv_doc_id__68_d52e12011
<g/>
,	
den	bv_doc_id__68_d52e12015
Bundeskanzler	bv_doc_id__68_d52e12017
und	bv_doc_id__68_d52e12019
die	bv_doc_id__68_d52e12021
Minister	bv_doc_id__68_d52e12024
in	bv_doc_id__68_d52e12026
den	bv_doc_id__68_d52e12028
Anklagezustand	bv_doc_id__68_d52e12030
zu	bv_doc_id__68_d52e12032
versetzen	bv_doc_id__68_d52e12034
und	bv_doc_id__68_d52e12037
einen	bv_doc_id__68_d52e12039
Volksentscheid	bv_doc_id__68_d52e12041
über	bv_doc_id__68_d52e12043
die	bv_doc_id__68_d52e12045
Absetzung	bv_doc_id__68_d52e12047
des	bv_doc_id__68_d52e12050
Bundespräsidenten	bv_doc_id__68_d52e12052
zu	bv_doc_id__68_d52e12054
verlangen	bv_doc_id__68_d52e12056
<g/>
.	
Art.	bv_doc_id__68_d52e11741
58	bv_doc_id__68_d52e11743
Zuständigkeit	bv_doc_id__68_d52e11750
des	bv_doc_id__68_d52e11752
Bundestages	bv_doc_id__68_d52e11754
<g/>
.	
Dem	bv_doc_id__68_d52e11759
Bundestage	bv_doc_id__68_d52e11761
obliegt	bv_doc_id__68_d52e11763
<g/>
:	
1.	bv_doc_id__68_d52e11772
Die	bv_doc_id__68_d52e11775
Mitwirkung	bv_doc_id__68_d52e11777
bei	bv_doc_id__68_d52e11779
der	bv_doc_id__68_d52e11781
Gesetzgebung	bv_doc_id__68_d52e11784
in	bv_doc_id__68_d52e11786
allen	bv_doc_id__68_d52e11788
Bundesangelegenheiten	bv_doc_id__68_d52e11790
und	bv_doc_id__68_d52e11792
die	bv_doc_id__68_d52e11794
Kriegserklärung	bv_doc_id__68_d52e11797
<g/>
.	
Der	bv_doc_id__68_d52e11801
Abschluß	bv_doc_id__68_d52e11803
von	bv_doc_id__68_d52e11805
Staatsverträgen	bv_doc_id__68_d52e11807
und	bv_doc_id__68_d52e11810
die	bv_doc_id__68_d52e11812
Festsetzung	bv_doc_id__68_d52e11814
des	bv_doc_id__68_d52e11816
Staatshaushaltes	bv_doc_id__68_d52e11818
haben	bv_doc_id__68_d52e11820
in	bv_doc_id__68_d52e11823
Form	bv_doc_id__68_d52e11825
von	bv_doc_id__68_d52e11827
Gesetzen	bv_doc_id__68_d52e11829
zu	bv_doc_id__68_d52e11831
erfolgen	bv_doc_id__68_d52e11833
<g/>
.	
1.	bv_doc_id__68_d52e11772
2.	bv_doc_id__68_d52e11843
Die	bv_doc_id__68_d52e11846
Erstattung	bv_doc_id__68_d52e11848
des	bv_doc_id__68_d52e11850
Vorschlages	bv_doc_id__68_d52e11852
zur	bv_doc_id__68_d52e11855
Ernennung	bv_doc_id__68_d52e11857
des	bv_doc_id__68_d52e11859
Bundeskanzlers	bv_doc_id__68_d52e11861
unter	bv_doc_id__68_d52e11863
Namhaftmachung	bv_doc_id__68_d52e11865
von	bv_doc_id__68_d52e11868
3	bv_doc_id__68_d52e11870
Bewerbern	bv_doc_id__68_d52e11872
<g/>
.	
2.	bv_doc_id__68_d52e11843
3.	bv_doc_id__68_d52e11881
Ablehnung	bv_doc_id__68_d52e11884
der	bv_doc_id__68_d52e11886
Bundesminister	bv_doc_id__68_d52e11888
<g/>
.	
3.	bv_doc_id__68_d52e11881
4.	bv_doc_id__68_d52e11898
Das	bv_doc_id__68_d52e11901
Recht	bv_doc_id__68_d52e11903
<g/>
,	
die	bv_doc_id__68_d52e11907
Geschäftsführung	bv_doc_id__68_d52e11910
der	bv_doc_id__68_d52e11912
Regierung	bv_doc_id__68_d52e11914
zu	bv_doc_id__68_d52e11916
überprüfen	bv_doc_id__68_d52e11918
<g/>
,	
Anfragen	bv_doc_id__68_d52e11923
zu	bv_doc_id__68_d52e11925
stellen	bv_doc_id__68_d52e11927
<g/>
,	
Auskünfte	bv_doc_id__68_d52e11931
zu	bv_doc_id__68_d52e11933
verlangen	bv_doc_id__68_d52e11936
und	bv_doc_id__68_d52e11938
über	bv_doc_id__68_d52e11940
Antrag	bv_doc_id__68_d52e11942
eines	bv_doc_id__68_d52e11944
Fünftels	bv_doc_id__68_d52e11946
der	bv_doc_id__68_d52e11949
Mitglieder	bv_doc_id__68_d52e11951
Untersuchungsausschüsse	bv_doc_id__68_d52e11953
einzusetzen	bv_doc_id__68_d52e11955
<g/>
,	
welchen	bv_doc_id__68_d52e11959
die	bv_doc_id__68_d52e11962
Befugnisse	bv_doc_id__68_d52e11964
eines	bv_doc_id__68_d52e11966
ordentlichen	bv_doc_id__68_d52e11968
Untersuchungsgerichtes	bv_doc_id__68_d52e11970
nach	bv_doc_id__68_d52e11972
der	bv_doc_id__68_d52e11975
St	bv_doc_id__68_d52e11977
<g/>
.	
=P	bv_doc_id__68_d52e11981
<g/>
.	
=O	bv_doc_id__68_d52e11985
<g/>
.	
zukommen	bv_doc_id__68_d52e11990
<g/>
.	
4.	bv_doc_id__68_d52e11898
5.	bv_doc_id__68_d52e11999
Das	bv_doc_id__68_d52e12002
Recht	bv_doc_id__68_d52e12004
<g/>
,	
den	bv_doc_id__68_d52e12008
Bundespräsidenten	bv_doc_id__68_d52e12011
<g/>
,	
den	bv_doc_id__68_d52e12015
Bundeskanzler	bv_doc_id__68_d52e12017
und	bv_doc_id__68_d52e12019
die	bv_doc_id__68_d52e12021
Minister	bv_doc_id__68_d52e12024
in	bv_doc_id__68_d52e12026
den	bv_doc_id__68_d52e12028
Anklagezustand	bv_doc_id__68_d52e12030
zu	bv_doc_id__68_d52e12032
versetzen	bv_doc_id__68_d52e12034
und	bv_doc_id__68_d52e12037
einen	bv_doc_id__68_d52e12039
Volksentscheid	bv_doc_id__68_d52e12041
über	bv_doc_id__68_d52e12043
die	bv_doc_id__68_d52e12045
Absetzung	bv_doc_id__68_d52e12047
des	bv_doc_id__68_d52e12050
Bundespräsidenten	bv_doc_id__68_d52e12052
zu	bv_doc_id__68_d52e12054
verlangen	bv_doc_id__68_d52e12056
<g/>
.	
5.	bv_doc_id__68_d52e11999
Art.	bv_doc_id__68_d52e12066
59.	bv_doc_id__68_d52e12068
Zu	bv_doc_id__68_d52e12073
einem	bv_doc_id__68_d52e12075
Beschluß	bv_doc_id__68_d52e12077
des	bv_doc_id__68_d52e12079
Bundestages	bv_doc_id__68_d52e12081
<g/>
,	
der	bv_doc_id__68_d52e12086
dem	bv_doc_id__68_d52e12088
Volksentscheid	bv_doc_id__68_d52e12090
zu	bv_doc_id__68_d52e12092
unterbreiten	bv_doc_id__68_d52e12094
ist	bv_doc_id__68_d52e12097
<g/>
,	
oder	bv_doc_id__68_d52e12101
wodurch	bv_doc_id__68_d52e12103
Krieg	bv_doc_id__68_d52e12105
erklärt	bv_doc_id__68_d52e12107
werden	bv_doc_id__68_d52e12110
soll	bv_doc_id__68_d52e12112
<g/>
,	
ferne	bv_doc_id__68_d52e12116
zu	bv_doc_id__68_d52e12118
einem	bv_doc_id__68_d52e12120
Beschluß	bv_doc_id__68_d52e12123
nach	bv_doc_id__68_d52e12125
Art.	bv_doc_id__68_d52e12127
58	bv_doc_id__68_d52e12129
Z	bv_doc_id__68_d52e12131
<g/>
.	
5	bv_doc_id__68_d52e12136
ist	bv_doc_id__68_d52e12138
die	bv_doc_id__68_d52e12140
Anwesenheit	bv_doc_id__68_d52e12142
von	bv_doc_id__68_d52e12144
2	bv_doc_id__68_d52e12146
<g/>
/	
3	bv_doc_id__68_d52e12151
der	bv_doc_id__68_d52e12153
Bundestagsmitglieder	bv_doc_id__68_d52e12155
und	bv_doc_id__68_d52e12157
die	bv_doc_id__68_d52e12159
Zustimmung	bv_doc_id__68_d52e12162
von	bv_doc_id__68_d52e12164
¾	bv_doc_id__68_d52e12166
der	bv_doc_id__68_d52e12168
Anwesenden	bv_doc_id__68_d52e12170
erforderlich	bv_doc_id__68_d52e12172
<g/>
.	
V	bv_doc_id__68_d52e12179
<g/>
.	
Volksbegehren	bv_doc_id__68_d52e12183
und	bv_doc_id__68_d52e12185
Volksentscheid	bv_doc_id__68_d52e12187
<g/>
.	
Art.	bv_doc_id__68_d52e12066
59.	bv_doc_id__68_d52e12068
Zu	bv_doc_id__68_d52e12073
einem	bv_doc_id__68_d52e12075
Beschluß	bv_doc_id__68_d52e12077
des	bv_doc_id__68_d52e12079
Bundestages	bv_doc_id__68_d52e12081
<g/>
,	
der	bv_doc_id__68_d52e12086
dem	bv_doc_id__68_d52e12088
Volksentscheid	bv_doc_id__68_d52e12090
zu	bv_doc_id__68_d52e12092
unterbreiten	bv_doc_id__68_d52e12094
ist	bv_doc_id__68_d52e12097
<g/>
,	
oder	bv_doc_id__68_d52e12101
wodurch	bv_doc_id__68_d52e12103
Krieg	bv_doc_id__68_d52e12105
erklärt	bv_doc_id__68_d52e12107
werden	bv_doc_id__68_d52e12110
soll	bv_doc_id__68_d52e12112
<g/>
,	
ferne	bv_doc_id__68_d52e12116
zu	bv_doc_id__68_d52e12118
einem	bv_doc_id__68_d52e12120
Beschluß	bv_doc_id__68_d52e12123
nach	bv_doc_id__68_d52e12125
Art.	bv_doc_id__68_d52e12127
58	bv_doc_id__68_d52e12129
Z	bv_doc_id__68_d52e12131
<g/>
.	
5	bv_doc_id__68_d52e12136
ist	bv_doc_id__68_d52e12138
die	bv_doc_id__68_d52e12140
Anwesenheit	bv_doc_id__68_d52e12142
von	bv_doc_id__68_d52e12144
2	bv_doc_id__68_d52e12146
<g/>
/	
3	bv_doc_id__68_d52e12151
der	bv_doc_id__68_d52e12153
Bundestagsmitglieder	bv_doc_id__68_d52e12155
und	bv_doc_id__68_d52e12157
die	bv_doc_id__68_d52e12159
Zustimmung	bv_doc_id__68_d52e12162
von	bv_doc_id__68_d52e12164
¾	bv_doc_id__68_d52e12166
der	bv_doc_id__68_d52e12168
Anwesenden	bv_doc_id__68_d52e12170
erforderlich	bv_doc_id__68_d52e12172
<g/>
.	
V	bv_doc_id__68_d52e12179
<g/>
.	
Volksbegehren	bv_doc_id__68_d52e12183
und	bv_doc_id__68_d52e12185
Volksentscheid	bv_doc_id__68_d52e12187
<g/>
.	
Art.	bv_doc_id__68_d52e12199
60.	bv_doc_id__68_d52e12201
Die	bv_doc_id__68_d52e12206
gesetzgebende	bv_doc_id__68_d52e12208
Gewalt	bv_doc_id__68_d52e12210
wird	bv_doc_id__68_d52e12212
vom	bv_doc_id__68_d52e12214
Volk	bv_doc_id__68_d52e12217
unmittelbar	bv_doc_id__68_d52e12219
durch	bv_doc_id__68_d52e12221
Volksbegehren	bv_doc_id__68_d52e12223
und	bv_doc_id__68_d52e12225
durch	bv_doc_id__68_d52e12227
den	bv_doc_id__68_d52e12230
Volksentscheid	bv_doc_id__68_d52e12232
der	bv_doc_id__68_d52e12234
wahlberechtigten	bv_doc_id__68_d52e12236
Staatsbürger	bv_doc_id__68_d52e12238
ausgeübt	bv_doc_id__68_d52e12240
<g/>
.	
Art.	bv_doc_id__68_d52e12199
60.	bv_doc_id__68_d52e12201
Die	bv_doc_id__68_d52e12206
gesetzgebende	bv_doc_id__68_d52e12208
Gewalt	bv_doc_id__68_d52e12210
wird	bv_doc_id__68_d52e12212
vom	bv_doc_id__68_d52e12214
Volk	bv_doc_id__68_d52e12217
unmittelbar	bv_doc_id__68_d52e12219
durch	bv_doc_id__68_d52e12221
Volksbegehren	bv_doc_id__68_d52e12223
und	bv_doc_id__68_d52e12225
durch	bv_doc_id__68_d52e12227
den	bv_doc_id__68_d52e12230
Volksentscheid	bv_doc_id__68_d52e12232
der	bv_doc_id__68_d52e12234
wahlberechtigten	bv_doc_id__68_d52e12236
Staatsbürger	bv_doc_id__68_d52e12238
ausgeübt	bv_doc_id__68_d52e12240
<g/>
.	
Art.	bv_doc_id__68_d52e12251
61.	bv_doc_id__68_d52e12253
Volksbegehren	bv_doc_id__68_d52e12260
<g/>
.	
Über	bv_doc_id__68_d52e12265
ein	bv_doc_id__68_d52e12267
von	bv_doc_id__68_d52e12269
wenigstens	bv_doc_id__68_d52e12271
300.000	bv_doc_id__68_d52e12274
wahlberechtigten	bv_doc_id__68_d52e12276
Staatsbürgern	bv_doc_id__68_d52e12278
gestelltes	bv_doc_id__68_d52e12280
Begehren	bv_doc_id__68_d52e12282
auf	bv_doc_id__68_d52e12284
Abänderung	bv_doc_id__68_d52e12287
oder	bv_doc_id__68_d52e12289
Aufhebung	bv_doc_id__68_d52e12291
der	bv_doc_id__68_d52e12293
Verfassung	bv_doc_id__68_d52e12295
ober	bv_doc_id__68_d52e12297
auf	bv_doc_id__68_d52e12300
Abänderung	bv_doc_id__68_d52e12302
<g/>
,	
Aufhebung	bv_doc_id__68_d52e12306
oder	bv_doc_id__68_d52e12308
Erlassung	bv_doc_id__68_d52e12310
einzelner	bv_doc_id__68_d52e12313
Bundesgesetze	bv_doc_id__68_d52e12315
hat	bv_doc_id__68_d52e12317
der	bv_doc_id__68_d52e12319
Bundestag	bv_doc_id__68_d52e12321
zu	bv_doc_id__68_d52e12323
entscheiden	bv_doc_id__68_d52e12326
<g/>
.	
Stimmt	bv_doc_id__68_d52e12330
er	bv_doc_id__68_d52e12332
dem	bv_doc_id__68_d52e12334
Antrag	bv_doc_id__68_d52e12336
auf	bv_doc_id__68_d52e12339
Abänderung	bv_doc_id__68_d52e12341
oder	bv_doc_id__68_d52e12343
Aufhebung	bv_doc_id__68_d52e12345
der	bv_doc_id__68_d52e12347
Verfassung	bv_doc_id__68_d52e12349
zu	bv_doc_id__68_d52e12352
<g/>
,	
so	bv_doc_id__68_d52e12356
hat	bv_doc_id__68_d52e12358
der	bv_doc_id__68_d52e12360
Bundespräsident	bv_doc_id__68_d52e12362
binnen	bv_doc_id__68_d52e12365
vier	bv_doc_id__68_d52e12367
Wochen	bv_doc_id__68_d52e12369
den	bv_doc_id__68_d52e12371
Volksentscheid	bv_doc_id__68_d52e12373
einzuholen	bv_doc_id__68_d52e12375
<g/>
.	
Art.	bv_doc_id__68_d52e12251
61.	bv_doc_id__68_d52e12253
Volksbegehren	bv_doc_id__68_d52e12260
<g/>
.	
Über	bv_doc_id__68_d52e12265
ein	bv_doc_id__68_d52e12267
von	bv_doc_id__68_d52e12269
wenigstens	bv_doc_id__68_d52e12271
300.000	bv_doc_id__68_d52e12274
wahlberechtigten	bv_doc_id__68_d52e12276
Staatsbürgern	bv_doc_id__68_d52e12278
gestelltes	bv_doc_id__68_d52e12280
Begehren	bv_doc_id__68_d52e12282
auf	bv_doc_id__68_d52e12284
Abänderung	bv_doc_id__68_d52e12287
oder	bv_doc_id__68_d52e12289
Aufhebung	bv_doc_id__68_d52e12291
der	bv_doc_id__68_d52e12293
Verfassung	bv_doc_id__68_d52e12295
ober	bv_doc_id__68_d52e12297
auf	bv_doc_id__68_d52e12300
Abänderung	bv_doc_id__68_d52e12302
<g/>
,	
Aufhebung	bv_doc_id__68_d52e12306
oder	bv_doc_id__68_d52e12308
Erlassung	bv_doc_id__68_d52e12310
einzelner	bv_doc_id__68_d52e12313
Bundesgesetze	bv_doc_id__68_d52e12315
hat	bv_doc_id__68_d52e12317
der	bv_doc_id__68_d52e12319
Bundestag	bv_doc_id__68_d52e12321
zu	bv_doc_id__68_d52e12323
entscheiden	bv_doc_id__68_d52e12326
<g/>
.	
Stimmt	bv_doc_id__68_d52e12330
er	bv_doc_id__68_d52e12332
dem	bv_doc_id__68_d52e12334
Antrag	bv_doc_id__68_d52e12336
auf	bv_doc_id__68_d52e12339
Abänderung	bv_doc_id__68_d52e12341
oder	bv_doc_id__68_d52e12343
Aufhebung	bv_doc_id__68_d52e12345
der	bv_doc_id__68_d52e12347
Verfassung	bv_doc_id__68_d52e12349
zu	bv_doc_id__68_d52e12352
<g/>
,	
so	bv_doc_id__68_d52e12356
hat	bv_doc_id__68_d52e12358
der	bv_doc_id__68_d52e12360
Bundespräsident	bv_doc_id__68_d52e12362
binnen	bv_doc_id__68_d52e12365
vier	bv_doc_id__68_d52e12367
Wochen	bv_doc_id__68_d52e12369
den	bv_doc_id__68_d52e12371
Volksentscheid	bv_doc_id__68_d52e12373
einzuholen	bv_doc_id__68_d52e12375
<g/>
.	
Art.	bv_doc_id__68_d52e12386
62.	bv_doc_id__68_d52e12388
Volksentscheid	bv_doc_id__68_d52e12395
<g/>
.	
Dem	bv_doc_id__68_d52e12400
Volksentscheid	bv_doc_id__68_d52e12402
ist	bv_doc_id__68_d52e12404
zu	bv_doc_id__68_d52e12407
unterziehen	bv_doc_id__68_d52e12409
<g/>
:	
1.	bv_doc_id__68_d52e12418
Die	bv_doc_id__68_d52e12421
Änderung	bv_doc_id__68_d52e12423
oder	bv_doc_id__68_d52e12425
Aufhebung	bv_doc_id__68_d52e12427
der	bv_doc_id__68_d52e12430
Verfassung	bv_doc_id__68_d52e12432
<g/>
;	
2.	bv_doc_id__68_d52e12441
der	bv_doc_id__68_d52e12444
Abschluß	bv_doc_id__68_d52e12446
der	bv_doc_id__68_d52e12448
Friedensverträge	bv_doc_id__68_d52e12450
<g/>
;	
3.	bv_doc_id__68_d52e12460
die	bv_doc_id__68_d52e12463
Absetzung	bv_doc_id__68_d52e12465
des	bv_doc_id__68_d52e12467
Bundespräsidenten	bv_doc_id__68_d52e12469
In	bv_doc_id__68_d52e12472
den	bv_doc_id__68_d52e12474
beiden	bv_doc_id__68_d52e12476
ersten	bv_doc_id__68_d52e12478
Fällen	bv_doc_id__68_d52e12480
leitet	bv_doc_id__68_d52e12482
der	bv_doc_id__68_d52e12485
Bundespräsident	bv_doc_id__68_d52e12487
<g/>
,	
im	bv_doc_id__68_d52e12491
letzten	bv_doc_id__68_d52e12493
Falle	bv_doc_id__68_d52e12495
der	bv_doc_id__68_d52e12498
Präsident	bv_doc_id__68_d52e12500
des	bv_doc_id__68_d52e12502
Bundestages	bv_doc_id__68_d52e12504
den	bv_doc_id__68_d52e12506
Volksentscheid	bv_doc_id__68_d52e12508
<g/>
.	
Der	bv_doc_id__68_d52e12513
Volksentscheid	bv_doc_id__68_d52e12515
ist	bv_doc_id__68_d52e12517
in	bv_doc_id__68_d52e12519
der	bv_doc_id__68_d52e12521
Weise	bv_doc_id__68_d52e12524
durchzuführen	bv_doc_id__68_d52e12526
<g/>
,	
daß	bv_doc_id__68_d52e12530
ihm	bv_doc_id__68_d52e12532
ein	bv_doc_id__68_d52e12534
Beschluß	bv_doc_id__68_d52e12537
des	bv_doc_id__68_d52e12539
Bundestages	bv_doc_id__68_d52e12541
zur	bv_doc_id__68_d52e12543
Annahme	bv_doc_id__68_d52e12545
oder	bv_doc_id__68_d52e12547
Ablehnung	bv_doc_id__68_d52e12550
vorgelegt	bv_doc_id__68_d52e12552
wird	bv_doc_id__68_d52e12554
<g/>
.	
II	bv_doc_id__68_d52e12560
<g/>
.	
Kapitel	bv_doc_id__68_d52e12564
<g/>
.	
Art.	bv_doc_id__68_d52e12386
62.	bv_doc_id__68_d52e12388
Volksentscheid	bv_doc_id__68_d52e12395
<g/>
.	
Dem	bv_doc_id__68_d52e12400
Volksentscheid	bv_doc_id__68_d52e12402
ist	bv_doc_id__68_d52e12404
zu	bv_doc_id__68_d52e12407
unterziehen	bv_doc_id__68_d52e12409
<g/>
:	
1.	bv_doc_id__68_d52e12418
Die	bv_doc_id__68_d52e12421
Änderung	bv_doc_id__68_d52e12423
oder	bv_doc_id__68_d52e12425
Aufhebung	bv_doc_id__68_d52e12427
der	bv_doc_id__68_d52e12430
Verfassung	bv_doc_id__68_d52e12432
<g/>
;	
1.	bv_doc_id__68_d52e12418
2.	bv_doc_id__68_d52e12441
der	bv_doc_id__68_d52e12444
Abschluß	bv_doc_id__68_d52e12446
der	bv_doc_id__68_d52e12448
Friedensverträge	bv_doc_id__68_d52e12450
<g/>
;	
2.	bv_doc_id__68_d52e12441
3.	bv_doc_id__68_d52e12460
die	bv_doc_id__68_d52e12463
Absetzung	bv_doc_id__68_d52e12465
des	bv_doc_id__68_d52e12467
Bundespräsidenten	bv_doc_id__68_d52e12469
In	bv_doc_id__68_d52e12472
den	bv_doc_id__68_d52e12474
beiden	bv_doc_id__68_d52e12476
ersten	bv_doc_id__68_d52e12478
Fällen	bv_doc_id__68_d52e12480
leitet	bv_doc_id__68_d52e12482
der	bv_doc_id__68_d52e12485
Bundespräsident	bv_doc_id__68_d52e12487
<g/>
,	
im	bv_doc_id__68_d52e12491
letzten	bv_doc_id__68_d52e12493
Falle	bv_doc_id__68_d52e12495
der	bv_doc_id__68_d52e12498
Präsident	bv_doc_id__68_d52e12500
des	bv_doc_id__68_d52e12502
Bundestages	bv_doc_id__68_d52e12504
den	bv_doc_id__68_d52e12506
Volksentscheid	bv_doc_id__68_d52e12508
<g/>
.	
Der	bv_doc_id__68_d52e12513
Volksentscheid	bv_doc_id__68_d52e12515
ist	bv_doc_id__68_d52e12517
