<doc id="bv_doc_id__69" attrs="word lemma type">
Deutscher	bv_doc_id__69_d53e299
<g/>
,	
Äußerungen	bv_doc_id__69_d53e12110
<g/>
,	
Zeugenpflicht	bv_doc_id__69_d53e12114
und	bv_doc_id__69_d53e12116
strafbarer	bv_doc_id__69_d53e12119
Handlungen	bv_doc_id__69_d53e12121
die	bv_doc_id__69_d53e12123
gleiche	bv_doc_id__69_d53e12125
Ausnahmsstellung	bv_doc_id__69_d53e12127
wie	bv_doc_id__69_d53e12129
die	bv_doc_id__69_d53e12132
Mitglieder	bv_doc_id__69_d53e12134
des	bv_doc_id__69_d53e12136
Bundestages	bv_doc_id__69_d53e12138
<g/>
.	
Die	bv_doc_id__69_d53e12142
Bestimmungen	bv_doc_id__69_d53e12145
der	bv_doc_id__69_d53e12147
Art.	bv_doc_id__69_d53e12149
48	bv_doc_id__69_d53e12151
und	bv_doc_id__69_d53e12153
49	bv_doc_id__69_d53e12155
sind	bv_doc_id__69_d53e12158
auf	bv_doc_id__69_d53e12160
sie	bv_doc_id__69_d53e12162
sinngemäß	bv_doc_id__69_d53e12164
anzuwenden	bv_doc_id__69_d53e12166
<g/>
.	
Auch	bv_doc_id__69_d53e12171
in	bv_doc_id__69_d53e12173
den	bv_doc_id__69_d53e12175
Räumen	bv_doc_id__69_d53e12177
des	bv_doc_id__69_d53e12179
Landtages	bv_doc_id__69_d53e12181
darf	bv_doc_id__69_d53e12184
eine	bv_doc_id__69_d53e12186
Durchsuchung	bv_doc_id__69_d53e12188
oder	bv_doc_id__69_d53e12190
Beschlagnahme	bv_doc_id__69_d53e12192
nur	bv_doc_id__69_d53e12194
mit	bv_doc_id__69_d53e12197
Zustimmung	bv_doc_id__69_d53e12199
des	bv_doc_id__69_d53e12201
Landtagspräsidenten	bv_doc_id__69_d53e12203
vorgenommen	bv_doc_id__69_d53e12205
werden	bv_doc_id__69_d53e12207
<g/>
.	
Art.	bv_doc_id__69_d53e12218
65.	bv_doc_id__69_d53e12220
Der	bv_doc_id__69_d53e12225
Landtag	bv_doc_id__69_d53e12227
gibt	bv_doc_id__69_d53e12229
sich	bv_doc_id__69_d53e12231
eine	bv_doc_id__69_d53e12233
eigene	bv_doc_id__69_d53e12236
Geschäftsordnung	bv_doc_id__69_d53e12238
<g/>
;	
soweit	bv_doc_id__69_d53e12242
diese	bv_doc_id__69_d53e12244
nicht	bv_doc_id__69_d53e12246
Ausnahmen	bv_doc_id__69_d53e12249
zuläßt	bv_doc_id__69_d53e12251
<g/>
,	
sind	bv_doc_id__69_d53e12255
die	bv_doc_id__69_d53e12257
Sitzungen	bv_doc_id__69_d53e12259
öffentlich	bv_doc_id__69_d53e12262
<g/>
;	
die	bv_doc_id__69_d53e12266
Berichte	bv_doc_id__69_d53e12268
über	bv_doc_id__69_d53e12270
öffentliche	bv_doc_id__69_d53e12272
Sitzungen	bv_doc_id__69_d53e12275
sind	bv_doc_id__69_d53e12277
straffrei	bv_doc_id__69_d53e12279
<g/>
.	
Der	bv_doc_id__69_d53e12283
Landtag	bv_doc_id__69_d53e12285
wählt	bv_doc_id__69_d53e12288
sich	bv_doc_id__69_d53e12290
seinen	bv_doc_id__69_d53e12292
Präsidenten	bv_doc_id__69_d53e12294
<g/>
,	
der	bv_doc_id__69_d53e12298
die	bv_doc_id__69_d53e12301
Verhandlungen	bv_doc_id__69_d53e12303
leitet	bv_doc_id__69_d53e12305
<g/>
,	
Haus-	bv_doc_id__69_d53e12309
und	bv_doc_id__69_d53e12311
Sitzungspolizei	bv_doc_id__69_d53e12314
ausübt	bv_doc_id__69_d53e12316
und	bv_doc_id__69_d53e12318
den	bv_doc_id__69_d53e12320
Landtag	bv_doc_id__69_d53e12322
vertritt	bv_doc_id__69_d53e12324
<g/>
.	
Art.	bv_doc_id__69_d53e12218
65.	bv_doc_id__69_d53e12220
Der	bv_doc_id__69_d53e12225
Landtag	bv_doc_id__69_d53e12227
gibt	bv_doc_id__69_d53e12229
sich	bv_doc_id__69_d53e12231
eine	bv_doc_id__69_d53e12233
eigene	bv_doc_id__69_d53e12236
Geschäftsordnung	bv_doc_id__69_d53e12238
<g/>
;	
soweit	bv_doc_id__69_d53e12242
diese	bv_doc_id__69_d53e12244
nicht	bv_doc_id__69_d53e12246
Ausnahmen	bv_doc_id__69_d53e12249
zuläßt	bv_doc_id__69_d53e12251
<g/>
,	
sind	bv_doc_id__69_d53e12255
die	bv_doc_id__69_d53e12257
Sitzungen	bv_doc_id__69_d53e12259
öffentlich	bv_doc_id__69_d53e12262
<g/>
;	
die	bv_doc_id__69_d53e12266
Berichte	bv_doc_id__69_d53e12268
über	bv_doc_id__69_d53e12270
öffentliche	bv_doc_id__69_d53e12272
Sitzungen	bv_doc_id__69_d53e12275
sind	bv_doc_id__69_d53e12277
straffrei	bv_doc_id__69_d53e12279
<g/>
.	
Der	bv_doc_id__69_d53e12283
Landtag	bv_doc_id__69_d53e12285
wählt	bv_doc_id__69_d53e12288
sich	bv_doc_id__69_d53e12290
seinen	bv_doc_id__69_d53e12292
Präsidenten	bv_doc_id__69_d53e12294
<g/>
,	
der	bv_doc_id__69_d53e12298
die	bv_doc_id__69_d53e12301
Verhandlungen	bv_doc_id__69_d53e12303
leitet	bv_doc_id__69_d53e12305
<g/>
,	
Haus-	bv_doc_id__69_d53e12309
und	bv_doc_id__69_d53e12311
Sitzungspolizei	bv_doc_id__69_d53e12314
ausübt	bv_doc_id__69_d53e12316
und	bv_doc_id__69_d53e12318
den	bv_doc_id__69_d53e12320
Landtag	bv_doc_id__69_d53e12322
vertritt	bv_doc_id__69_d53e12324
<g/>
.	
Art.	bv_doc_id__69_d53e12335
66.	bv_doc_id__69_d53e12337
Die	bv_doc_id__69_d53e12342
Landesregierung	bv_doc_id__69_d53e12344
besteht	bv_doc_id__69_d53e12346
aus	bv_doc_id__69_d53e12348
dem	bv_doc_id__69_d53e12350
Landeshauptmann	bv_doc_id__69_d53e12353
und	bv_doc_id__69_d53e12355
den	bv_doc_id__69_d53e12357
Landesräten	bv_doc_id__69_d53e12359
<g/>
.	
Der	bv_doc_id__69_d53e12363
Landeshauptmann	bv_doc_id__69_d53e12366
und	bv_doc_id__69_d53e12368
dessen	bv_doc_id__69_d53e12370
beide	bv_doc_id__69_d53e12372
Stellvertreter	bv_doc_id__69_d53e12374
werden	bv_doc_id__69_d53e12376
vom	bv_doc_id__69_d53e12379
Bundespräsidenten	bv_doc_id__69_d53e12381
über	bv_doc_id__69_d53e12383
Vorschlag	bv_doc_id__69_d53e12385
des	bv_doc_id__69_d53e12387
Landtages	bv_doc_id__69_d53e12389
ernannt	bv_doc_id__69_d53e12392
<g/>
.	
Die	bv_doc_id__69_d53e12396
Landesräte	bv_doc_id__69_d53e12398
werden	bv_doc_id__69_d53e12400
aus	bv_doc_id__69_d53e12402
der	bv_doc_id__69_d53e12405
Zahl	bv_doc_id__69_d53e12407
der	bv_doc_id__69_d53e12409
in	bv_doc_id__69_d53e12411
den	bv_doc_id__69_d53e12413
Landtag	bv_doc_id__69_d53e12415
wählbaren	bv_doc_id__69_d53e12418
Bürger	bv_doc_id__69_d53e12420
vom	bv_doc_id__69_d53e12422
Landtag	bv_doc_id__69_d53e12424
nach	bv_doc_id__69_d53e12426
dem	bv_doc_id__69_d53e12428
Verhältniswahlrecht	bv_doc_id__69_d53e12431
gewählt	bv_doc_id__69_d53e12433
und	bv_doc_id__69_d53e12435
vom	bv_doc_id__69_d53e12437
Landeshauptmann	bv_doc_id__69_d53e12439
beeidigt	bv_doc_id__69_d53e12441
<g/>
.	
<g/>
-	
13	bv_doc_id__69_d53e12451
<g/>
-	
Art.	bv_doc_id__69_d53e12335
66.	bv_doc_id__69_d53e12337
Die	bv_doc_id__69_d53e12342
Landesregierung	bv_doc_id__69_d53e12344
besteht	bv_doc_id__69_d53e12346
aus	bv_doc_id__69_d53e12348
dem	bv_doc_id__69_d53e12350
Landeshauptmann	bv_doc_id__69_d53e12353
und	bv_doc_id__69_d53e12355
den	bv_doc_id__69_d53e12357
Landesräten	bv_doc_id__69_d53e12359
<g/>
.	
Der	bv_doc_id__69_d53e12363
Landeshauptmann	bv_doc_id__69_d53e12366
und	bv_doc_id__69_d53e12368
dessen	bv_doc_id__69_d53e12370
beide	bv_doc_id__69_d53e12372
Stellvertreter	bv_doc_id__69_d53e12374
werden	bv_doc_id__69_d53e12376
vom	bv_doc_id__69_d53e12379
Bundespräsidenten	bv_doc_id__69_d53e12381
über	bv_doc_id__69_d53e12383
Vorschlag	bv_doc_id__69_d53e12385
des	bv_doc_id__69_d53e12387
Landtages	bv_doc_id__69_d53e12389
ernannt	bv_doc_id__69_d53e12392
<g/>
.	
Die	bv_doc_id__69_d53e12396
Landesräte	bv_doc_id__69_d53e12398
werden	bv_doc_id__69_d53e12400
aus	bv_doc_id__69_d53e12402
der	bv_doc_id__69_d53e12405
Zahl	bv_doc_id__69_d53e12407
der	bv_doc_id__69_d53e12409
in	bv_doc_id__69_d53e12411
den	bv_doc_id__69_d53e12413
Landtag	bv_doc_id__69_d53e12415
wählbaren	bv_doc_id__69_d53e12418
Bürger	bv_doc_id__69_d53e12420
vom	bv_doc_id__69_d53e12422
Landtag	bv_doc_id__69_d53e12424
nach	bv_doc_id__69_d53e12426
dem	bv_doc_id__69_d53e12428
Verhältniswahlrecht	bv_doc_id__69_d53e12431
gewählt	bv_doc_id__69_d53e12433
und	bv_doc_id__69_d53e12435
vom	bv_doc_id__69_d53e12437
Landeshauptmann	bv_doc_id__69_d53e12439
beeidigt	bv_doc_id__69_d53e12441
<g/>
.	
<g/>
-	
13	bv_doc_id__69_d53e12451
<g/>
-	
Art.	bv_doc_id__69_d53e12463
67.	bv_doc_id__69_d53e12465
Die	bv_doc_id__69_d53e12472
Gesetzgebung	bv_doc_id__69_d53e12474
der	bv_doc_id__69_d53e12476
Länder	bv_doc_id__69_d53e12478
<g/>
.	
Zu	bv_doc_id__69_d53e12483
einem	bv_doc_id__69_d53e12485
Landesgesetz	bv_doc_id__69_d53e12487
ist	bv_doc_id__69_d53e12489
der	bv_doc_id__69_d53e12492
Beschluß	bv_doc_id__69_d53e12494
des	bv_doc_id__69_d53e12496
Landtages	bv_doc_id__69_d53e12498
<g/>
,	
die	bv_doc_id__69_d53e12502
Genehmigung	bv_doc_id__69_d53e12505
und	bv_doc_id__69_d53e12507
Beurkundung	bv_doc_id__69_d53e12509
durch	bv_doc_id__69_d53e12511
den	bv_doc_id__69_d53e12513
Landeshauptmann	bv_doc_id__69_d53e12515
erforderlich	bv_doc_id__69_d53e12518
<g/>
.	
Wird	bv_doc_id__69_d53e12522
die	bv_doc_id__69_d53e12524
Genehmigung	bv_doc_id__69_d53e12526
verweigert	bv_doc_id__69_d53e12528
<g/>
,	
der	bv_doc_id__69_d53e12533
Beschluß	bv_doc_id__69_d53e12535
aber	bv_doc_id__69_d53e12537
vom	bv_doc_id__69_d53e12539
Landtag	bv_doc_id__69_d53e12541
wiederholt	bv_doc_id__69_d53e12544
<g/>
,	
so	bv_doc_id__69_d53e12548
kann	bv_doc_id__69_d53e12550
der	bv_doc_id__69_d53e12552
Bundespräsident	bv_doc_id__69_d53e12554
den	bv_doc_id__69_d53e12557
Landtag	bv_doc_id__69_d53e12559
auflösen	bv_doc_id__69_d53e12561
<g/>
.	
Faßt	bv_doc_id__69_d53e12565
der	bv_doc_id__69_d53e12567
neugewählte	bv_doc_id__69_d53e12570
Landtag	bv_doc_id__69_d53e12572
den	bv_doc_id__69_d53e12574
gleichen	bv_doc_id__69_d53e12576
Beschluß	bv_doc_id__69_d53e12578
<g/>
,	
so	bv_doc_id__69_d53e12583
ist	bv_doc_id__69_d53e12585
dieser	bv_doc_id__69_d53e12587
ohne	bv_doc_id__69_d53e12589
weitere	bv_doc_id__69_d53e12591
Genehmigung	bv_doc_id__69_d53e12593
als	bv_doc_id__69_d53e12596
Gesetz	bv_doc_id__69_d53e12598
kund	bv_doc_id__69_d53e12600
zu	bv_doc_id__69_d53e12602
machen	bv_doc_id__69_d53e12604
<g/>
.	
Gesetze	bv_doc_id__69_d53e12609
treten	bv_doc_id__69_d53e12611
binnen	bv_doc_id__69_d53e12613
6	bv_doc_id__69_d53e12615
Wochen	bv_doc_id__69_d53e12617
nach	bv_doc_id__69_d53e12619
der	bv_doc_id__69_d53e12622
Kundmachung	bv_doc_id__69_d53e12624
in	bv_doc_id__69_d53e12626
Kraft	bv_doc_id__69_d53e12628
<g/>
.	
Art.	bv_doc_id__69_d53e12463
67.	bv_doc_id__69_d53e12465
Die	bv_doc_id__69_d53e12472
Gesetzgebung	bv_doc_id__69_d53e12474
der	bv_doc_id__69_d53e12476
Länder	bv_doc_id__69_d53e12478
<g/>
.	
Zu	bv_doc_id__69_d53e12483
einem	bv_doc_id__69_d53e12485
Landesgesetz	bv_doc_id__69_d53e12487
ist	bv_doc_id__69_d53e12489
der	bv_doc_id__69_d53e12492
Beschluß	bv_doc_id__69_d53e12494
des	bv_doc_id__69_d53e12496
Landtages	bv_doc_id__69_d53e12498
<g/>
,	
die	bv_doc_id__69_d53e12502
Genehmigung	bv_doc_id__69_d53e12505
und	bv_doc_id__69_d53e12507
Beurkundung	bv_doc_id__69_d53e12509
durch	bv_doc_id__69_d53e12511
den	bv_doc_id__69_d53e12513
Landeshauptmann	bv_doc_id__69_d53e12515
erforderlich	bv_doc_id__69_d53e12518
<g/>
.	
Wird	bv_doc_id__69_d53e12522
die	bv_doc_id__69_d53e12524
Genehmigung	bv_doc_id__69_d53e12526
verweigert	bv_doc_id__69_d53e12528
<g/>
,	
der	bv_doc_id__69_d53e12533
Beschluß	bv_doc_id__69_d53e12535
aber	bv_doc_id__69_d53e12537
vom	bv_doc_id__69_d53e12539
Landtag	bv_doc_id__69_d53e12541
wiederholt	bv_doc_id__69_d53e12544
<g/>
,	
so	bv_doc_id__69_d53e12548
kann	bv_doc_id__69_d53e12550
der	bv_doc_id__69_d53e12552
Bundespräsident	bv_doc_id__69_d53e12554
den	bv_doc_id__69_d53e12557
Landtag	bv_doc_id__69_d53e12559
auflösen	bv_doc_id__69_d53e12561
<g/>
.	
Faßt	bv_doc_id__69_d53e12565
der	bv_doc_id__69_d53e12567
neugewählte	bv_doc_id__69_d53e12570
Landtag	bv_doc_id__69_d53e12572
den	bv_doc_id__69_d53e12574
gleichen	bv_doc_id__69_d53e12576
Beschluß	bv_doc_id__69_d53e12578
<g/>
,	
so	bv_doc_id__69_d53e12583
ist	bv_doc_id__69_d53e12585
dieser	bv_doc_id__69_d53e12587
ohne	bv_doc_id__69_d53e12589
weitere	bv_doc_id__69_d53e12591
Genehmigung	bv_doc_id__69_d53e12593
als	bv_doc_id__69_d53e12596
Gesetz	bv_doc_id__69_d53e12598
kund	bv_doc_id__69_d53e12600
zu	bv_doc_id__69_d53e12602
machen	bv_doc_id__69_d53e12604
<g/>
.	
Gesetze	bv_doc_id__69_d53e12609
treten	bv_doc_id__69_d53e12611
binnen	bv_doc_id__69_d53e12613
6	bv_doc_id__69_d53e12615
Wochen	bv_doc_id__69_d53e12617
nach	bv_doc_id__69_d53e12619
der	bv_doc_id__69_d53e12622
Kundmachung	bv_doc_id__69_d53e12624
in	bv_doc_id__69_d53e12626
Kraft	bv_doc_id__69_d53e12628
<g/>
.	
Art.	bv_doc_id__69_d53e12638
68	bv_doc_id__69_d53e12640
Zu	bv_doc_id__69_d53e12645
einem	bv_doc_id__69_d53e12647
Landtagsbeschluß	bv_doc_id__69_d53e12649
ist	bv_doc_id__69_d53e12651
einfache	bv_doc_id__69_d53e12653
Mehrheit	bv_doc_id__69_d53e12656
erforderlich	bv_doc_id__69_d53e12658
<g/>
.	
Der	bv_doc_id__69_d53e12662
Landtag	bv_doc_id__69_d53e12664
kann	bv_doc_id__69_d53e12666
bei	bv_doc_id__69_d53e12669
Anwesenheit	bv_doc_id__69_d53e12671
von	bv_doc_id__69_d53e12673
⅓	bv_doc_id__69_d53e12675
<g/>
/	
3	bv_doc_id__69_d53e12679
seiner	bv_doc_id__69_d53e12682
Mitglieder	bv_doc_id__69_d53e12684
dem	bv_doc_id__69_d53e12686
Landeshauptmann	bv_doc_id__69_d53e12688
das	bv_doc_id__69_d53e12690
Vertrauen	bv_doc_id__69_d53e12692
versagen	bv_doc_id__69_d53e12695
<g/>
;	
geschieht	bv_doc_id__69_d53e12699
dies	bv_doc_id__69_d53e12701
<g/>
,	
so	bv_doc_id__69_d53e12705
hat	bv_doc_id__69_d53e12708
der	bv_doc_id__69_d53e12710
Bundespräsident	bv_doc_id__69_d53e12712
den	bv_doc_id__69_d53e12714
Landeshauptmann	bv_doc_id__69_d53e12716
seiner	bv_doc_id__69_d53e12718
Stelle	bv_doc_id__69_d53e12721
zu	bv_doc_id__69_d53e12723
entheben	bv_doc_id__69_d53e12725
und	bv_doc_id__69_d53e12727
gemäß	bv_doc_id__69_d53e12729
Art.	bv_doc_id__69_d53e12731
66	bv_doc_id__69_d53e12734
einen	bv_doc_id__69_d53e12736
neuen	bv_doc_id__69_d53e12738
Landeshauptmann	bv_doc_id__69_d53e12740
zu	bv_doc_id__69_d53e12742
bestellen	bv_doc_id__69_d53e12744
<g/>
.	
Art.	bv_doc_id__69_d53e12638
68	bv_doc_id__69_d53e12640
Zu	bv_doc_id__69_d53e12645
einem	bv_doc_id__69_d53e12647
Landtagsbeschluß	bv_doc_id__69_d53e12649
ist	bv_doc_id__69_d53e12651
einfache	bv_doc_id__69_d53e12653
Mehrheit	bv_doc_id__69_d53e12656
erforderlich	bv_doc_id__69_d53e12658
<g/>
.	
Der	bv_doc_id__69_d53e12662
Landtag	bv_doc_id__69_d53e12664
kann	bv_doc_id__69_d53e12666
bei	bv_doc_id__69_d53e12669
Anwesenheit	bv_doc_id__69_d53e12671
von	bv_doc_id__69_d53e12673
⅓	bv_doc_id__69_d53e12675
<g/>
/	
3	bv_doc_id__69_d53e12679
seiner	bv_doc_id__69_d53e12682
Mitglieder	bv_doc_id__69_d53e12684
dem	bv_doc_id__69_d53e12686
Landeshauptmann	bv_doc_id__69_d53e12688
das	bv_doc_id__69_d53e12690
Vertrauen	bv_doc_id__69_d53e12692
versagen	bv_doc_id__69_d53e12695
<g/>
;	
geschieht	bv_doc_id__69_d53e12699
dies	bv_doc_id__69_d53e12701
<g/>
,	
so	bv_doc_id__69_d53e12705
hat	bv_doc_id__69_d53e12708
der	bv_doc_id__69_d53e12710
Bundespräsident	bv_doc_id__69_d53e12712
den	bv_doc_id__69_d53e12714
Landeshauptmann	bv_doc_id__69_d53e12716
seiner	bv_doc_id__69_d53e12718
Stelle	bv_doc_id__69_d53e12721
zu	bv_doc_id__69_d53e12723
entheben	bv_doc_id__69_d53e12725
und	bv_doc_id__69_d53e12727
gemäß	bv_doc_id__69_d53e12729
Art.	bv_doc_id__69_d53e12731
66	bv_doc_id__69_d53e12734
einen	bv_doc_id__69_d53e12736
neuen	bv_doc_id__69_d53e12738
Landeshauptmann	bv_doc_id__69_d53e12740
zu	bv_doc_id__69_d53e12742
bestellen	bv_doc_id__69_d53e12744
<g/>
.	
Art.	bv_doc_id__69_d53e12755
69.	bv_doc_id__69_d53e12757
Zur	bv_doc_id__69_d53e12762
Änderung	bv_doc_id__69_d53e12764
der	bv_doc_id__69_d53e12766
Landesverfassung	bv_doc_id__69_d53e12768
ist	bv_doc_id__69_d53e12770
die	bv_doc_id__69_d53e12773
Anwesenheit	bv_doc_id__69_d53e12775
von	bv_doc_id__69_d53e12777
2	bv_doc_id__69_d53e12784
<g/>
/	
3	bv_doc_id__69_d53e12789
der	bv_doc_id__69_d53e12791
Mitglieder	bv_doc_id__69_d53e12793
und	bv_doc_id__69_d53e12796
die	bv_doc_id__69_d53e12798
Mehrheit	bv_doc_id__69_d53e12800
von	bv_doc_id__69_d53e12802
¾	bv_doc_id__69_d53e12804
der	bv_doc_id__69_d53e12806
abgegebenen	bv_doc_id__69_d53e12809
Stimmen	bv_doc_id__69_d53e12811
erforderlich	bv_doc_id__69_d53e12813
<g/>
.	
Das	bv_doc_id__69_d53e12817
gleiche	bv_doc_id__69_d53e12819
Stimmenverhältnis	bv_doc_id__69_d53e12822
ist	bv_doc_id__69_d53e12824
zur	bv_doc_id__69_d53e12826
Erhebung	bv_doc_id__69_d53e12828
der	bv_doc_id__69_d53e12830
Anklage	bv_doc_id__69_d53e12832
gegen	bv_doc_id__69_d53e12835
den	bv_doc_id__69_d53e12837
Landeshauptmann	bv_doc_id__69_d53e12839
wegen	bv_doc_id__69_d53e12841
Verletzung	bv_doc_id__69_d53e12843
der	bv_doc_id__69_d53e12845
Verfassung	bv_doc_id__69_d53e12848
erforderlich	bv_doc_id__69_d53e12850
<g/>
.	
Art.	bv_doc_id__69_d53e12755
69.	bv_doc_id__69_d53e12757
Zur	bv_doc_id__69_d53e12762
Änderung	bv_doc_id__69_d53e12764
der	bv_doc_id__69_d53e12766
Landesverfassung	bv_doc_id__69_d53e12768
ist	bv_doc_id__69_d53e12770
die	bv_doc_id__69_d53e12773
Anwesenheit	bv_doc_id__69_d53e12775
von	bv_doc_id__69_d53e12777
2	bv_doc_id__69_d53e12784
<g/>
/	
3	bv_doc_id__69_d53e12789
der	bv_doc_id__69_d53e12791
Mitglieder	bv_doc_id__69_d53e12793
und	bv_doc_id__69_d53e12796
die	bv_doc_id__69_d53e12798
Mehrheit	bv_doc_id__69_d53e12800
von	bv_doc_id__69_d53e12802
¾	bv_doc_id__69_d53e12804
der	bv_doc_id__69_d53e12806
abgegebenen	bv_doc_id__69_d53e12809
Stimmen	bv_doc_id__69_d53e12811
erforderlich	bv_doc_id__69_d53e12813
<g/>
.	
Das	bv_doc_id__69_d53e12817
gleiche	bv_doc_id__69_d53e12819
Stimmenverhältnis	bv_doc_id__69_d53e12822
ist	bv_doc_id__69_d53e12824
zur	bv_doc_id__69_d53e12826
Erhebung	bv_doc_id__69_d53e12828
der	bv_doc_id__69_d53e12830
Anklage	bv_doc_id__69_d53e12832
gegen	bv_doc_id__69_d53e12835
den	bv_doc_id__69_d53e12837
Landeshauptmann	bv_doc_id__69_d53e12839
wegen	bv_doc_id__69_d53e12841
Verletzung	bv_doc_id__69_d53e12843
der	bv_doc_id__69_d53e12845
Verfassung	bv_doc_id__69_d53e12848
erforderlich	bv_doc_id__69_d53e12850
<g/>
.	
2	bv_doc_id__69_d53e12784
Art.	bv_doc_id__69_d53e12861
70.	bv_doc_id__69_d53e12863
Die	bv_doc_id__69_d53e12868
Landesregierung	bv_doc_id__69_d53e12870
hat	bv_doc_id__69_d53e12872
die	bv_doc_id__69_d53e12874
vollziehende	bv_doc_id__69_d53e12876
Gewalt	bv_doc_id__69_d53e12879
in	bv_doc_id__69_d53e12881
allen	bv_doc_id__69_d53e12883
Angelegenheiten	bv_doc_id__69_d53e12885
<g/>
,	
die	bv_doc_id__69_d53e12889
sich	bv_doc_id__69_d53e12892
auf	bv_doc_id__69_d53e12894
das	bv_doc_id__69_d53e12896
Land	bv_doc_id__69_d53e12898
erstrecken	bv_doc_id__69_d53e12900
<g/>
.	
Soweit	bv_doc_id__69_d53e12905
diese	bv_doc_id__69_d53e12907
Angelegenheiten	bv_doc_id__69_d53e12909
zum	bv_doc_id__69_d53e12911
ausschließlichen	bv_doc_id__69_d53e12913
Wirkungskreis	bv_doc_id__69_d53e12915
des	bv_doc_id__69_d53e12918
Bundes	bv_doc_id__69_d53e12920
gehören	bv_doc_id__69_d53e12922
<g/>
,	
untersteht	bv_doc_id__69_d53e12926
die	bv_doc_id__69_d53e12928
Landesregierung	bv_doc_id__69_d53e12931
den	bv_doc_id__69_d53e12933
Anordnungen	bv_doc_id__69_d53e12935
der	bv_doc_id__69_d53e12937
Bundesregierung	bv_doc_id__69_d53e12939
<g/>
.	
In	bv_doc_id__69_d53e12944
allen	bv_doc_id__69_d53e12946
anderen	bv_doc_id__69_d53e12948
Angelegenheiten	bv_doc_id__69_d53e12950
ist	bv_doc_id__69_d53e12952
sie	bv_doc_id__69_d53e12954
selbständig	bv_doc_id__69_d53e12957
und	bv_doc_id__69_d53e12959
untersteht	bv_doc_id__69_d53e12961
nur	bv_doc_id__69_d53e12963
der	bv_doc_id__69_d53e12965
Aufsicht	bv_doc_id__69_d53e12967
des	bv_doc_id__69_d53e12970
Bundespräsidenten	bv_doc_id__69_d53e12972
<g/>
.	
Für	bv_doc_id__69_d53e12976
einzelne	bv_doc_id__69_d53e12978
Bundesangelegenheiten	bv_doc_id__69_d53e12980
können	bv_doc_id__69_d53e12983
durch	bv_doc_id__69_d53e12985
Bundesgesetz	bv_doc_id__69_d53e12987
besondere	bv_doc_id__69_d53e12989
Be	bv_doc_id__69_d53e12991
hörden	bv_doc_id__69_d53e12993
geschaffen	bv_doc_id__69_d53e12996
werden	bv_doc_id__69_d53e12998
<g/>
,	
die	bv_doc_id__69_d53e13002
unmittelbar	bv_doc_id__69_d53e13004
der	bv_doc_id__69_d53e13006
Bundesregierung	bv_doc_id__69_d53e13009
unterstehen	bv_doc_id__69_d53e13011
<g/>
.	
<g/>
(	
Gericht	bv_doc_id__69_d53e13017
<g/>
,	
Hoch=	bv_doc_id__69_d53e13022
und	bv_doc_id__69_d53e13024
Mittelschule	bv_doc_id__69_d53e13026
<g/>
.)	
V	bv_doc_id__69_d53e13035
<g/>
.	
Hauptteil	bv_doc_id__69_d53e13039
<g/>
.	
Art.	bv_doc_id__69_d53e12861
70.	bv_doc_id__69_d53e12863
Die	bv_doc_id__69_d53e12868
Landesregierung	bv_doc_id__69_d53e12870
hat	bv_doc_id__69_d53e12872
die	bv_doc_id__69_d53e12874
vollziehende	bv_doc_id__69_d53e12876
Gewalt	bv_doc_id__69_d53e12879
in	bv_doc_id__69_d53e12881
allen	bv_doc_id__69_d53e12883
Angelegenheiten	bv_doc_id__69_d53e12885
<g/>
,	
die	bv_doc_id__69_d53e12889
sich	bv_doc_id__69_d53e12892
auf	bv_doc_id__69_d53e12894
das	bv_doc_id__69_d53e12896
Land	bv_doc_id__69_d53e12898
erstrecken	bv_doc_id__69_d53e12900
<g/>
.	
Soweit	bv_doc_id__69_d53e12905
diese	bv_doc_id__69_d53e12907
Angelegenheiten	bv_doc_id__69_d53e12909
zum	bv_doc_id__69_d53e12911
ausschließlichen	bv_doc_id__69_d53e12913
Wirkungskreis	bv_doc_id__69_d53e12915
des	bv_doc_id__69_d53e12918
Bundes	bv_doc_id__69_d53e12920
gehören	bv_doc_id__69_d53e12922
<g/>
,	
untersteht	bv_doc_id__69_d53e12926
die	bv_doc_id__69_d53e12928
Landesregierung	bv_doc_id__69_d53e12931
den	bv_doc_id__69_d53e12933
Anordnungen	bv_doc_id__69_d53e12935
der	bv_doc_id__69_d53e12937
Bundesregierung	bv_doc_id__69_d53e12939
<g/>
.	
In	bv_doc_id__69_d53e12944
allen	bv_doc_id__69_d53e12946
anderen	bv_doc_id__69_d53e12948
Angelegenheiten	bv_doc_id__69_d53e12950
ist	bv_doc_id__69_d53e12952
sie	bv_doc_id__69_d53e12954
selbständig	bv_doc_id__69_d53e12957
und	bv_doc_id__69_d53e12959
untersteht	bv_doc_id__69_d53e12961
nur	bv_doc_id__69_d53e12963
der	bv_doc_id__69_d53e12965
Aufsicht	bv_doc_id__69_d53e12967
des	bv_doc_id__69_d53e12970
Bundespräsidenten	bv_doc_id__69_d53e12972
<g/>
.	
Für	bv_doc_id__69_d53e12976
einzelne	bv_doc_id__69_d53e12978
Bundesangelegenheiten	bv_doc_id__69_d53e12980
können	bv_doc_id__69_d53e12983
durch	bv_doc_id__69_d53e12985
Bundesgesetz	bv_doc_id__69_d53e12987
besondere	bv_doc_id__69_d53e12989
Be	bv_doc_id__69_d53e12991
hörden	bv_doc_id__69_d53e12993
