<doc id="bv_doc_id__24" attrs="word lemma type">
Bekanntlich	bv_doc_id__24_d15e246
Verwaltungsaus	bv_doc_id__24_d15e21605
schüsse	bv_doc_id__24_d15e21607
bestellen	bv_doc_id__24_d15e21609
<g/>
,	
die	bv_doc_id__24_d15e21614
<g/>
,	
soweit	bv_doc_id__24_d15e21618
bestimmte	bv_doc_id__24_d15e21620
Beruss-	bv_doc_id__24_d15e21622
oder	bv_doc_id__24_d15e21624
Interessensensgruppen	bv_doc_id__24_d15e21627
in	bv_doc_id__24_d15e21629
BEtracht	bv_doc_id__24_d15e21631
kommen	bv_doc_id__24_d15e21633
<g/>
,	
auch	bv_doc_id__24_d15e21637
noch	bv_doc_id__24_d15e21640
durc	bv_doc_id__24_d15e21642
die	bv_doc_id__24_d15e21644
Heranziehung	bv_doc_id__24_d15e21646
von	bv_doc_id__24_d15e21648
Bertretern	bv_doc_id__24_d15e21650
dieser	bv_doc_id__24_d15e21653
Beruss-	bv_doc_id__24_d15e21655
oder	bv_doc_id__24_d15e21657
Ineressentengrüppen	bv_doc_id__24_d15e21659
erweiter	bv_doc_id__24_d15e21661
<g/>
:	
weiden	bv_doc_id__24_d15e21666
können	bv_doc_id__24_d15e21668
<g/>
.	
<g/>
(	
5	bv_doc_id__24_d15e21680
<g/>
)	
Die	bv_doc_id__24_d15e21685
Leiter	bv_doc_id__24_d15e21687
der	bv_doc_id__24_d15e21689
Bezirksämter	bv_doc_id__24_d15e21691
und	bv_doc_id__24_d15e21694
der	bv_doc_id__24_d15e21696
Kreisämter	bv_doc_id__24_d15e21698
müssen	bv_doc_id__24_d15e21700
rechtskündige	bv_doc_id__24_d15e21702
Verwaltungsbeämte	bv_doc_id__24_d15e21704
sein	bv_doc_id__24_d15e21707
<g/>
.	
Artitel	bv_doc_id__24_d15e20995
97	bv_doc_id__24_d15e20997
e	bv_doc_id__24_d15e20999
<g/>
.	
<g/>
(	
1	bv_doc_id__24_d15e21010
<g/>
)	
Die	bv_doc_id__24_d15e21015
Organe	bv_doc_id__24_d15e21017
der	bv_doc_id__24_d15e21019
Gemeinde	bv_doc_id__24_d15e21021
sind	bv_doc_id__24_d15e21024
die	bv_doc_id__24_d15e21026
Gemeindevertetung	bv_doc_id__24_d15e21028
und	bv_doc_id__24_d15e21030
das	bv_doc_id__24_d15e21032
Gemeindeamt	bv_doc_id__24_d15e21034
<g/>
,	
die	bv_doc_id__24_d15e21039
Ergane	bv_doc_id__24_d15e21041
des	bv_doc_id__24_d15e21043
Bezirtes	bv_doc_id__24_d15e21045
die	bv_doc_id__24_d15e21047
Beyutsvertretung	bv_doc_id__24_d15e21050
und	bv_doc_id__24_d15e21052
das	bv_doc_id__24_d15e21054
Bezirtsamt	bv_doc_id__24_d15e21056
<g/>
,	
die	bv_doc_id__24_d15e21060
Organe	bv_doc_id__24_d15e21063
des	bv_doc_id__24_d15e21065
Kreises	bv_doc_id__24_d15e21067
die	bv_doc_id__24_d15e21069
Kreisvertretung	bv_doc_id__24_d15e21071
und	bv_doc_id__24_d15e21073
das	bv_doc_id__24_d15e21076
Streisamt	bv_doc_id__24_d15e21078
<g/>
(	
1	bv_doc_id__24_d15e21010
<g/>
)	
<g/>
(	
2	bv_doc_id__24_d15e21087
<g/>
)	
Die	bv_doc_id__24_d15e21092
Wahlen	bv_doc_id__24_d15e21094
in	bv_doc_id__24_d15e21096
alle	bv_doc_id__24_d15e21098
Vertretungen	bv_doc_id__24_d15e21101
finden	bv_doc_id__24_d15e21103
auf	bv_doc_id__24_d15e21105
Grund	bv_doc_id__24_d15e21107
des	bv_doc_id__24_d15e21109
gleichen	bv_doc_id__24_d15e21111
<g/>
,	
geheimen	bv_doc_id__24_d15e21116
<g/>
,	
persönlichen	bv_doc_id__24_d15e21120
und	bv_doc_id__24_d15e21122
unmittelbaren	bv_doc_id__24_d15e21124
Verhältniswahlrechtes	bv_doc_id__24_d15e21127
aller	bv_doc_id__24_d15e21129
Bundesange	bv_doc_id__24_d15e21131
hörigen	bv_doc_id__24_d15e21133
statt	bv_doc_id__24_d15e21135
<g/>
,	
die	bv_doc_id__24_d15e21140
im	bv_doc_id__24_d15e21142
Bereich	bv_doc_id__24_d15e21144
der	bv_doc_id__24_d15e21146
zu	bv_doc_id__24_d15e21148
wählenden	bv_doc_id__24_d15e21150
Vertretung	bv_doc_id__24_d15e21153
ihren	bv_doc_id__24_d15e21155
ordentlichen	bv_doc_id__24_d15e21157
Wohnsig	bv_doc_id__24_d15e21159
haben	bv_doc_id__24_d15e21161
<g/>
.	
Die	bv_doc_id__24_d15e21166
Er	bv_doc_id__24_d15e21168
lassung	bv_doc_id__24_d15e21170
der	bv_doc_id__24_d15e21172
Bahlordnungen	bv_doc_id__24_d15e21174
liegt	bv_doc_id__24_d15e21176
der	bv_doc_id__24_d15e21179
Landesgeseh	bv_doc_id__24_d15e21181
gebung	bv_doc_id__24_d15e21183
ob	bv_doc_id__24_d15e21185
<g/>
;	
in	bv_doc_id__24_d15e21189
diesen	bv_doc_id__24_d15e21192
Bahlordnungen	bv_doc_id__24_d15e21194
dürsen	bv_doc_id__24_d15e21196
die	bv_doc_id__24_d15e21198
Bedingungen	bv_doc_id__24_d15e21200
des	bv_doc_id__24_d15e21202
attiven	bv_doc_id__24_d15e21205
und	bv_doc_id__24_d15e21207
passiven	bv_doc_id__24_d15e21209
Bahlrechtes	bv_doc_id__24_d15e21211
nicht	bv_doc_id__24_d15e21213
enger	bv_doc_id__24_d15e21215
gezogen	bv_doc_id__24_d15e21218
sein	bv_doc_id__24_d15e21220
<g/>
,	
als	bv_doc_id__24_d15e21224
dies	bv_doc_id__24_d15e21226
in	bv_doc_id__24_d15e21228
der	bv_doc_id__24_d15e21231
Bahlordnung	bv_doc_id__24_d15e21233
zum	bv_doc_id__24_d15e21235
Lanstage	bv_doc_id__24_d15e21237
der	bv_doc_id__24_d15e21239
zall	bv_doc_id__24_d15e21241
ist	bv_doc_id__24_d15e21244
<g/>
:	
doch	bv_doc_id__24_d15e21248
kann	bv_doc_id__24_d15e21250
für	bv_doc_id__24_d15e21252
die	bv_doc_id__24_d15e21254
Wahlen	bv_doc_id__24_d15e21257
in	bv_doc_id__24_d15e21259
die	bv_doc_id__24_d15e21261
Vertretungen	bv_doc_id__24_d15e21263
der	bv_doc_id__24_d15e21265
Eitsgemeinden	bv_doc_id__24_d15e21267
das	bv_doc_id__24_d15e21270
Wahtrecht	bv_doc_id__24_d15e21272
von	bv_doc_id__24_d15e21274
der	bv_doc_id__24_d15e21276
Dauer	bv_doc_id__24_d15e21278
des	bv_doc_id__24_d15e21280
Auenthaltes	bv_doc_id__24_d15e21283
in	bv_doc_id__24_d15e21285
der	bv_doc_id__24_d15e21287
Gemeinde	bv_doc_id__24_d15e21289
bis	bv_doc_id__24_d15e21291
zu	bv_doc_id__24_d15e21293
einem	bv_doc_id__24_d15e21296
jahr	bv_doc_id__24_d15e21298
abhängig	bv_doc_id__24_d15e21300
gemacht	bv_doc_id__24_d15e21302
werden	bv_doc_id__24_d15e21304
<g/>
.	
<g/>
(	
2	bv_doc_id__24_d15e21087
<g/>
)	
<g/>
(	
3	bv_doc_id__24_d15e21315
<g/>
)	
Die	bv_doc_id__24_d15e21320
Landesgeschgebung	bv_doc_id__24_d15e21322
kann	bv_doc_id__24_d15e21324
vorschretben	bv_doc_id__24_d15e21326
<g/>
,	
daß	bv_doc_id__24_d15e21331
bei	bv_doc_id__24_d15e21333
der	bv_doc_id__24_d15e21335
Wabf	bv_doc_id__24_d15e21337
von	bv_doc_id__24_d15e21339
Bertetungen	bv_doc_id__24_d15e21342
der	bv_doc_id__24_d15e21344
Gemeinden	bv_doc_id__24_d15e21346
<g/>
,	
die	bv_doc_id__24_d15e21350
weniger	bv_doc_id__24_d15e21352
als	bv_doc_id__24_d15e21355
500	bv_doc_id__24_d15e21357
Einwohner	bv_doc_id__24_d15e21359
haben	bv_doc_id__24_d15e21361
<g/>
,	
an	bv_doc_id__24_d15e21365
Stelle	bv_doc_id__24_d15e21368
de	bv_doc_id__24_d15e21370
Verhältniswahlrechtes	bv_doc_id__24_d15e21372
das	bv_doc_id__24_d15e21374
Mehrheitswahlrecht	bv_doc_id__24_d15e21376
zu	bv_doc_id__24_d15e21378
treten	bv_doc_id__24_d15e21381
hat	bv_doc_id__24_d15e21383
<g/>
.	
In	bv_doc_id__24_d15e21387
diesem	bv_doc_id__24_d15e21389
Zalle	bv_doc_id__24_d15e21391
können	bv_doc_id__24_d15e21394
die	bv_doc_id__24_d15e21396
Bäbler	bv_doc_id__24_d15e21398
auch	bv_doc_id__24_d15e21400
in	bv_doc_id__24_d15e21402
andere	bv_doc_id__24_d15e21404
als	bv_doc_id__24_d15e21407
territoriale	bv_doc_id__24_d15e21409
Wahllörper	bv_doc_id__24_d15e21411
eingeteilt	bv_doc_id__24_d15e21413
werden	bv_doc_id__24_d15e21415
<g/>
.	
Die	bv_doc_id__24_d15e21420
Wahlordnung	bv_doc_id__24_d15e21422
kann	bv_doc_id__24_d15e21424
bestmmen	bv_doc_id__24_d15e21426
<g/>
,	
daß	bv_doc_id__24_d15e21430
die	bv_doc_id__24_d15e21433
Wähler	bv_doc_id__24_d15e21435
schaft	bv_doc_id__24_d15e21437
ihr	bv_doc_id__24_d15e21439
Wahlrecht	bv_doc_id__24_d15e21441
in	bv_doc_id__24_d15e21443
Wahlbezirken	bv_doc_id__24_d15e21446
auszuüben	bv_doc_id__24_d15e21448
hat	bv_doc_id__24_d15e21450
<g/>
,	
die	bv_doc_id__24_d15e21454
geschlossene	bv_doc_id__24_d15e21456
Territorien	bv_doc_id__24_d15e21459
sein	bv_doc_id__24_d15e21461
müsssen	bv_doc_id__24_d15e21463
<g/>
.	
Die	bv_doc_id__24_d15e21467
Mandate	bv_doc_id__24_d15e21469
sind	bv_doc_id__24_d15e21472
auf	bv_doc_id__24_d15e21474
die	bv_doc_id__24_d15e21476
Wahlbezirke	bv_doc_id__24_d15e21478
im	bv_doc_id__24_d15e21480
Verhältnis	bv_doc_id__24_d15e21482
der	bv_doc_id__24_d15e21485
Zahl	bv_doc_id__24_d15e21487
der	bv_doc_id__24_d15e21489
Bundesangehörigen	bv_doc_id__24_d15e21491
<g/>
,	
die	bv_doc_id__24_d15e21495
in	bv_doc_id__24_d15e21498
ihnen	bv_doc_id__24_d15e21500
nach	bv_doc_id__24_d15e21502
dme	bv_doc_id__24_d15e21504
Ergebnis	bv_doc_id__24_d15e21506
der	bv_doc_id__24_d15e21508
lepten	bv_doc_id__24_d15e21511
Bollszählung	bv_doc_id__24_d15e21513
ihren	bv_doc_id__24_d15e21515
Wohnsis	bv_doc_id__24_d15e21517
hatten	bv_doc_id__24_d15e21519
<g/>
,	
zu	bv_doc_id__24_d15e21524
verteilen	bv_doc_id__24_d15e21526
<g/>
.	
Eine	bv_doc_id__24_d15e21530
gliederung	bv_doc_id__24_d15e21532
der	bv_doc_id__24_d15e21534
Wählerschaft	bv_doc_id__24_d15e21537
in	bv_doc_id__24_d15e21539
andere	bv_doc_id__24_d15e21541
Wahltörer	bv_doc_id__24_d15e21543
ist	bv_doc_id__24_d15e21545
nicht	bv_doc_id__24_d15e21547
zulässig	bv_doc_id__24_d15e21550
<g/>
.	
<g/>
(	
3	bv_doc_id__24_d15e21315
<g/>
)	
<g/>
(	
4	bv_doc_id__24_d15e21561
<g/>
)	
Die	bv_doc_id__24_d15e21566
Bertretungen	bv_doc_id__24_d15e21568
können	bv_doc_id__24_d15e21570
nach	bv_doc_id__24_d15e21572
dem	bv_doc_id__24_d15e21575
Grundsabe	bv_doc_id__24_d15e21577
der	bv_doc_id__24_d15e21579
Berhäliniswahl	bv_doc_id__24_d15e21581
aus	bv_doc_id__24_d15e21583
ihrer	bv_doc_id__24_d15e21585
Mitte	bv_doc_id__24_d15e21588
für	bv_doc_id__24_d15e21590
die	bv_doc_id__24_d15e21592
einzelnen	bv_doc_id__24_d15e21594
zweige	bv_doc_id__24_d15e21596
der	bv_doc_id__24_d15e21598
Verwaltung	bv_doc_id__24_d15e21601
besondere	bv_doc_id__24_d15e21603
Verwaltungsaus	bv_doc_id__24_d15e21605
schüsse	bv_doc_id__24_d15e21607
bestellen	bv_doc_id__24_d15e21609
<g/>
,	
die	bv_doc_id__24_d15e21614
<g/>
,	
soweit	bv_doc_id__24_d15e21618
bestimmte	bv_doc_id__24_d15e21620
Beruss-	bv_doc_id__24_d15e21622
oder	bv_doc_id__24_d15e21624
Interessensensgruppen	bv_doc_id__24_d15e21627
in	bv_doc_id__24_d15e21629
BEtracht	bv_doc_id__24_d15e21631
kommen	bv_doc_id__24_d15e21633
<g/>
,	
auch	bv_doc_id__24_d15e21637
noch	bv_doc_id__24_d15e21640
durc	bv_doc_id__24_d15e21642
die	bv_doc_id__24_d15e21644
Heranziehung	bv_doc_id__24_d15e21646
von	bv_doc_id__24_d15e21648
Bertretern	bv_doc_id__24_d15e21650
dieser	bv_doc_id__24_d15e21653
Beruss-	bv_doc_id__24_d15e21655
oder	bv_doc_id__24_d15e21657
Ineressentengrüppen	bv_doc_id__24_d15e21659
erweiter	bv_doc_id__24_d15e21661
<g/>
:	
weiden	bv_doc_id__24_d15e21666
können	bv_doc_id__24_d15e21668
<g/>
.	
<g/>
(	
4	bv_doc_id__24_d15e21561
<g/>
)	
<g/>
(	
5	bv_doc_id__24_d15e21680
<g/>
)	
Die	bv_doc_id__24_d15e21685
Leiter	bv_doc_id__24_d15e21687
der	bv_doc_id__24_d15e21689
Bezirksämter	bv_doc_id__24_d15e21691
und	bv_doc_id__24_d15e21694
der	bv_doc_id__24_d15e21696
Kreisämter	bv_doc_id__24_d15e21698
müssen	bv_doc_id__24_d15e21700
rechtskündige	bv_doc_id__24_d15e21702
Verwaltungsbeämte	bv_doc_id__24_d15e21704
sein	bv_doc_id__24_d15e21707
<g/>
.	
<g/>
(	
5	bv_doc_id__24_d15e21680
<g/>
)	
Artikel	bv_doc_id__24_d15e21717
97	bv_doc_id__24_d15e21719
f	bv_doc_id__24_d15e21721
<g/>
.	
Die	bv_doc_id__24_d15e21728
Festschung	bv_doc_id__24_d15e21730
der	bv_doc_id__24_d15e21732
weileren	bv_doc_id__24_d15e21734
Grundsäze	bv_doc_id__24_d15e21736
für	bv_doc_id__24_d15e21739
die	bv_doc_id__24_d15e21741
Organisation	bv_doc_id__24_d15e21743
der	bv_doc_id__24_d15e21745
allgemeinen	bv_doc_id__24_d15e21747
staatlichen	bv_doc_id__24_d15e21749
verwältung	bv_doc_id__24_d15e21752
in	bv_doc_id__24_d15e21754
den	bv_doc_id__24_d15e21756
Ländern	bv_doc_id__24_d15e21758
nach	bv_doc_id__24_d15e21760
den	bv_doc_id__24_d15e21762
Artiteln	bv_doc_id__24_d15e21765
9a	bv_doc_id__24_d15e21767
bis	bv_doc_id__24_d15e21769
o	bv_doc_id__24_d15e21771
ist	bv_doc_id__24_d15e21773
Sache	bv_doc_id__24_d15e21775
der	bv_doc_id__24_d15e21778
Ennteägesebgebung	bv_doc_id__24_d15e21780
<g/>
:	
ihre	bv_doc_id__24_d15e21784
Ausführung	bv_doc_id__24_d15e21786
liegt	bv_doc_id__24_d15e21788
den	bv_doc_id__24_d15e21791
Landecgeschgebungen	bv_doc_id__24_d15e21793
ob	bv_doc_id__24_d15e21795
<g/>
.	
Welche	bv_doc_id__24_d15e21799
Verwaltungsgeschäfte	bv_doc_id__24_d15e21801
sachlich	bv_doc_id__24_d15e21804
und	bv_doc_id__24_d15e21806
instangenmäßig	bv_doc_id__24_d15e21808
den	bv_doc_id__24_d15e21810
Bertretungen	bv_doc_id__24_d15e21812
und	bv_doc_id__24_d15e21814
Berwaltungeausschüssen	bv_doc_id__24_d15e21817
sorie	bv_doc_id__24_d15e21819
den	bv_doc_id__24_d15e21821
Uniern	bv_doc_id__24_d15e21823
zukommen	bv_doc_id__24_d15e21825
<g/>
,	
be	bv_doc_id__24_d15e21830
srimmen	bv_doc_id__24_d15e21832
die	bv_doc_id__24_d15e21834
Bundesgeschgebung	bv_doc_id__24_d15e21836
und	bv_doc_id__24_d15e21838
die	bv_doc_id__24_d15e21840
Landesgesehgebungen	bv_doc_id__24_d15e21843
innerhals	bv_doc_id__24_d15e21845
ihrer	bv_doc_id__24_d15e21847
verfassungsmäßigen	bv_doc_id__24_d15e21849
zustan	bv_doc_id__24_d15e21851
digkeit	bv_doc_id__24_d15e21853
<g/>
.	
Hiebei	bv_doc_id__24_d15e21858
ist	bv_doc_id__24_d15e21860
jedoch	bv_doc_id__24_d15e21862
den	bv_doc_id__24_d15e21864
Gemeinden	bv_doc_id__24_d15e21866
ein	bv_doc_id__24_d15e21869
Wirkungskreis	bv_doc_id__24_d15e21871
in	bv_doc_id__24_d15e21873
erster	bv_doc_id__24_d15e21875
Instanz	bv_doc_id__24_d15e21877
in	bv_doc_id__24_d15e21879
folgenden	bv_doc_id__24_d15e21882
Angelegenheiten	bv_doc_id__24_d15e21884
gewährleistet	bv_doc_id__24_d15e21886
<g/>
.	
…	bv_doc_id__24_d15e21890
<g/>
.	
<g/>
(	
Aufzählung	bv_doc_id__24_d15e21897
folgt	bv_doc_id__24_d15e21899
nach.).…...	bv_doc_id__24_d15e21901
Artikel	bv_doc_id__24_d15e21717
97	bv_doc_id__24_d15e21719
f	bv_doc_id__24_d15e21721
<g/>
.	
Die	bv_doc_id__24_d15e21728
Festschung	bv_doc_id__24_d15e21730
der	bv_doc_id__24_d15e21732
weileren	bv_doc_id__24_d15e21734
Grundsäze	bv_doc_id__24_d15e21736
für	bv_doc_id__24_d15e21739
die	bv_doc_id__24_d15e21741
Organisation	bv_doc_id__24_d15e21743
der	bv_doc_id__24_d15e21745
allgemeinen	bv_doc_id__24_d15e21747
staatlichen	bv_doc_id__24_d15e21749
verwältung	bv_doc_id__24_d15e21752
in	bv_doc_id__24_d15e21754
den	bv_doc_id__24_d15e21756
Ländern	bv_doc_id__24_d15e21758
nach	bv_doc_id__24_d15e21760
den	bv_doc_id__24_d15e21762
Artiteln	bv_doc_id__24_d15e21765
9a	bv_doc_id__24_d15e21767
bis	bv_doc_id__24_d15e21769
o	bv_doc_id__24_d15e21771
ist	bv_doc_id__24_d15e21773
Sache	bv_doc_id__24_d15e21775
der	bv_doc_id__24_d15e21778
Ennteägesebgebung	bv_doc_id__24_d15e21780
<g/>
:	
ihre	bv_doc_id__24_d15e21784
Ausführung	bv_doc_id__24_d15e21786
liegt	bv_doc_id__24_d15e21788
den	bv_doc_id__24_d15e21791
Landecgeschgebungen	bv_doc_id__24_d15e21793
ob	bv_doc_id__24_d15e21795
<g/>
.	
Welche	bv_doc_id__24_d15e21799
Verwaltungsgeschäfte	bv_doc_id__24_d15e21801
sachlich	bv_doc_id__24_d15e21804
und	bv_doc_id__24_d15e21806
instangenmäßig	bv_doc_id__24_d15e21808
den	bv_doc_id__24_d15e21810
Bertretungen	bv_doc_id__24_d15e21812
und	bv_doc_id__24_d15e21814
Berwaltungeausschüssen	bv_doc_id__24_d15e21817
sorie	bv_doc_id__24_d15e21819
den	bv_doc_id__24_d15e21821
Uniern	bv_doc_id__24_d15e21823
zukommen	bv_doc_id__24_d15e21825
<g/>
,	
be	bv_doc_id__24_d15e21830
srimmen	bv_doc_id__24_d15e21832
die	bv_doc_id__24_d15e21834
Bundesgeschgebung	bv_doc_id__24_d15e21836
und	bv_doc_id__24_d15e21838
die	bv_doc_id__24_d15e21840
Landesgesehgebungen	bv_doc_id__24_d15e21843
innerhals	bv_doc_id__24_d15e21845
ihrer	bv_doc_id__24_d15e21847
verfassungsmäßigen	bv_doc_id__24_d15e21849
zustan	bv_doc_id__24_d15e21851
digkeit	bv_doc_id__24_d15e21853
<g/>
.	
Hiebei	bv_doc_id__24_d15e21858
ist	bv_doc_id__24_d15e21860
jedoch	bv_doc_id__24_d15e21862
den	bv_doc_id__24_d15e21864
Gemeinden	bv_doc_id__24_d15e21866
ein	bv_doc_id__24_d15e21869
Wirkungskreis	bv_doc_id__24_d15e21871
in	bv_doc_id__24_d15e21873
erster	bv_doc_id__24_d15e21875
Instanz	bv_doc_id__24_d15e21877
in	bv_doc_id__24_d15e21879
folgenden	bv_doc_id__24_d15e21882
Angelegenheiten	bv_doc_id__24_d15e21884
gewährleistet	bv_doc_id__24_d15e21886
<g/>
.	
…	bv_doc_id__24_d15e21890
<g/>
.	
<g/>
(	
Aufzählung	bv_doc_id__24_d15e21897
folgt	bv_doc_id__24_d15e21899
nach.).…...	bv_doc_id__24_d15e21901
Sechstes	bv_doc_id__24_d15e21910
Hauptstück	bv_doc_id__24_d15e21912
<g/>
.	
Von	bv_doc_id__24_d15e21919
der	bv_doc_id__24_d15e21921
Rechnungskontrolle	bv_doc_id__24_d15e21923
des	bv_doc_id__24_d15e21925
Bundes	bv_doc_id__24_d15e21927
<g/>
.	
Artikel	bv_doc_id__24_d15e21937
98.	bv_doc_id__24_d15e21939
<g/>
(	
1	bv_doc_id__24_d15e21948
<g/>
)	
Zur	bv_doc_id__24_d15e21953
Überprüfung	bv_doc_id__24_d15e21955
der	bv_doc_id__24_d15e21957
Gebarung	bv_doc_id__24_d15e21959
der	bv_doc_id__24_d15e21962
gesamten	bv_doc_id__24_d15e21964
Staatswirtschaft	bv_doc_id__24_d15e21966
des	bv_doc_id__24_d15e21968
Bundes	bv_doc_id__24_d15e21970
<g/>
,	
ferner	bv_doc_id__24_d15e21975
der	bv_doc_id__24_d15e21977
Gebarung	bv_doc_id__24_d15e21979
der	bv_doc_id__24_d15e21981
von	bv_doc_id__24_d15e21983
Organen	bv_doc_id__24_d15e21985
des	bv_doc_id__24_d15e21988
Bundes	bv_doc_id__24_d15e21990
verwalteten	bv_doc_id__24_d15e21992
Stiftungen	bv_doc_id__24_d15e21994
<g/>
,	
Fonds	bv_doc_id__24_d15e21998
und	bv_doc_id__24_d15e22001
Anstalten	bv_doc_id__24_d15e22003
ist	bv_doc_id__24_d15e22005
der	bv_doc_id__24_d15e22007
Rechnungshof	bv_doc_id__24_d15e22009
berufen	bv_doc_id__24_d15e22011
<g/>
.	
Ihm	bv_doc_id__24_d15e22016
kann	bv_doc_id__24_d15e22018
auch	bv_doc_id__24_d15e22020
die	bv_doc_id__24_d15e22022
überprüfung	bv_doc_id__24_d15e22024
der	bv_doc_id__24_d15e22027
Gebarung	bv_doc_id__24_d15e22029
von	bv_doc_id__24_d15e22031
Unternehmungen	bv_doc_id__24_d15e22033
<g/>
,	
an	bv_doc_id__24_d15e22037
denen	bv_doc_id__24_d15e22040
der	bv_doc_id__24_d15e22042
Bund	bv_doc_id__24_d15e22044
finanziell	bv_doc_id__24_d15e22046
beteiligt	bv_doc_id__24_d15e22048
ist	bv_doc_id__24_d15e22050
<g/>
,	
übertragen	bv_doc_id__24_d15e22055
werden	bv_doc_id__24_d15e22057
<g/>
.	
<g/>
(	
2	bv_doc_id__24_d15e22068
<g/>
)	
Der	bv_doc_id__24_d15e22073
Rechnungshof	bv_doc_id__24_d15e22075
verfaßt	bv_doc_id__24_d15e22077
den	bv_doc_id__24_d15e22079
Bundesrechnungsabschluß	bv_doc_id__24_d15e22082
und	bv_doc_id__24_d15e22084
legt	bv_doc_id__24_d15e22086
ihn	bv_doc_id__24_d15e22088
dem	bv_doc_id__24_d15e22090
Nationaltat	bv_doc_id__24_d15e22092
vor	bv_doc_id__24_d15e22095
<g/>
.	
<g/>
(	
3	bv_doc_id__24_d15e22106
<g/>
)	
Alle	bv_doc_id__24_d15e22111
Urkunden	bv_doc_id__24_d15e22113
über	bv_doc_id__24_d15e22115
Staatsschulden	bv_doc_id__24_d15e22117
<g/>
(	
Zinanz-	bv_doc_id__24_d15e22122
und	bv_doc_id__24_d15e22124
Verwaltungeschulden	bv_doc_id__24_d15e22126
<g/>
,	
insoweit	bv_doc_id__24_d15e22130
sie	bv_doc_id__24_d15e22133
eine	bv_doc_id__24_d15e22135
Verpflichtung	bv_doc_id__24_d15e22137
des	bv_doc_id__24_d15e22139
Bundes	bv_doc_id__24_d15e22141
beinhalten	bv_doc_id__24_d15e22143
<g/>
,	
sind	bv_doc_id__24_d15e22148
vom	bv_doc_id__24_d15e22150
Präsidenten	bv_doc_id__24_d15e22152
des	bv_doc_id__24_d15e22154
Rechnungshofes	bv_doc_id__24_d15e22156
gegenzuzeichnen	bv_doc_id__24_d15e22159
<g/>
,	
durch	bv_doc_id__24_d15e22163
diese	bv_doc_id__24_d15e22165
Gegenzeichnung	bv_doc_id__24_d15e22167
wird	bv_doc_id__24_d15e22169
lediglich	bv_doc_id__24_d15e22172
die	bv_doc_id__24_d15e22174
Gesehmäßigkeit	bv_doc_id__24_d15e22176
und	bv_doc_id__24_d15e22178
rechnungsmäßige	bv_doc_id__24_d15e22180
Nichtigkeit	bv_doc_id__24_d15e22182
der	bv_doc_id__24_d15e22185
Gebarung	bv_doc_id__24_d15e22187
beträftigt	bv_doc_id__24_d15e22189
<g/>
.	
Artitel	bv_doc_id__24_d15e22199
99.	bv_doc_id__24_d15e22201
<g/>
(	
1	bv_doc_id__24_d15e22210
<g/>
)	
Der	bv_doc_id__24_d15e22215
Rechnungshof	bv_doc_id__24_d15e22217
untersteht	bv_doc_id__24_d15e22219
unmittelbar	bv_doc_id__24_d15e22221
dem	bv_doc_id__24_d15e22224
Nationalrate	bv_doc_id__24_d15e22226
<g/>
.	
<g/>
(	
2	bv_doc_id__24_d15e22237
<g/>
)	
Der	bv_doc_id__24_d15e22242
Rechnungshof	bv_doc_id__24_d15e22244
besteht	bv_doc_id__24_d15e22246
aus	bv_doc_id__24_d15e22248
einem	bv_doc_id__24_d15e22251
Präsidenten	bv_doc_id__24_d15e22253
und	bv_doc_id__24_d15e22255
den	bv_doc_id__24_d15e22257
erforderlichen	bv_doc_id__24_d15e22259
Beamten	bv_doc_id__24_d15e22261
und	bv_doc_id__24_d15e22264
Hilsskräften	bv_doc_id__24_d15e22266
<g/>
.	
<g/>
(	
3	bv_doc_id__24_d15e22277
<g/>
)	
Der	bv_doc_id__24_d15e22282
Präsident	bv_doc_id__24_d15e22284
des	bv_doc_id__24_d15e22286
Rechnungshofes	bv_doc_id__24_d15e22288
wird	bv_doc_id__24_d15e22291
auf	bv_doc_id__24_d15e22293
Vorschlag	bv_doc_id__24_d15e22295
des	bv_doc_id__24_d15e22297
Hauptausschusses	bv_doc_id__24_d15e22299
vom	bv_doc_id__24_d15e22301
Nationaliat	bv_doc_id__24_d15e22304
gewähs	bv_doc_id__24_d15e22306
<g/>
.	
<g/>
(	
4	bv_doc_id__24_d15e22317
<g/>
)	
Der	bv_doc_id__24_d15e22322
Präsident	bv_doc_id__24_d15e22324
des	bv_doc_id__24_d15e22326
Rechnungshofes	bv_doc_id__24_d15e22328
darf	bv_doc_id__24_d15e22331
keiner	bv_doc_id__24_d15e22333
politischen	bv_doc_id__24_d15e22335
Körperschaft	bv_doc_id__24_d15e22337
angehören	bv_doc_id__24_d15e22339
und	bv_doc_id__24_d15e22341
in	bv_doc_id__24_d15e22344
den	bv_doc_id__24_d15e22346
lebten	bv_doc_id__24_d15e22348
unf	bv_doc_id__24_d15e22350
Jahren	bv_doc_id__24_d15e22352
nicht	bv_doc_id__24_d15e22354
Mitglies	bv_doc_id__24_d15e22357
der	bv_doc_id__24_d15e22359
Bundesregierung	bv_doc_id__24_d15e22361
gewesen	bv_doc_id__24_d15e22363
sein	bv_doc_id__24_d15e22365
<g/>
.	
Artikel	bv_doc_id__24_d15e22375
100.	bv_doc_id__24_d15e22377
<g/>
(	
1	bv_doc_id__24_d15e22386
<g/>
)	
Der	bv_doc_id__24_d15e22391
Präsident	bv_doc_id__24_d15e22393
des	bv_doc_id__24_d15e22395
Rechnungshofes	bv_doc_id__24_d15e22397
