<doc id="bv_doc_id__21" attrs="word lemma type">
Fassung	bv_doc_id__21_d12e331
hat	bv_doc_id__21_d12e18184
<g/>
,	
steht	bv_doc_id__21_d12e18188
es	bv_doc_id__21_d12e18191
den	bv_doc_id__21_d12e18193
durch	bv_doc_id__21_d12e18195
diese	bv_doc_id__21_d12e18197
Entscheidung	bv_doc_id__21_d12e18199
Benachteiligten	bv_doc_id__21_d12e18201
frei	bv_doc_id__21_d12e18204
<g/>
,	
wenn	bv_doc_id__21_d12e18208
nicht	bv_doc_id__21_d12e18210
im	bv_doc_id__21_d12e18212
Gesetze	bv_doc_id__21_d12e18214
etwas	bv_doc_id__21_d12e18217
anderes	bv_doc_id__21_d12e18219
bestimmt	bv_doc_id__21_d12e18221
ist	bv_doc_id__21_d12e18223
<g/>
,	
Abhilfe	bv_doc_id__21_d12e18227
gegen	bv_doc_id__21_d12e18230
die	bv_doc_id__21_d12e18232
andere	bv_doc_id__21_d12e18234
Partei	bv_doc_id__21_d12e18236
im	bv_doc_id__21_d12e18238
Rechtswege	bv_doc_id__21_d12e18240
zu	bv_doc_id__21_d12e18243
suchen	bv_doc_id__21_d12e18245
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e18164
<g/>
)	
Viertes	bv_doc_id__21_d12e18257
Hauptstück	bv_doc_id__21_d12e18259
<g/>
.	
Von	bv_doc_id__21_d12e18266
der	bv_doc_id__21_d12e18268
Gesetzgebung	bv_doc_id__21_d12e18270
und	bv_doc_id__21_d12e18272
Vollziehung	bv_doc_id__21_d12e18274
der	bv_doc_id__21_d12e18277
Länder	bv_doc_id__21_d12e18279
<g/>
.	
Artikel	bv_doc_id__21_d12e18288
85.	bv_doc_id__21_d12e18290
<g/>
(	
1	bv_doc_id__21_d12e18299
<g/>
)	
Die	bv_doc_id__21_d12e18304
gesetzgebende	bv_doc_id__21_d12e18306
Gewalt	bv_doc_id__21_d12e18308
der	bv_doc_id__21_d12e18310
Länder	bv_doc_id__21_d12e18313
wird	bv_doc_id__21_d12e18315
durch	bv_doc_id__21_d12e18317
die	bv_doc_id__21_d12e18319
Landtage	bv_doc_id__21_d12e18321
ausgeübt	bv_doc_id__21_d12e18323
<g/>
,	
deren	bv_doc_id__21_d12e18328
Mitglieder	bv_doc_id__21_d12e18330
auf	bv_doc_id__21_d12e18332
Grund	bv_doc_id__21_d12e18334
des	bv_doc_id__21_d12e18336
gleichen	bv_doc_id__21_d12e18339
<g/>
,	
geheimen	bv_doc_id__21_d12e18343
<g/>
,	
persönlichen	bv_doc_id__21_d12e18347
und	bv_doc_id__21_d12e18349
unmittelbaren	bv_doc_id__21_d12e18352
Verhältniswahlrechtes	bv_doc_id__21_d12e18354
aller	bv_doc_id__21_d12e18356
nach	bv_doc_id__21_d12e18358
den	bv_doc_id__21_d12e18360
Landtagswahlordnungen	bv_doc_id__21_d12e18362
wahlberechtigten	bv_doc_id__21_d12e18365
männlichen	bv_doc_id__21_d12e18367
und	bv_doc_id__21_d12e18369
weiblichen	bv_doc_id__21_d12e18371
Bundesangehörigen	bv_doc_id__21_d12e18373
gewählt	bv_doc_id__21_d12e18375
werden	bv_doc_id__21_d12e18378
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e18389
<g/>
)	
Die	bv_doc_id__21_d12e18394
Landtagswahlordnungen	bv_doc_id__21_d12e18396
dürfen	bv_doc_id__21_d12e18398
die	bv_doc_id__21_d12e18400
Bedingungen	bv_doc_id__21_d12e18403
des	bv_doc_id__21_d12e18405
aktiven	bv_doc_id__21_d12e18407
und	bv_doc_id__21_d12e18409
passiven	bv_doc_id__21_d12e18411
Wahlrechtes	bv_doc_id__21_d12e18413
nicht	bv_doc_id__21_d12e18416
enger	bv_doc_id__21_d12e18418
ziehen	bv_doc_id__21_d12e18420
<g/>
,	
als	bv_doc_id__21_d12e18424
dies	bv_doc_id__21_d12e18426
in	bv_doc_id__21_d12e18429
der	bv_doc_id__21_d12e18431
Wahlordnung	bv_doc_id__21_d12e18433
zum	bv_doc_id__21_d12e18435
Nationalrat	bv_doc_id__21_d12e18437
der	bv_doc_id__21_d12e18439
Fall	bv_doc_id__21_d12e18442
ist	bv_doc_id__21_d12e18444
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e18455
<g/>
)	
Die	bv_doc_id__21_d12e18460
Wähler	bv_doc_id__21_d12e18462
üben	bv_doc_id__21_d12e18464
ihr	bv_doc_id__21_d12e18466
Wahlrecht	bv_doc_id__21_d12e18469
in	bv_doc_id__21_d12e18471
Wahlbezirken	bv_doc_id__21_d12e18473
aus	bv_doc_id__21_d12e18475
<g/>
,	
von	bv_doc_id__21_d12e18479
denen	bv_doc_id__21_d12e18482
jeder	bv_doc_id__21_d12e18484
ein	bv_doc_id__21_d12e18486
geschlossenes	bv_doc_id__21_d12e18488
Gebiet	bv_doc_id__21_d12e18490
umfassen	bv_doc_id__21_d12e18492
muß	bv_doc_id__21_d12e18495
<g/>
.	
Die	bv_doc_id__21_d12e18499
Zahl	bv_doc_id__21_d12e18501
der	bv_doc_id__21_d12e18503
Abgeordneten	bv_doc_id__21_d12e18505
ist	bv_doc_id__21_d12e18508
auf	bv_doc_id__21_d12e18510
die	bv_doc_id__21_d12e18512
Wahlbezirke	bv_doc_id__21_d12e18514
im	bv_doc_id__21_d12e18516
Verhältnis	bv_doc_id__21_d12e18518
der	bv_doc_id__21_d12e18521
Zahl	bv_doc_id__21_d12e18523
der	bv_doc_id__21_d12e18525
Bundesangehörigen	bv_doc_id__21_d12e18527
zu	bv_doc_id__21_d12e18529
verteilen	bv_doc_id__21_d12e18531
<g/>
,	
die	bv_doc_id__21_d12e18536
in	bv_doc_id__21_d12e18538
ihnen	bv_doc_id__21_d12e18540
nach	bv_doc_id__21_d12e18542
dem	bv_doc_id__21_d12e18544
Ergebnis	bv_doc_id__21_d12e18547
der	bv_doc_id__21_d12e18549
letzten	bv_doc_id__21_d12e18551
Volkszählung	bv_doc_id__21_d12e18553
ihren	bv_doc_id__21_d12e18555
Wohnsitz	bv_doc_id__21_d12e18557
hatten	bv_doc_id__21_d12e18560
<g/>
.	
Eine	bv_doc_id__21_d12e18564
Gliederung	bv_doc_id__21_d12e18566
der	bv_doc_id__21_d12e18568
Wählerschaft	bv_doc_id__21_d12e18570
in	bv_doc_id__21_d12e18573
andere	bv_doc_id__21_d12e18575
Wahlkörper	bv_doc_id__21_d12e18577
ist	bv_doc_id__21_d12e18579
nicht	bv_doc_id__21_d12e18581
zulässig	bv_doc_id__21_d12e18583
<g/>
.	
Artikel	bv_doc_id__21_d12e18594
86.	bv_doc_id__21_d12e18596
<g/>
(	
1	bv_doc_id__21_d12e18605
<g/>
)	
Die	bv_doc_id__21_d12e18610
Mitglieder	bv_doc_id__21_d12e18612
des	bv_doc_id__21_d12e18614
Landtages	bv_doc_id__21_d12e18616
genießen	bv_doc_id__21_d12e18619
die	bv_doc_id__21_d12e18621
gleiche	bv_doc_id__21_d12e18623
Immunität	bv_doc_id__21_d12e18625
wie	bv_doc_id__21_d12e18627
die	bv_doc_id__21_d12e18629
Mitglieder	bv_doc_id__21_d12e18632
des	bv_doc_id__21_d12e18634
National¬	bv_doc_id__21_d12e18636
17	bv_doc_id__21_d12e18649
188	bv_doc_id__21_d12e18654
rates	bv_doc_id__21_d12e18658
<g/>
,	
wobei	bv_doc_id__21_d12e18662
die	bv_doc_id__21_d12e18665
Bestimmungen	bv_doc_id__21_d12e18667
des	bv_doc_id__21_d12e18669
Artikels	bv_doc_id__21_d12e18671
43	bv_doc_id__21_d12e18673
sinngemäß	bv_doc_id__21_d12e18675
Anwendung	bv_doc_id__21_d12e18678
finden	bv_doc_id__21_d12e18680
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e18692
<g/>
)	
Die	bv_doc_id__21_d12e18697
Bestimmungen	bv_doc_id__21_d12e18699
der	bv_doc_id__21_d12e18701
Artikel	bv_doc_id__21_d12e18703
24	bv_doc_id__21_d12e18706
und	bv_doc_id__21_d12e18708
25	bv_doc_id__21_d12e18710
gelten	bv_doc_id__21_d12e18712
auch	bv_doc_id__21_d12e18714
für	bv_doc_id__21_d12e18716
die	bv_doc_id__21_d12e18719
Sitzungen	bv_doc_id__21_d12e18721
der	bv_doc_id__21_d12e18723
Landtage	bv_doc_id__21_d12e18725
und	bv_doc_id__21_d12e18727
ihrer	bv_doc_id__21_d12e18729
Ausschüsse	bv_doc_id__21_d12e18732
<g/>
.	
Artikel	bv_doc_id__21_d12e18742
87.	bv_doc_id__21_d12e18744
<g/>
(	
1	bv_doc_id__21_d12e18753
<g/>
)	
Zu	bv_doc_id__21_d12e18758
einem	bv_doc_id__21_d12e18760
Landesgesetz	bv_doc_id__21_d12e18762
ist	bv_doc_id__21_d12e18764
der	bv_doc_id__21_d12e18767
Beschluß	bv_doc_id__21_d12e18769
des	bv_doc_id__21_d12e18771
Landtages	bv_doc_id__21_d12e18773
<g/>
,	
die	bv_doc_id__21_d12e18777
Beurkundung	bv_doc_id__21_d12e18780
und	bv_doc_id__21_d12e18782
Gegenzeichnung	bv_doc_id__21_d12e18784
nach	bv_doc_id__21_d12e18786
den	bv_doc_id__21_d12e18788
Bestimmungen	bv_doc_id__21_d12e18790
der	bv_doc_id__21_d12e18793
Landesverfassung	bv_doc_id__21_d12e18795
und	bv_doc_id__21_d12e18797
die	bv_doc_id__21_d12e18799
Kundmachung	bv_doc_id__21_d12e18801
durch	bv_doc_id__21_d12e18803
die	bv_doc_id__21_d12e18806
Landesregierung	bv_doc_id__21_d12e18808
im	bv_doc_id__21_d12e18810
Landesgesetzblatt	bv_doc_id__21_d12e18812
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e18823
<g/>
)	
Insoweit	bv_doc_id__21_d12e18828
ein	bv_doc_id__21_d12e18830
Landesgesetz	bv_doc_id__21_d12e18832
bei	bv_doc_id__21_d12e18834
der	bv_doc_id__21_d12e18837
Vollziehung	bv_doc_id__21_d12e18839
die	bv_doc_id__21_d12e18841
Mitwirkung	bv_doc_id__21_d12e18843
von	bv_doc_id__21_d12e18845
Bundesbehörden	bv_doc_id__21_d12e18847
vorsieht	bv_doc_id__21_d12e18850
<g/>
,	
muß	bv_doc_id__21_d12e18854
zu	bv_doc_id__21_d12e18856
dieser	bv_doc_id__21_d12e18858
Mitwirkung	bv_doc_id__21_d12e18860
die	bv_doc_id__21_d12e18863
Zustimmung	bv_doc_id__21_d12e18865
der	bv_doc_id__21_d12e18867
Bundesregierung	bv_doc_id__21_d12e18869
eingeholt	bv_doc_id__21_d12e18871
werden	bv_doc_id__21_d12e18873
<g/>
.	
Vor	bv_doc_id__21_d12e18878
Erteilung	bv_doc_id__21_d12e18880
der	bv_doc_id__21_d12e18882
Zustimmung	bv_doc_id__21_d12e18884
kann	bv_doc_id__21_d12e18886
ein	bv_doc_id__21_d12e18889
solches	bv_doc_id__21_d12e18891
Landesgesetz	bv_doc_id__21_d12e18893
nicht	bv_doc_id__21_d12e18895
kundgemacht	bv_doc_id__21_d12e18897
werden	bv_doc_id__21_d12e18899
<g/>
.	
Artikel	bv_doc_id__21_d12e18911
88.	bv_doc_id__21_d12e18913
<g/>
(	
1	bv_doc_id__21_d12e18922
<g/>
)	
Alle	bv_doc_id__21_d12e18927
Gesetzesbeschlüsse	bv_doc_id__21_d12e18929
der	bv_doc_id__21_d12e18931
Landtage	bv_doc_id__21_d12e18933
sind	bv_doc_id__21_d12e18936
unmittelbar	bv_doc_id__21_d12e18938
nach	bv_doc_id__21_d12e18940
erfolgter	bv_doc_id__21_d12e18942
Beschlußfassung	bv_doc_id__21_d12e18944
des	bv_doc_id__21_d12e18946
Landtages	bv_doc_id__21_d12e18949
und	bv_doc_id__21_d12e18951
vor	bv_doc_id__21_d12e18953
ihrer	bv_doc_id__21_d12e18955
Kundmachung	bv_doc_id__21_d12e18957
vom	bv_doc_id__21_d12e18959
Landeshauptmann	bv_doc_id__21_d12e18962
der	bv_doc_id__21_d12e18964
Bundesregierung	bv_doc_id__21_d12e18966
oder	bv_doc_id__21_d12e18968
dem	bv_doc_id__21_d12e18970
zuständigen	bv_doc_id__21_d12e18972
Bundesminister	bv_doc_id__21_d12e18975
bekanntzugeben	bv_doc_id__21_d12e18977
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e18988
<g/>
)	
Wegen	bv_doc_id__21_d12e18993
Gefährdung	bv_doc_id__21_d12e18995
von	bv_doc_id__21_d12e18997
Bundesinteressen	bv_doc_id__21_d12e18999
kann	bv_doc_id__21_d12e19002
die	bv_doc_id__21_d12e19004
Bundesregierung	bv_doc_id__21_d12e19006
gegen	bv_doc_id__21_d12e19008
den	bv_doc_id__21_d12e19010
Gesetzesbeschluß	bv_doc_id__21_d12e19012
eines	bv_doc_id__21_d12e19015
Landtages	bv_doc_id__21_d12e19017
binnen	bv_doc_id__21_d12e19019
acht	bv_doc_id__21_d12e19021
Wochen	bv_doc_id__21_d12e19023
vom	bv_doc_id__21_d12e19025
Tage	bv_doc_id__21_d12e19028
seines	bv_doc_id__21_d12e19030
Einlangens	bv_doc_id__21_d12e19032
bei	bv_doc_id__21_d12e19034
der	bv_doc_id__21_d12e19036
Bundesregierung	bv_doc_id__21_d12e19038
oder	bv_doc_id__21_d12e19041
dem	bv_doc_id__21_d12e19043
zuständigen	bv_doc_id__21_d12e19045
Bundesminister	bv_doc_id__21_d12e19047
einen	bv_doc_id__21_d12e19049
mit	bv_doc_id__21_d12e19051
Begründung	bv_doc_id__21_d12e19054
versehenen	bv_doc_id__21_d12e19056
Einspruch	bv_doc_id__21_d12e19058
erheben	bv_doc_id__21_d12e19060
<g/>
.	
In	bv_doc_id__21_d12e19064
diesem	bv_doc_id__21_d12e19067
Falle	bv_doc_id__21_d12e19069
darf	bv_doc_id__21_d12e19071
der	bv_doc_id__21_d12e19073
Gesetzesbeschluß	bv_doc_id__21_d12e19075
nur	bv_doc_id__21_d12e19077
kundgemacht	bv_doc_id__21_d12e19080
werden	bv_doc_id__21_d12e19082
<g/>
,	
wenn	bv_doc_id__21_d12e19086
ihn	bv_doc_id__21_d12e19088
der	bv_doc_id__21_d12e19090
Landtag	bv_doc_id__21_d12e19093
wiederholt	bv_doc_id__21_d12e19095
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e19106
<g/>
)	
Vor	bv_doc_id__21_d12e19111
Ablauf	bv_doc_id__21_d12e19113
der	bv_doc_id__21_d12e19115
Einspruchsfrist	bv_doc_id__21_d12e19117
ist	bv_doc_id__21_d12e19120
die	bv_doc_id__21_d12e19122
Kund	bv_doc_id__21_d12e19124
machung	bv_doc_id__21_d12e19126
nur	bv_doc_id__21_d12e19128
zulässig	bv_doc_id__21_d12e19130
<g/>
,	
wenn	bv_doc_id__21_d12e19135
die	bv_doc_id__21_d12e19137
Bundesregierung	bv_doc_id__21_d12e19139
ausdrücklich	bv_doc_id__21_d12e19141
zustimmt	bv_doc_id__21_d12e19143
<g/>
.	
Artikel	bv_doc_id__21_d12e19154
89.	bv_doc_id__21_d12e19156
<g/>
(	
1	bv_doc_id__21_d12e19165
<g/>
)	
Die	bv_doc_id__21_d12e19170
durch	bv_doc_id__21_d12e19172
Landesgesetz	bv_doc_id__21_d12e19174
zu	bv_doc_id__21_d12e19176
erlassende	bv_doc_id__21_d12e19179
Landesinsoweit	bv_doc_id__21_d12e19181
dadurch	bv_doc_id__21_d12e19183
die	bv_doc_id__21_d12e19185
Bundesversassung	bv_doc_id__21_d12e19187
kann	bv_doc_id__21_d12e19189
durch	bv_doc_id__21_d12e19192
Landesgesetz	bv_doc_id__21_d12e19194
verfassung	bv_doc_id__21_d12e19196
nicht	bv_doc_id__21_d12e19198
berührt	bv_doc_id__21_d12e19200
wird	bv_doc_id__21_d12e19202
abgeändert	bv_doc_id__21_d12e19205
werden	bv_doc_id__21_d12e19207
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e19218
<g/>
)	
Ein	bv_doc_id__21_d12e19223
Landesverfassungsgesetz	bv_doc_id__21_d12e19225
kann	bv_doc_id__21_d12e19227
nur	bv_doc_id__21_d12e19229
bei	bv_doc_id__21_d12e19232
Anwesenheit	bv_doc_id__21_d12e19234
der	bv_doc_id__21_d12e19236
Hälfte	bv_doc_id__21_d12e19238
aller	bv_doc_id__21_d12e19240
Mitglieder	bv_doc_id__21_d12e19242
des	bv_doc_id__21_d12e19245
Landtages	bv_doc_id__21_d12e19247
mit	bv_doc_id__21_d12e19249
einer	bv_doc_id__21_d12e19251
Mehrheit	bv_doc_id__21_d12e19253
von	bv_doc_id__21_d12e19255
zwei	bv_doc_id__21_d12e19258
Dritteln	bv_doc_id__21_d12e19260
aller	bv_doc_id__21_d12e19262
abgegebenen	bv_doc_id__21_d12e19264
Stimmen	bv_doc_id__21_d12e19266
beschlossen	bv_doc_id__21_d12e19268
werden	bv_doc_id__21_d12e19271
<g/>
.	
Artikel	bv_doc_id__21_d12e19281
90.	bv_doc_id__21_d12e19283
<g/>
(	
1	bv_doc_id__21_d12e19292
<g/>
)	
Jeder	bv_doc_id__21_d12e19297
Landtag	bv_doc_id__21_d12e19299
kann	bv_doc_id__21_d12e19301
auf	bv_doc_id__21_d12e19303
Antrag	bv_doc_id__21_d12e19306
der	bv_doc_id__21_d12e19308
Bundesregierung	bv_doc_id__21_d12e19310
mit	bv_doc_id__21_d12e19312
Zustimmung	bv_doc_id__21_d12e19314
des	bv_doc_id__21_d12e19316
Bundesrates	bv_doc_id__21_d12e19319
vom	bv_doc_id__21_d12e19321
Bundespräsidenten	bv_doc_id__21_d12e19323
aufgelöst	bv_doc_id__21_d12e19325
werden	bv_doc_id__21_d12e19327
<g/>
.	
Die	bv_doc_id__21_d12e19332
Zustimmung	bv_doc_id__21_d12e19334
des	bv_doc_id__21_d12e19336
Bundesrates	bv_doc_id__21_d12e19338
muß	bv_doc_id__21_d12e19340
bei	bv_doc_id__21_d12e19342
Anwesenheit	bv_doc_id__21_d12e19345
der	bv_doc_id__21_d12e19347
Hälfte	bv_doc_id__21_d12e19349
aller	bv_doc_id__21_d12e19351
Mitglieder	bv_doc_id__21_d12e19353
mit	bv_doc_id__21_d12e19355
einer	bv_doc_id__21_d12e19358
Mehrheit	bv_doc_id__21_d12e19360
von	bv_doc_id__21_d12e19362
zwei	bv_doc_id__21_d12e19364
Dritteln	bv_doc_id__21_d12e19366
der	bv_doc_id__21_d12e19368
abgegebenen	bv_doc_id__21_d12e19371
Stimmen	bv_doc_id__21_d12e19373
beschlossen	bv_doc_id__21_d12e19375
sein	bv_doc_id__21_d12e19377
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e19388
<g/>
)	
Im	bv_doc_id__21_d12e19393
Falle	bv_doc_id__21_d12e19395
der	bv_doc_id__21_d12e19397
Auflösung	bv_doc_id__21_d12e19399
sind	bv_doc_id__21_d12e19402
nach	bv_doc_id__21_d12e19404
den	bv_doc_id__21_d12e19406
Bestimmungen	bv_doc_id__21_d12e19408
der	bv_doc_id__21_d12e19410
Landesverfassung	bv_doc_id__21_d12e19412
binnen	bv_doc_id__21_d12e19415
drei	bv_doc_id__21_d12e19417
Wochen	bv_doc_id__21_d12e19419
Neuwahlen	bv_doc_id__21_d12e19421
auszuschreiben	bv_doc_id__21_d12e19423
<g/>
;	
die	bv_doc_id__21_d12e19428
Einberufung	bv_doc_id__21_d12e19430
des	bv_doc_id__21_d12e19432
neugewählten	bv_doc_id__21_d12e19434
Landtages	bv_doc_id__21_d12e19436
hat	bv_doc_id__21_d12e19438
binnen	bv_doc_id__21_d12e19441
vier	bv_doc_id__21_d12e19443
Wochen	bv_doc_id__21_d12e19445
nach	bv_doc_id__21_d12e19447
durchgeführter	bv_doc_id__21_d12e19449
Wahl	bv_doc_id__21_d12e19451
zu	bv_doc_id__21_d12e19454
erfolgen	bv_doc_id__21_d12e19456
<g/>
.	
Artikel	bv_doc_id__21_d12e19466
91.	bv_doc_id__21_d12e19468
<g/>
(	
1	bv_doc_id__21_d12e19477
<g/>
)	
Die	bv_doc_id__21_d12e19482
vollziehende	bv_doc_id__21_d12e19484
Gewalt	bv_doc_id__21_d12e19486
jedes	bv_doc_id__21_d12e19488
Landes	bv_doc_id__21_d12e19491
wird	bv_doc_id__21_d12e19493
durch	bv_doc_id__21_d12e19495
eine	bv_doc_id__21_d12e19497
vom	bv_doc_id__21_d12e19499
Landtag	bv_doc_id__21_d12e19501
zu	bv_doc_id__21_d12e19504
wählende	bv_doc_id__21_d12e19506
Landesregierung	bv_doc_id__21_d12e19508
ausgeübt	bv_doc_id__21_d12e19510
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e19521
<g/>
)	
Die	bv_doc_id__21_d12e19526
Mitglieder	bv_doc_id__21_d12e19528
der	bv_doc_id__21_d12e19530
Landesregierung	bv_doc_id__21_d12e19532
müssen	bv_doc_id__21_d12e19535
nicht	bv_doc_id__21_d12e19537
dem	bv_doc_id__21_d12e19539
Landtag	bv_doc_id__21_d12e19541
angehören	bv_doc_id__21_d12e19543
<g/>
.	
Jedoch	bv_doc_id__21_d12e19548
kann	bv_doc_id__21_d12e19550
in	bv_doc_id__21_d12e19552
die	bv_doc_id__21_d12e19554
Landesregierung	bv_doc_id__21_d12e19556
nur	bv_doc_id__21_d12e19558
gewählt	bv_doc_id__21_d12e19561
werden	bv_doc_id__21_d12e19563
<g/>
,	
wer	bv_doc_id__21_d12e19567
zum	bv_doc_id__21_d12e19569
Landtag	bv_doc_id__21_d12e19571
wählbar	bv_doc_id__21_d12e19574
ist	bv_doc_id__21_d12e19576
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e19587
<g/>
)	
Die	bv_doc_id__21_d12e19592
Landesregierung	bv_doc_id__21_d12e19594
besteht	bv_doc_id__21_d12e19596
aus	bv_doc_id__21_d12e19598
dem	bv_doc_id__21_d12e19601
Landeshauptmann	bv_doc_id__21_d12e19603
<g/>
,	
der	bv_doc_id__21_d12e19607
erforderlichen	bv_doc_id__21_d12e19609
Zahl	bv_doc_id__21_d12e19611
von	bv_doc_id__21_d12e19614
Stellvertretern	bv_doc_id__21_d12e19616
und	bv_doc_id__21_d12e19618
weiteren	bv_doc_id__21_d12e19620
Mitgliedern	bv_doc_id__21_d12e19622
<g/>
.	
<g/>
(	
4	bv_doc_id__21_d12e19633
<g/>
)	
Der	bv_doc_id__21_d12e19638
Landeshauptmann	bv_doc_id__21_d12e19640
wird	bv_doc_id__21_d12e19642
durch	bv_doc_id__21_d12e19644
den	bv_doc_id__21_d12e19647
Bundespräsidenten	bv_doc_id__21_d12e19649
<g/>
,	
die	bv_doc_id__21_d12e19653
anderen	bv_doc_id__21_d12e19655
Mitglieder	bv_doc_id__21_d12e19657
der	bv_doc_id__21_d12e19660
Landesregierung	bv_doc_id__21_d12e19662
werden	bv_doc_id__21_d12e19664
durch	bv_doc_id__21_d12e19666
den	bv_doc_id__21_d12e19668
Landeshauptmann	bv_doc_id__21_d12e19670
auf	bv_doc_id__21_d12e19673
die	bv_doc_id__21_d12e19675
Bundesverfassung	bv_doc_id__21_d12e19677
angelobt	bv_doc_id__21_d12e19679
<g/>
.	
8	bv_doc_id__21_d12e19687
190	bv_doc_id__21_d12e19692
Artikel	bv_doc_id__21_d12e19702
92.	bv_doc_id__21_d12e19704
<g/>
(	
1	bv_doc_id__21_d12e19713
<g/>
)	
Im	bv_doc_id__21_d12e19718
Bereiche	bv_doc_id__21_d12e19720
der	bv_doc_id__21_d12e19722
Länder	bv_doc_id__21_d12e19724
wird	bv_doc_id__21_d12e19727
die	bv_doc_id__21_d12e19729
vollziehende	bv_doc_id__21_d12e19731
Gewalt	bv_doc_id__21_d12e19733
des	bv_doc_id__21_d12e19735
Bundes	bv_doc_id__21_d12e19737
entweder	bv_doc_id__21_d12e19740
durch	bv_doc_id__21_d12e19742
eigene	bv_doc_id__21_d12e19744
Bundesbehörden	bv_doc_id__21_d12e19746
<g/>
(	
unmittelbare	bv_doc_id__21_d12e19750
Bundesverwaltung	bv_doc_id__21_d12e19753
<g/>
)	
oder	bv_doc_id__21_d12e19757
durch	bv_doc_id__21_d12e19759
die	bv_doc_id__21_d12e19761
Landesregierungen	bv_doc_id__21_d12e19763
und	bv_doc_id__21_d12e19766
die	bv_doc_id__21_d12e19768
ihnen	bv_doc_id__21_d12e19770
unterstellten	bv_doc_id__21_d12e19772
Landesbehörden	bv_doc_id__21_d12e19774
<g/>
(	
mittelbare	bv_doc_id__21_d12e19779
Bundesverwaltung	bv_doc_id__21_d12e19781
<g/>
)	
ausgeübt	bv_doc_id__21_d12e19785
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e19796
<g/>
)	
Folgende	bv_doc_id__21_d12e19801
Angelegenheiten	bv_doc_id__21_d12e19803
können	bv_doc_id__21_d12e19805
im	bv_doc_id__21_d12e19807
Rahmen	bv_doc_id__21_d12e19810
des	bv_doc_id__21_d12e19812
durch	bv_doc_id__21_d12e19814
das	bv_doc_id__21_d12e19816
Bundesverfassungsgesetz	bv_doc_id__21_d12e19818
festgestellten	bv_doc_id__21_d12e19820
Wirkungsbereiches	bv_doc_id__21_d12e19823
unmittelbar	bv_doc_id__21_d12e19825
durch	bv_doc_id__21_d12e19827
Budesbehörden	bv_doc_id__21_d12e19829
Ergang	bv_doc_id__21_d12e19831
versehen	bv_doc_id__21_d12e19833
werden	bv_doc_id__21_d12e19836
<g/>
:	
Waren-	bv_doc_id__21_d12e19840
und	bv_doc_id__21_d12e19842
Viehverkehr	bv_doc_id__21_d12e19844
mit	bv_doc_id__21_d12e19846
dem	bv_doc_id__21_d12e19849
Auslande	bv_doc_id__21_d12e19851
<g/>
,	
Grenz	bv_doc_id__21_d12e19855
vermarkung	bv_doc_id__21_d12e19857
<g/>
,	
Zollwesen	bv_doc_id__21_d12e19862
<g/>
,	
Bundesfinanzen	bv_doc_id__21_d12e19866
<g/>
,	
Monopol	bv_doc_id__21_d12e19870
wesen	bv_doc_id__21_d12e19872
Maß	bv_doc_id__21_d12e19875
<g/>
,	
Gewichts-	bv_doc_id__21_d12e19879
<g/>
,	
Normen-	bv_doc_id__21_d12e19883
und	bv_doc_id__21_d12e19885
Punzierungswesen	bv_doc_id__21_d12e19888
<g/>
,	
Justizwesen	bv_doc_id__21_d12e19892
<g/>
,	
Verkehrswesen	bv_doc_id__21_d12e19896
<g/>
.	
Bundesstraßen	bv_doc_id__21_d12e19901
<g/>
,	
Strom-	bv_doc_id__21_d12e19905
und	bv_doc_id__21_d12e19907
Schiffahrtspolizei	bv_doc_id__21_d12e19909
<g/>
,	
Post=	bv_doc_id__21_d12e19914
<g/>
,	
Telegraphen=	bv_doc_id__21_d12e19918
und	bv_doc_id__21_d12e19920
Fernsprechwesen	bv_doc_id__21_d12e19922
<g/>
,	
Bergwesn	bv_doc_id__21_d12e19927
<g/>
,	
militärische	bv_doc_id__21_d12e19931
Angelegenheiten	bv_doc_id__21_d12e19933
Angelegenheiten	bv_doc_id__21_d12e19935
des	bv_doc_id__21_d12e19937
Gewerbes	bv_doc_id__21_d12e19940
und	bv_doc_id__21_d12e19942
der	bv_doc_id__21_d12e19944
Industrie	bv_doc_id__21_d12e19946
Patentwesen	bv_doc_id__21_d12e19948
<g/>
,	
Ingenieur-	bv_doc_id__21_d12e19953
und	bv_doc_id__21_d12e19955
Ziviltechnikerwesens	bv_doc_id__21_d12e19957
<g/>
,	
Regulierung	bv_doc_id__21_d12e19961
und	bv_doc_id__21_d12e19963
Instandhaltung	bv_doc_id__21_d12e19966
von	bv_doc_id__21_d12e19968
Gewässern	bv_doc_id__21_d12e19970
<g/>
,	
Erbauung	bv_doc_id__21_d12e19974
und	bv_doc_id__21_d12e19976
Erhaltung	bv_doc_id__21_d12e19979
