<doc id="bv_doc_id__12" attrs="word lemma type">
991	bv_doc_id__12_d4e409
vom	bv_doc_id__12_d4e17583
Amte	bv_doc_id__12_d4e17585
darf	bv_doc_id__12_d4e17587
nur	bv_doc_id__12_d4e17589
durch	bv_doc_id__12_d4e17591
Verfügung	bv_doc_id__12_d4e17594
des	bv_doc_id__12_d4e17596
Gerichtsvorstandes	bv_doc_id__12_d4e17598
oder	bv_doc_id__12_d4e17600
der	bv_doc_id__12_d4e17602
höheren	bv_doc_id__12_d4e17604
Gerichtsbehörde	bv_doc_id__12_d4e17607
unter	bv_doc_id__12_d4e17609
gleichzeitiger	bv_doc_id__12_d4e17611
Verweisung	bv_doc_id__12_d4e17613
der	bv_doc_id__12_d4e17615
Sache	bv_doc_id__12_d4e17617
an	bv_doc_id__12_d4e17620
das	bv_doc_id__12_d4e17622
zuständige	bv_doc_id__12_d4e17624
Gericht	bv_doc_id__12_d4e17626
stattfinden	bv_doc_id__12_d4e17628
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17567
<g/>
)	
Artikel	bv_doc_id__12_d4e17638
90.	bv_doc_id__12_d4e17640
<g/>
(	
1	bv_doc_id__12_d4e17649
<g/>
)	
Die	bv_doc_id__12_d4e17654
Prüfung	bv_doc_id__12_d4e17656
der	bv_doc_id__12_d4e17658
Gültigkeit	bv_doc_id__12_d4e17660
gehörig	bv_doc_id__12_d4e17663
kundgemachter	bv_doc_id__12_d4e17665
Gesetze	bv_doc_id__12_d4e17667
steht	bv_doc_id__12_d4e17669
den	bv_doc_id__12_d4e17671
Gerichten	bv_doc_id__12_d4e17673
nicht	bv_doc_id__12_d4e17676
zu	bv_doc_id__12_d4e17678
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17689
<g/>
)	
Hat	bv_doc_id__12_d4e17694
ein	bv_doc_id__12_d4e17696
Gericht	bv_doc_id__12_d4e17698
gegen	bv_doc_id__12_d4e17700
die	bv_doc_id__12_d4e17703
Anwendung	bv_doc_id__12_d4e17705
einer	bv_doc_id__12_d4e17707
Verordnung	bv_doc_id__12_d4e17709
aus	bv_doc_id__12_d4e17711
dem	bv_doc_id__12_d4e17713
Grunde	bv_doc_id__12_d4e17716
der	bv_doc_id__12_d4e17718
Gesetzwidrigkeit	bv_doc_id__12_d4e17720
Bedenken	bv_doc_id__12_d4e17722
<g/>
,	
so	bv_doc_id__12_d4e17726
hat	bv_doc_id__12_d4e17729
es	bv_doc_id__12_d4e17731
das	bv_doc_id__12_d4e17733
Verfahren	bv_doc_id__12_d4e17735
zu	bv_doc_id__12_d4e17737
unterbrechen	bv_doc_id__12_d4e17739
und	bv_doc_id__12_d4e17742
den	bv_doc_id__12_d4e17744
Antrag	bv_doc_id__12_d4e17746
auf	bv_doc_id__12_d4e17748
Aufhebung	bv_doc_id__12_d4e17750
dieser	bv_doc_id__12_d4e17752
Verordnung	bv_doc_id__12_d4e17755
beim	bv_doc_id__12_d4e17757
Verfassungsgerichtshof	bv_doc_id__12_d4e17759
zu	bv_doc_id__12_d4e17761
stellen	bv_doc_id__12_d4e17763
<g/>
.	
Artikel	bv_doc_id__12_d4e17638
90.	bv_doc_id__12_d4e17640
<g/>
(	
1	bv_doc_id__12_d4e17649
<g/>
)	
Die	bv_doc_id__12_d4e17654
Prüfung	bv_doc_id__12_d4e17656
der	bv_doc_id__12_d4e17658
Gültigkeit	bv_doc_id__12_d4e17660
gehörig	bv_doc_id__12_d4e17663
kundgemachter	bv_doc_id__12_d4e17665
Gesetze	bv_doc_id__12_d4e17667
steht	bv_doc_id__12_d4e17669
den	bv_doc_id__12_d4e17671
Gerichten	bv_doc_id__12_d4e17673
nicht	bv_doc_id__12_d4e17676
zu	bv_doc_id__12_d4e17678
<g/>
.	
<g/>
(	
1	bv_doc_id__12_d4e17649
<g/>
)	
<g/>
(	
2	bv_doc_id__12_d4e17689
<g/>
)	
Hat	bv_doc_id__12_d4e17694
ein	bv_doc_id__12_d4e17696
Gericht	bv_doc_id__12_d4e17698
gegen	bv_doc_id__12_d4e17700
die	bv_doc_id__12_d4e17703
Anwendung	bv_doc_id__12_d4e17705
einer	bv_doc_id__12_d4e17707
Verordnung	bv_doc_id__12_d4e17709
aus	bv_doc_id__12_d4e17711
dem	bv_doc_id__12_d4e17713
Grunde	bv_doc_id__12_d4e17716
der	bv_doc_id__12_d4e17718
Gesetzwidrigkeit	bv_doc_id__12_d4e17720
Bedenken	bv_doc_id__12_d4e17722
<g/>
,	
so	bv_doc_id__12_d4e17726
hat	bv_doc_id__12_d4e17729
es	bv_doc_id__12_d4e17731
das	bv_doc_id__12_d4e17733
Verfahren	bv_doc_id__12_d4e17735
zu	bv_doc_id__12_d4e17737
unterbrechen	bv_doc_id__12_d4e17739
und	bv_doc_id__12_d4e17742
den	bv_doc_id__12_d4e17744
Antrag	bv_doc_id__12_d4e17746
auf	bv_doc_id__12_d4e17748
Aufhebung	bv_doc_id__12_d4e17750
dieser	bv_doc_id__12_d4e17752
Verordnung	bv_doc_id__12_d4e17755
beim	bv_doc_id__12_d4e17757
Verfassungsgerichtshof	bv_doc_id__12_d4e17759
zu	bv_doc_id__12_d4e17761
stellen	bv_doc_id__12_d4e17763
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17689
<g/>
)	
Artikel	bv_doc_id__12_d4e17773
91.	bv_doc_id__12_d4e17775
<g/>
(	
1	bv_doc_id__12_d4e17784
<g/>
)	
Die	bv_doc_id__12_d4e17789
Verhandlungen	bv_doc_id__12_d4e17791
in	bv_doc_id__12_d4e17793
Zivil-	bv_doc_id__12_d4e17795
und	bv_doc_id__12_d4e17798
Strafrechtssachen	bv_doc_id__12_d4e17800
vor	bv_doc_id__12_d4e17802
dem	bv_doc_id__12_d4e17804
erkennenden	bv_doc_id__12_d4e17806
Gericht	bv_doc_id__12_d4e17808
sind	bv_doc_id__12_d4e17811
mündlich	bv_doc_id__12_d4e17813
und	bv_doc_id__12_d4e17815
öffentlich	bv_doc_id__12_d4e17817
<g/>
.	
Ausnahmen	bv_doc_id__12_d4e17821
bestimmt	bv_doc_id__12_d4e17824
das	bv_doc_id__12_d4e17826
Gesetz	bv_doc_id__12_d4e17828
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17839
<g/>
)	
Im	bv_doc_id__12_d4e17844
Strafverfahren	bv_doc_id__12_d4e17846
gilt	bv_doc_id__12_d4e17848
der	bv_doc_id__12_d4e17850
Anklageprozeß	bv_doc_id__12_d4e17853
<g/>
.	
Artikel	bv_doc_id__12_d4e17773
91.	bv_doc_id__12_d4e17775
<g/>
(	
1	bv_doc_id__12_d4e17784
<g/>
)	
Die	bv_doc_id__12_d4e17789
Verhandlungen	bv_doc_id__12_d4e17791
in	bv_doc_id__12_d4e17793
Zivil-	bv_doc_id__12_d4e17795
und	bv_doc_id__12_d4e17798
Strafrechtssachen	bv_doc_id__12_d4e17800
vor	bv_doc_id__12_d4e17802
dem	bv_doc_id__12_d4e17804
erkennenden	bv_doc_id__12_d4e17806
Gericht	bv_doc_id__12_d4e17808
sind	bv_doc_id__12_d4e17811
mündlich	bv_doc_id__12_d4e17813
und	bv_doc_id__12_d4e17815
öffentlich	bv_doc_id__12_d4e17817
<g/>
.	
Ausnahmen	bv_doc_id__12_d4e17821
bestimmt	bv_doc_id__12_d4e17824
das	bv_doc_id__12_d4e17826
Gesetz	bv_doc_id__12_d4e17828
<g/>
.	
<g/>
(	
1	bv_doc_id__12_d4e17784
<g/>
)	
<g/>
(	
2	bv_doc_id__12_d4e17839
<g/>
)	
Im	bv_doc_id__12_d4e17844
Strafverfahren	bv_doc_id__12_d4e17846
gilt	bv_doc_id__12_d4e17848
der	bv_doc_id__12_d4e17850
Anklageprozeß	bv_doc_id__12_d4e17853
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17839
<g/>
)	
Artikel	bv_doc_id__12_d4e17865
92.	bv_doc_id__12_d4e17867
<g/>
(	
1	bv_doc_id__12_d4e17876
<g/>
)	
Das	bv_doc_id__12_d4e17881
Volk	bv_doc_id__12_d4e17883
hat	bv_doc_id__12_d4e17885
an	bv_doc_id__12_d4e17887
der	bv_doc_id__12_d4e17890
Rechtssprechung	bv_doc_id__12_d4e17892
mitzuwirken	bv_doc_id__12_d4e17894
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17905
<g/>
)	
Bei	bv_doc_id__12_d4e17910
den	bv_doc_id__12_d4e17912
mit	bv_doc_id__12_d4e17914
schweren	bv_doc_id__12_d4e17916
Strafen	bv_doc_id__12_d4e17919
bedrohten	bv_doc_id__12_d4e17921
Verbrechen	bv_doc_id__12_d4e17923
<g/>
,	
die	bv_doc_id__12_d4e17927
das	bv_doc_id__12_d4e17929
Gesetz	bv_doc_id__12_d4e17932
zu	bv_doc_id__12_d4e17934
bezeichnen	bv_doc_id__12_d4e17936
hat	bv_doc_id__12_d4e17938
<g/>
,	
sowie	bv_doc_id__12_d4e17942
bei	bv_doc_id__12_d4e17945
allen	bv_doc_id__12_d4e17947
politischen	bv_doc_id__12_d4e17949
Verbrechen	bv_doc_id__12_d4e17951
und	bv_doc_id__12_d4e17953
Vergehen	bv_doc_id__12_d4e17955
entscheiden	bv_doc_id__12_d4e17958
Geschworne	bv_doc_id__12_d4e17960
über	bv_doc_id__12_d4e17962
die	bv_doc_id__12_d4e17964
Schuld	bv_doc_id__12_d4e17966
des	bv_doc_id__12_d4e17968
Angeklagten	bv_doc_id__12_d4e17971
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17982
<g/>
)	
Im	bv_doc_id__12_d4e17987
Strafverfahren	bv_doc_id__12_d4e17989
wegen	bv_doc_id__12_d4e17991
anderer	bv_doc_id__12_d4e17993
strafbarer	bv_doc_id__12_d4e17996
Handlungen	bv_doc_id__12_d4e17998
nehmen	bv_doc_id__12_d4e18000
Schöffen	bv_doc_id__12_d4e18002
an	bv_doc_id__12_d4e18004
der	bv_doc_id__12_d4e18006
Rechtssprechung	bv_doc_id__12_d4e18009
teil	bv_doc_id__12_d4e18011
<g/>
,	
wenn	bv_doc_id__12_d4e18015
die	bv_doc_id__12_d4e18017
zu	bv_doc_id__12_d4e18019
verhängende	bv_doc_id__12_d4e18022
Strafe	bv_doc_id__12_d4e18024
ein	bv_doc_id__12_d4e18026
vom	bv_doc_id__12_d4e18028
Gesetz	bv_doc_id__12_d4e18030
zu	bv_doc_id__12_d4e18032
bestimmendes	bv_doc_id__12_d4e18035
Maß	bv_doc_id__12_d4e18037
überschreitet	bv_doc_id__12_d4e18039
<g/>
.	
Artikel	bv_doc_id__12_d4e17865
92.	bv_doc_id__12_d4e17867
<g/>
(	
1	bv_doc_id__12_d4e17876
<g/>
)	
Das	bv_doc_id__12_d4e17881
Volk	bv_doc_id__12_d4e17883
hat	bv_doc_id__12_d4e17885
an	bv_doc_id__12_d4e17887
der	bv_doc_id__12_d4e17890
Rechtssprechung	bv_doc_id__12_d4e17892
mitzuwirken	bv_doc_id__12_d4e17894
<g/>
.	
<g/>
(	
1	bv_doc_id__12_d4e17876
<g/>
)	
<g/>
(	
2	bv_doc_id__12_d4e17905
<g/>
)	
Bei	bv_doc_id__12_d4e17910
den	bv_doc_id__12_d4e17912
mit	bv_doc_id__12_d4e17914
schweren	bv_doc_id__12_d4e17916
Strafen	bv_doc_id__12_d4e17919
bedrohten	bv_doc_id__12_d4e17921
Verbrechen	bv_doc_id__12_d4e17923
<g/>
,	
die	bv_doc_id__12_d4e17927
das	bv_doc_id__12_d4e17929
Gesetz	bv_doc_id__12_d4e17932
zu	bv_doc_id__12_d4e17934
bezeichnen	bv_doc_id__12_d4e17936
hat	bv_doc_id__12_d4e17938
<g/>
,	
sowie	bv_doc_id__12_d4e17942
bei	bv_doc_id__12_d4e17945
allen	bv_doc_id__12_d4e17947
politischen	bv_doc_id__12_d4e17949
Verbrechen	bv_doc_id__12_d4e17951
und	bv_doc_id__12_d4e17953
Vergehen	bv_doc_id__12_d4e17955
entscheiden	bv_doc_id__12_d4e17958
Geschworne	bv_doc_id__12_d4e17960
über	bv_doc_id__12_d4e17962
die	bv_doc_id__12_d4e17964
Schuld	bv_doc_id__12_d4e17966
des	bv_doc_id__12_d4e17968
Angeklagten	bv_doc_id__12_d4e17971
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17905
<g/>
)	
<g/>
(	
3	bv_doc_id__12_d4e17982
<g/>
)	
Im	bv_doc_id__12_d4e17987
Strafverfahren	bv_doc_id__12_d4e17989
wegen	bv_doc_id__12_d4e17991
anderer	bv_doc_id__12_d4e17993
strafbarer	bv_doc_id__12_d4e17996
Handlungen	bv_doc_id__12_d4e17998
nehmen	bv_doc_id__12_d4e18000
Schöffen	bv_doc_id__12_d4e18002
an	bv_doc_id__12_d4e18004
der	bv_doc_id__12_d4e18006
Rechtssprechung	bv_doc_id__12_d4e18009
teil	bv_doc_id__12_d4e18011
<g/>
,	
wenn	bv_doc_id__12_d4e18015
die	bv_doc_id__12_d4e18017
zu	bv_doc_id__12_d4e18019
verhängende	bv_doc_id__12_d4e18022
Strafe	bv_doc_id__12_d4e18024
ein	bv_doc_id__12_d4e18026
vom	bv_doc_id__12_d4e18028
Gesetz	bv_doc_id__12_d4e18030
zu	bv_doc_id__12_d4e18032
bestimmendes	bv_doc_id__12_d4e18035
Maß	bv_doc_id__12_d4e18037
überschreitet	bv_doc_id__12_d4e18039
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17982
<g/>
)	
Artikel	bv_doc_id__12_d4e18050
93.	bv_doc_id__12_d4e18052
Oberste	bv_doc_id__12_d4e18057
Instanz	bv_doc_id__12_d4e18059
in	bv_doc_id__12_d4e18061
Zivil-	bv_doc_id__12_d4e18063
und	bv_doc_id__12_d4e18065
Strafrechtssachen	bv_doc_id__12_d4e18068
ist	bv_doc_id__12_d4e18070
der	bv_doc_id__12_d4e18072
Oberste	bv_doc_id__12_d4e18074
Gerichtshof	bv_doc_id__12_d4e18076
in	bv_doc_id__12_d4e18078
Wien	bv_doc_id__12_d4e18081
<g/>
.	
Artikel	bv_doc_id__12_d4e18050
93.	bv_doc_id__12_d4e18052
Oberste	bv_doc_id__12_d4e18057
Instanz	bv_doc_id__12_d4e18059
in	bv_doc_id__12_d4e18061
Zivil-	bv_doc_id__12_d4e18063
und	bv_doc_id__12_d4e18065
Strafrechtssachen	bv_doc_id__12_d4e18068
ist	bv_doc_id__12_d4e18070
der	bv_doc_id__12_d4e18072
Oberste	bv_doc_id__12_d4e18074
Gerichtshof	bv_doc_id__12_d4e18076
in	bv_doc_id__12_d4e18078
Wien	bv_doc_id__12_d4e18081
<g/>
.	
Artikel	bv_doc_id__12_d4e18091
94.	bv_doc_id__12_d4e18093
Amnestien	bv_doc_id__12_d4e18098
wegen	bv_doc_id__12_d4e18100
gerichtlich	bv_doc_id__12_d4e18102
strafbarer	bv_doc_id__12_d4e18104
Handlungen	bv_doc_id__12_d4e18106
werden	bv_doc_id__12_d4e18109
durch	bv_doc_id__12_d4e18111
Bundesgesetz	bv_doc_id__12_d4e18113
erteilt	bv_doc_id__12_d4e18115
<g/>
.	
Artikel	bv_doc_id__12_d4e18091
94.	bv_doc_id__12_d4e18093
Amnestien	bv_doc_id__12_d4e18098
wegen	bv_doc_id__12_d4e18100
gerichtlich	bv_doc_id__12_d4e18102
strafbarer	bv_doc_id__12_d4e18104
Handlungen	bv_doc_id__12_d4e18106
werden	bv_doc_id__12_d4e18109
durch	bv_doc_id__12_d4e18111
Bundesgesetz	bv_doc_id__12_d4e18113
erteilt	bv_doc_id__12_d4e18115
<g/>
.	
Artikel	bv_doc_id__12_d4e18125
95.	bv_doc_id__12_d4e18127
<g/>
(	
1	bv_doc_id__12_d4e18136
<g/>
)	
Die	bv_doc_id__12_d4e18141
Justiz	bv_doc_id__12_d4e18143
ist	bv_doc_id__12_d4e18145
von	bv_doc_id__12_d4e18147
der	bv_doc_id__12_d4e18150
Verwaltung	bv_doc_id__12_d4e18152
in	bv_doc_id__12_d4e18154
allen	bv_doc_id__12_d4e18156
Instanzen	bv_doc_id__12_d4e18158
getrennt	bv_doc_id__12_d4e18160
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18172
<g/>
)	
Wenn	bv_doc_id__12_d4e18177
eine	bv_doc_id__12_d4e18179
Verwaltungsbehörde	bv_doc_id__12_d4e18181
über	bv_doc_id__12_d4e18183
Privatrechtsansprüche	bv_doc_id__12_d4e18186
zu	bv_doc_id__12_d4e18188
entscheiden	bv_doc_id__12_d4e18190
hat	bv_doc_id__12_d4e18192
<g/>
,	
steht	bv_doc_id__12_d4e18196
es	bv_doc_id__12_d4e18199
dem	bv_doc_id__12_d4e18201
durch	bv_doc_id__12_d4e18203
diese	bv_doc_id__12_d4e18205
Entscheidung	bv_doc_id__12_d4e18207
Benachteiligten	bv_doc_id__12_d4e18209
frei	bv_doc_id__12_d4e18212
<g/>
,	
wenn	bv_doc_id__12_d4e18216
nicht	bv_doc_id__12_d4e18218
im	bv_doc_id__12_d4e18220
Gesetze	bv_doc_id__12_d4e18222
etwas	bv_doc_id__12_d4e18225
anderes	bv_doc_id__12_d4e18227
bestimmt	bv_doc_id__12_d4e18229
ist	bv_doc_id__12_d4e18231
<g/>
,	
Abhilfe	bv_doc_id__12_d4e18235
gegen	bv_doc_id__12_d4e18238
die	bv_doc_id__12_d4e18240
andere	bv_doc_id__12_d4e18242
Partei	bv_doc_id__12_d4e18244
im	bv_doc_id__12_d4e18246
Rechtswege	bv_doc_id__12_d4e18248
zu	bv_doc_id__12_d4e18251
suchen	bv_doc_id__12_d4e18253
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e18264
<g/>
)	
In	bv_doc_id__12_d4e18269
den	bv_doc_id__12_d4e18271
Angelegenheiten	bv_doc_id__12_d4e18273
der	bv_doc_id__12_d4e18275
Bodenreform	bv_doc_id__12_d4e18278
<g/>
(	
Artikel	bv_doc_id__12_d4e18282
12	bv_doc_id__12_d4e18284
<g/>
,	
Absatz	bv_doc_id__12_d4e18288
1	bv_doc_id__12_d4e18291
<g/>
,	
Zahl	bv_doc_id__12_d4e18295
5	bv_doc_id__12_d4e18297
<g/>
)	
steht	bv_doc_id__12_d4e18301
den	bv_doc_id__12_d4e18304
aus	bv_doc_id__12_d4e18306
Richtern	bv_doc_id__12_d4e18308
<g/>
,	
Verwaltungsbeamten	bv_doc_id__12_d4e18312
und	bv_doc_id__12_d4e18314
Sachverständigen	bv_doc_id__12_d4e18317
bestehenden	bv_doc_id__12_d4e18319
Kommissionen	bv_doc_id__12_d4e18321
das	bv_doc_id__12_d4e18323
ausschließliche	bv_doc_id__12_d4e18325
Entscheidungsrecht	bv_doc_id__12_d4e18327
zu	bv_doc_id__12_d4e18330
<g/>
.	
Artikel	bv_doc_id__12_d4e18125
95.	bv_doc_id__12_d4e18127
<g/>
(	
1	bv_doc_id__12_d4e18136
<g/>
)	
Die	bv_doc_id__12_d4e18141
Justiz	bv_doc_id__12_d4e18143
ist	bv_doc_id__12_d4e18145
von	bv_doc_id__12_d4e18147
der	bv_doc_id__12_d4e18150
Verwaltung	bv_doc_id__12_d4e18152
in	bv_doc_id__12_d4e18154
allen	bv_doc_id__12_d4e18156
Instanzen	bv_doc_id__12_d4e18158
getrennt	bv_doc_id__12_d4e18160
<g/>
.	
<g/>
(	
1	bv_doc_id__12_d4e18136
<g/>
)	
<g/>
(	
2	bv_doc_id__12_d4e18172
<g/>
)	
Wenn	bv_doc_id__12_d4e18177
eine	bv_doc_id__12_d4e18179
Verwaltungsbehörde	bv_doc_id__12_d4e18181
über	bv_doc_id__12_d4e18183
Privatrechtsansprüche	bv_doc_id__12_d4e18186
zu	bv_doc_id__12_d4e18188
entscheiden	bv_doc_id__12_d4e18190
hat	bv_doc_id__12_d4e18192
<g/>
,	
steht	bv_doc_id__12_d4e18196
es	bv_doc_id__12_d4e18199
dem	bv_doc_id__12_d4e18201
durch	bv_doc_id__12_d4e18203
diese	bv_doc_id__12_d4e18205
Entscheidung	bv_doc_id__12_d4e18207
Benachteiligten	bv_doc_id__12_d4e18209
frei	bv_doc_id__12_d4e18212
<g/>
,	
wenn	bv_doc_id__12_d4e18216
nicht	bv_doc_id__12_d4e18218
im	bv_doc_id__12_d4e18220
Gesetze	bv_doc_id__12_d4e18222
etwas	bv_doc_id__12_d4e18225
anderes	bv_doc_id__12_d4e18227
bestimmt	bv_doc_id__12_d4e18229
ist	bv_doc_id__12_d4e18231
<g/>
,	
Abhilfe	bv_doc_id__12_d4e18235
gegen	bv_doc_id__12_d4e18238
die	bv_doc_id__12_d4e18240
andere	bv_doc_id__12_d4e18242
Partei	bv_doc_id__12_d4e18244
im	bv_doc_id__12_d4e18246
Rechtswege	bv_doc_id__12_d4e18248
zu	bv_doc_id__12_d4e18251
suchen	bv_doc_id__12_d4e18253
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18172
<g/>
)	
<g/>
(	
3	bv_doc_id__12_d4e18264
<g/>
)	
In	bv_doc_id__12_d4e18269
den	bv_doc_id__12_d4e18271
Angelegenheiten	bv_doc_id__12_d4e18273
der	bv_doc_id__12_d4e18275
Bodenreform	bv_doc_id__12_d4e18278
<g/>
(	
Artikel	bv_doc_id__12_d4e18282
12	bv_doc_id__12_d4e18284
<g/>
,	
Absatz	bv_doc_id__12_d4e18288
1	bv_doc_id__12_d4e18291
<g/>
,	
Zahl	bv_doc_id__12_d4e18295
5	bv_doc_id__12_d4e18297
<g/>
)	
steht	bv_doc_id__12_d4e18301
den	bv_doc_id__12_d4e18304
aus	bv_doc_id__12_d4e18306
Richtern	bv_doc_id__12_d4e18308
<g/>
,	
Verwaltungsbeamten	bv_doc_id__12_d4e18312
und	bv_doc_id__12_d4e18314
Sachverständigen	bv_doc_id__12_d4e18317
bestehenden	bv_doc_id__12_d4e18319
Kommissionen	bv_doc_id__12_d4e18321
das	bv_doc_id__12_d4e18323
ausschließliche	bv_doc_id__12_d4e18325
Entscheidungsrecht	bv_doc_id__12_d4e18327
zu	bv_doc_id__12_d4e18330
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e18264
<g/>
)	
Viertes	bv_doc_id__12_d4e18342
Hauptstück	bv_doc_id__12_d4e18344
<g/>
.	
Gesetzgebung	bv_doc_id__12_d4e18351
und	bv_doc_id__12_d4e18353
Vollziehung	bv_doc_id__12_d4e18355
der	bv_doc_id__12_d4e18357
Länder	bv_doc_id__12_d4e18359
<g/>
.	
A	bv_doc_id__12_d4e18369
<g/>
.	
Allgemeine	bv_doc_id__12_d4e18373
Bestimmungen	bv_doc_id__12_d4e18375
<g/>
.	
Artikel	bv_doc_id__12_d4e18384
96.	bv_doc_id__12_d4e18386
<g/>
(	
1	bv_doc_id__12_d4e18395
<g/>
)	
Die	bv_doc_id__12_d4e18400
Gesetzgebung	bv_doc_id__12_d4e18402
der	bv_doc_id__12_d4e18404
Länder	bv_doc_id__12_d4e18406
wird	bv_doc_id__12_d4e18409
durch	bv_doc_id__12_d4e18411
die	bv_doc_id__12_d4e18413
Landtage	bv_doc_id__12_d4e18415
ausgeübt	bv_doc_id__12_d4e18417
<g/>
.	
Deren	bv_doc_id__12_d4e18422
Mitglieder	bv_doc_id__12_d4e18424
werden	bv_doc_id__12_d4e18426
auf	bv_doc_id__12_d4e18428
Grund	bv_doc_id__12_d4e18430
des	bv_doc_id__12_d4e18432
gleichen	bv_doc_id__12_d4e18435
<g/>
,	
unmittelbaren	bv_doc_id__12_d4e18439
<g/>
,	
geheimen	bv_doc_id__12_d4e18443
und	bv_doc_id__12_d4e18445
persönlichen	bv_doc_id__12_d4e18448
Verhältniswahlrechtes	bv_doc_id__12_d4e18450
aller	bv_doc_id__12_d4e18452
nach	bv_doc_id__12_d4e18454
den	bv_doc_id__12_d4e18456
Landtagswahlordnungen	bv_doc_id__12_d4e18458
wahlberechtigten	bv_doc_id__12_d4e18461
männlichen	bv_doc_id__12_d4e18463
und	bv_doc_id__12_d4e18465
weiblichen	bv_doc_id__12_d4e18467
Bundesangehörigen	bv_doc_id__12_d4e18469
gewählt	bv_doc_id__12_d4e18471
<g/>
,	
die	bv_doc_id__12_d4e18476
in	bv_doc_id__12_d4e18478
dem	bv_doc_id__12_d4e18480
Lande	bv_doc_id__12_d4e18482
ihren	bv_doc_id__12_d4e18484
ordentlichen	bv_doc_id__12_d4e18487
Wohnsitz	bv_doc_id__12_d4e18489
haben	bv_doc_id__12_d4e18491
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18502
<g/>
)	
Die	bv_doc_id__12_d4e18507
Landtagswahlordnungen	bv_doc_id__12_d4e18509
dürfen	bv_doc_id__12_d4e18511
die	bv_doc_id__12_d4e18513
Bedingungen	bv_doc_id__12_d4e18516
des	bv_doc_id__12_d4e18518
aktiven	bv_doc_id__12_d4e18520
und	bv_doc_id__12_d4e18522
passiven	bv_doc_id__12_d4e18524
Wahlrechtes	bv_doc_id__12_d4e18526
nicht	bv_doc_id__12_d4e18529
enger	bv_doc_id__12_d4e18531
ziehen	bv_doc_id__12_d4e18533
als	bv_doc_id__12_d4e18535
die	bv_doc_id__12_d4e18537
Wahlordnung	bv_doc_id__12_d4e18539
zum	bv_doc_id__12_d4e18542
Nationalrat	bv_doc_id__12_d4e18544
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e18557
<g/>
)	
Die	bv_doc_id__12_d4e18562
Wähler	bv_doc_id__12_d4e18564
üben	bv_doc_id__12_d4e18566
ihr	bv_doc_id__12_d4e18569
Wahlrecht	bv_doc_id__12_d4e18571
in	bv_doc_id__12_d4e18573
Wahlkreisen	bv_doc_id__12_d4e18575
aus	bv_doc_id__12_d4e18577
<g/>
,	
von	bv_doc_id__12_d4e18582
denen	bv_doc_id__12_d4e18584
jeder	bv_doc_id__12_d4e18586
ein	bv_doc_id__12_d4e18588
geschlossenes	bv_doc_id__12_d4e18590
Gebiet	bv_doc_id__12_d4e18592
umfassen	bv_doc_id__12_d4e18595
muß	bv_doc_id__12_d4e18597
<g/>
.	
Die	bv_doc_id__12_d4e18601
Zahl	bv_doc_id__12_d4e18603
der	bv_doc_id__12_d4e18605
Abgeordneten	bv_doc_id__12_d4e18608
ist	bv_doc_id__12_d4e18610
auf	bv_doc_id__12_d4e18612
die	bv_doc_id__12_d4e18614
Wahlkreise	bv_doc_id__12_d4e18616
im	bv_doc_id__12_d4e18618
Verhältnis	bv_doc_id__12_d4e18621
der	bv_doc_id__12_d4e18623
Bürgerzahl	bv_doc_id__12_d4e18625
zu	bv_doc_id__12_d4e18627
verteilen	bv_doc_id__12_d4e18629
<g/>
.	
Eine	bv_doc_id__12_d4e18634
Gliederung	bv_doc_id__12_d4e18636
der	bv_doc_id__12_d4e18638
Wählerschaft	bv_doc_id__12_d4e18640
in	bv_doc_id__12_d4e18642
andere	bv_doc_id__12_d4e18644
Wahlkörper	bv_doc_id__12_d4e18647
ist	bv_doc_id__12_d4e18649
nicht	bv_doc_id__12_d4e18651
zulässig	bv_doc_id__12_d4e18653
<g/>
.	
Artikel	bv_doc_id__12_d4e18663
97.	bv_doc_id__12_d4e18665
<g/>
(	
1	bv_doc_id__12_d4e18674
<g/>
)	
Die	bv_doc_id__12_d4e18679
Mitglieder	bv_doc_id__12_d4e18681
des	bv_doc_id__12_d4e18683
Landtages	bv_doc_id__12_d4e18685
genießen	bv_doc_id__12_d4e18688
die	bv_doc_id__12_d4e18690
gleiche	bv_doc_id__12_d4e18692
Immunität	bv_doc_id__12_d4e18694
wie	bv_doc_id__12_d4e18696
die	bv_doc_id__12_d4e18698
Mitglieder	bv_doc_id__12_d4e18701
des	bv_doc_id__12_d4e18703
Nationalrates	bv_doc_id__12_d4e18705
<g/>
;	
