<doc id="bv_doc_id__1" attrs="word lemma type">
Entwurf	bv_doc_id__1_d1e468
Bundesversammlung	bv_doc_id__1_d1e14539
oder	bv_doc_id__1_d1e14541
der	bv_doc_id__1_d1e14544
Bundesrat	bv_doc_id__1_d1e14546
beschliesst	bv_doc_id__1_d1e14548
<g/>
.	
Art.	bv_doc_id__1_d1e14368
CXV	bv_doc_id__1_d1e14370
<g/>
.	
Im	bv_doc_id__1_d1e14377
Falle	bv_doc_id__1_d1e14379
einer	bv_doc_id__1_d1e14381
dringenden	bv_doc_id__1_d1e14383
Gefahr	bv_doc_id__1_d1e14385
für	bv_doc_id__1_d1e14388
den	bv_doc_id__1_d1e14390
Staat	bv_doc_id__1_d1e14392
oder	bv_doc_id__1_d1e14394
seine	bv_doc_id__1_d1e14396
Bürger	bv_doc_id__1_d1e14398
können	bv_doc_id__1_d1e14401
die	bv_doc_id__1_d1e14403
Grundrechte	bv_doc_id__1_d1e14405
der	bv_doc_id__1_d1e14407
persönlichen	bv_doc_id__1_d1e14409
Freiheit	bv_doc_id__1_d1e14411
<g/>
,	
des	bv_doc_id__1_d1e14416
Hausrechtes	bv_doc_id__1_d1e14418
<g/>
,	
der	bv_doc_id__1_d1e14422
Vereins-	bv_doc_id__1_d1e14424
und	bv_doc_id__1_d1e14427
Versammlungsfreiheit	bv_doc_id__1_d1e14429
und	bv_doc_id__1_d1e14431
der	bv_doc_id__1_d1e14433
Presefreiheit	bv_doc_id__1_d1e14435
mittels	bv_doc_id__1_d1e14437
Vollzugsanweisung	bv_doc_id__1_d1e14440
der	bv_doc_id__1_d1e14442
Staatsregierung	bv_doc_id__1_d1e14444
den	bv_doc_id__1_d1e14446
durch	bv_doc_id__1_d1e14448
besonderes	bv_doc_id__1_d1e14450
Gesetz	bv_doc_id__1_d1e14453
vorgesehenen	bv_doc_id__1_d1e14455
Beschränkungen	bv_doc_id__1_d1e14457
unterworfen	bv_doc_id__1_d1e14459
werden	bv_doc_id__1_d1e14461
<g/>
.	
Eine	bv_doc_id__1_d1e14466
solche	bv_doc_id__1_d1e14468
Vollzugsanweisung	bv_doc_id__1_d1e14470
ist	bv_doc_id__1_d1e14472
der	bv_doc_id__1_d1e14474
Bundesversammlung	bv_doc_id__1_d1e14476
und	bv_doc_id__1_d1e14479
dem	bv_doc_id__1_d1e14481
Bundesrate	bv_doc_id__1_d1e14483
binnen	bv_doc_id__1_d1e14485
3	bv_doc_id__1_d1e14487
Tagen	bv_doc_id__1_d1e14489
und	bv_doc_id__1_d1e14492
falls	bv_doc_id__1_d1e14494
sie	bv_doc_id__1_d1e14496
nicht	bv_doc_id__1_d1e14498
versammelt	bv_doc_id__1_d1e14500
sind	bv_doc_id__1_d1e14502
<g/>
,	
sogleich	bv_doc_id__1_d1e14507
nach	bv_doc_id__1_d1e14509
ihrem	bv_doc_id__1_d1e14511
Wiederzusammentritt	bv_doc_id__1_d1e14513
vorzulegen	bv_doc_id__1_d1e14515
und	bv_doc_id__1_d1e14518
unverzüglich	bv_doc_id__1_d1e14520
ausser	bv_doc_id__1_d1e14522
Kraft	bv_doc_id__1_d1e14524
zu	bv_doc_id__1_d1e14526
setzen	bv_doc_id__1_d1e14528
<g/>
,	
falls	bv_doc_id__1_d1e14533
es	bv_doc_id__1_d1e14535
die	bv_doc_id__1_d1e14537
Bundesversammlung	bv_doc_id__1_d1e14539
oder	bv_doc_id__1_d1e14541
der	bv_doc_id__1_d1e14544
Bundesrat	bv_doc_id__1_d1e14546
beschliesst	bv_doc_id__1_d1e14548
<g/>
.	
Siebenter	bv_doc_id__1_d1e14561
Abschnitt	bv_doc_id__1_d1e14563
<g/>
.	
Von	bv_doc_id__1_d1e14570
den	bv_doc_id__1_d1e14572
Garantien	bv_doc_id__1_d1e14574
des	bv_doc_id__1_d1e14576
öffentlichen	bv_doc_id__1_d1e14578
Rechtes	bv_doc_id__1_d1e14581
<g/>
.	
A	bv_doc_id__1_d1e14590
<g/>
)	
Von	bv_doc_id__1_d1e14594
den	bv_doc_id__1_d1e14596
Verwaltungsgerichten	bv_doc_id__1_d1e14598
<g/>
.	
Art.	bv_doc_id__1_d1e14608
CXVI	bv_doc_id__1_d1e14610
<g/>
.	
Wegen	bv_doc_id__1_d1e14617
Rechtsverletzung	bv_doc_id__1_d1e14619
durch	bv_doc_id__1_d1e14621
die	bv_doc_id__1_d1e14623
Entscheidung	bv_doc_id__1_d1e14625
oder	bv_doc_id__1_d1e14628
Verfügung	bv_doc_id__1_d1e14630
einer	bv_doc_id__1_d1e14632
Verwaltungsbehörde	bv_doc_id__1_d1e14634
des	bv_doc_id__1_d1e14636
Bundes	bv_doc_id__1_d1e14638
oder	bv_doc_id__1_d1e14641
eines	bv_doc_id__1_d1e14643
souveränen	bv_doc_id__1_d1e14645
Landes	bv_doc_id__1_d1e14647
entscheidet	bv_doc_id__1_d1e14649
nach	bv_doc_id__1_d1e14651
Erschöpfung	bv_doc_id__1_d1e14654
des	bv_doc_id__1_d1e14656
administrativen	bv_doc_id__1_d1e14658
Instanzenzuges	bv_doc_id__1_d1e14660
<g/>
:	
a	bv_doc_id__1_d1e14668
<g/>
)	
in	bv_doc_id__1_d1e14675
Angelegenheiten	bv_doc_id__1_d1e14677
des	bv_doc_id__1_d1e14679
selbständigen	bv_doc_id__1_d1e14681
Wirkungskreises	bv_doc_id__1_d1e14683
der	bv_doc_id__1_d1e14686
souveränen	bv_doc_id__1_d1e14688
Länder	bv_doc_id__1_d1e14690
<g/>
,	
die	bv_doc_id__1_d1e14694
Landesverwaltungsgerichte	bv_doc_id__1_d1e14696
<g/>
;	
b	bv_doc_id__1_d1e14704
<g/>
)	
in	bv_doc_id__1_d1e14711
Angelegenheiten	bv_doc_id__1_d1e14713
der	bv_doc_id__1_d1e14715
Bundesverwaltung	bv_doc_id__1_d1e14717
<g/>
,	
das	bv_doc_id__1_d1e14722
Bundesverwaltungsgericht	bv_doc_id__1_d1e14724
Art.	bv_doc_id__1_d1e14734
CXVII	bv_doc_id__1_d1e14736
<g/>
.	
In	bv_doc_id__1_d1e14743
jeder	bv_doc_id__1_d1e14745
Landeshauptstadt	bv_doc_id__1_d1e14747
wird	bv_doc_id__1_d1e14749
ein	bv_doc_id__1_d1e14751
Landesverwaltungsgericht	bv_doc_id__1_d1e14754
errichtet	bv_doc_id__1_d1e14756
<g/>
.	
Seine	bv_doc_id__1_d1e14760
Mitglieder	bv_doc_id__1_d1e14762
sind	bv_doc_id__1_d1e14764
zur	bv_doc_id__1_d1e14767
Hälfte	bv_doc_id__1_d1e14769
aus	bv_doc_id__1_d1e14771
dem	bv_doc_id__1_d1e14773
Stande	bv_doc_id__1_d1e14775
der	bv_doc_id__1_d1e14777
Landesverwaltungsbeamten	bv_doc_id__1_d1e14780
über	bv_doc_id__1_d1e14782
Vorschlag	bv_doc_id__1_d1e14784
der	bv_doc_id__1_d1e14786
Landesregierung	bv_doc_id__1_d1e14788
<g/>
,	
zur	bv_doc_id__1_d1e14793
Hälfte	bv_doc_id__1_d1e14795
aus	bv_doc_id__1_d1e14797
dem	bv_doc_id__1_d1e14799
Stande	bv_doc_id__1_d1e14801
der	bv_doc_id__1_d1e14803
richterlichen	bv_doc_id__1_d1e14806
Beamten	bv_doc_id__1_d1e14808
über	bv_doc_id__1_d1e14810
Vorschlag	bv_doc_id__1_d1e14812
der	bv_doc_id__1_d1e14814
Bundesregierung	bv_doc_id__1_d1e14816
vom	bv_doc_id__1_d1e14819
Bundespräsidenten	bv_doc_id__1_d1e14821
zu	bv_doc_id__1_d1e14823
ernennen	bv_doc_id__1_d1e14825
<g/>
.	
Aus	bv_doc_id__1_d1e14832
dem	bv_doc_id__1_d1e14834
Stande	bv_doc_id__1_d1e14836
der	bv_doc_id__1_d1e14838
letzterwähnten	bv_doc_id__1_d1e14840
Beamten	bv_doc_id__1_d1e14843
ernennt	bv_doc_id__1_d1e14845
der	bv_doc_id__1_d1e14847
Bundespräsident	bv_doc_id__1_d1e14849
über	bv_doc_id__1_d1e14851
Vorschlag	bv_doc_id__1_d1e14853
der	bv_doc_id__1_d1e14856
Bundesregierung	bv_doc_id__1_d1e14858
den	bv_doc_id__1_d1e14860
Präsidenten	bv_doc_id__1_d1e14862
<g/>
,	
aus	bv_doc_id__1_d1e14866
dem	bv_doc_id__1_d1e14869
Stande	bv_doc_id__1_d1e14871
der	bv_doc_id__1_d1e14873
ersterwähnten	bv_doc_id__1_d1e14875
Beamten	bv_doc_id__1_d1e14877
über	bv_doc_id__1_d1e14879
Vorschlag	bv_doc_id__1_d1e14882
der	bv_doc_id__1_d1e14884
Landesregie	bv_doc_id__1_d1e14886
rung	bv_doc_id__1_d1e14890
den	bv_doc_id__1_d1e14892
Vizepräsidenten	bv_doc_id__1_d1e14895
des	bv_doc_id__1_d1e14897
Landesverwaltungsgerichtes	bv_doc_id__1_d1e14899
<g/>
.	
Art.	bv_doc_id__1_d1e14909
CXVIII	bv_doc_id__1_d1e14911
<g/>
.	
Das	bv_doc_id__1_d1e14918
Bundesverwaltungsgericht	bv_doc_id__1_d1e14920
in	bv_doc_id__1_d1e14922
Wien	bv_doc_id__1_d1e14924
muss	bv_doc_id__1_d1e14926
wenigstens	bv_doc_id__1_d1e14929
zur	bv_doc_id__1_d1e14931
Hälfte	bv_doc_id__1_d1e14933
seiner	bv_doc_id__1_d1e14935
Mitglieder	bv_doc_id__1_d1e14937
aus	bv_doc_id__1_d1e14939
richterlichen	bv_doc_id__1_d1e14942
Beamten	bv_doc_id__1_d1e14944
bestehen	bv_doc_id__1_d1e14946
<g/>
.	
Sämtliche	bv_doc_id__1_d1e14953
Stellen	bv_doc_id__1_d1e14955
werden	bv_doc_id__1_d1e14957
über	bv_doc_id__1_d1e14959
Vorschlag	bv_doc_id__1_d1e14961
der	bv_doc_id__1_d1e14964
Bundesregierung	bv_doc_id__1_d1e14966
vom	bv_doc_id__1_d1e14968
Bundespräsidenten	bv_doc_id__1_d1e14970
besetzt	bv_doc_id__1_d1e14972
<g/>
.	
Art.	bv_doc_id__1_d1e14982
CXIX	bv_doc_id__1_d1e14984
<g/>
.	
Das	bv_doc_id__1_d1e14991
Bundesverwaltungsgericht	bv_doc_id__1_d1e14993
und	bv_doc_id__1_d1e14995
die	bv_doc_id__1_d1e14997
Landesverwaltungsgerichte	bv_doc_id__1_d1e14999
haben	bv_doc_id__1_d1e15002
in	bv_doc_id__1_d1e15004
der	bv_doc_id__1_d1e15006
Regel	bv_doc_id__1_d1e15008
nur	bv_doc_id__1_d1e15010
über	bv_doc_id__1_d1e15012
Beschwerden	bv_doc_id__1_d1e15015
der	bv_doc_id__1_d1e15017
Parteien	bv_doc_id__1_d1e15019
zu	bv_doc_id__1_d1e15021
erkennen	bv_doc_id__1_d1e15023
<g/>
.	
Doch	bv_doc_id__1_d1e15030
kann	bv_doc_id__1_d1e15032
<g/>
,	
wenn	bv_doc_id__1_d1e15036
durch	bv_doc_id__1_d1e15038
eine	bv_doc_id__1_d1e15041
rechtswidrige	bv_doc_id__1_d1e15043
Entscheidung	bv_doc_id__1_d1e15045
oder	bv_doc_id__1_d1e15047
Verfügung	bv_doc_id__1_d1e15049
einer	bv_doc_id__1_d1e15051
Landesbehörde	bv_doc_id__1_d1e15054
die	bv_doc_id__1_d1e15056
Interessen	bv_doc_id__1_d1e15058
der	bv_doc_id__1_d1e15060
Bundesverwaltung	bv_doc_id__1_d1e15062
verletzt	bv_doc_id__1_d1e15064
werden	bv_doc_id__1_d1e15067
<g/>
,	
auch	bv_doc_id__1_d1e15071
die	bv_doc_id__1_d1e15073
Bundesregierung	bv_doc_id__1_d1e15075
vor	bv_doc_id__1_d1e15077
einem	bv_doc_id__1_d1e15080
Landesverwaltungsgerichte	bv_doc_id__1_d1e15082
Beschwerde	bv_doc_id__1_d1e15084
erheben	bv_doc_id__1_d1e15086
<g/>
.	
Art.	bv_doc_id__1_d1e15097
CXX	bv_doc_id__1_d1e15099
<g/>
.	
Die	bv_doc_id__1_d1e15106
Organisation	bv_doc_id__1_d1e15108
der	bv_doc_id__1_d1e15110
Landesverwaltungsgerichte	bv_doc_id__1_d1e15112
und	bv_doc_id__1_d1e15114
des	bv_doc_id__1_d1e15117
Bundesverwaltungsgerichtes	bv_doc_id__1_d1e15119
sowie	bv_doc_id__1_d1e15121
das	bv_doc_id__1_d1e15123
Verfahren	bv_doc_id__1_d1e15125
vor	bv_doc_id__1_d1e15127
ihnen	bv_doc_id__1_d1e15130
<g/>
,	
wird	bv_doc_id__1_d1e15134
durch	bv_doc_id__1_d1e15136
ein	bv_doc_id__1_d1e15138
besonderes	bv_doc_id__1_d1e15140
Bundesgesetz	bv_doc_id__1_d1e15143
geregelt	bv_doc_id__1_d1e15145
<g/>
.	
Art.	bv_doc_id__1_d1e15155
CXXI	bv_doc_id__1_d1e15157
<g/>
.	
Von	bv_doc_id__1_d1e15164
der	bv_doc_id__1_d1e15166
Zuständigkeit	bv_doc_id__1_d1e15168
der	bv_doc_id__1_d1e15170
Verwal-	bv_doc_id__1_d1e15172
tungsgerichte	bv_doc_id__1_d1e15177
sind	bv_doc_id__1_d1e15179
ausgeschlossen	bv_doc_id__1_d1e15181
<g/>
:	
a	bv_doc_id__1_d1e15189
<g/>
)	
Angelegenheiten	bv_doc_id__1_d1e15196
<g/>
,	
über	bv_doc_id__1_d1e15200
welche	bv_doc_id__1_d1e15202
den	bv_doc_id__1_d1e15204
ordentlichen	bv_doc_id__1_d1e15207
Gerichten	bv_doc_id__1_d1e15209
die	bv_doc_id__1_d1e15211
Entscheidung	bv_doc_id__1_d1e15213
zusteht	bv_doc_id__1_d1e15215
<g/>
.	
b	bv_doc_id__1_d1e15222
<g/>
)	
Angelegenheiten	bv_doc_id__1_d1e15229
<g/>
,	
welche	bv_doc_id__1_d1e15233
nach	bv_doc_id__1_d1e15235
der	bv_doc_id__1_d1e15237
Bundesverfassung	bv_doc_id__1_d1e15240
zur	bv_doc_id__1_d1e15242
Kompetenz	bv_doc_id__1_d1e15244
des	bv_doc_id__1_d1e15246
Bundesverfassungsgerichtes	bv_doc_id__1_d1e15248
gehören	bv_doc_id__1_d1e15250
<g/>
.	
c	bv_doc_id__1_d1e15258
<g/>
)	
Angelegenheiten	bv_doc_id__1_d1e15266
<g/>
,	
in	bv_doc_id__1_d1e15270
denen	bv_doc_id__1_d1e15272
und	bv_doc_id__1_d1e15274
insoweit	bv_doc_id__1_d1e15277
die	bv_doc_id__1_d1e15279
Verwaltungebehörden	bv_doc_id__1_d1e15281
nach	bv_doc_id__1_d1e15283
freiem	bv_doc_id__1_d1e15285
Ermessen	bv_doc_id__1_d1e15287
vorzugehen	bv_doc_id__1_d1e15290
haben	bv_doc_id__1_d1e15292
<g/>
.	
d	bv_doc_id__1_d1e15299
<g/>
)	
Disziplinarangelegenheiten	bv_doc_id__1_d1e15306
<g/>
.	
Art.	bv_doc_id__1_d1e15318
CXXII	bv_doc_id__1_d1e15320
<g/>
.	
Durch	bv_doc_id__1_d1e15327
Landesgesetz	bv_doc_id__1_d1e15329
bezw	bv_doc_id__1_d1e15331
<g/>
.	
durch	bv_doc_id__1_d1e15335
Bundesgesetz	bv_doc_id__1_d1e15338
kann	bv_doc_id__1_d1e15340
angeordnet	bv_doc_id__1_d1e15342
werden	bv_doc_id__1_d1e15344
<g/>
,	
dass	bv_doc_id__1_d1e15348
in	bv_doc_id__1_d1e15351
allen	bv_doc_id__1_d1e15353
Angelegenheiten	bv_doc_id__1_d1e15355
<g/>
,	
in	bv_doc_id__1_d1e15359
denen	bv_doc_id__1_d1e15361
ein	bv_doc_id__1_d1e15364
Verwaltungsgericht	bv_doc_id__1_d1e15366
angerufen	bv_doc_id__1_d1e15368
werden	bv_doc_id__1_d1e15370
kann	bv_doc_id__1_d1e15372
<g/>
,	
der	bv_doc_id__1_d1e15377
administrative	bv_doc_id__1_d1e15379
Instanzenzug	bv_doc_id__1_d1e15381
bei	bv_doc_id__1_d1e15383
Angelegenheiten	bv_doc_id__1_d1e15385
des	bv_doc_id__1_d1e15387
Wirkungskreises	bv_doc_id__1_d1e15390
der	bv_doc_id__1_d1e15392
souveränen	bv_doc_id__1_d1e15394
Länder	bv_doc_id__1_d1e15396
noch	bv_doc_id__1_d1e15398
vor	bv_doc_id__1_d1e15400
der	bv_doc_id__1_d1e15403
Entscheidung	bv_doc_id__1_d1e15405
der	bv_doc_id__1_d1e15407
Landesregierung	bv_doc_id__1_d1e15409
<g/>
,	
bei	bv_doc_id__1_d1e15413
den	bv_doc_id__1_d1e15416
übrigen	bv_doc_id__1_d1e15418
Angelegenheiten	bv_doc_id__1_d1e15420
noch	bv_doc_id__1_d1e15422
vor	bv_doc_id__1_d1e15424
der	bv_doc_id__1_d1e15426
Entscheidung	bv_doc_id__1_d1e15429
der	bv_doc_id__1_d1e15431
Bundesregierung	bv_doc_id__1_d1e15433
bezw	bv_doc_id__1_d1e15435
<g/>
.	
des	bv_doc_id__1_d1e15439
zuständigen	bv_doc_id__1_d1e15442
Bundesamtes	bv_doc_id__1_d1e15444
beendet	bv_doc_id__1_d1e15446
sei	bv_doc_id__1_d1e15448
<g/>
.	
B	bv_doc_id__1_d1e15459
<g/>
)	
Von	bv_doc_id__1_d1e15463
dem	bv_doc_id__1_d1e15465
Bundesverfassungsgericht	bv_doc_id__1_d1e15467
<g/>
.	
Art.	bv_doc_id__1_d1e15477
CXXIII	bv_doc_id__1_d1e15479
<g/>
.	
Das	bv_doc_id__1_d1e15486
Bundesverfassungsgericht	bv_doc_id__1_d1e15488
in	bv_doc_id__1_d1e15490
Wien	bv_doc_id__1_d1e15492
entscheidet	bv_doc_id__1_d1e15494
alle	bv_doc_id__1_d1e15497
Rechtsstreitigkeiten	bv_doc_id__1_d1e15499
zwischen	bv_doc_id__1_d1e15501
den	bv_doc_id__1_d1e15503
souveränen	bv_doc_id__1_d1e15505
Ländern	bv_doc_id__1_d1e15507
<g/>
,	
sowie	bv_doc_id__1_d1e15512
zwischen	bv_doc_id__1_d1e15514
einem	bv_doc_id__1_d1e15516
souveränen	bv_doc_id__1_d1e15518
Lande	bv_doc_id__1_d1e15520
und	bv_doc_id__1_d1e15523
dem	bv_doc_id__1_d1e15525
Bund	bv_doc_id__1_d1e15527
<g/>
.	
Art.	bv_doc_id__1_d1e15539
CXXIV	bv_doc_id__1_d1e15541
<g/>
.	
Es	bv_doc_id__1_d1e15548
entscheidet	bv_doc_id__1_d1e15550
ferner	bv_doc_id__1_d1e15552
<g/>
:	
Kompetenzkonflikte	bv_doc_id__1_d1e15556
a	bv_doc_id__1_d1e15563
<g/>
)	
zwischen	bv_doc_id__1_d1e15570
Gerichten	bv_doc_id__1_d1e15572
und	bv_doc_id__1_d1e15574
Verwaltungsbehörden	bv_doc_id__1_d1e15576
des	bv_doc_id__1_d1e15578
Bundes	bv_doc_id__1_d1e15581
oder	bv_doc_id__1_d1e15583
der	bv_doc_id__1_d1e15585
souveränen	bv_doc_id__1_d1e15587
Länder	bv_doc_id__1_d1e15589
<g/>
,	
b	bv_doc_id__1_d1e15596
<g/>
)	
zwischen	bv_doc_id__1_d1e15603
Landesregierungen	bv_doc_id__1_d1e15605
untereinander	bv_doc_id__1_d1e15607
<g/>
,	
sowie	bv_doc_id__1_d1e15611
zwischen	bv_doc_id__1_d1e15614
einer	bv_doc_id__1_d1e15616
Landesregierung	bv_doc_id__1_d1e15618
und	bv_doc_id__1_d1e15620
der	bv_doc_id__1_d1e15622
Bundesregierung	bv_doc_id__1_d1e15624
<g/>
.	
Art.	bv_doc_id__1_d1e15637
CXXV	bv_doc_id__1_d1e15639
<g/>
.	
Das	bv_doc_id__1_d1e15646
Bundesverfassungsgericht	bv_doc_id__1_d1e15648
entscheidet	bv_doc_id__1_d1e15650
über	bv_doc_id__1_d1e15652
Gesetzwidrigkeit	bv_doc_id__1_d1e15654
von	bv_doc_id__1_d1e15657
Vollzugsanweisungen	bv_doc_id__1_d1e15659
<g/>
(	
Verordnungen	bv_doc_id__1_d1e15663
<g/>
)	
einer	bv_doc_id__1_d1e15667
Bundes-	bv_doc_id__1_d1e15670
oder	bv_doc_id__1_d1e15672
Landesbehörde	bv_doc_id__1_d1e15674
auf	bv_doc_id__1_d1e15676
Antrag	bv_doc_id__1_d1e15678
eines	bv_doc_id__1_d1e15680
Gerichtes	bv_doc_id__1_d1e15683
<g/>
;	
über	bv_doc_id__1_d1e15690
Gesetzwidrigkeit	bv_doc_id__1_d1e15692
von	bv_doc_id__1_d1e15694
Vollzugsanweisungen	bv_doc_id__1_d1e15696
<g/>
(	
Verordnungen	bv_doc_id__1_d1e15701
<g/>
)	
einer	bv_doc_id__1_d1e15705
Landesbehörde	bv_doc_id__1_d1e15707
auch	bv_doc_id__1_d1e15709
auf	bv_doc_id__1_d1e15711
Antrag	bv_doc_id__1_d1e15714
der	bv_doc_id__1_d1e15716
Bundesregierung	bv_doc_id__1_d1e15718
<g/>
;	
über	bv_doc_id__1_d1e15722
Gesetzwidrigkeit	bv_doc_id__1_d1e15724
von	bv_doc_id__1_d1e15727
Vollzugsanweisungen	bv_doc_id__1_d1e15729
der	bv_doc_id__1_d1e15731
Bundesbehörden	bv_doc_id__1_d1e15733
auch	bv_doc_id__1_d1e15735
auf	bv_doc_id__1_d1e15737
Antrag	bv_doc_id__1_d1e15740
einer	bv_doc_id__1_d1e15742
Landesregierung	bv_doc_id__1_d1e15744
<g/>
.	
Das	bv_doc_id__1_d1e15751
stattgebende	bv_doc_id__1_d1e15753
Erkenntnis	bv_doc_id__1_d1e15755
des	bv_doc_id__1_d1e15757
Bundesverfassungsgerichtes	bv_doc_id__1_d1e15759
bewirkt	bv_doc_id__1_d1e15762
die	bv_doc_id__1_d1e15764
Kassation	bv_doc_id__1_d1e15766
der	bv_doc_id__1_d1e15768
gesetzwidrigen	bv_doc_id__1_d1e15770
Vollzugsanweisung	bv_doc_id__1_d1e15772
und	bv_doc_id__1_d1e15775
verpflichtet	bv_doc_id__1_d1e15777
die	bv_doc_id__1_d1e15779
erlassende	bv_doc_id__1_d1e15781
Behörde	bv_doc_id__1_d1e15783
zur	bv_doc_id__1_d1e15785
Kundmachung	bv_doc_id__1_d1e15788
der	bv_doc_id__1_d1e15790
erfolgten	bv_doc_id__1_d1e15792
Aufhebung	bv_doc_id__1_d1e15794
<g/>
.	
Art.CXXVI.	bv_doc_id__1_d1e15804
Das	bv_doc_id__1_d1e15809
Bundesverfassungsgericht	bv_doc_id__1_d1e15811
entscheidet	bv_doc_id__1_d1e15813
über	bv_doc_id__1_d1e15815
Bundesgesetzwidrigkeit	bv_doc_id__1_d1e15817
von	bv_doc_id__1_d1e15820
Landesgesetzen	bv_doc_id__1_d1e15822
auf	bv_doc_id__1_d1e15824
Antrag	bv_doc_id__1_d1e15826
der	bv_doc_id__1_d1e15828
Bun-	bv_doc_id__1_d1e15830
desregierung	bv_doc_id__1_d1e15835
<g/>
,	
Der	bv_doc_id__1_d1e15842
Antrag	bv_doc_id__1_d1e15844
der	bv_doc_id__1_d1e15846
Bundesregierung	bv_doc_id__1_d1e15848
muss	bv_doc_id__1_d1e15850
binnen	bv_doc_id__1_d1e15853
vier	bv_doc_id__1_d1e15855
Wochen	bv_doc_id__1_d1e15857
nach	bv_doc_id__1_d1e15859
erfolgter	bv_doc_id__1_d1e15861
Kundmachung	bv_doc_id__1_d1e15863
des	bv_doc_id__1_d1e15866
Landesgesetzes	bv_doc_id__1_d1e15868
der	bv_doc_id__1_d1e15870
Lan-	bv_doc_id__1_d1e15872
desregierung	bv_doc_id__1_d1e15874
bekanntgegeben	bv_doc_id__1_d1e15876
und	bv_doc_id__1_d1e15879
binnen	bv_doc_id__1_d1e15881
weiteren	bv_doc_id__1_d1e15883
vier	bv_doc_id__1_d1e15885
Wochen	bv_doc_id__1_d1e15887
bei	bv_doc_id__1_d1e15889
dem	bv_doc_id__1_d1e15892
Bundesver-	bv_doc_id__1_d1e15894
fassungsgerichte	bv_doc_id__1_d1e15896
gestellt	bv_doc_id__1_d1e15898
werden	bv_doc_id__1_d1e15900
<g/>
.	
Das	bv_doc_id__1_d1e15907
stattgebende	bv_doc_id__1_d1e15909
Erkenntnis	bv_doc_id__1_d1e15911
des	bv_doc_id__1_d1e15913
Bundesverfassungsgerichtes	bv_doc_id__1_d1e15915
bewirkt	bv_doc_id__1_d1e15918
die	bv_doc_id__1_d1e15920
Kassation	bv_doc_id__1_d1e15922
des	bv_doc_id__1_d1e15924
bundesgesetzwidrigen	bv_doc_id__1_d1e15926
Lan-	bv_doc_id__1_d1e15928
desgesetzes	bv_doc_id__1_d1e15931
und	bv_doc_id__1_d1e15933
verpflichtet	bv_doc_id__1_d1e15935
die	bv_doc_id__1_d1e15937
zu-	bv_doc_id__1_d1e15939
ständige	bv_doc_id__1_d1e15941
Landesregierung	bv_doc_id__1_d1e15944
zur	bv_doc_id__1_d1e15946
Verlaut-	bv_doc_id__1_d1e15948
barung	bv_doc_id__1_d1e15950
der	bv_doc_id__1_d1e15952
erfolgten	bv_doc_id__1_d1e15954
Aufhebung	bv_doc_id__1_d1e15957
im	bv_doc_id__1_d1e15959
Landesgesetzblatte	bv_doc_id__1_d1e15961
<g/>
.	
Art.	bv_doc_id__1_d1e15972
CXXVII	bv_doc_id__1_d1e15974
Das	bv_doc_id__1_d1e15979
Bundesverfassungsgericht	bv_doc_id__1_d1e15981
entscheidet	bv_doc_id__1_d1e15983
über	bv_doc_id__1_d1e15985
Anfechtungen	bv_doc_id__1_d1e15987
von	bv_doc_id__1_d1e15990
Wahlen	bv_doc_id__1_d1e15992
zur	bv_doc_id__1_d1e15994
Bundesversammlung	bv_doc_id__1_d1e15996
oder	bv_doc_id__1_d1e15998
Präsident-	bv_doc_id__1_d1e16000
schaftswahlen	bv_doc_id__1_d1e16003
und	bv_doc_id__1_d1e16005
über	bv_doc_id__1_d1e16007
den	bv_doc_id__1_d1e16009
Antrag	bv_doc_id__1_d1e16011
der	bv_doc_id__1_d1e16013
Bundesversammlung	bv_doc_id__1_d1e16016
auf	bv_doc_id__1_d1e16018
Erklärung	bv_doc_id__1_d1e16020
des	bv_doc_id__1_d1e16022
Mandatsverlustes	bv_doc_id__1_d1e16024
eines	bv_doc_id__1_d1e16026
ihrer	bv_doc_id__1_d1e16029
Mitglie-	bv_doc_id__1_d1e16031
der	bv_doc_id__1_d1e16033
<g/>
.	
Art.	bv_doc_id__1_d1e16043
CXXVIII	bv_doc_id__1_d1e16045
<g/>
.	
Das	bv_doc_id__1_d1e16052
Bundesverfassungsgericht	bv_doc_id__1_d1e16054
ent-	bv_doc_id__1_d1e16056
scheidet	bv_doc_id__1_d1e16058
über	bv_doc_id__1_d1e16060
die	bv_doc_id__1_d1e16063
Veranwortlichkeit	bv_doc_id__1_d1e16065
<g/>
:	
a	bv_doc_id__1_d1e16073
<g/>
)	
des	bv_doc_id__1_d1e16080
Bundespräsidenten	bv_doc_id__1_d1e16082
und	bv_doc_id__1_d1e16084
seiner	bv_doc_id__1_d1e16086
Stellvertreter	bv_doc_id__1_d1e16088
b	bv_doc_id__1_d1e16093
<g/>
)	
der	bv_doc_id__1_d1e16100
Mitglieder	bv_doc_id__1_d1e16102
der	bv_doc_id__1_d1e16104
Bundesregierung	bv_doc_id__1_d1e16106
und	bv_doc_id__1_d1e16108
der	bv_doc_id__1_d1e16111
ihnen	bv_doc_id__1_d1e16113
hinsichtlich	bv_doc_id__1_d1e16115
der	bv_doc_id__1_d1e16117
Verant-	bv_doc_id__1_d1e16119
wortlichkeit	bv_doc_id__1_d1e16121
gleichstellten	bv_doc_id__1_d1e16124
Organe	bv_doc_id__1_d1e16126
<g/>
,	
c	bv_doc_id__1_d1e16136
<g/>
)	
